date,여론조사기관
2020-11-16,7.00389
2020-11-17,6.22568
2020-11-18,5.44747
2020-11-19,4.66926
2020-11-20,7.39299
2020-11-21,1.94552
2020-11-22,7.00389
2020-11-23,8.94941
2020-11-24,7.00389
2020-11-25,7.7821
2020-11-26,10.11673
2020-11-27,7.39299
2020-11-28,6.22568
2020-11-29,7.7821
2020-11-30,12.45136
2020-12-01,9.33852
2020-12-02,6.61478
2020-12-03,27.23735
2020-12-04,14.00778
2020-12-05,12.06225
2020-12-06,6.22568
2020-12-07,26.07003
2020-12-08,14.78599
2020-12-09,15.5642
2020-12-10,14.00778
2020-12-11,13.22957
2020-12-12,2.72373
2020-12-13,4.28015
2020-12-14,9.33852
2020-12-15,5.05836
2020-12-16,8.56031
2020-12-17,12.45136
2020-12-18,12.84046
2020-12-19,6.22568
2020-12-20,3.89105
2020-12-21,10.89494
2020-12-22,7.00389
2020-12-23,7.00389
2020-12-24,12.84046
2020-12-25,3.50194
2020-12-26,3.89105
2020-12-27,8.1712
2020-12-28,23.7354
2020-12-29,13.22957
2020-12-30,6.22568
2020-12-31,7.39299
2021-01-01,9.33852
2021-01-02,9.33852
2021-01-03,33.07392
2021-01-04,35.79766
2021-01-05,10.89494
2021-01-06,15.9533
2021-01-07,3.50194
2021-01-08,10.89494
2021-01-09,3.11284
2021-01-10,5.05836
2021-01-11,14.78599
2021-01-12,7.39299
2021-01-13,11.28404
2021-01-14,3.11284
2021-01-15,13.22957
2021-01-16,12.06225
2021-01-17,5.44747
2021-01-18,15.9533
2021-01-19,12.06225
2021-01-20,16.73151
2021-01-21,16.73151
2021-01-22,20.23346
2021-01-23,14.00778
2021-01-24,2.33463
2021-01-25,14.00778
2021-01-26,5.44747
2021-01-27,7.00389
2021-01-28,8.94941
2021-01-29,6.22568
2021-01-30,4.28015
2021-01-31,7.00389
2021-02-01,11.67315
2021-02-02,9.33852
2021-02-03,6.61478
2021-02-04,12.45136
2021-02-05,15.5642
2021-02-06,8.56031
2021-02-07,4.66926
2021-02-08,7.7821
2021-02-09,5.83657
2021-02-10,10.11673
2021-02-11,4.28015
2021-02-12,2.72373
2021-02-15,6.22568
2021-02-16,7.7821
2021-02-18,8.1712
2021-02-19,6.61478
2021-02-20,3.89105
2021-02-21,2.33463
2021-02-22,10.11673
2021-02-23,8.94941
2021-02-24,8.94941
2021-02-25,7.39299
2021-02-26,6.61478
2021-02-27,3.89105
2021-02-28,6.22568
2021-03-01,8.1712
2021-03-02,6.61478
2021-03-03,3.11284
2021-03-04,7.00389
2021-03-05,7.00389
2021-03-06,7.39299
2021-03-07,10.50583
2021-03-08,28.79377
2021-03-09,14.78599
2021-03-10,10.89494
2021-03-11,12.84046
2021-03-12,16.34241
2021-03-13,5.83657
2021-03-14,8.94941
2021-03-15,16.34241
2021-03-16,7.7821
2021-03-17,14.39688
2021-03-18,12.06225
2021-03-19,12.06225
2021-03-20,11.67315
2021-03-21,13.22957
2021-03-22,28.79377
2021-03-23,23.3463
2021-03-24,15.17509
2021-03-25,8.1712
2021-03-26,9.33852
2021-03-27,8.1712
2021-03-28,14.39688
2021-03-29,15.17509
2021-03-30,14.78599
2021-03-31,24.12451
2021-04-01,17.89883
2021-04-02,10.89494
2021-04-03,10.50583
2021-04-04,12.06225
2021-04-05,12.06225
2021-04-06,9.72762
2021-04-07,17.89883
2021-04-08,19.06614
2021-04-09,16.34241
2021-04-10,18.67704
2021-04-11,8.94941
2021-04-12,10.50583
2021-04-13,14.00778
2021-04-14,10.50583
2021-04-15,10.11673
2021-04-16,11.67315
2021-04-17,13.61867
2021-04-18,15.9533
2021-04-19,12.84046
2021-04-20,5.83657
2021-04-21,11.28404
2021-04-22,21.01167
2021-04-23,17.50972
2021-04-24,5.05836
2021-04-25,6.61478
2021-04-26,8.1712
2021-04-27,6.61478
2021-04-28,10.50583
2021-04-29,5.05836
2021-04-30,5.83657
2021-05-01,3.11284
2021-05-02,3.50194
2021-05-03,13.22957
2021-05-04,8.56031
2021-05-05,3.50194
2021-05-06,1.94552
2021-05-07,5.83657
2021-05-08,2.72373
2021-05-09,6.61478
2021-05-10,7.39299
2021-05-11,8.1712
2021-05-12,6.61478
2021-05-13,3.11284
2021-05-14,7.39299
2021-05-15,1.94552
2021-05-16,3.89105
2021-05-17,5.44747
2021-05-18,5.44747
2021-05-19,1.94552
2021-05-20,1.94552
2021-05-21,6.22568
2021-05-22,4.66926
2021-05-23,5.05836
2021-05-24,10.11673
2021-05-25,4.28015
2021-05-26,3.50194
2021-05-27,11.67315
2021-05-28,7.7821
2021-05-29,2.72373
2021-05-30,2.72373
2021-05-31,8.1712
2021-06-01,6.61478
2021-06-02,5.05836
2021-06-03,11.28404
2021-06-04,16.34241
2021-06-05,5.44747
2021-06-06,6.22568
2021-06-07,14.78599
2021-06-08,9.33852
2021-06-09,6.22568
2021-06-10,12.06225
2021-06-11,7.7821
2021-06-12,10.50583
2021-06-13,6.61478
2021-06-14,7.7821
2021-06-15,8.1712
2021-06-16,5.44747
2021-06-17,5.83657
2021-06-18,7.00389
2021-06-20,3.11284
2021-06-21,3.11284
2021-06-22,9.33852
2021-06-23,7.7821
2021-06-24,14.78599
2021-06-25,10.50583
2021-06-26,3.50194
2021-06-27,3.50194
2021-06-28,14.39688
2021-06-29,16.73151
2021-06-30,8.1712
2021-07-01,15.9533
2021-07-02,5.44747
2021-07-03,1.94552
2021-07-04,9.33852
2021-07-05,12.84046
2021-07-06,9.72762
2021-07-07,5.83657
2021-07-08,6.22568
2021-07-09,14.00778
2021-07-11,5.44747
2021-07-12,11.67315
2021-07-13,21.40077
2021-07-14,22.56809
2021-07-15,19.06614
2021-07-16,16.73151
2021-07-17,5.83657
2021-07-18,7.39299
2021-07-19,13.22957
2021-07-20,11.28404
2021-07-21,9.72762
2021-07-22,9.72762
2021-07-23,8.56031
2021-07-24,4.66926
2021-07-25,9.72762
2021-07-26,10.11673
2021-07-27,12.45136
2021-07-28,11.67315
2021-07-29,9.72762
2021-07-30,6.22568
2021-07-31,3.11284
2021-08-01,6.22568
2021-08-02,7.39299
2021-08-03,7.7821
2021-08-04,6.22568
2021-08-05,10.50583
2021-08-06,13.22957
2021-08-07,6.61478
2021-08-08,7.7821
2021-08-09,8.1712
2021-08-10,10.89494
2021-08-11,11.67315
2021-08-12,14.39688
2021-08-13,4.28015
2021-08-14,3.11284
2021-08-15,7.39299
2021-08-16,17.50972
2021-08-17,10.50583
2021-08-18,7.39299
2021-08-19,7.39299
2021-08-20,10.50583
2021-08-21,15.17509
2021-08-22,6.61478
2021-08-23,12.06225
2021-08-24,10.11673
2021-08-25,7.00389
2021-08-26,10.89494
2021-08-27,10.11673
2021-08-28,10.89494
2021-08-29,7.00389
2021-08-30,13.22957
2021-08-31,8.1712
2021-09-01,3.89105
2021-09-02,11.28404
2021-09-03,13.22957
2021-09-04,14.39688
2021-09-05,8.56031
2021-09-06,17.89883
2021-09-07,24.90272
2021-09-08,16.34241
2021-09-09,18.67704
2021-09-10,8.56031
2021-09-11,9.72762
2021-09-12,7.7821
2021-09-13,13.61867
2021-09-14,13.61867
2021-09-15,11.28404
2021-09-16,11.28404
2021-09-17,9.33852
2021-09-18,5.83657
2021-09-20,10.50583
2021-09-21,10.89494
2021-09-22,6.22568
2021-09-23,13.61867
2021-09-24,5.44747
2021-09-25,6.22568
2021-09-26,7.00389
2021-09-27,15.17509
2021-09-28,17.89883
2021-09-29,10.89494
2021-09-30,13.22957
2021-10-01,12.06225
2021-10-02,3.50194
2021-10-03,5.05836
2021-10-04,9.72762
2021-10-05,12.84046
2021-10-06,7.39299
2021-10-07,10.11673
2021-10-08,12.45136
2021-10-09,3.50194
2021-10-10,8.56031
2021-10-11,4.66926
2021-10-12,13.61867
2021-10-13,15.9533
2021-10-14,15.9533
2021-10-15,10.50583
2021-10-16,6.22568
2021-10-17,9.33852
2021-10-18,9.33852
2021-10-19,13.61867
2021-10-20,11.28404
2021-10-21,15.5642
2021-10-22,10.50583
2021-10-23,15.17509
2021-10-24,7.39299
2021-10-25,15.17509
2021-10-26,20.62256
2021-10-27,17.50972
2021-10-28,17.89883
2021-10-29,19.45525
2021-10-30,8.56031
2021-10-31,11.28404
2021-11-01,15.5642
2021-11-02,15.5642
2021-11-03,13.22957
2021-11-04,16.73151
2021-11-05,21.01167
2021-11-06,7.00389
2021-11-07,19.45525
2021-11-08,24.51361
2021-11-09,20.23346
2021-11-10,15.9533
2021-11-11,13.22957
2021-11-12,14.00778
2021-11-13,5.05836
2021-11-14,10.11673
2021-11-15,18.67704
2021-11-16,16.34241
2021-11-17,20.62256
2021-11-18,17.89883
2021-11-19,19.45525
2021-11-20,8.94941
2021-11-21,11.28404
2021-11-22,22.95719
2021-11-23,23.7354
2021-11-24,21.78988
2021-11-25,19.45525
2021-11-26,10.50583
2021-11-27,7.00389
2021-11-28,12.84046
2021-11-29,31.90661
2021-11-30,16.73151
2021-12-01,22.17898
2021-12-02,24.90272
2021-12-03,12.45136
2021-12-04,8.1712
2021-12-05,8.1712
2021-12-06,13.61867
2021-12-07,12.45136
2021-12-08,18.67704
2021-12-09,28.40466
2021-12-10,14.39688
2021-12-11,12.45136
2021-12-12,8.1712
2021-12-13,17.89883
2021-12-14,12.84046
2021-12-15,12.06225
2021-12-16,22.95719
2021-12-17,11.67315
2021-12-18,10.50583
2021-12-19,10.89494
2021-12-20,33.85214
2021-12-21,12.06225
2021-12-22,14.39688
2021-12-23,24.12451
2021-12-24,10.11673
2021-12-25,7.7821
2021-12-26,11.28404
2021-12-27,25.29182
2021-12-28,25.29182
2021-12-29,18.28793
2021-12-30,27.62645
2021-12-31,15.9533
2022-01-01,15.17509
2022-01-02,15.5642
2022-01-03,16.73151
2022-01-04,10.50583
2022-01-05,17.12062
2022-01-06,12.84046
2022-01-07,20.62256
2022-01-08,11.67315
2022-01-09,9.33852
2022-01-10,22.95719
2022-01-11,26.07003
2022-01-12,22.95719
2022-01-13,32.68482
2022-01-14,28.01556
2022-01-15,18.67704
2022-01-16,25.29182
2022-01-17,27.23735
2022-01-18,21.78988
2022-01-19,12.84046
2022-01-20,22.17898
2022-01-21,24.12451
2022-01-22,13.22957
2022-01-23,21.40077
2022-01-24,29.96108
2022-01-25,20.62256
2022-01-26,37.35408
2022-01-27,31.5175
2022-01-28,33.85214
2022-01-29,11.28404
2022-01-30,18.67704
2022-01-31,10.89494
2022-02-01,16.34241
2022-02-02,10.50583
2022-02-03,23.7354
2022-02-04,29.96108
2022-02-05,20.62256
2022-02-06,25.29182
2022-02-07,29.57198
2022-02-08,18.67704
2022-02-09,16.34241
2022-02-10,21.40077
2022-02-11,36.57587
2022-02-12,22.17898
2022-02-13,36.18677
2022-02-14,31.5175
2022-02-15,30.73929
2022-02-16,33.85214
2022-02-17,44.35797
2022-02-18,31.90661
2022-02-19,12.45136
2022-02-20,28.01556
2022-02-21,92.21789
2022-02-22,33.85214
2022-02-23,40.07782
2022-02-24,34.63035
2022-02-25,39.29961
2022-02-26,31.1284
2022-02-27,36.57587
2022-02-28,52.52918
2022-03-01,55.64202
2022-03-02,100.0
2022-03-03,50.19455
2022-03-04,42.02334
2022-03-05,21.78988
2022-03-06,25.68093
2022-03-07,27.62645
2022-03-08,25.29182
2022-03-09,75.09727
2022-03-10,28.40466
2022-03-11,12.84046
2022-03-12,8.94941
2022-03-13,13.61867
2022-03-14,12.84046
2022-03-15,6.22568
2022-03-16,13.61867
2022-03-17,11.28404
2022-03-18,7.39299
2022-03-19,5.83657
2022-03-20,8.1712
2022-03-21,14.39688
2022-03-22,15.9533
2022-03-23,9.72762
2022-03-24,10.50583
2022-03-25,14.39688
2022-03-26,16.34241
2022-03-27,17.89883
2022-03-28,22.56809
2022-03-29,15.17509
2022-03-30,15.9533
2022-03-31,10.50583
2022-04-01,10.50583
2022-04-02,17.89883
2022-04-03,20.62256
2022-04-04,16.73151
2022-04-05,9.33852
2022-04-06,14.00778
2022-04-07,15.9533
2022-04-08,18.67704
2022-04-09,19.84435
2022-04-10,23.7354
2022-04-11,26.84824
2022-04-12,17.50972
2022-04-13,17.50972
2022-04-14,18.28793
2022-04-15,20.23346
2022-04-16,16.34241
2022-04-17,13.22957
2022-04-18,20.23346
2022-04-19,11.28404
2022-04-20,21.40077
2022-04-21,17.89883
2022-04-22,10.50583
2022-04-23,10.11673
2022-04-24,19.45525
2022-04-25,12.06225
2022-04-26,20.62256
2022-04-27,12.84046
2022-04-28,19.84435
2022-04-29,15.9533
2022-04-30,21.01167
2022-05-01,15.9533
2022-05-02,24.90272
2022-05-03,12.06225
2022-05-04,16.73151
2022-05-05,11.67315
2022-05-06,16.73151
2022-05-07,11.28404
2022-05-08,10.11673
2022-05-09,26.07003
2022-05-10,16.34241
2022-05-11,19.06614
2022-05-12,16.73151
2022-05-13,10.11673
2022-05-14,23.3463
2022-05-15,26.84824
2022-05-16,19.06614
2022-05-17,25.29182
2022-05-18,19.84435
2022-05-19,17.89883
2022-05-20,39.29961
2022-05-21,31.90661
2022-05-22,28.01556
2022-05-23,35.79766
2022-05-24,46.3035
2022-05-25,50.97276
2022-05-26,21.78988
2022-05-27,24.12451
2022-05-28,13.22957
2022-05-29,12.45136
2022-05-30,18.28793
2022-05-31,28.40466
2022-06-01,13.22957
2022-06-02,9.33852
2022-06-04,4.28015
2022-06-05,4.28015
2022-06-07,8.94941
2022-06-08,1.94552
2022-06-09,6.61478
2022-06-10,5.83657
2022-06-11,1.94552
2022-06-12,4.66926
2022-06-13,8.1712
2022-06-14,1.94552
2022-06-15,3.50194
2022-06-16,5.44747
2022-06-17,2.72373
2022-06-18,7.7821
2022-06-19,5.05836
2022-06-20,8.94941
2022-06-21,2.33463
2022-06-22,8.56031
2022-06-23,4.66926
2022-06-24,6.22568
2022-06-25,2.72373
2022-06-26,2.33463
2022-06-27,6.61478
2022-06-28,3.11284
2022-06-29,8.94941
2022-06-30,8.1712
2022-07-01,12.45136
2022-07-02,8.1712
2022-07-03,8.56031
2022-07-04,8.56031
2022-07-05,17.50972
2022-07-06,6.22568
2022-07-07,8.56031
2022-07-08,11.67315
2022-07-09,3.11284
2022-07-10,8.1712
2022-07-11,41.63424
2022-07-12,30.73929
2022-07-13,23.3463
2022-07-14,17.12062
2022-07-15,20.62256
2022-07-16,12.06225
2022-07-17,5.83657
2022-07-18,17.12062
2022-07-19,17.50972
2022-07-20,17.89883
2022-07-21,10.11673
2022-07-22,23.3463
2022-07-23,10.89494
2022-07-24,12.45136
2022-07-25,15.5642
2022-07-26,13.61867
2022-07-27,9.72762
2022-07-28,14.00778
2022-07-29,29.18287
2022-07-30,10.50583
2022-07-31,7.39299
2022-08-01,21.40077
2022-08-02,10.50583
2022-08-03,11.28404
2022-08-04,17.12062
2022-08-05,33.46303
2022-08-06,20.62256
2022-08-07,18.28793
2022-08-08,26.07003
2022-08-09,22.17898
2022-08-10,21.40077
2022-08-11,33.07392
2022-08-12,25.68093
2022-08-13,8.94941
2022-08-14,14.39688
2022-08-15,27.23735
2022-08-16,15.5642
2022-08-17,19.45525
2022-08-18,16.73151
2022-08-19,13.61867
2022-08-20,15.9533
2022-08-21,10.89494
2022-08-22,15.5642
2022-08-23,5.83657
2022-08-24,12.45136
2022-08-25,10.50583
2022-08-26,10.11673
2022-08-27,3.89105
2022-08-28,11.67315
2022-08-29,8.56031
2022-08-30,8.94941
2022-08-31,12.84046
2022-09-01,10.50583
2022-09-02,13.61867
2022-09-03,5.44747
2022-09-04,12.06225
2022-09-05,3.89105
2022-09-06,8.94941
2022-09-07,5.44747
2022-09-08,6.61478
2022-09-09,5.05836
2022-09-10,4.28015
2022-09-11,3.89105
2022-09-12,18.28793
2022-09-13,10.11673
2022-09-14,14.78599
2022-09-15,11.28404
2022-09-16,10.50583
2022-09-17,11.67315
2022-09-18,10.89494
2022-09-19,14.39688
2022-09-20,10.89494
2022-09-21,11.67315
2022-09-22,9.33852
2022-09-23,12.84046
2022-09-24,3.89105
2022-09-25,8.94941
2022-09-26,19.84435
2022-09-27,15.5642
2022-09-28,16.34241
2022-09-29,11.67315
2022-09-30,31.1284
2022-10-01,7.7821
2022-10-02,12.45136
2022-10-03,37.74319
2022-10-04,18.67704
2022-10-05,16.73151
2022-10-06,15.5642
2022-10-07,18.67704
2022-10-08,10.89494
2022-10-09,10.89494
2022-10-10,18.28793
2022-10-11,11.28404
2022-10-12,16.73151
2022-10-13,12.84046
2022-10-14,16.34241
2022-10-15,12.84046
2022-10-16,15.17509
2022-10-17,22.56809
2022-10-18,29.18287
2022-10-19,21.40077
2022-10-20,18.67704
2022-10-21,22.17898
2022-10-22,20.23346
2022-10-23,10.11673
2022-10-24,28.01556
2022-10-25,14.39688
2022-10-26,25.68093
2022-10-27,21.01167
2022-10-28,21.78988
2022-10-29,11.28404
2022-10-30,10.11673
2022-10-31,16.34241
2022-11-01,18.28793
2022-11-02,15.9533
2022-11-03,24.51361
2022-11-04,22.17898
2022-11-05,14.00778
2022-11-06,15.9533
2022-11-07,15.5642
2022-11-08,12.06225
2022-11-09,33.85214
2022-11-10,23.7354
2022-11-11,13.61867
2022-11-12,8.1712
2022-11-13,13.61867
2022-11-14,15.17509
2022-11-15,12.06225
2022-11-16,16.73151
2022-11-17,21.78988
2022-11-18,18.28793
2022-11-19,14.39688
2022-11-20,12.06225
2022-11-21,23.3463
2022-11-22,12.84046
2022-11-23,15.17509
2022-11-24,12.45136
2022-11-25,12.45136
2022-11-26,11.67315
2022-11-27,15.9533
2022-11-28,13.61867
2022-11-29,15.9533
2022-11-30,14.39688
2022-12-01,12.06225
2022-12-02,11.67315
2022-12-03,8.56031
2022-12-04,14.00778
2022-12-05,20.23346
2022-12-06,20.23346
2022-12-07,19.06614
2022-12-08,29.57198
2022-12-09,21.40077
2022-12-10,6.22568
2022-12-11,14.00778
2022-12-12,15.5642
2022-12-13,11.67315
2022-12-14,14.00778
2022-12-15,17.12062
2022-12-16,19.06614
2022-12-17,10.11673
2022-12-18,14.78599
2022-12-19,28.79377
2022-12-20,21.01167
2022-12-21,24.90272
2022-12-22,11.28404
2022-12-23,26.07003
2022-12-24,8.94941
2022-12-25,13.61867
2022-12-26,24.12451
2022-12-27,13.61867
2022-12-28,12.06225
2022-12-29,14.00778
2022-12-30,18.28793
2022-12-31,12.45136
2023-01-01,11.67315
2023-01-02,17.50972
2023-01-03,13.22957
2023-01-04,8.56031
2023-01-05,11.28404
2023-01-06,7.00389
2023-01-07,6.61478
2023-01-08,17.50972
2023-01-09,18.28793
2023-01-10,12.84046
2023-01-11,14.00778
2023-01-12,16.73151
2023-01-13,11.67315
2023-01-14,12.84046
2023-01-15,10.89494
2023-01-16,20.23346
2023-01-17,19.45525
2023-01-18,12.06225
2023-01-19,13.61867
2023-01-20,12.45136
2023-01-21,9.33852
2023-01-22,7.39299
2023-01-23,8.94941
2023-01-24,10.11673
2023-01-25,11.67315
2023-01-26,15.5642
2023-01-27,14.78599
2023-01-28,7.7821
2023-01-29,14.00778
2023-01-30,24.12451
2023-01-31,12.06225
2023-02-01,14.78599
2023-02-02,16.73151
2023-02-03,10.11673
2023-02-04,8.56031
2023-02-05,6.61478
2023-02-06,11.28404
2023-02-07,18.67704
2023-02-08,20.23346
2023-02-09,17.89883
2023-02-10,8.1712
2023-02-11,6.61478
2023-02-12,15.17509
2023-02-13,20.23346
2023-02-14,20.23346
2023-02-15,8.94941
2023-02-16,12.06225
2023-02-17,12.06225
2023-02-18,14.39688
2023-02-19,12.84046
2023-02-20,16.73151
2023-02-21,16.34241
2023-02-22,13.61867
2023-02-23,12.84046
2023-02-24,8.1712
2023-02-25,8.94941
2023-02-26,3.11284
2023-02-27,10.50583
2023-02-28,10.89494
2023-03-01,17.12062
2023-03-02,7.7821
2023-03-03,5.05836
2023-03-04,7.39299
2023-03-05,5.83657
2023-03-06,19.45525
2023-03-07,12.45136
2023-03-08,15.5642
2023-03-09,11.67315
2023-03-10,12.84046
2023-03-11,6.61478
2023-03-12,8.56031
2023-03-13,12.45136
2023-03-14,9.33852
2023-03-15,14.39688
2023-03-16,17.50972
2023-03-17,10.11673
2023-03-18,10.11673
2023-03-19,7.39299
2023-03-20,21.40077
2023-03-21,17.89883
2023-03-22,17.89883
2023-03-23,11.67315
2023-03-24,14.39688
2023-03-25,9.33852
2023-03-26,8.94941
2023-03-27,15.5642
2023-03-28,12.84046
2023-03-29,16.73151
2023-03-30,18.28793
2023-03-31,19.06614
2023-04-01,9.72762
2023-04-02,7.00389
2023-04-03,16.73151
2023-04-04,14.78599
2023-04-05,12.45136
2023-04-06,12.84046
2023-04-07,10.50583
2023-04-08,10.11673
2023-04-09,9.72762
2023-04-10,15.5642
2023-04-11,17.12062
2023-04-12,20.62256
2023-04-13,11.67315
2023-04-14,16.73151
2023-04-15,12.06225
2023-04-16,7.39299
2023-04-17,17.89883
2023-04-18,16.73151
2023-04-19,17.89883
2023-04-20,14.78599
2023-04-21,10.50583
2023-04-22,7.00389
2023-04-23,11.67315
2023-04-24,17.50972
2023-04-25,22.95719
2023-04-26,12.06225
2023-04-27,8.56031
2023-04-28,10.50583
2023-04-29,4.28015
2023-04-30,9.72762
2023-05-01,13.61867
2023-05-02,10.11673
2023-05-03,11.67315
2023-05-04,9.33852
2023-05-05,14.78599
2023-05-06,10.50583
2023-05-07,5.44747
2023-05-08,22.17898
2023-05-09,26.45914
2023-05-10,19.06614
2023-05-11,27.23735
2023-05-12,18.28793
2023-05-13,8.1712
2023-05-14,14.00778
2023-05-15,25.29182
2023-05-16,21.78988
2023-05-17,16.34241
2023-05-18,16.73151
2023-05-19,15.5642
2023-05-20,9.72762
2023-05-21,9.33852
2023-05-22,20.62256
2023-05-23,14.00778
2023-05-24,12.84046
2023-05-25,11.28404
2023-05-26,12.06225
2023-05-27,9.72762
2023-05-28,15.17509
2023-05-29,18.67704
2023-05-30,13.22957
2023-05-31,7.7821
2023-06-01,8.1712
2023-06-02,12.84046
2023-06-03,2.72373
2023-06-04,10.89494
2023-06-05,5.44747
2023-06-06,6.22568
2023-06-07,7.00389
2023-06-08,6.22568
2023-06-09,10.89494
2023-06-10,10.89494
2023-06-11,13.61867
2023-06-12,14.78599
2023-06-13,8.1712
2023-06-14,12.84046
2023-06-15,7.39299
2023-06-16,11.28404
2023-06-17,8.94941
2023-06-18,5.05836
2023-06-19,13.22957
2023-06-20,8.56031
2023-06-21,12.06225
2023-06-22,13.61867
2023-06-23,15.5642
2023-06-24,5.83657
2023-06-25,7.39299
2023-06-26,14.39688
2023-06-27,6.61478
2023-06-28,7.39299
2023-06-29,4.66926
2023-06-30,10.89494
2023-07-01,3.89105
2023-07-02,11.28404
2023-07-03,15.5642
