date,구운역
2020-06-30,9.3209
2020-07-01,8.38881
2020-07-02,10.91877
2020-07-03,10.25299
2020-07-04,7.5233
2020-07-05,6.19174
2020-07-06,11.18508
2020-07-07,12.84953
2020-07-08,11.05193
2020-07-09,10.25299
2020-07-10,8.52197
2020-07-11,6.72436
2020-07-12,5.92543
2020-07-13,8.85486
2020-07-14,7.72303
2020-07-15,8.38881
2020-07-16,8.52197
2020-07-17,7.58988
2020-07-18,3.92809
2020-07-19,5.19307
2020-07-20,8.65512
2020-07-21,9.65379
2020-07-22,8.52197
2020-07-23,8.85486
2020-07-24,7.05725
2020-07-25,5.05992
2020-07-26,5.32623
2020-07-27,8.32223
2020-07-28,7.85619
2020-07-29,8.38881
2020-07-30,14.98002
2020-07-31,9.72037
2020-08-01,6.25832
2020-08-02,5.92543
2020-08-03,9.18774
2020-08-04,9.72037
2020-08-05,7.78961
2020-08-06,7.72303
2020-08-07,7.05725
2020-08-08,5.65912
2020-08-09,5.45938
2020-08-10,7.45672
2020-08-11,7.78961
2020-08-12,6.9241
2020-08-13,6.52463
2020-08-14,7.19041
2020-08-15,5.05992
2020-08-16,5.25965
2020-08-17,6.65778
2020-08-18,7.58988
2020-08-19,7.92276
2020-08-20,6.19174
2020-08-21,6.72436
2020-08-22,4.52729
2020-08-23,3.99467
2020-08-24,6.45805
2020-08-25,6.79094
2020-08-26,6.52463
2020-08-27,4.72703
2020-08-28,5.3928
2020-08-29,5.52596
2020-08-30,5.32623
2020-08-31,7.25699
2020-09-01,6.19174
2020-09-02,6.45805
2020-09-03,5.45938
2020-09-04,4.46071
2020-09-05,4.26098
2020-09-06,4.52729
2020-09-07,7.58988
2020-09-08,7.45672
2020-09-09,7.65645
2020-09-10,5.05992
2020-09-11,6.65778
2020-09-12,5.65912
2020-09-13,5.12649
2020-09-14,6.52463
2020-09-15,6.39147
2020-09-16,5.99201
2020-09-17,7.5233
2020-09-18,7.05725
2020-09-19,4.1944
2020-09-20,3.66178
2020-09-21,6.05858
2020-09-22,4.7936
2020-09-23,6.19174
2020-09-24,6.12516
2020-09-25,4.72703
2020-09-26,3.92809
2020-09-27,3.46205
2020-09-28,6.05858
2020-09-29,4.72703
2020-09-30,3.99467
2020-10-01,3.26231
2020-10-02,3.46205
2020-10-03,4.39414
2020-10-04,4.86018
2020-10-05,6.79094
2020-10-06,7.32356
2020-10-07,7.32356
2020-10-08,6.39147
2020-10-09,4.66045
2020-10-10,3.99467
2020-10-11,4.59387
2020-10-12,7.32356
2020-10-13,6.19174
2020-10-14,6.65778
2020-10-15,5.72569
2020-10-16,4.12782
2020-10-17,3.32889
2020-10-18,2.79627
2020-10-19,6.25832
2020-10-20,4.86018
2020-10-21,5.45938
2020-10-22,5.59254
2020-10-23,5.45938
2020-10-24,3.26231
2020-10-25,4.39414
2020-10-26,7.72303
2020-10-27,12.38348
2020-10-28,10.18641
2020-10-29,8.25565
2020-10-30,5.32623
2020-10-31,5.05992
2020-11-01,6.3249
2020-11-02,8.32223
2020-11-03,7.72303
2020-11-04,7.78961
2020-11-05,6.72436
2020-11-06,6.3249
2020-11-07,4.32756
2020-11-08,3.19573
2020-11-09,7.58988
2020-11-10,6.65778
2020-11-11,7.65645
2020-11-12,6.25832
2020-11-13,6.05858
2020-11-14,4.12782
2020-11-15,3.32889
2020-11-16,6.3249
2020-11-17,7.45672
2020-11-18,6.59121
2020-11-19,7.65645
2020-11-20,7.5233
2020-11-21,5.25965
2020-11-22,4.32756
2020-11-23,7.05725
2020-11-24,6.99067
2020-11-25,8.92143
2020-11-26,7.72303
2020-11-27,6.3249
2020-11-28,4.06125
2020-11-29,5.72569
2020-11-30,6.65778
2020-12-01,5.79227
2020-12-02,5.79227
2020-12-03,7.85619
2020-12-04,5.92543
2020-12-05,4.92676
2020-12-06,4.92676
2020-12-07,8.52197
2020-12-08,6.52463
2020-12-09,8.98801
2020-12-10,6.72436
2020-12-11,6.3249
2020-12-12,5.3928
2020-12-13,4.32756
2020-12-14,5.72569
2020-12-15,6.65778
2020-12-16,6.9241
2020-12-17,5.79227
2020-12-18,5.12649
2020-12-19,4.59387
2020-12-20,4.59387
2020-12-21,7.19041
2020-12-22,6.19174
2020-12-23,6.45805
2020-12-24,5.92543
2020-12-25,4.99334
2020-12-26,5.59254
2020-12-27,4.52729
2020-12-28,6.19174
2020-12-29,9.45406
2020-12-30,6.79094
2020-12-31,6.25832
2021-01-01,5.92543
2021-01-02,5.79227
2021-01-03,5.79227
2021-01-04,7.72303
2021-01-05,8.78828
2021-01-06,6.99067
2021-01-07,7.12383
2021-01-08,6.99067
2021-01-09,6.59121
2021-01-10,4.92676
2021-01-11,7.12383
2021-01-12,6.9241
2021-01-13,6.79094
2021-01-14,8.65512
2021-01-15,8.32223
2021-01-16,5.25965
2021-01-17,5.65912
2021-01-18,6.59121
2021-01-19,8.25565
2021-01-20,8.18908
2021-01-21,7.65645
2021-01-22,7.85619
2021-01-23,6.19174
2021-01-24,6.39147
2021-01-25,9.65379
2021-01-26,8.52197
2021-01-27,9.9201
2021-01-28,8.05592
2021-01-29,6.85752
2021-01-30,6.9241
2021-01-31,5.3928
2021-02-01,9.25432
2021-02-02,7.12383
2021-02-03,10.05326
2021-02-04,9.98668
2021-02-05,8.65512
2021-02-06,7.98934
2021-02-07,8.7217
2021-02-08,9.18774
2021-02-09,9.65379
2021-02-10,8.25565
2021-02-11,6.25832
2021-02-12,6.72436
2021-02-13,8.65512
2021-02-14,6.25832
2021-02-15,9.25432
2021-02-16,9.58721
2021-02-17,10.45272
2021-02-18,8.32223
2021-02-19,10.58588
2021-02-20,9.12117
2021-02-21,9.3209
2021-02-22,12.98268
2021-02-23,10.05326
2021-02-24,10.18641
2021-02-25,10.91877
2021-02-26,10.98535
2021-02-27,7.72303
2021-02-28,8.32223
2021-03-01,8.58854
2021-03-02,10.91877
2021-03-03,12.51664
2021-03-04,11.7177
2021-03-05,11.1185
2021-03-06,9.85352
2021-03-07,10.5193
2021-03-08,11.05193
2021-03-09,12.31691
2021-03-10,11.31824
2021-03-11,10.38615
2021-03-12,10.91877
2021-03-13,10.31957
2021-03-14,9.72037
2021-03-15,13.58189
2021-03-16,11.38482
2021-03-17,10.65246
2021-03-18,10.71904
2021-03-19,10.31957
2021-03-20,9.65379
2021-03-21,10.85219
2021-03-22,12.45006
2021-03-23,11.91744
2021-03-24,12.6498
2021-03-25,11.25166
2021-03-26,11.58455
2021-03-27,8.58854
2021-03-28,9.58721
2021-03-29,11.38482
2021-03-30,12.58322
2021-03-31,12.18375
2021-04-01,11.25166
2021-04-02,10.85219
2021-04-03,9.52063
2021-04-04,9.05459
2021-04-05,11.51797
2021-04-06,11.45139
2021-04-07,11.31824
2021-04-08,11.58455
2021-04-09,10.58588
2021-04-10,7.25699
2021-04-11,9.05459
2021-04-12,12.91611
2021-04-13,11.65113
2021-04-14,10.91877
2021-04-15,12.91611
2021-04-16,10.85219
2021-04-17,10.18641
2021-04-18,10.45272
2021-04-19,12.31691
2021-04-20,12.31691
2021-04-21,12.71637
2021-04-22,20.37283
2021-04-23,14.58055
2021-04-24,12.6498
2021-04-25,10.65246
2021-04-26,13.64846
2021-04-27,15.0466
2021-04-28,14.38082
2021-04-29,13.64846
2021-04-30,11.51797
2021-05-01,10.98535
2021-05-02,11.51797
2021-05-03,13.51531
2021-05-04,12.38348
2021-05-05,11.31824
2021-05-06,13.51531
2021-05-07,11.51797
2021-05-08,10.78561
2021-05-09,9.9201
2021-05-10,14.11451
2021-05-11,13.04926
2021-05-12,12.38348
2021-05-13,20.50599
2021-05-14,13.44873
2021-05-15,8.85486
2021-05-16,10.11984
2021-05-17,12.05059
2021-05-18,13.58189
2021-05-19,9.12117
2021-05-20,12.51664
2021-05-21,14.58055
2021-05-22,9.78695
2021-05-23,10.5193
2021-05-24,12.05059
2021-05-25,13.11584
2021-05-26,13.31557
2021-05-27,13.31557
2021-05-28,14.58055
2021-05-29,11.65113
2021-05-30,9.85352
2021-05-31,14.91344
2021-06-01,11.91744
2021-06-02,15.51264
2021-06-03,16.71105
2021-06-04,12.98268
2021-06-05,11.18508
2021-06-06,9.58721
2021-06-07,16.11185
2021-06-08,13.58189
2021-06-09,14.51398
2021-06-10,15.24633
2021-06-11,33.88814
2021-06-12,17.70972
2021-06-13,20.03994
2021-06-14,27.6964
2021-06-15,24.3675
2021-06-16,23.56857
2021-06-17,22.10386
2021-06-18,23.56857
2021-06-19,15.71238
2021-06-20,16.31158
2021-06-21,18.9747
2021-06-22,22.10386
2021-06-23,20.57256
2021-06-24,21.30492
2021-06-25,19.17443
2021-06-26,13.91478
2021-06-27,16.245
2021-06-28,21.03861
2021-06-29,29.82689
2021-06-30,21.9707
2021-07-01,20.10652
2021-07-02,17.31025
2021-07-03,13.98135
2021-07-04,16.51131
2021-07-05,27.23035
2021-07-06,25.83222
2021-07-07,22.76964
2021-07-08,23.23568
2021-07-09,20.7723
2021-07-10,16.44474
2021-07-11,15.17976
2021-07-12,23.10252
2021-07-13,21.83754
2021-07-14,18.9747
2021-07-15,20.7723
2021-07-16,20.70572
2021-07-17,15.11318
2021-07-18,17.4434
2021-07-19,23.03595
2021-07-20,100.0
2021-07-21,92.80958
2021-07-22,32.62316
2021-07-23,23.96804
2021-07-24,17.50998
2021-07-25,14.31424
2021-07-26,20.97203
2021-07-27,20.7723
2021-07-28,20.30625
2021-07-29,22.37017
2021-07-30,17.4434
2021-07-31,15.11318
2021-08-01,14.64713
2021-08-02,19.70705
2021-08-03,19.77363
2021-08-04,20.90545
2021-08-05,22.37017
2021-08-06,17.97603
2021-08-07,14.91344
2021-08-08,12.31691
2021-08-09,19.64047
2021-08-10,20.10652
2021-08-11,23.23568
2021-08-12,20.30625
2021-08-13,18.70838
2021-08-14,13.58189
2021-08-15,13.8482
2021-08-16,17.17709
2021-08-17,19.77363
2021-08-18,21.43808
2021-08-19,19.64047
2021-08-20,20.03994
2021-08-21,13.78162
2021-08-22,15.97869
2021-08-23,21.50466
2021-08-24,23.50199
2021-08-25,21.9707
2021-08-26,19.97336
2021-08-27,16.37816
2021-08-28,12.78295
2021-08-29,13.04926
2021-08-30,27.89613
2021-08-31,24.16777
2021-09-01,24.76697
2021-09-02,23.56857
2021-09-03,24.03462
2021-09-04,14.71371
2021-09-05,13.249
2021-09-06,21.23834
2021-09-07,20.23968
2021-09-08,20.30625
2021-09-09,20.1731
2021-09-10,16.11185
2021-09-11,13.38215
2021-09-12,13.31557
2021-09-13,18.37549
2021-09-14,15.37949
2021-09-15,18.30892
2021-09-16,16.37816
2021-09-17,15.91211
2021-09-18,10.98535
2021-09-19,10.98535
2021-09-20,8.92143
2021-09-21,10.18641
2021-09-22,10.98535
2021-09-23,18.10918
2021-09-24,14.38082
2021-09-25,11.98402
2021-09-26,12.38348
2021-09-27,16.17842
2021-09-28,15.31291
2021-09-29,14.18109
2021-09-30,14.51398
2021-10-01,12.25033
2021-10-02,8.58854
2021-10-03,8.38881
2021-10-04,12.38348
2021-10-05,13.58189
2021-10-06,13.38215
2021-10-07,12.45006
2021-10-08,12.18375
2021-10-09,7.25699
2021-10-10,7.5233
2021-10-11,9.72037
2021-10-12,10.91877
2021-10-13,10.91877
2021-10-14,11.51797
2021-10-15,9.38748
2021-10-16,6.52463
2021-10-17,8.58854
2021-10-18,11.58455
2021-10-19,10.91877
2021-10-20,9.98668
2021-10-21,10.71904
2021-10-22,8.92143
2021-10-23,9.25432
2021-10-24,9.52063
2021-10-25,11.98402
2021-10-26,11.25166
2021-10-27,10.05326
2021-10-28,10.58588
2021-10-29,9.58721
2021-10-30,7.72303
2021-10-31,8.58854
2021-11-01,10.38615
2021-11-02,12.05059
2021-11-03,8.78828
2021-11-04,9.72037
2021-11-05,7.98934
2021-11-06,7.32356
2021-11-07,7.85619
2021-11-08,10.05326
2021-11-09,12.25033
2021-11-10,10.18641
2021-11-11,10.05326
2021-11-12,8.85486
2021-11-13,7.45672
2021-11-14,7.25699
2021-11-15,10.38615
2021-11-16,10.98535
2021-11-17,9.38748
2021-11-18,8.32223
2021-11-19,8.92143
2021-11-20,5.72569
2021-11-21,6.39147
2021-11-22,10.38615
2021-11-23,9.9201
2021-11-24,10.11984
2021-11-25,7.78961
2021-11-26,8.32223
2021-11-27,5.99201
2021-11-28,7.12383
2021-11-29,9.25432
2021-11-30,9.78695
2021-12-01,8.92143
2021-12-02,8.38881
2021-12-03,10.71904
2021-12-04,7.05725
2021-12-05,7.39014
2021-12-06,9.78695
2021-12-07,8.18908
2021-12-08,8.98801
2021-12-09,8.78828
2021-12-10,8.38881
2021-12-11,7.72303
2021-12-12,7.39014
2021-12-13,7.85619
2021-12-14,8.85486
2021-12-15,8.1225
2021-12-16,7.05725
2021-12-17,9.85352
2021-12-18,6.99067
2021-12-19,7.45672
2021-12-20,9.72037
2021-12-21,8.7217
2021-12-22,9.38748
2021-12-23,12.11717
2021-12-24,13.18242
2021-12-25,11.58455
2021-12-26,14.64713
2021-12-27,23.43541
2021-12-28,54.7936
2021-12-29,35.01997
2021-12-30,30.69241
2021-12-31,17.70972
2022-01-01,11.45139
2022-01-02,12.38348
2022-01-03,17.17709
2022-01-04,21.10519
2022-01-05,18.17576
2022-01-06,14.71371
2022-01-07,14.24766
2022-01-08,10.31957
2022-01-09,10.91877
2022-01-10,13.04926
2022-01-11,12.58322
2022-01-12,11.25166
2022-01-13,12.18375
2022-01-14,10.98535
2022-01-15,7.39014
2022-01-16,7.98934
2022-01-17,9.58721
2022-01-18,9.72037
2022-01-19,8.78828
2022-01-20,9.58721
2022-01-21,9.85352
2022-01-22,8.65512
2022-01-23,8.52197
2022-01-24,15.57922
2022-01-25,12.6498
2022-01-26,10.31957
2022-01-27,8.7217
2022-01-28,7.12383
2022-01-29,6.9241
2022-01-30,6.52463
2022-01-31,6.19174
2022-02-01,7.98934
2022-02-02,9.78695
2022-02-03,8.52197
2022-02-04,9.65379
2022-02-05,6.52463
2022-02-06,6.85752
2022-02-07,10.5193
2022-02-08,8.32223
2022-02-09,7.98934
2022-02-10,7.32356
2022-02-11,7.32356
2022-02-12,5.05992
2022-02-13,6.65778
2022-02-14,7.98934
2022-02-15,7.19041
2022-02-16,8.05592
2022-02-17,8.52197
2022-02-18,8.7217
2022-02-19,6.65778
2022-02-20,7.12383
2022-02-21,9.38748
2022-02-22,9.98668
2022-02-23,9.72037
2022-02-24,10.18641
2022-02-25,7.85619
2022-02-26,5.92543
2022-02-27,6.45805
2022-02-28,8.78828
2022-03-01,4.72703
2022-03-02,6.25832
2022-03-03,7.45672
2022-03-04,5.3928
2022-03-05,4.66045
2022-03-06,5.19307
2022-03-07,6.85752
2022-03-08,5.65912
2022-03-09,5.72569
2022-03-10,9.65379
2022-03-11,8.98801
2022-03-12,8.85486
2022-03-13,7.98934
2022-03-14,8.78828
2022-03-15,11.31824
2022-03-16,8.32223
2022-03-17,9.25432
2022-03-18,11.18508
2022-03-19,6.52463
2022-03-20,6.59121
2022-03-21,8.18908
2022-03-22,7.05725
2022-03-23,7.05725
2022-03-24,4.7936
2022-03-25,7.12383
2022-03-26,5.25965
2022-03-27,4.59387
2022-03-28,6.85752
2022-03-29,6.85752
2022-03-30,6.52463
2022-03-31,7.72303
2022-04-01,6.99067
2022-04-02,6.25832
2022-04-03,6.25832
2022-04-04,8.25565
2022-04-05,6.72436
2022-04-06,7.85619
2022-04-07,7.12383
2022-04-08,6.39147
2022-04-09,4.99334
2022-04-10,4.72703
2022-04-11,7.45672
2022-04-12,5.65912
2022-04-13,6.12516
2022-04-14,6.99067
2022-04-15,4.59387
2022-04-16,3.72836
2022-04-17,4.86018
2022-04-18,6.59121
2022-04-19,7.19041
2022-04-20,6.52463
2022-04-21,8.1225
2022-04-22,4.86018
2022-04-23,5.72569
2022-04-24,4.46071
2022-04-25,6.65778
2022-04-26,7.19041
2022-04-27,6.65778
2022-04-28,7.12383
2022-04-29,6.19174
2022-04-30,4.32756
2022-05-01,5.3928
2022-05-02,6.39147
2022-05-03,7.39014
2022-05-04,5.92543
2022-05-05,4.72703
2022-05-06,6.99067
2022-05-07,6.45805
2022-05-08,6.19174
2022-05-09,7.85619
2022-05-10,6.52463
2022-05-11,5.92543
2022-05-12,6.59121
2022-05-13,5.99201
2022-05-14,4.59387
2022-05-15,5.12649
2022-05-16,7.65645
2022-05-17,8.98801
2022-05-18,7.45672
2022-05-19,9.52063
2022-05-20,8.1225
2022-05-21,8.45539
2022-05-22,5.92543
2022-05-23,10.11984
2022-05-24,9.85352
2022-05-25,10.98535
2022-05-26,11.51797
2022-05-27,9.78695
2022-05-28,8.92143
2022-05-29,9.25432
2022-05-30,11.05193
2022-05-31,11.1185
2022-06-01,13.31557
2022-06-02,17.90945
2022-06-03,14.64713
2022-06-04,8.52197
2022-06-05,10.38615
2022-06-06,10.98535
2022-06-07,11.78428
2022-06-08,12.58322
2022-06-09,11.85086
2022-06-10,9.45406
2022-06-11,7.32356
2022-06-12,7.98934
2022-06-13,11.1185
2022-06-14,8.7217
2022-06-15,11.25166
2022-06-16,11.38482
2022-06-17,10.38615
2022-06-18,8.18908
2022-06-19,7.5233
2022-06-20,11.65113
2022-06-21,10.31957
2022-06-22,7.92276
2022-06-23,8.78828
2022-06-24,8.98801
2022-06-25,6.39147
2022-06-26,7.98934
2022-06-27,5.72569
2022-06-28,9.45406
2022-06-29,8.32223
2022-06-30,8.25565
2022-07-01,6.39147
2022-07-02,5.45938
2022-07-03,5.79227
2022-07-04,9.65379
2022-07-05,8.98801
2022-07-06,6.85752
2022-07-07,8.05592
2022-07-08,7.19041
2022-07-09,5.59254
2022-07-10,5.52596
2022-07-11,6.79094
2022-07-12,6.85752
2022-07-13,6.9241
2022-07-14,6.25832
2022-07-15,5.79227
2022-07-16,5.45938
2022-07-17,6.72436
2022-07-18,6.99067
2022-07-19,6.52463
2022-07-20,5.65912
2022-07-21,5.59254
2022-07-22,5.72569
2022-07-23,4.32756
2022-07-24,4.72703
2022-07-25,6.19174
2022-07-26,5.72569
2022-07-27,4.86018
2022-07-28,5.85885
2022-07-29,5.85885
2022-07-30,3.79494
2022-07-31,4.39414
2022-08-01,5.45938
2022-08-02,5.72569
2022-08-03,5.25965
2022-08-04,6.79094
2022-08-05,6.45805
2022-08-06,4.99334
2022-08-07,6.19174
2022-08-08,8.52197
2022-08-09,5.32623
2022-08-10,5.05992
2022-08-11,6.72436
2022-08-12,10.71904
2022-08-13,7.92276
2022-08-14,7.78961
2022-08-15,8.45539
2022-08-16,12.05059
2022-08-17,10.65246
2022-08-18,9.98668
2022-08-19,10.11984
2022-08-20,6.72436
2022-08-21,7.72303
2022-08-22,9.25432
2022-08-23,12.71637
2022-08-24,12.18375
2022-08-25,9.45406
2022-08-26,8.85486
2022-08-27,7.32356
2022-08-28,7.05725
2022-08-29,9.45406
2022-08-30,8.18908
2022-08-31,9.12117
2022-09-01,8.98801
2022-09-02,7.12383
2022-09-03,5.52596
2022-09-04,7.39014
2022-09-05,8.85486
2022-09-06,9.05459
2022-09-07,12.58322
2022-09-08,18.50865
2022-09-09,9.12117
2022-09-10,9.25432
2022-09-11,8.38881
2022-09-12,10.31957
2022-09-13,23.43541
2022-09-14,16.17842
2022-09-15,16.8442
2022-09-16,15.51264
2022-09-17,10.85219
2022-09-18,11.18508
2022-09-19,13.78162
2022-09-20,13.249
2022-09-21,14.84687
2022-09-22,14.04793
2022-09-23,12.6498
2022-09-24,10.78561
2022-09-25,11.31824
2022-09-26,15.97869
2022-09-27,13.58189
2022-09-28,14.98002
2022-09-29,16.04527
2022-09-30,11.18508
2022-10-01,7.98934
2022-10-02,7.72303
2022-10-03,9.65379
2022-10-04,9.18774
2022-10-05,10.91877
2022-10-06,10.05326
2022-10-07,10.25299
2022-10-08,7.65645
2022-10-09,8.45539
2022-10-10,7.85619
2022-10-11,9.3209
2022-10-12,8.7217
2022-10-13,9.18774
2022-10-14,8.92143
2022-10-15,7.25699
2022-10-16,6.19174
2022-10-17,9.65379
2022-10-18,8.38881
2022-10-19,10.5193
2022-10-20,8.58854
2022-10-21,7.78961
2022-10-22,6.9241
2022-10-23,4.59387
2022-10-24,9.12117
2022-10-25,8.25565
2022-10-26,9.52063
2022-10-27,7.72303
2022-10-28,7.32356
2022-10-29,4.59387
2022-10-30,5.19307
2022-10-31,8.25565
2022-11-01,7.12383
2022-11-02,8.52197
2022-11-03,7.32356
2022-11-04,6.65778
2022-11-05,4.39414
2022-11-06,7.05725
2022-11-07,7.19041
2022-11-08,8.85486
2022-11-09,7.45672
2022-11-10,6.59121
2022-11-11,7.92276
2022-11-12,5.59254
2022-11-13,4.92676
2022-11-14,6.65778
2022-11-15,8.92143
2022-11-16,7.72303
2022-11-17,7.32356
2022-11-18,6.45805
2022-11-19,5.59254
2022-11-20,5.72569
2022-11-21,6.52463
2022-11-22,8.58854
2022-11-23,12.58322
2022-11-24,10.5193
2022-11-25,7.5233
2022-11-26,6.99067
2022-11-27,4.7936
2022-11-28,7.72303
2022-11-29,8.85486
2022-11-30,9.25432
2022-12-01,7.19041
2022-12-02,7.45672
2022-12-03,4.26098
2022-12-04,4.92676
2022-12-05,6.9241
2022-12-06,7.05725
2022-12-07,7.39014
2022-12-08,7.39014
2022-12-09,8.18908
2022-12-10,3.86151
2022-12-11,5.85885
2022-12-12,7.78961
2022-12-13,7.58988
2022-12-14,7.92276
2022-12-15,5.05992
2022-12-16,5.99201
2022-12-17,4.39414
2022-12-18,4.72703
2022-12-19,5.85885
2022-12-20,7.25699
2022-12-21,7.32356
2022-12-22,6.45805
2022-12-23,5.25965
2022-12-24,4.52729
2022-12-25,3.86151
2022-12-26,6.85752
2022-12-27,7.39014
2022-12-28,9.9201
2022-12-29,10.78561
2022-12-30,10.31957
2022-12-31,5.65912
2023-01-01,7.78961
2023-01-02,8.98801
2023-01-03,11.7177
2023-01-04,7.98934
2023-01-05,8.98801
2023-01-06,7.92276
2023-01-07,5.85885
2023-01-08,6.39147
2023-01-09,9.65379
2023-01-10,9.9201
2023-01-11,8.52197
2023-01-12,8.25565
2023-01-13,7.19041
2023-01-14,5.19307
2023-01-15,4.59387
2023-01-16,7.72303
2023-01-17,7.12383
2023-01-18,7.12383
2023-01-19,6.79094
2023-01-20,5.85885
2023-01-21,5.25965
2023-01-22,3.79494
2023-01-23,4.52729
2023-01-24,6.25832
2023-01-25,6.19174
2023-01-26,7.65645
2023-01-27,7.65645
2023-01-28,6.52463
2023-01-29,8.65512
2023-01-30,13.51531
2023-01-31,11.05193
2023-02-01,8.78828
2023-02-02,8.58854
2023-02-03,8.85486
2023-02-04,5.32623
2023-02-05,6.25832
2023-02-06,9.78695
2023-02-07,9.3209
2023-02-08,6.45805
2023-02-09,8.78828
2023-02-10,8.18908
2023-02-11,5.72569
2023-02-12,5.92543
2023-02-13,9.72037
2023-02-14,10.38615
2023-02-15,9.72037
2023-02-16,8.85486
2023-02-17,8.65512
2023-02-18,5.99201
2023-02-19,6.59121
2023-02-20,7.98934
2023-02-21,7.39014
2023-02-22,11.85086
2023-02-23,8.45539
2023-02-24,7.98934
2023-02-25,6.45805
2023-02-26,7.5233
2023-02-27,10.31957
2023-02-28,8.18908
2023-03-01,7.85619
2023-03-02,10.11984
2023-03-03,9.65379
2023-03-04,7.92276
2023-03-05,7.65645
2023-03-06,10.05326
2023-03-07,8.32223
2023-03-08,9.9201
2023-03-09,8.38881
2023-03-10,7.39014
2023-03-11,5.65912
2023-03-12,6.39147
2023-03-13,7.92276
2023-03-14,8.45539
2023-03-15,9.52063
2023-03-16,10.11984
2023-03-17,8.05592
2023-03-18,5.45938
2023-03-19,6.39147
2023-03-20,10.91877
2023-03-21,10.98535
2023-03-22,8.78828
2023-03-23,8.78828
2023-03-24,9.72037
2023-03-25,7.5233
2023-03-26,6.85752
2023-03-27,9.38748
2023-03-28,10.38615
2023-03-29,8.98801
2023-03-30,10.65246
2023-03-31,8.32223
2023-04-01,6.12516
2023-04-02,6.79094
2023-04-03,10.11984
2023-04-04,10.98535
2023-04-05,9.25432
2023-04-06,9.9201
2023-04-07,8.98801
2023-04-08,5.32623
2023-04-09,6.3249
2023-04-10,11.25166
2023-04-11,10.91877
2023-04-12,9.25432
2023-04-13,11.91744
2023-04-14,9.9201
2023-04-15,7.05725
2023-04-16,7.85619
2023-04-17,13.58189
2023-04-18,10.98535
2023-04-19,9.78695
2023-04-20,10.25299
2023-04-21,10.58588
2023-04-22,7.45672
2023-04-23,7.05725
2023-04-24,10.85219
2023-04-25,11.05193
2023-04-26,10.58588
2023-04-27,11.18508
2023-04-28,10.98535
2023-04-29,7.92276
2023-04-30,9.05459
2023-05-01,14.24766
2023-05-02,18.24234
2023-05-03,18.84154
2023-05-04,19.5739
2023-05-05,11.51797
2023-05-06,12.45006
2023-05-07,12.6498
2023-05-08,19.30758
2023-05-09,21.03861
2023-05-10,22.03728
2023-05-11,21.23834
2023-05-12,20.1731
2023-05-13,13.44873
2023-05-14,12.71637
2023-05-15,20.7723
2023-05-16,17.97603
2023-05-17,20.30625
2023-05-18,19.84021
2023-05-19,16.64447
2023-05-20,13.64846
2023-05-21,10.98535
2023-05-22,19.17443
2023-05-23,18.57523
2023-05-24,17.97603
2023-05-25,15.97869
2023-05-26,17.37683
2023-05-27,11.1185
2023-05-28,12.18375
2023-05-29,12.05059
