date,현대바이오주가
2020-09-17,1.48024
2020-09-18,1.46252
2020-09-19,0.19747
2020-09-20,0.14768
2020-09-21,1.50809
2020-09-22,1.22875
2020-09-23,1.41526
2020-09-24,1.21356
2020-09-25,1.28698
2020-09-26,0.16287
2020-09-27,0.11055
2020-09-28,1.27179
2020-09-29,1.2701
2020-09-30,0.12743
2020-10-01,0.08861
2020-10-02,0.08186
2020-10-03,0.07595
2020-10-04,0.0751
2020-10-05,1.35196
2020-10-06,1.27685
2020-10-07,1.20174
2020-10-08,1.17221
2020-10-09,0.13502
2020-10-10,0.09114
2020-10-11,0.08861
2020-10-12,1.09288
2020-10-13,0.96291
2020-10-14,0.98654
2020-10-15,0.97473
2020-10-16,1.01524
2020-10-17,0.11899
2020-10-18,0.0962
2020-10-19,1.22369
2020-10-20,1.0414
2020-10-21,1.15617
2020-10-22,0.98064
2020-10-23,0.91818
2020-10-24,0.09367
2020-10-25,0.06751
2020-10-26,0.94519
2020-10-27,0.90637
2020-10-28,0.92916
2020-10-29,2.81955
2020-10-30,2.15369
2020-10-31,0.19916
2020-11-01,0.15781
2020-11-02,1.49627
2020-11-03,1.42285
2020-11-04,1.38066
2020-11-05,1.4026
2020-11-06,1.27263
2020-11-07,0.14853
2020-11-08,0.08861
2020-11-09,1.34437
2020-11-10,1.23044
2020-11-11,1.26926
2020-11-12,1.22537
2020-11-13,1.20681
2020-11-14,0.1308
2020-11-15,0.10549
2020-11-16,1.25829
2020-11-17,1.16377
2020-11-18,1.15702
2020-11-19,1.14267
2020-11-20,1.32158
2020-11-21,0.12236
2020-11-22,0.11308
2020-11-23,1.52075
2020-11-24,1.37728
2020-11-25,1.28698
2020-11-26,1.49205
2020-11-27,1.34605
2020-11-28,0.12996
2020-11-29,0.10211
2020-11-30,1.28023
2020-12-01,1.36125
2020-12-02,1.12073
2020-12-03,1.08275
2020-12-04,1.07094
2020-12-05,0.14853
2020-12-06,0.10295
2020-12-07,1.13676
2020-12-08,5.26355
2020-12-09,6.82397
2020-12-10,8.30759
2020-12-11,8.09745
2020-12-12,1.22875
2020-12-13,1.15617
2020-12-14,15.61935
2020-12-15,12.44198
2020-12-16,12.71203
2020-12-17,15.81599
2020-12-18,21.57493
2020-12-19,4.1943
2020-12-20,3.34447
2020-12-21,11.11701
2020-12-22,23.40878
2020-12-23,22.47793
2020-12-24,16.94938
2020-12-25,2.22627
2020-12-26,1.58067
2020-12-27,1.74186
2020-12-28,13.56861
2020-12-29,17.96968
2020-12-30,21.84751
2020-12-31,3.27695
2021-01-01,1.72751
2021-01-02,1.63974
2021-01-03,2.25074
2021-01-04,17.42957
2021-01-05,17.38231
2021-01-06,14.44123
2021-01-07,12.46898
2021-01-08,11.28749
2021-01-09,1.82372
2021-01-10,1.52581
2021-01-11,12.05883
2021-01-12,14.13826
2021-01-13,10.68746
2021-01-14,11.3474
2021-01-15,8.94053
2021-01-16,1.11988
2021-01-17,1.07262
2021-01-18,8.68398
2021-01-19,9.13885
2021-01-20,8.79031
2021-01-21,8.01306
2021-01-22,6.48302
2021-01-23,0.98317
2021-01-24,0.86586
2021-01-25,7.61051
2021-01-26,11.11786
2021-01-27,7.96158
2021-01-28,7.02567
2021-01-29,6.96912
2021-01-30,0.92831
2021-01-31,0.82873
2021-02-01,6.98347
2021-02-02,18.70558
2021-02-03,19.67778
2021-02-04,11.63856
2021-02-05,13.81588
2021-02-06,1.91233
2021-02-07,1.68953
2021-02-08,100.0
2021-02-09,26.65788
2021-02-10,16.06494
2021-02-11,2.17479
2021-02-12,1.51822
2021-02-13,1.514
2021-02-14,1.78405
2021-02-15,18.19923
2021-02-16,16.5426
2021-02-17,12.67237
2021-02-18,11.28158
2021-02-19,13.22851
2021-02-20,2.53683
2021-02-21,1.98153
2021-02-22,16.7443
2021-02-23,25.32617
2021-02-24,20.97068
2021-02-25,25.21815
2021-02-26,36.51492
2021-02-27,4.4576
2021-02-28,3.42717
2021-03-01,3.57908
2021-03-02,22.90495
2021-03-03,17.09369
2021-03-04,15.02438
2021-03-05,15.45141
2021-03-06,2.35961
2021-03-07,2.06761
2021-03-08,13.33232
2021-03-09,12.98884
2021-03-10,12.1601
2021-03-11,11.48243
2021-03-12,12.88588
2021-03-13,2.20855
2021-03-14,1.9368
2021-03-15,14.30452
2021-03-16,11.7238
2021-03-17,11.5778
2021-03-18,10.7018
2021-03-19,10.0562
2021-03-20,1.64143
2021-03-21,1.41948
2021-03-22,10.88831
2021-03-23,10.04101
2021-03-24,13.3627
2021-03-25,12.93651
2021-03-26,11.8487
2021-03-27,1.64734
2021-03-28,1.3739
2021-03-29,9.68487
2021-03-30,8.94306
2021-03-31,8.51266
2021-04-01,9.87391
2021-04-02,7.78689
2021-04-03,1.19499
2021-04-04,0.95447
2021-04-05,7.45016
2021-04-06,7.06196
2021-04-07,6.74042
2021-04-08,16.67763
2021-04-09,10.66467
2021-04-10,1.34943
2021-04-11,1.14773
2021-04-12,8.5346
2021-04-13,9.35406
2021-04-14,9.65196
2021-04-15,8.70001
2021-04-16,7.62992
2021-04-17,1.13761
2021-04-18,0.93084
2021-04-19,10.17435
2021-04-20,8.33459
2021-04-21,8.45781
2021-04-22,7.47717
2021-04-23,7.00963
2021-04-24,1.05996
2021-04-25,0.94857
2021-04-26,6.91089
2021-04-27,6.95056
2021-04-28,9.62495
2021-04-29,7.35902
2021-04-30,6.97588
2021-05-01,1.0895
2021-05-02,0.89202
2021-05-03,8.78356
2021-05-04,8.10167
2021-05-05,1.3334
2021-05-06,6.83325
2021-05-07,6.44927
2021-05-08,0.80594
2021-05-09,0.7148
2021-05-10,7.68224
2021-05-11,8.39451
2021-05-12,8.11602
2021-05-13,13.57368
2021-05-14,15.57884
2021-05-15,1.72329
2021-05-16,1.31145
2021-05-17,10.21739
2021-05-18,8.91099
2021-05-19,1.14689
2021-05-20,9.45195
2021-05-21,7.50248
2021-05-22,0.90131
2021-05-23,0.83548
2021-05-24,9.08653
2021-05-25,7.55481
2021-05-26,6.54885
2021-05-27,6.83072
2021-05-28,6.18596
2021-05-29,0.757
2021-05-30,0.59918
2021-05-31,6.16824
2021-06-01,6.09144
2021-06-02,6.00452
2021-06-03,6.37331
2021-06-04,5.53783
2021-06-05,0.62872
2021-06-06,0.63125
2021-06-07,6.22985
2021-06-08,7.68984
2021-06-09,6.43492
2021-06-10,10.39799
2021-06-11,8.5844
2021-06-12,1.16124
2021-06-13,0.95701
2021-06-14,9.13126
2021-06-15,9.26797
2021-06-16,10.1887
2021-06-17,8.66119
2021-06-18,7.83921
2021-06-19,0.90384
2021-06-20,0.78147
2021-06-21,6.90583
2021-06-22,6.13955
2021-06-23,7.34383
2021-06-24,6.66531
2021-06-25,6.48978
2021-06-26,0.88527
2021-06-27,0.784
2021-06-28,6.61299
2021-06-29,5.8332
2021-06-30,5.9235
2021-07-01,5.60872
2021-07-02,5.99945
2021-07-03,0.73337
2021-07-04,0.87683
2021-07-05,9.72454
2021-07-06,7.34467
2021-07-07,7.55059
2021-07-08,7.82486
2021-07-09,6.30664
2021-07-10,0.70805
2021-07-11,0.64391
2021-07-12,5.84333
2021-07-13,6.84507
2021-07-14,6.00536
2021-07-15,5.54711
2021-07-16,5.29984
2021-07-17,0.53504
2021-07-18,0.48525
2021-07-19,5.27537
2021-07-20,5.07283
2021-07-21,4.79264
2021-07-22,5.48044
2021-07-23,5.21207
2021-07-24,0.71733
2021-07-25,0.54011
2021-07-26,5.51251
2021-07-27,5.40533
2021-07-28,4.84412
2021-07-29,5.83827
2021-07-30,6.47627
2021-07-31,0.88527
2021-08-01,0.68526
2021-08-02,5.30322
2021-08-03,5.3125
2021-08-04,5.47538
2021-08-05,5.46272
2021-08-06,4.70403
2021-08-07,0.60846
2021-08-08,0.58483
2021-08-09,4.68124
2021-08-10,9.1743
2021-08-11,6.07288
2021-08-12,6.08638
2021-08-13,5.65935
2021-08-14,0.66585
2021-08-15,0.55108
2021-08-16,1.02114
2021-08-17,7.49658
2021-08-18,6.82228
2021-08-19,9.01142
2021-08-20,7.18179
2021-08-21,0.66501
2021-08-22,0.65235
2021-08-23,5.77075
2021-08-24,6.18681
2021-08-25,8.619
2021-08-26,7.1396
2021-08-27,6.35053
2021-08-28,0.8397
2021-08-29,0.73843
2021-08-30,6.87798
2021-08-31,7.37674
2021-09-01,7.62232
2021-09-02,5.74965
2021-09-03,5.7564
2021-09-04,0.67851
2021-09-05,0.55867
2021-09-06,5.09899
2021-09-07,5.12515
2021-09-08,5.38677
2021-09-09,5.3049
2021-09-10,5.61884
2021-09-11,0.67092
2021-09-12,0.56964
2021-09-13,4.7918
2021-09-14,4.93695
2021-09-15,4.93611
2021-09-16,3.80525
2021-09-17,6.23829
2021-09-18,0.78484
2021-09-19,0.59665
2021-09-20,0.48272
2021-09-21,0.41267
2021-09-22,0.51563
2021-09-23,5.00784
2021-09-24,4.22721
2021-09-25,0.51985
2021-09-26,0.45656
2021-09-27,10.00303
2021-09-28,7.42738
2021-09-29,9.75914
2021-09-30,9.33211
2021-10-01,10.55918
2021-10-02,1.70979
2021-10-03,1.00427
2021-10-04,1.33593
2021-10-05,10.52289
2021-10-06,9.87982
2021-10-07,8.89665
2021-10-08,8.57427
2021-10-09,0.89793
2021-10-10,0.73252
2021-10-11,0.99076
2021-10-12,6.32521
2021-10-13,5.96148
2021-10-14,6.71004
2021-10-15,5.84417
2021-10-16,0.54855
2021-10-17,0.47597
2021-10-18,4.93105
2021-10-19,4.89729
2021-10-20,4.42638
2021-10-21,4.49389
2021-10-22,4.30232
2021-10-23,0.52407
2021-10-24,0.44306
2021-10-25,4.44326
2021-10-26,5.41377
2021-10-27,4.16645
2021-10-28,4.18333
2021-10-29,3.76137
2021-10-30,0.46753
2021-10-31,0.35276
2021-11-01,4.28376
2021-11-02,4.58757
2021-11-03,4.31245
2021-11-04,4.31414
2021-11-05,6.5978
2021-11-06,0.85573
2021-11-07,0.61015
2021-11-08,6.42142
2021-11-09,4.89982
2021-11-10,4.2635
2021-11-11,4.73357
2021-11-12,5.80198
2021-11-13,0.79328
2021-11-14,0.5899
2021-11-15,5.25765
2021-11-16,4.18839
2021-11-17,3.8888
2021-11-18,3.82551
2021-11-19,3.71748
2021-11-20,0.53504
2021-11-21,0.4017
2021-11-22,4.06096
2021-11-23,3.75462
2021-11-24,3.84745
2021-11-25,3.69217
2021-11-26,4.29135
2021-11-27,0.62534
2021-11-28,0.61268
2021-11-29,12.07487
2021-11-30,18.78998
2021-12-01,15.45901
2021-12-02,11.83857
2021-12-03,11.49847
2021-12-04,2.06423
2021-12-05,1.89207
2021-12-06,12.5154
2021-12-07,18.29544
2021-12-08,11.85038
2021-12-09,10.35242
2021-12-10,7.64173
2021-12-11,0.9646
2021-12-12,0.85827
2021-12-13,7.71262
2021-12-14,7.01976
2021-12-15,15.34845
2021-12-16,9.7853
2021-12-17,7.84849
2021-12-18,1.09794
2021-12-19,0.95194
2021-12-20,8.40633
2021-12-21,9.62917
2021-12-22,7.39615
2021-12-23,8.67976
2021-12-24,7.36071
2021-12-25,0.88105
2021-12-26,0.92578
2021-12-27,6.82481
2021-12-28,6.0003
2021-12-29,9.68994
2021-12-30,6.53282
2021-12-31,1.60008
2022-01-01,0.54601
2022-01-02,0.63547
2022-01-03,6.3539
2022-01-04,7.06027
2022-01-05,7.31345
2022-01-06,6.24841
2022-01-07,7.01385
2022-01-08,0.87683
2022-01-09,0.73759
2022-01-10,6.49315
2022-01-11,5.89481
2022-01-12,5.86865
2022-01-13,4.59094
2022-01-14,7.03917
2022-01-15,1.09541
2022-01-16,0.93675
2022-01-17,5.2011
2022-01-18,4.61457
2022-01-19,4.40613
2022-01-20,6.11338
2022-01-21,9.27473
2022-01-22,1.07431
2022-01-23,0.89624
2022-01-24,6.23407
2022-01-25,5.937
2022-01-26,5.2779
2022-01-27,10.63429
2022-01-28,9.84522
2022-01-29,1.03127
2022-01-30,0.7359
2022-01-31,0.68695
2022-02-01,0.65741
2022-02-02,0.85911
2022-02-03,13.27662
2022-02-04,10.79041
2022-02-05,1.46842
2022-02-06,1.23128
2022-02-07,12.64958
2022-02-08,9.77011
2022-02-09,11.9103
2022-02-10,12.82849
2022-02-11,8.77765
2022-02-12,1.15955
2022-02-13,1.03465
2022-02-14,19.56132
2022-02-15,12.44282
2022-02-16,12.23099
2022-02-17,10.64104
2022-02-18,9.16586
2022-02-19,1.32496
2022-02-20,1.39078
2022-02-21,8.58271
2022-02-22,9.26882
2022-02-23,7.85271
2022-02-24,8.16075
2022-02-25,9.22156
2022-02-26,1.22031
2022-02-27,1.05659
2022-02-28,7.43244
2022-03-01,1.26419
2022-03-02,7.75313
2022-03-03,13.48507
2022-03-04,11.87486
2022-03-05,1.65409
2022-03-06,1.5891
2022-03-07,7.89407
2022-03-08,8.19788
2022-03-09,1.10976
2022-03-10,7.18601
2022-03-11,6.71763
2022-03-12,0.94688
2022-03-13,0.85405
2022-03-14,7.18939
2022-03-15,7.89069
2022-03-16,8.82069
2022-03-17,18.51992
2022-03-18,9.81231
2022-03-19,1.35956
2022-03-20,1.15448
2022-03-21,8.07635
2022-03-22,7.22399
2022-03-23,7.23496
2022-03-24,6.17499
2022-03-25,7.35733
2022-03-26,1.26841
2022-03-27,0.93928
2022-03-28,6.50665
2022-03-29,8.92619
2022-03-30,7.22146
2022-03-31,6.44336
2022-04-01,5.59522
2022-04-02,0.73759
2022-04-03,0.64391
2022-04-04,7.35058
2022-04-05,6.94043
2022-04-06,5.59522
2022-04-07,5.21798
2022-04-08,5.01122
2022-04-09,0.63885
2022-04-10,0.52407
2022-04-11,4.53609
2022-04-12,4.2922
2022-04-13,9.88151
2022-04-14,7.73456
2022-04-15,6.03321
2022-04-16,0.75531
2022-04-17,0.61944
2022-04-18,5.56399
2022-04-19,5.35554
2022-04-20,4.63567
2022-04-21,4.36477
2022-04-22,4.26097
2022-04-23,0.53167
2022-04-24,0.44812
2022-04-25,4.14366
2022-04-26,4.14198
2022-04-27,4.85087
2022-04-28,4.23143
2022-04-29,3.85673
2022-04-30,0.49875
2022-05-01,0.51732
2022-05-02,3.78584
2022-05-03,3.99935
2022-05-04,3.22885
2022-05-05,0.51648
2022-05-06,3.75968
2022-05-07,0.48272
2022-05-08,0.42196
2022-05-09,4.05421
2022-05-10,3.99345
2022-05-11,6.00789
2022-05-12,4.3884
2022-05-13,4.9513
2022-05-14,0.74265
2022-05-15,0.56711
2022-05-16,4.85256
2022-05-17,4.39515
2022-05-18,4.46098
2022-05-19,4.36899
2022-05-20,4.34114
2022-05-21,0.68611
2022-05-22,0.73168
2022-05-23,5.54289
2022-05-24,7.21724
2022-05-25,7.01892
2022-05-26,5.73699
2022-05-27,4.85256
2022-05-28,0.75362
2022-05-29,0.66501
2022-05-30,5.25343
2022-05-31,4.95636
2022-06-01,0.95532
2022-06-02,4.6593
2022-06-03,3.9099
2022-06-04,0.60509
2022-06-05,0.48356
2022-06-06,0.68273
2022-06-07,3.58752
2022-06-08,4.06349
2022-06-09,4.52849
2022-06-10,4.06856
2022-06-11,0.59834
2022-06-12,0.53842
2022-06-13,4.14282
2022-06-14,4.63736
2022-06-15,4.2711
2022-06-16,4.20443
2022-06-17,3.85504
2022-06-18,0.5823
2022-06-19,0.50888
2022-06-20,4.02636
2022-06-21,4.74538
2022-06-22,5.82983
2022-06-23,5.49648
2022-06-24,5.53614
2022-06-25,0.70974
2022-06-26,0.62619
2022-06-27,4.83737
2022-06-28,4.35718
2022-06-29,4.12257
2022-06-30,3.80441
2022-07-01,3.77234
2022-07-02,0.59749
2022-07-03,0.4861
2022-07-04,5.20701
2022-07-05,5.66357
2022-07-06,5.87202
2022-07-07,4.96987
2022-07-08,4.98421
2022-07-09,0.62197
2022-07-10,0.54855
2022-07-11,6.69907
2022-07-12,5.82561
2022-07-13,5.63826
2022-07-14,6.13701
2022-07-15,7.55565
2022-07-16,1.09372
2022-07-17,1.20428
2022-07-18,6.93537
2022-07-19,6.77165
2022-07-20,6.52269
2022-07-21,6.4788
2022-07-22,5.63994
2022-07-23,0.78906
2022-07-24,0.88865
2022-07-25,6.97503
2022-07-26,5.17494
2022-07-27,6.65603
2022-07-28,5.9522
2022-07-29,5.49394
2022-07-30,0.77978
2022-07-31,0.74265
2022-08-01,6.66109
2022-08-02,5.30237
2022-08-03,5.3049
2022-08-04,4.98506
2022-08-05,4.99687
2022-08-06,0.6667
2022-08-07,0.58315
2022-08-08,4.72007
2022-08-09,4.43988
2022-08-10,4.18924
2022-08-11,5.72434
2022-08-12,5.34879
2022-08-13,0.73252
2022-08-14,0.51226
2022-08-15,0.60003
2022-08-16,4.58335
2022-08-17,4.25169
2022-08-18,4.05843
2022-08-19,3.69301
2022-08-20,0.49791
2022-08-21,0.39664
2022-08-22,5.53783
2022-08-23,4.39009
2022-08-24,3.9445
2022-08-25,4.74876
2022-08-26,18.44228
2022-08-27,2.61025
2022-08-28,2.20264
2022-08-29,11.32884
2022-08-30,12.53734
2022-08-31,11.16343
2022-09-01,9.08231
2022-09-02,22.75136
2022-09-03,4.53356
2022-09-04,3.91665
2022-09-05,15.07249
2022-09-06,11.2858
2022-09-07,10.98958
2022-09-08,9.40047
2022-09-09,1.61189
2022-09-10,1.15617
2022-09-11,1.40682
2022-09-12,1.67097
2022-09-13,10.26887
2022-09-14,8.63334
2022-09-15,7.27547
2022-09-16,18.86846
2022-09-17,4.04493
2022-09-18,3.13855
2022-09-19,13.87327
2022-09-20,10.44947
2022-09-21,9.02577
2022-09-22,7.39193
2022-09-23,6.06275
2022-09-24,0.81016
2022-09-25,0.64307
2022-09-26,6.16571
2022-09-27,5.86105
2022-09-28,5.62728
2022-09-29,6.30749
2022-09-30,5.12262
2022-10-01,0.73083
2022-10-02,0.52576
2022-10-03,0.8532
2022-10-04,6.27964
2022-10-05,5.28212
2022-10-06,5.03907
2022-10-07,6.32774
2022-10-08,0.72661
2022-10-09,0.56627
2022-10-10,0.74349
2022-10-11,4.98675
2022-10-12,4.8399
2022-10-13,4.40022
2022-10-14,4.50655
2022-10-15,0.62619
2022-10-16,0.5342
2022-10-17,5.82645
2022-10-18,5.53783
2022-10-19,4.77323
2022-10-20,4.31076
2022-10-21,3.76896
2022-10-22,0.52745
2022-10-23,0.44643
2022-10-24,5.65007
2022-10-25,4.93611
2022-10-26,4.59432
2022-10-27,4.59263
2022-10-28,4.27954
2022-10-29,0.57724
2022-10-30,0.44812
2022-10-31,4.15717
2022-11-01,4.0829
2022-11-02,4.16223
2022-11-03,3.58836
2022-11-04,5.01544
2022-11-05,0.69201
2022-11-06,0.5553
2022-11-07,4.96902
2022-11-08,7.08727
2022-11-09,5.83742
2022-11-10,4.6382
2022-11-11,5.6602
2022-11-12,0.86502
2022-11-13,0.6802
2022-11-14,6.46024
2022-11-15,7.30416
2022-11-16,7.44763
2022-11-17,5.93785
2022-11-18,5.81886
2022-11-19,0.71058
2022-11-20,0.63378
2022-11-21,6.0349
2022-11-22,7.46029
2022-11-23,6.01211
2022-11-24,5.1395
2022-11-25,4.79686
2022-11-26,0.66248
2022-11-27,0.55023
2022-11-28,4.61457
2022-11-29,4.80193
2022-11-30,4.56478
2022-12-01,4.93611
2022-12-02,6.58345
2022-12-03,0.63969
2022-12-04,0.53673
2022-12-05,4.76732
2022-12-06,5.87877
2022-12-07,5.13781
2022-12-08,5.49901
2022-12-09,4.60698
2022-12-10,0.62619
2022-12-11,0.56036
2022-12-12,4.60867
2022-12-13,4.28713
2022-12-14,4.76986
2022-12-15,4.47026
2022-12-16,4.0618
2022-12-17,0.53251
2022-12-18,0.47175
2022-12-19,3.96053
2022-12-20,3.87867
2022-12-21,5.04666
2022-12-22,4.92345
2022-12-23,4.83568
2022-12-24,0.74687
2022-12-25,0.7629
2022-12-26,4.16561
2022-12-27,4.91501
2022-12-28,7.27125
2022-12-29,5.12346
2022-12-30,1.76127
2022-12-31,0.5477
2023-01-01,0.79075
2023-01-02,4.70572
2023-01-03,4.48123
2023-01-04,4.49474
2023-01-05,8.17678
2023-01-06,7.37421
2023-01-07,1.0338
2023-01-08,0.92578
2023-01-09,6.84929
2023-01-10,5.24414
2023-01-11,5.71168
2023-01-12,4.86522
2023-01-13,4.54115
2023-01-14,0.66332
2023-01-15,0.53082
2023-01-16,4.40866
2023-01-17,4.00357
2023-01-18,3.76474
2023-01-19,4.14113
2023-01-20,3.45333
2023-01-21,0.45656
2023-01-22,0.31393
2023-01-23,0.38567
2023-01-24,0.47006
2023-01-25,4.396
2023-01-26,4.19768
2023-01-27,4.05758
2023-01-28,0.53926
2023-01-29,0.43462
2023-01-30,4.0002
2023-01-31,3.73689
2023-02-01,3.90399
2023-02-02,4.18164
2023-02-03,3.61284
2023-02-04,0.43715
2023-02-05,0.39158
2023-02-06,3.46009
2023-02-07,3.47021
2023-02-08,3.51747
2023-02-09,3.27442
2023-02-10,3.174
2023-02-11,0.40339
2023-02-12,0.32237
2023-02-13,2.95964
2023-02-14,3.1664
2023-02-15,3.97994
2023-02-16,4.33861
2023-02-17,3.86939
2023-02-18,0.58568
2023-02-19,0.50551
2023-02-20,4.7437
2023-02-21,4.15379
2023-02-22,5.03654
2023-02-23,3.94197
2023-02-24,3.45418
2023-02-25,0.4861
2023-02-26,0.40592
2023-02-27,3.15627
2023-02-28,3.74111
2023-03-01,0.76881
2023-03-02,3.70482
2023-03-03,3.19341
2023-03-04,0.51816
2023-03-05,0.45234
2023-03-06,3.34278
2023-03-07,4.04661
2023-03-08,4.16561
2023-03-09,5.39689
2023-03-10,12.7441
2023-03-11,2.30728
2023-03-12,1.65156
2023-03-13,8.29915
2023-03-14,7.39024
2023-03-15,5.60112
2023-03-16,4.69475
2023-03-17,4.61289
2023-03-18,0.59159
2023-03-19,0.54179
2023-03-20,4.49052
2023-03-21,3.84745
2023-03-22,3.76221
2023-03-23,4.07278
2023-03-24,3.67107
2023-03-25,0.51732
2023-03-26,0.39664
2023-03-27,3.88458
2023-03-28,3.93943
2023-03-29,3.66938
2023-03-30,3.97994
2023-03-31,3.71326
2023-04-01,0.43377
2023-04-02,0.38229
2023-04-03,3.5968
2023-04-04,3.74702
2023-04-05,4.55803
2023-04-06,3.58836
2023-04-07,3.59427
2023-04-08,0.5688
2023-04-09,0.50213
2023-04-10,3.46937
2023-04-11,3.51072
2023-04-12,3.5352
2023-04-13,4.40275
2023-04-14,7.35142
2023-04-15,0.85742
2023-04-16,0.58568
2023-04-17,4.29979
2023-04-18,3.8753
2023-04-19,3.44658
2023-04-20,3.19931
2023-04-21,3.46262
2023-04-22,0.56542
2023-04-23,0.48441
2023-04-24,3.62128
2023-04-25,3.31156
2023-04-26,3.25839
2023-04-27,3.57992
2023-04-28,3.70145
2023-04-29,0.5266
2023-04-30,0.42111
2023-05-01,0.94941
2023-05-02,4.94202
2023-05-03,3.6871
2023-05-04,8.04175
2023-05-05,4.90742
2023-05-06,3.6525
2023-05-07,3.45333
2023-05-08,7.0206
2023-05-09,4.31667
2023-05-10,3.55123
2023-05-11,3.81031
2023-05-12,4.34789
2023-05-13,0.7975
2023-05-14,0.63969
2023-05-15,3.58077
2023-05-16,4.00526
2023-05-17,3.36135
2023-05-18,3.05585
2023-05-19,3.42211
2023-05-20,0.53589
2023-05-21,0.50297
2023-05-22,3.25164
2023-05-23,2.99593
2023-05-24,2.8474
2023-05-25,2.85162
2023-05-26,2.44231
2023-05-27,0.32322
2023-05-28,0.2768
