date,티스토리블로그
2020-06-28,27.65957
2020-06-29,37.18778
2020-06-30,35.98519
2020-07-01,42.83071
2020-07-02,31.08233
2020-07-03,34.50508
2020-07-04,23.95929
2020-07-05,29.32469
2020-07-06,41.25809
2020-07-07,38.29787
2020-07-08,44.0333
2020-07-09,39.96299
2020-07-10,32.0074
2020-07-11,28.21461
2020-07-12,32.56244
2020-07-13,44.68085
2020-07-14,44.77335
2020-07-15,42.18316
2020-07-16,37.00277
2020-07-17,35.43015
2020-07-18,26.27197
2020-07-19,34.41258
2020-07-20,41.16558
2020-07-21,35.98519
2020-07-22,37.09528
2020-07-23,39.59296
2020-07-24,38.6679
2020-07-25,29.97224
2020-07-26,29.32469
2020-07-27,43.01572
2020-07-28,40.70305
2020-07-29,37.3728
2020-07-30,35.43015
2020-07-31,32.0999
2020-08-01,27.19703
2020-08-02,27.19703
2020-08-03,45.88344
2020-08-04,41.53561
2020-08-05,35.33765
2020-08-06,35.52266
2020-08-07,32.46993
2020-08-08,29.4172
2020-08-09,32.74745
2020-08-10,36.17021
2020-08-11,34.6901
2020-08-12,39.13043
2020-08-13,36.35522
2020-08-14,34.87511
2020-08-15,27.75208
2020-08-16,28.0296
2020-08-17,31.08233
2020-08-18,38.57539
2020-08-19,37.65032
2020-08-20,37.18778
2020-08-21,36.0777
2020-08-22,25.3469
2020-08-23,34.13506
2020-08-24,43.20074
2020-08-25,40.33302
2020-08-26,42.92321
2020-08-27,45.97594
2020-08-28,40.42553
2020-08-29,31.82238
2020-08-30,41.25809
2020-08-31,47.73358
2020-09-01,46.716
2020-09-02,48.56614
2020-09-03,46.06845
2020-09-04,45.88344
2020-09-05,36.44773
2020-09-06,38.7604
2020-09-07,45.51341
2020-09-08,47.45605
2020-09-09,43.84828
2020-09-10,46.80851
2020-09-11,43.57076
2020-09-12,38.48288
2020-09-13,31.82238
2020-09-14,44.86586
2020-09-15,44.58834
2020-09-16,42.7382
2020-09-17,40.0555
2020-09-18,37.92784
2020-09-19,41.81313
2020-09-20,48.0111
2020-09-21,63.36725
2020-09-22,62.90471
2020-09-23,58.46438
2020-09-24,62.62719
2020-09-25,51.61887
2020-09-26,50.23126
2020-09-27,45.51341
2020-09-28,59.38945
2020-09-29,56.70675
2020-09-30,48.65864
2020-10-01,50.7863
2020-10-02,45.51341
2020-10-03,48.56614
2020-10-04,56.24421
2020-10-05,58.92691
2020-10-06,56.89176
2020-10-07,52.26641
2020-10-08,45.05087
2020-10-09,35.33765
2020-10-10,38.20536
2020-10-11,42.36817
2020-10-12,47.82608
2020-10-13,48.19611
2020-10-14,47.54856
2020-10-15,45.51341
2020-10-16,40.79555
2020-10-17,34.96762
2020-10-18,40.24051
2020-10-19,45.05087
2020-10-20,48.93617
2020-10-21,49.21369
2020-10-22,43.57076
2020-10-23,43.38575
2020-10-24,31.17483
2020-10-25,31.54486
2020-10-26,40.51803
2020-10-27,36.72525
2020-10-28,40.88806
2020-10-29,39.22294
2020-10-30,34.13506
2020-10-31,29.23219
2020-11-01,36.26271
2020-11-02,38.20536
2020-11-03,39.68547
2020-11-04,39.68547
2020-11-05,35.61517
2020-11-06,43.75578
2020-11-07,29.78723
2020-11-08,30.15726
2020-11-09,38.11285
2020-11-10,43.20074
2020-11-11,36.81776
2020-11-12,36.35522
2020-11-13,36.63274
2020-11-14,30.98982
2020-11-15,30.06475
2020-11-16,39.96299
2020-11-17,37.83533
2020-11-18,42.27567
2020-11-19,36.35522
2020-11-20,34.22756
2020-11-21,27.10453
2020-11-22,35.89269
2020-11-23,46.62349
2020-11-24,40.24051
2020-11-25,38.29787
2020-11-26,36.72525
2020-11-27,30.7123
2020-11-28,30.89731
2020-11-29,28.67715
2020-11-30,36.81776
2020-12-01,39.50046
2020-12-02,35.24514
2020-12-03,39.59296
2020-12-04,35.70767
2020-12-05,31.08233
2020-12-06,27.93709
2020-12-07,34.41258
2020-12-08,33.67252
2020-12-09,33.11748
2020-12-10,32.0074
2020-12-11,32.0999
2020-12-12,26.27197
2020-12-13,31.82238
2020-12-14,33.76503
2020-12-15,38.02035
2020-12-16,35.52266
2020-12-17,34.50508
2020-12-18,33.85753
2020-12-19,27.56706
2020-12-20,32.83996
2020-12-21,43.10823
2020-12-22,42.55319
2020-12-23,41.4431
2020-12-24,33.395
2020-12-25,28.76965
2020-12-26,32.56244
2020-12-27,87.32654
2020-12-28,51.71137
2020-12-29,46.06845
2020-12-30,38.02035
2020-12-31,31.45235
2021-01-01,32.0074
2021-01-02,39.03792
2021-01-03,39.96299
2021-01-04,49.76873
2021-01-05,41.3506
2021-01-06,39.03792
2021-01-07,38.7604
2021-01-08,40.24051
2021-01-09,27.75208
2021-01-10,35.33765
2021-01-11,42.7382
2021-01-12,41.3506
2021-01-13,41.62812
2021-01-14,40.70305
2021-01-15,34.50508
2021-01-16,33.02497
2021-01-17,36.26271
2021-01-18,42.18316
2021-01-19,45.79093
2021-01-20,39.50046
2021-01-21,40.0555
2021-01-22,32.65494
2021-01-23,28.58464
2021-01-24,33.95004
2021-01-25,37.92784
2021-01-26,41.90564
2021-01-27,34.13506
2021-01-28,34.7826
2021-01-29,32.56244
2021-01-30,21.73913
2021-01-31,28.0296
2021-02-01,30.80481
2021-02-02,34.50508
2021-02-03,29.78723
2021-02-04,29.23219
2021-02-05,29.60222
2021-02-06,23.77428
2021-02-07,24.97687
2021-02-08,30.34227
2021-02-09,26.7345
2021-02-10,27.28954
2021-02-11,18.59389
2021-02-12,20.074
2021-02-13,20.99907
2021-02-14,30.7123
2021-02-15,35.70767
2021-02-16,32.93246
2021-02-17,28.30712
2021-02-18,26.82701
2021-02-19,24.14431
2021-02-20,17.48381
2021-02-21,20.35152
2021-02-22,25.3469
2021-02-23,27.28954
2021-02-24,26.64199
2021-02-25,26.36447
2021-02-26,20.44403
2021-02-27,16.37372
2021-02-28,22.10915
2021-03-01,23.58926
2021-03-02,28.39962
2021-03-03,28.21461
2021-03-04,28.76965
2021-03-05,23.03422
2021-03-06,19.05642
2021-03-07,22.84921
2021-03-08,22.94172
2021-03-09,24.23681
2021-03-10,23.68177
2021-03-11,23.21924
2021-03-12,22.66419
2021-03-13,16.92876
2021-03-14,19.51896
2021-03-15,21.64662
2021-03-16,20.62904
2021-03-17,23.95929
2021-03-18,21.09158
2021-03-19,20.44403
2021-03-20,17.85383
2021-03-21,21.18408
2021-03-22,20.81406
2021-03-23,23.95929
2021-03-24,25.3469
2021-03-25,25.25439
2021-03-26,56.33672
2021-03-27,65.30989
2021-03-28,55.13413
2021-03-29,45.05087
2021-03-30,42.7382
2021-03-31,38.85291
2021-04-01,39.13043
2021-04-02,39.03792
2021-04-03,34.59759
2021-04-04,36.26271
2021-04-05,37.3728
2021-04-06,29.69472
2021-04-07,33.20999
2021-04-08,29.87974
2021-04-09,27.19703
2021-04-10,24.88436
2021-04-11,25.71692
2021-04-12,33.48751
2021-04-13,29.32469
2021-04-14,30.24976
2021-04-15,25.99444
2021-04-16,22.01665
2021-04-17,23.95929
2021-04-18,23.95929
2021-04-19,32.46993
2021-04-20,32.37742
2021-04-21,60.77705
2021-04-22,85.01387
2021-04-23,50.97132
2021-04-24,39.22294
2021-04-25,46.25346
2021-04-26,51.52636
2021-04-27,45.32839
2021-04-28,44.86586
2021-04-29,46.43848
2021-04-30,38.48288
2021-05-01,30.52728
2021-05-02,35.06012
2021-05-03,37.65032
2021-05-04,66.23496
2021-05-05,38.6679
2021-05-06,40.70305
2021-05-07,39.96299
2021-05-08,30.06475
2021-05-09,30.52728
2021-05-10,37.83533
2021-05-11,35.43015
2021-05-12,38.02035
2021-05-13,36.72525
2021-05-14,34.87511
2021-05-15,26.54949
2021-05-16,31.82238
2021-05-17,41.25809
2021-05-18,33.85753
2021-05-19,32.0074
2021-05-20,35.61517
2021-05-21,36.72525
2021-05-22,30.7123
2021-05-23,32.0074
2021-05-24,37.83533
2021-05-25,44.58834
2021-05-26,38.6679
2021-05-27,39.03792
2021-05-28,36.91026
2021-05-29,31.54486
2021-05-30,33.11748
2021-05-31,38.39037
2021-06-01,39.03792
2021-06-02,34.41258
2021-06-03,39.77798
2021-06-04,32.93246
2021-06-05,29.13968
2021-06-06,28.58464
2021-06-07,38.57539
2021-06-08,35.98519
2021-06-09,37.3728
2021-06-10,35.89269
2021-06-11,33.76503
2021-06-12,26.27197
2021-06-13,24.97687
2021-06-14,35.61517
2021-06-15,31.72987
2021-06-16,38.02035
2021-06-17,35.43015
2021-06-18,29.97224
2021-06-19,23.12673
2021-06-20,26.08695
2021-06-21,30.24976
2021-06-22,37.09528
2021-06-23,33.48751
2021-06-24,30.24976
2021-06-25,29.04717
2021-06-26,20.99907
2021-06-27,25.62442
2021-06-28,31.54486
2021-06-29,34.59759
2021-06-30,32.74745
2021-07-01,35.98519
2021-07-02,28.86216
2021-07-03,23.40425
2021-07-04,28.39962
2021-07-05,39.50046
2021-07-06,39.13043
2021-07-07,30.43478
2021-07-08,33.20999
2021-07-09,28.1221
2021-07-10,25.06938
2021-07-11,29.13968
2021-07-12,36.54024
2021-07-13,33.67252
2021-07-14,33.85753
2021-07-15,34.13506
2021-07-16,31.26734
2021-07-17,23.68177
2021-07-18,29.87974
2021-07-19,32.83996
2021-07-20,36.91026
2021-07-21,34.6901
2021-07-22,27.10453
2021-07-23,26.64199
2021-07-24,19.42645
2021-07-25,23.12673
2021-07-26,30.89731
2021-07-27,29.69472
2021-07-28,25.3469
2021-07-29,27.10453
2021-07-30,26.7345
2021-07-31,20.25901
2021-08-01,18.96392
2021-08-02,26.64199
2021-08-03,29.87974
2021-08-04,24.97687
2021-08-05,29.60222
2021-08-06,27.84458
2021-08-07,18.59389
2021-08-08,23.31174
2021-08-09,28.95467
2021-08-10,26.82701
2021-08-11,26.17946
2021-08-12,25.80943
2021-08-13,22.20166
2021-08-14,18.87141
2021-08-15,20.99907
2021-08-16,21.92414
2021-08-17,29.32469
2021-08-18,30.52728
2021-08-19,27.19703
2021-08-20,26.82701
2021-08-21,24.42183
2021-08-22,21.92414
2021-08-23,30.7123
2021-08-24,28.49213
2021-08-25,30.15726
2021-08-26,30.24976
2021-08-27,24.23681
2021-08-28,16.28122
2021-08-29,23.21924
2021-08-30,26.91951
2021-08-31,28.21461
2021-09-01,32.46993
2021-09-02,32.56244
2021-09-03,34.50508
2021-09-04,27.56706
2021-09-05,27.47456
2021-09-06,38.94542
2021-09-07,35.70767
2021-09-08,34.6901
2021-09-09,33.58001
2021-09-10,25.62442
2021-09-11,21.4616
2021-09-12,28.39962
2021-09-13,28.95467
2021-09-14,34.7826
2021-09-15,31.82238
2021-09-16,32.0074
2021-09-17,25.62442
2021-09-18,18.96392
2021-09-19,20.16651
2021-09-20,15.91119
2021-09-21,16.0962
2021-09-22,21.09158
2021-09-23,28.67715
2021-09-24,29.69472
2021-09-25,22.10915
2021-09-26,24.79185
2021-09-27,33.95004
2021-09-28,32.19241
2021-09-29,27.10453
2021-09-30,25.4394
2021-10-01,25.53191
2021-10-02,20.53654
2021-10-03,21.83163
2021-10-04,27.56706
2021-10-05,29.32469
2021-10-06,34.22756
2021-10-07,27.75208
2021-10-08,25.80943
2021-10-09,16.46623
2021-10-10,22.38667
2021-10-11,20.72155
2021-10-12,26.08695
2021-10-13,28.76965
2021-10-14,26.08695
2021-10-15,27.75208
2021-10-16,19.98149
2021-10-17,20.074
2021-10-18,24.79185
2021-10-19,27.38205
2021-10-20,23.40425
2021-10-21,22.10915
2021-10-22,24.14431
2021-10-23,15.54116
2021-10-24,16.92876
2021-10-25,24.60684
2021-10-26,23.03422
2021-10-27,23.40425
2021-10-28,23.95929
2021-10-29,20.90656
2021-10-30,15.26364
2021-10-31,17.3913
2021-11-01,25.90194
2021-11-02,24.14431
2021-11-03,23.77428
2021-11-04,24.42183
2021-11-05,21.4616
2021-11-06,19.70397
2021-11-07,19.79648
2021-11-08,28.58464
2021-11-09,27.10453
2021-11-10,25.53191
2021-11-11,23.40425
2021-11-12,18.03885
2021-11-13,18.59389
2021-11-14,21.55411
2021-11-15,24.0518
2021-11-16,24.23681
2021-11-17,25.3469
2021-11-18,25.62442
2021-11-19,23.58926
2021-11-20,13.59851
2021-11-21,19.14893
2021-11-22,25.3469
2021-11-23,24.88436
2021-11-24,23.21924
2021-11-25,27.19703
2021-11-26,22.01665
2021-11-27,16.0037
2021-11-28,19.42645
2021-11-29,26.7345
2021-11-30,23.95929
2021-12-01,24.88436
2021-12-02,25.4394
2021-12-03,25.3469
2021-12-04,19.61147
2021-12-05,20.81406
2021-12-06,25.3469
2021-12-07,24.0518
2021-12-08,28.30712
2021-12-09,28.76965
2021-12-10,24.51433
2021-12-11,20.72155
2021-12-12,30.89731
2021-12-13,40.79555
2021-12-14,39.13043
2021-12-15,33.02497
2021-12-16,36.72525
2021-12-17,33.30249
2021-12-18,22.29417
2021-12-19,28.58464
2021-12-20,36.17021
2021-12-21,35.61517
2021-12-22,33.30249
2021-12-23,34.04255
2021-12-24,23.31174
2021-12-25,18.96392
2021-12-26,23.49676
2021-12-27,28.67715
2021-12-28,32.83996
2021-12-29,26.54949
2021-12-30,29.60222
2021-12-31,23.03422
2022-01-01,25.90194
2022-01-02,33.30249
2022-01-03,35.06012
2022-01-04,32.74745
2022-01-05,30.34227
2022-01-06,35.24514
2022-01-07,32.0074
2022-01-08,23.31174
2022-01-09,25.90194
2022-01-10,34.87511
2022-01-11,31.26734
2022-01-12,32.0999
2022-01-13,26.54949
2022-01-14,28.39962
2022-01-15,26.7345
2022-01-16,23.68177
2022-01-17,26.36447
2022-01-18,32.19241
2022-01-19,29.60222
2022-01-20,32.74745
2022-01-21,28.58464
2022-01-22,21.64662
2022-01-23,24.88436
2022-01-24,30.89731
2022-01-25,27.10453
2022-01-26,33.95004
2022-01-27,30.06475
2022-01-28,22.94172
2022-01-29,21.92414
2022-01-30,22.57169
2022-01-31,22.84921
2022-02-01,19.24144
2022-02-02,23.77428
2022-02-03,32.74745
2022-02-04,28.30712
2022-02-05,25.3469
2022-02-06,29.78723
2022-02-07,31.08233
2022-02-08,29.4172
2022-02-09,30.61979
2022-02-10,24.97687
2022-02-11,20.90656
2022-02-12,16.92876
2022-02-13,19.61147
2022-02-14,27.47456
2022-02-15,29.50971
2022-02-16,27.65957
2022-02-17,25.06938
2022-02-18,25.25439
2022-02-19,20.99907
2022-02-20,22.57169
2022-02-21,29.04717
2022-02-22,27.93709
2022-02-23,28.1221
2022-02-24,31.54486
2022-02-25,24.23681
2022-02-26,19.98149
2022-02-27,21.27659
2022-02-28,25.99444
2022-03-01,23.49676
2022-03-02,24.69935
2022-03-03,24.79185
2022-03-04,23.12673
2022-03-05,20.72155
2022-03-06,20.53654
2022-03-07,26.27197
2022-03-08,23.77428
2022-03-09,21.83163
2022-03-10,24.88436
2022-03-11,21.27659
2022-03-12,22.84921
2022-03-13,22.7567
2022-03-14,30.34227
2022-03-15,28.86216
2022-03-16,26.17946
2022-03-17,25.62442
2022-03-18,25.06938
2022-03-19,21.3691
2022-03-20,21.09158
2022-03-21,27.19703
2022-03-22,23.58926
2022-03-23,22.66419
2022-03-24,23.95929
2022-03-25,24.60684
2022-03-26,20.16651
2022-03-27,23.49676
2022-03-28,25.80943
2022-03-29,24.97687
2022-03-30,27.75208
2022-03-31,27.19703
2022-04-01,22.29417
2022-04-02,21.83163
2022-04-03,22.66419
2022-04-04,27.10453
2022-04-05,23.77428
2022-04-06,28.67715
2022-04-07,21.83163
2022-04-08,18.03885
2022-04-09,16.83626
2022-04-10,18.22386
2022-04-11,23.58926
2022-04-12,24.0518
2022-04-13,24.88436
2022-04-14,28.0296
2022-04-15,26.7345
2022-04-16,16.37372
2022-04-17,21.83163
2022-04-18,27.38205
2022-04-19,31.17483
2022-04-20,27.19703
2022-04-21,26.64199
2022-04-22,24.60684
2022-04-23,18.87141
2022-04-24,22.20166
2022-04-25,30.06475
2022-04-26,30.7123
2022-04-27,30.06475
2022-04-28,28.86216
2022-04-29,22.7567
2022-04-30,19.42645
2022-05-01,20.62904
2022-05-02,28.58464
2022-05-03,27.01202
2022-05-04,25.06938
2022-05-05,21.18408
2022-05-06,21.73913
2022-05-07,15.07863
2022-05-08,20.16651
2022-05-09,29.78723
2022-05-10,29.23219
2022-05-11,24.32932
2022-05-12,27.38205
2022-05-13,22.47918
2022-05-14,20.16651
2022-05-15,20.62904
2022-05-16,29.50971
2022-05-17,28.67715
2022-05-18,30.06475
2022-05-19,27.65957
2022-05-20,23.40425
2022-05-21,22.38667
2022-05-22,24.23681
2022-05-23,27.19703
2022-05-24,33.95004
2022-05-25,29.60222
2022-05-26,28.0296
2022-05-27,24.69935
2022-05-28,20.81406
2022-05-29,21.3691
2022-05-30,28.0296
2022-05-31,27.28954
2022-06-01,23.40425
2022-06-02,29.13968
2022-06-03,23.77428
2022-06-04,21.09158
2022-06-05,20.074
2022-06-06,27.47456
2022-06-07,31.82238
2022-06-08,25.71692
2022-06-09,28.86216
2022-06-10,31.08233
2022-06-11,18.96392
2022-06-12,20.62904
2022-06-13,31.35985
2022-06-14,30.52728
2022-06-15,29.23219
2022-06-16,28.0296
2022-06-17,23.68177
2022-06-18,18.22386
2022-06-19,22.29417
2022-06-20,27.65957
2022-06-21,29.23219
2022-06-22,32.56244
2022-06-23,30.34227
2022-06-24,23.49676
2022-06-25,18.03885
2022-06-26,22.38667
2022-06-27,28.76965
2022-06-28,27.93709
2022-06-29,28.86216
2022-06-30,30.06475
2022-07-01,25.99444
2022-07-02,17.3913
2022-07-03,24.0518
2022-07-04,26.08695
2022-07-05,27.56706
2022-07-06,31.54486
2022-07-07,31.82238
2022-07-08,26.45698
2022-07-09,21.27659
2022-07-10,25.62442
2022-07-11,32.28492
2022-07-12,30.24976
2022-07-13,29.60222
2022-07-14,29.78723
2022-07-15,26.64199
2022-07-16,19.88899
2022-07-17,20.90656
2022-07-18,32.19241
2022-07-19,35.98519
2022-07-20,33.76503
2022-07-21,29.13968
2022-07-22,29.13968
2022-07-23,20.90656
2022-07-24,23.40425
2022-07-25,33.67252
2022-07-26,31.26734
2022-07-27,35.06012
2022-07-28,29.69472
2022-07-29,25.16188
2022-07-30,20.53654
2022-07-31,24.32932
2022-08-01,32.37742
2022-08-02,32.19241
2022-08-03,28.39962
2022-08-04,28.95467
2022-08-05,25.80943
2022-08-06,21.83163
2022-08-07,23.40425
2022-08-08,29.87974
2022-08-09,30.61979
2022-08-10,36.72525
2022-08-11,29.32469
2022-08-12,27.84458
2022-08-13,26.08695
2022-08-14,24.23681
2022-08-15,30.15726
2022-08-16,35.98519
2022-08-17,37.09528
2022-08-18,31.63737
2022-08-19,29.97224
2022-08-20,28.1221
2022-08-21,29.69472
2022-08-22,35.33765
2022-08-23,28.95467
2022-08-24,40.14801
2022-08-25,37.3728
2022-08-26,34.04255
2022-08-27,27.19703
2022-08-28,32.0074
2022-08-29,47.17853
2022-08-30,44.86586
2022-08-31,43.94079
2022-09-01,40.24051
2022-09-02,39.59296
2022-09-03,28.21461
2022-09-04,41.62812
2022-09-05,51.15633
2022-09-06,45.88344
2022-09-07,42.09065
2022-09-08,35.52266
2022-09-09,25.53191
2022-09-10,26.7345
2022-09-11,26.08695
2022-09-12,35.06012
2022-09-13,49.30619
2022-09-14,50.97132
2022-09-15,45.4209
2022-09-16,42.92321
2022-09-17,32.28492
2022-09-18,33.48751
2022-09-19,46.80851
2022-09-20,42.55319
2022-09-21,40.70305
2022-09-22,40.33302
2022-09-23,50.50878
2022-09-24,35.43015
2022-09-25,32.74745
2022-09-26,48.28862
2022-09-27,42.83071
2022-09-28,47.17853
2022-09-29,43.20074
2022-09-30,38.02035
2022-10-01,37.28029
2022-10-02,33.11748
2022-10-03,39.77798
2022-10-04,49.95374
2022-10-05,46.53098
2022-10-06,40.42553
2022-10-07,34.6901
2022-10-08,24.51433
2022-10-09,27.19703
2022-10-10,31.35985
2022-10-11,36.26271
2022-10-12,38.20536
2022-10-13,39.59296
2022-10-14,35.15263
2022-10-15,100.0
2022-10-16,96.29972
2022-10-17,70.12025
2022-10-18,48.47363
2022-10-19,46.25346
2022-10-20,42.27567
2022-10-21,34.59759
2022-10-22,25.80943
2022-10-23,25.62442
2022-10-24,38.48288
2022-10-25,37.74283
2022-10-26,38.29787
2022-10-27,39.03792
2022-10-28,29.97224
2022-10-29,22.20166
2022-10-30,20.72155
2022-10-31,32.0074
2022-11-01,36.81776
2022-11-02,31.91489
2022-11-03,35.33765
2022-11-04,32.46993
2022-11-05,21.27659
2022-11-06,27.19703
2022-11-07,35.06012
2022-11-08,34.7826
2022-11-09,42.09065
2022-11-10,33.02497
2022-11-11,33.67252
2022-11-12,29.04717
2022-11-13,30.15726
2022-11-14,41.07308
2022-11-15,36.81776
2022-11-16,35.06012
2022-11-17,39.22294
2022-11-18,35.80018
2022-11-19,28.95467
2022-11-20,28.76965
2022-11-21,43.66327
2022-11-22,42.46068
2022-11-23,43.01572
2022-11-24,38.02035
2022-11-25,34.87511
2022-11-26,25.99444
2022-11-27,32.74745
2022-11-28,40.88806
2022-11-29,39.59296
2022-11-30,38.6679
2022-12-01,34.96762
2022-12-02,34.6901
2022-12-03,26.45698
2022-12-04,29.60222
2022-12-05,39.31544
2022-12-06,38.39037
2022-12-07,43.57076
2022-12-08,41.90564
2022-12-09,40.14801
2022-12-10,31.45235
2022-12-11,34.50508
2022-12-12,43.84828
2022-12-13,40.42553
2022-12-14,44.68085
2022-12-15,35.06012
2022-12-16,33.95004
2022-12-17,32.65494
2022-12-18,31.91489
2022-12-19,41.62812
2022-12-20,44.0333
2022-12-21,41.07308
2022-12-22,42.36817
2022-12-23,34.6901
2022-12-24,28.1221
2022-12-25,27.65957
2022-12-26,39.68547
2022-12-27,39.59296
2022-12-28,41.53561
2022-12-29,42.83071
2022-12-30,30.43478
2022-12-31,35.33765
2023-01-01,37.4653
2023-01-02,44.58834
2023-01-03,47.17853
2023-01-04,45.79093
2023-01-05,39.13043
2023-01-06,44.68085
2023-01-07,39.40795
2023-01-08,37.83533
2023-01-09,55.96669
2023-01-10,47.54856
2023-01-11,45.69842
2023-01-12,44.95837
2023-01-13,43.20074
2023-01-14,34.59759
2023-01-15,36.44773
2023-01-16,43.94079
2023-01-17,41.72062
2023-01-18,47.17853
2023-01-19,44.58834
2023-01-20,37.3728
2023-01-21,28.67715
2023-01-22,25.90194
2023-01-23,30.34227
2023-01-24,38.02035
2023-01-25,48.65864
2023-01-26,47.45605
2023-01-27,43.29324
2023-01-28,37.28029
2023-01-29,45.32839
2023-01-30,48.47363
2023-01-31,52.0814
2023-02-01,54.02405
2023-02-02,76.22571
2023-02-03,50.60129
2023-02-04,39.96299
2023-02-05,41.16558
2023-02-06,54.48658
2023-02-07,46.716
2023-02-08,56.15171
2023-02-09,46.16096
2023-02-10,41.4431
2023-02-11,29.78723
2023-02-12,40.51803
2023-02-13,45.60592
2023-02-14,46.06845
2023-02-15,45.4209
2023-02-16,45.32839
2023-02-17,42.36817
2023-02-18,33.95004
2023-02-19,39.40795
2023-02-20,47.45605
2023-02-21,50.13876
2023-02-22,41.99814
2023-02-23,43.01572
2023-02-24,44.58834
2023-02-25,34.96762
2023-02-26,34.7826
2023-02-27,42.92321
2023-02-28,39.96299
2023-03-01,35.89269
2023-03-02,43.38575
2023-03-03,39.22294
2023-03-04,31.72987
2023-03-05,31.45235
2023-03-06,44.58834
2023-03-07,48.38112
2023-03-08,45.97594
2023-03-09,43.38575
2023-03-10,35.80018
2023-03-11,28.58464
2023-03-12,36.35522
2023-03-13,41.72062
2023-03-14,43.10823
2023-03-15,39.68547
2023-03-16,37.55781
2023-03-17,31.82238
2023-03-18,27.38205
2023-03-19,27.84458
2023-03-20,41.53561
2023-03-21,40.42553
2023-03-22,43.01572
2023-03-23,38.94542
2023-03-24,33.58001
2023-03-25,27.56706
2023-03-26,32.37742
2023-03-27,43.47826
2023-03-28,41.62812
2023-03-29,48.28862
2023-03-30,45.88344
2023-03-31,33.58001
2023-04-01,29.04717
2023-04-02,25.62442
2023-04-03,36.91026
2023-04-04,43.10823
2023-04-05,38.7604
2023-04-06,44.21831
2023-04-07,37.00277
2023-04-08,26.82701
2023-04-09,25.16188
2023-04-10,39.40795
2023-04-11,42.55319
2023-04-12,36.35522
2023-04-13,39.40795
2023-04-14,31.26734
2023-04-15,27.75208
2023-04-16,27.56706
2023-04-17,36.26271
2023-04-18,37.65032
2023-04-19,41.07308
2023-04-20,35.70767
2023-04-21,33.11748
2023-04-22,21.3691
2023-04-23,27.84458
2023-04-24,38.02035
2023-04-25,38.11285
2023-04-26,36.35522
2023-04-27,37.18778
2023-04-28,31.63737
2023-04-29,25.71692
2023-04-30,24.97687
2023-05-01,30.98982
2023-05-02,37.83533
2023-05-03,30.80481
2023-05-04,32.19241
2023-05-05,27.56706
2023-05-06,27.84458
2023-05-07,29.60222
2023-05-08,34.04255
2023-05-09,36.72525
2023-05-10,40.51803
2023-05-11,37.92784
2023-05-12,30.80481
2023-05-13,24.32932
2023-05-14,24.23681
2023-05-15,32.56244
2023-05-16,35.89269
2023-05-17,33.20999
2023-05-18,32.19241
2023-05-19,27.56706
2023-05-20,20.44403
2023-05-21,23.77428
2023-05-22,31.72987
2023-05-23,37.55781
2023-05-24,30.80481
2023-05-25,28.30712
2023-05-26,27.10453
2023-05-27,21.83163
2023-05-28,25.62442
