date,실시간국제유가
2020-03-20,99.71758
2020-03-21,58.22849
2020-03-22,23.74839
2020-03-23,81.38639
2020-03-24,66.08472
2020-03-25,59.56354
2020-03-26,54.3774
2020-03-27,44.31322
2020-03-28,17.17586
2020-03-29,6.98331
2020-03-30,35.40436
2020-03-31,34.22336
2020-04-01,28.16431
2020-04-02,53.81258
2020-04-03,72.99101
2020-04-04,32.75994
2020-04-05,13.94094
2020-04-06,63.46598
2020-04-07,67.1887
2020-04-08,57.09884
2020-04-09,62.67008
2020-04-10,54.65982
2020-04-11,18.10012
2020-04-12,9.37098
2020-04-13,40.74454
2020-04-14,33.50449
2020-04-15,24.92939
2020-04-16,32.42618
2020-04-17,35.14762
2020-04-18,16.04621
2020-04-19,12.47753
2020-04-20,50.11553
2020-04-21,72.52888
2020-04-22,73.99229
2020-04-23,67.80487
2020-04-24,45.00641
2020-04-25,19.2041
2020-04-26,11.01412
2020-04-27,43.28626
2020-04-28,47.88189
2020-04-29,33.8896
2020-04-30,22.77278
2020-05-01,24.98074
2020-05-02,13.47881
2020-05-03,8.18998
2020-05-04,20.3851
2020-05-05,21.43774
2020-05-06,29.0629
2020-05-07,33.53016
2020-05-08,23.97946
2020-05-09,12.22079
2020-05-10,6.4955
2020-05-11,17.48395
2020-05-12,15.58408
2020-05-13,13.42747
2020-05-14,13.68421
2020-05-15,15.5584
2020-05-16,8.65211
2020-05-17,4.51861
2020-05-18,13.55584
2020-05-19,15.84082
2020-05-20,14.91655
2020-05-21,13.55584
2020-05-22,13.65853
2020-05-23,6.62387
2020-05-24,3.4403
2020-05-25,8.16431
2020-05-26,11.09114
2020-05-27,11.50192
2020-05-28,12.96534
2020-05-29,8.11296
2020-05-30,4.98074
2020-05-31,2.77278
2020-06-01,11.86136
2020-06-02,10.16688
2020-06-03,10.70603
2020-06-04,9.49935
2020-06-05,9.16559
2020-06-06,5.18613
2020-06-07,2.41335
2020-06-08,9.98716
2020-06-09,11.01412
2020-06-10,8.90885
2020-06-11,8.11296
2020-06-12,10.60333
2020-06-13,4.8267
2020-06-14,2.59306
2020-06-15,8.52374
2020-06-16,9.57637
2020-06-17,8.52374
2020-06-18,7.1887
2020-06-19,6.36713
2020-06-20,3.38896
2020-06-21,1.51476
2020-06-22,4.87804
2020-06-23,6.21309
2020-06-24,5.72528
2020-06-25,6.41848
2020-06-26,5.57124
2020-06-27,2.90115
2020-06-28,1.84852
2020-06-29,5.93068
2020-06-30,6.05905
2020-07-01,7.21437
2020-07-02,5.75096
2020-07-03,5.26315
2020-07-04,1.82284
2020-07-05,1.6688
2020-07-06,3.67137
2020-07-07,3.77406
2020-07-08,3.31193
2020-07-09,3.4403
2020-07-10,2.82413
2020-07-11,1.6688
2020-07-12,1.12965
2020-07-13,2.56739
2020-07-14,2.67008
2020-07-15,3.49165
2020-07-16,3.02952
2020-07-17,2.362
2020-07-18,1.30937
2020-07-19,0.92426
2020-07-20,1.87419
2020-07-21,3.28626
2020-07-22,3.23491
2020-07-23,2.90115
2020-07-24,2.61874
2020-07-25,1.48908
2020-07-26,0.74454
2020-07-27,2.10526
2020-07-28,2.00256
2020-07-29,1.95121
2020-07-30,2.31065
2020-07-31,2.79845
2020-08-01,1.56611
2020-08-02,0.82156
2020-08-03,2.41335
2020-08-04,1.74582
2020-08-05,3.79974
2020-08-06,3.87676
2020-08-07,3.08087
2020-08-08,0.84724
2020-08-09,1.02695
2020-08-10,4.67265
2020-08-11,4.74967
2020-08-12,3.00385
2020-08-13,3.02952
2020-08-14,2.31065
2020-08-15,1.15532
2020-08-16,0.5905
2020-08-17,1.69448
2020-08-18,2.18228
2020-08-19,1.25802
2020-08-20,1.69448
2020-08-21,1.181
2020-08-22,0.71887
2020-08-23,0.41078
2020-08-24,1.28369
2020-08-25,1.51476
2020-08-26,1.97689
2020-08-27,1.61745
2020-08-28,1.0783
2020-08-29,0.69319
2020-08-30,0.35943
2020-08-31,0.66752
2020-09-01,1.10397
2020-09-02,1.87419
2020-09-03,1.30937
2020-09-04,1.97689
2020-09-05,0.92426
2020-09-06,0.46213
2020-09-07,2.13093
2020-09-08,3.08087
2020-09-09,5.26315
2020-09-10,3.41463
2020-09-11,3.79974
2020-09-12,1.48908
2020-09-13,0.82156
2020-09-14,2.07958
2020-09-15,2.43902
2020-09-16,2.07958
2020-09-17,3.02952
2020-09-18,2.59306
2020-09-19,0.87291
2020-09-20,0.74454
2020-09-21,1.6688
2020-09-22,2.38767
2020-09-23,1.56611
2020-09-24,1.23234
2020-09-25,1.56611
2020-09-26,0.94993
2020-09-27,0.33376
2020-09-28,0.92426
2020-09-29,1.15532
2020-09-30,0.74454
2020-10-01,0.77021
2020-10-02,1.79717
2020-10-03,1.15532
2020-10-04,0.94993
2020-10-05,2.51604
2020-10-06,2.92682
2020-10-07,2.54172
2020-10-08,2.05391
2020-10-09,1.181
2020-10-10,0.89858
2020-10-11,0.74454
2020-10-12,2.18228
2020-10-13,2.43902
2020-10-14,1.7715
2020-10-15,2.02824
2020-10-16,1.46341
2020-10-17,0.84724
2020-10-18,0.53915
2020-10-19,1.20667
2020-10-20,1.28369
2020-10-21,1.28369
2020-10-22,1.25802
2020-10-23,1.41206
2020-10-24,0.74454
2020-10-25,0.53915
2020-10-26,1.36071
2020-10-27,1.46341
2020-10-28,2.00256
2020-10-29,2.61874
2020-10-30,2.9525
2020-10-31,1.92554
2020-11-01,0.79589
2020-11-02,2.90115
2020-11-03,3.10654
2020-11-04,3.543
2020-11-05,3.15789
2020-11-06,2.18228
2020-11-07,1.25802
2020-11-08,0.77021
2020-11-09,4.46726
2020-11-10,6.0077
2020-11-11,4.92939
2020-11-12,3.87676
2020-11-13,2.8498
2020-11-14,1.15532
2020-11-15,0.53915
2020-11-16,2.28498
2020-11-17,3.97946
2020-11-18,2.362
2020-11-19,2.33632
2020-11-20,2.13093
2020-11-21,0.94993
2020-11-22,0.74454
2020-11-23,2.33632
2020-11-24,2.51604
2020-11-25,4.74967
2020-11-26,7.65083
2020-11-27,6.39281
2020-11-28,2.362
2020-11-29,2.00256
2020-11-30,4.44159
2020-12-01,4.21052
2020-12-02,4.46726
2020-12-03,4.95507
2020-12-04,3.31193
2020-12-05,1.97689
2020-12-06,0.74454
2020-12-07,3.10654
2020-12-08,3.33761
2020-12-09,2.74711
2020-12-10,2.8498
2020-12-11,3.41463
2020-12-12,1.97689
2020-12-13,1.69448
2020-12-14,3.00385
2020-12-15,3.00385
2020-12-16,3.56867
2020-12-17,3.62002
2020-12-18,3.18356
2020-12-19,2.02824
2020-12-20,1.0783
2020-12-21,3.46598
2020-12-22,4.49293
2020-12-23,3.49165
2020-12-24,4.41591
2020-12-25,2.2593
2020-12-26,1.56611
2020-12-27,0.84724
2020-12-28,2.74711
2020-12-29,3.56867
2020-12-30,2.72143
2020-12-31,1.79717
2021-01-01,1.28369
2021-01-02,1.0783
2021-01-03,1.05263
2021-01-04,3.26059
2021-01-05,4.31322
2021-01-06,5.46854
2021-01-07,6.41848
2021-01-08,4.95507
2021-01-09,3.62002
2021-01-10,1.82284
2021-01-11,4.59563
2021-01-12,6.67522
2021-01-13,6.05905
2021-01-14,5.67394
2021-01-15,5.08344
2021-01-16,2.79845
2021-01-17,1.54043
2021-01-18,4.85237
2021-01-19,4.69833
2021-01-20,5.13478
2021-01-21,4.54428
2021-01-22,4.92939
2021-01-23,2.69576
2021-01-24,1.30937
2021-01-25,4.21052
2021-01-26,3.90243
2021-01-27,3.10654
2021-01-28,3.15789
2021-01-29,2.13093
2021-01-30,1.28369
2021-01-31,0.77021
2021-02-01,3.82541
2021-02-02,4.8267
2021-02-03,4.15917
2021-02-04,5.49422
2021-02-05,5.62259
2021-02-06,4.28754
2021-02-07,2.43902
2021-02-08,5.75096
2021-02-09,7.54813
2021-02-10,7.7792
2021-02-11,5.95635
2021-02-12,5.44287
2021-02-13,5.44287
2021-02-14,2.67008
2021-02-15,8.267
2021-02-16,11.63029
2021-02-17,11.24518
2021-02-18,11.60462
2021-02-19,9.47368
2021-02-20,5.39152
2021-02-21,2.92682
2021-02-22,7.93324
2021-02-23,10.57766
2021-02-24,9.47368
2021-02-25,10.65468
2021-02-26,10.32092
2021-02-27,4.77535
2021-02-28,2.82413
2021-03-01,7.93324
2021-03-02,11.39922
2021-03-03,12.86264
2021-03-04,12.19512
2021-03-05,12.73427
2021-03-06,7.24005
2021-03-07,3.20924
2021-03-08,11.81001
2021-03-09,13.55584
2021-03-10,15.0706
2021-03-11,14.01797
2021-03-12,12.16944
2021-03-13,5.62259
2021-03-14,2.69576
2021-03-15,10.98844
2021-03-16,10.62901
2021-03-17,9.5507
2021-03-18,9.70474
2021-03-19,15.60975
2021-03-20,6.70089
2021-03-21,3.00385
2021-03-22,10.47496
2021-03-23,12.83697
2021-03-24,13.73555
2021-03-25,15.50706
2021-03-26,13.7869
2021-03-27,6.34146
2021-03-28,3.62002
2021-03-29,13.04236
2021-03-30,12.93966
2021-03-31,11.88703
2021-04-01,13.1964
2021-04-02,10.01283
2021-04-03,4.64698
2021-04-04,2.43902
2021-04-05,7.06033
2021-04-06,10.47496
2021-04-07,9.03722
2021-04-08,7.65083
2021-04-09,7.21437
2021-04-10,2.67008
2021-04-11,1.33504
2021-04-12,6.93196
2021-04-13,6.93196
2021-04-14,6.23876
2021-04-15,8.44672
2021-04-16,7.24005
2021-04-17,3.46598
2021-04-18,1.89987
2021-04-19,6.21309
2021-04-20,7.24005
2021-04-21,7.36842
2021-04-22,7.13735
2021-04-23,6.34146
2021-04-24,2.72143
2021-04-25,1.95121
2021-04-26,5.16046
2021-04-27,6.64955
2021-04-28,7.086
2021-04-29,6.36713
2021-04-30,6.18741
2021-05-01,2.79845
2021-05-02,1.64313
2021-05-03,5.46854
2021-05-04,6.21309
2021-05-05,9.16559
2021-05-06,7.7792
2021-05-07,7.34274
2021-05-08,4.18485
2021-05-09,2.15661
2021-05-10,7.41976
2021-05-11,8.31835
2021-05-12,10.29525
2021-05-13,12.81129
2021-05-14,10.39794
2021-05-15,5.54557
2021-05-16,2.72143
2021-05-17,10.32092
2021-05-18,11.9127
2021-05-19,9.91014
2021-05-20,14.71116
2021-05-21,15.5584
2021-05-22,5.67394
2021-05-23,3.00385
2021-05-24,10.7317
2021-05-25,13.50449
2021-05-26,12.22079
2021-05-27,10.86007
2021-05-28,11.21951
2021-05-29,4.64698
2021-05-30,2.43902
2021-05-31,9.11424
2021-06-01,13.11938
2021-06-02,12.63157
2021-06-03,13.8896
2021-06-04,13.0937
2021-06-05,5.4172
2021-06-06,2.77278
2021-06-07,11.37355
2021-06-08,11.47625
2021-06-09,17.38125
2021-06-10,13.63286
2021-06-11,12.29781
2021-06-12,5.3145
2021-06-13,2.23363
2021-06-14,8.9602
2021-06-15,13.11938
2021-06-16,14.83953
2021-06-17,10.93709
