date,고금리예금
2020-07-31,1.78316
2020-08-01,1.71184
2020-08-02,0.99857
2020-08-03,1.56918
2020-08-04,2.56776
2020-08-05,2.4251
2020-08-06,1.71184
2020-08-07,1.14122
2020-08-08,0.57061
2020-08-09,1.56918
2020-08-10,2.21112
2020-08-11,1.85449
2020-08-12,2.85306
2020-08-13,3.06704
2020-08-14,2.1398
2020-08-15,1.3552
2020-08-16,1.71184
2020-08-17,0.85592
2020-08-18,2.35378
2020-08-19,1.85449
2020-08-20,2.21112
2020-08-21,1.64051
2020-08-22,0.99857
2020-08-23,1.28388
2020-08-24,2.78174
2020-08-25,2.49643
2020-08-26,2.06847
2020-08-27,1.85449
2020-08-28,1.99714
2020-08-29,1.0699
2020-08-30,1.28388
2020-08-31,2.99572
2020-09-01,2.06847
2020-09-02,1.78316
2020-09-03,2.85306
2020-09-04,2.35378
2020-09-05,1.85449
2020-09-06,0.85592
2020-09-07,3.06704
2020-09-08,1.49786
2020-09-09,2.78174
2020-09-10,1.71184
2020-09-11,3.35235
2020-09-12,1.28388
2020-09-13,1.28388
2020-09-14,2.4251
2020-09-15,2.71041
2020-09-16,3.28102
2020-09-17,3.99429
2020-09-18,2.71041
2020-09-19,0.42796
2020-09-20,0.92724
2020-09-21,1.49786
2020-09-22,1.3552
2020-09-23,1.78316
2020-09-24,1.92582
2020-09-25,1.99714
2020-09-26,1.21255
2020-09-27,1.78316
2020-09-28,1.78316
2020-09-29,2.78174
2020-09-30,1.28388
2020-10-01,0.49928
2020-10-02,0.99857
2020-10-03,1.0699
2020-10-04,0.85592
2020-10-05,2.35378
2020-10-06,2.63908
2020-10-07,2.1398
2020-10-08,1.49786
2020-10-09,1.3552
2020-10-10,0.71326
2020-10-11,1.49786
2020-10-12,2.06847
2020-10-13,1.71184
2020-10-14,2.63908
2020-10-15,1.99714
2020-10-16,1.78316
2020-10-17,1.0699
2020-10-18,0.85592
2020-10-19,1.99714
2020-10-20,3.42368
2020-10-21,4.20827
2020-10-22,2.4251
2020-10-23,2.85306
2020-10-24,0.99857
2020-10-25,0.99857
2020-10-26,1.49786
2020-10-27,3.63766
2020-10-28,3.35235
2020-10-29,2.85306
2020-10-30,2.4251
2020-10-31,1.64051
2020-11-01,2.21112
2020-11-02,2.35378
2020-11-03,0.78459
2020-11-04,1.71184
2020-11-05,1.56918
2020-11-06,2.1398
2020-11-07,0.99857
2020-11-08,1.21255
2020-11-09,1.28388
2020-11-10,1.3552
2020-11-11,1.21255
2020-11-12,1.28388
2020-11-13,1.78316
2020-11-14,1.64051
2020-11-15,1.0699
2020-11-16,2.56776
2020-11-17,1.71184
2020-11-18,2.49643
2020-11-19,2.78174
2020-11-20,2.49643
2020-11-21,1.64051
2020-11-22,1.21255
2020-11-23,2.85306
2020-11-24,2.49643
2020-11-25,3.28102
2020-11-26,2.1398
2020-11-27,2.63908
2020-11-28,1.92582
2020-11-29,1.71184
2020-11-30,2.21112
2020-12-01,2.78174
2020-12-02,2.63908
2020-12-03,3.78031
2020-12-04,1.71184
2020-12-05,1.56918
2020-12-06,2.06847
2020-12-07,1.92582
2020-12-08,2.63908
2020-12-09,2.63908
2020-12-10,2.99572
2020-12-11,1.14122
2020-12-12,0.78459
2020-12-13,1.14122
2020-12-14,2.78174
2020-12-15,2.99572
2020-12-16,2.21112
2020-12-17,1.85449
2020-12-18,1.78316
2020-12-19,0.85592
2020-12-20,0.57061
2020-12-21,1.64051
2020-12-22,2.63908
2020-12-23,1.85449
2020-12-24,2.35378
2020-12-25,1.14122
2020-12-26,1.3552
2020-12-27,1.28388
2020-12-28,2.63908
2020-12-29,3.06704
2020-12-30,4.06562
2020-12-31,2.1398
2021-01-01,1.21255
2021-01-02,1.92582
2021-01-03,2.63908
2021-01-04,2.92439
2021-01-05,3.13837
2021-01-06,3.92296
2021-01-07,3.13837
2021-01-08,3.63766
2021-01-09,2.1398
2021-01-10,2.92439
2021-01-11,2.92439
2021-01-12,3.06704
2021-01-13,3.56633
2021-01-14,4.42225
2021-01-15,4.99286
2021-01-16,2.35378
2021-01-17,3.42368
2021-01-18,3.35235
2021-01-19,3.28102
2021-01-20,2.99572
2021-01-21,2.63908
2021-01-22,2.49643
2021-01-23,1.85449
2021-01-24,1.85449
2021-01-25,4.06562
2021-01-26,2.49643
2021-01-27,2.85306
2021-01-28,2.4251
2021-01-29,3.42368
2021-01-30,1.64051
2021-01-31,2.1398
2021-02-01,3.42368
2021-02-02,1.85449
2021-02-03,2.92439
2021-02-04,2.85306
2021-02-05,3.63766
2021-02-06,2.1398
2021-02-07,2.06847
2021-02-08,3.06704
2021-02-09,3.06704
2021-02-10,2.85306
2021-02-11,1.56918
2021-02-12,2.28245
2021-02-13,2.1398
2021-02-14,2.06847
2021-02-15,4.35092
2021-02-16,4.2796
2021-02-17,2.71041
2021-02-18,1.99714
2021-02-19,3.42368
2021-02-20,2.28245
2021-02-21,0.92724
2021-02-22,2.49643
2021-02-23,3.35235
2021-02-24,2.35378
2021-02-25,2.63908
2021-02-26,1.78316
2021-02-27,1.56918
2021-02-28,2.63908
2021-03-01,2.71041
2021-03-02,4.49358
2021-03-03,3.35235
2021-03-04,2.71041
2021-03-05,1.78316
2021-03-06,1.14122
2021-03-07,1.56918
2021-03-08,1.99714
2021-03-09,3.13837
2021-03-10,3.42368
2021-03-11,3.42368
2021-03-12,4.42225
2021-03-13,1.0699
2021-03-14,0.99857
2021-03-15,2.99572
2021-03-16,3.78031
2021-03-17,1.92582
2021-03-18,2.78174
2021-03-19,2.06847
2021-03-20,0.99857
2021-03-21,1.85449
2021-03-22,2.4251
2021-03-23,3.99429
2021-03-24,3.35235
2021-03-25,6.34807
2021-03-26,3.56633
2021-03-27,3.06704
2021-03-28,3.2097
2021-03-29,3.495
2021-03-30,4.77888
2021-03-31,4.70756
2021-04-01,4.20827
2021-04-02,2.63908
2021-04-03,2.92439
2021-04-04,1.85449
2021-04-05,1.99714
2021-04-06,2.99572
2021-04-07,2.56776
2021-04-08,2.06847
2021-04-09,1.92582
2021-04-10,0.85592
2021-04-11,2.4251
2021-04-12,2.71041
2021-04-13,2.92439
2021-04-14,2.35378
2021-04-15,1.14122
2021-04-16,2.06847
2021-04-17,1.71184
2021-04-18,1.14122
2021-04-19,3.99429
2021-04-20,3.28102
2021-04-21,2.92439
2021-04-22,2.4251
2021-04-23,2.1398
2021-04-24,1.28388
2021-04-25,1.0699
2021-04-26,3.06704
2021-04-27,2.1398
2021-04-28,2.71041
2021-04-29,2.06847
2021-04-30,2.78174
2021-05-01,1.28388
2021-05-02,1.85449
2021-05-03,1.78316
2021-05-04,2.28245
2021-05-05,1.21255
2021-05-06,2.56776
2021-05-07,2.56776
2021-05-08,1.85449
2021-05-09,1.28388
2021-05-10,3.56633
2021-05-11,1.49786
2021-05-12,1.99714
2021-05-13,1.71184
2021-05-14,1.56918
2021-05-15,2.35378
2021-05-16,1.49786
2021-05-17,3.42368
2021-05-18,2.49643
2021-05-19,1.64051
2021-05-20,2.21112
2021-05-21,2.78174
2021-05-22,1.14122
2021-05-23,1.49786
2021-05-24,1.64051
2021-05-25,3.92296
2021-05-26,3.78031
2021-05-27,2.63908
2021-05-28,2.63908
2021-05-29,0.85592
2021-05-30,1.64051
2021-05-31,2.4251
2021-06-01,2.06847
2021-06-02,2.63908
2021-06-03,2.35378
2021-06-04,1.3552
2021-06-05,0.78459
2021-06-06,1.78316
2021-06-07,2.06847
2021-06-08,1.56918
2021-06-09,1.49786
2021-06-10,2.4251
2021-06-11,2.06847
2021-06-12,1.21255
2021-06-13,1.28388
2021-06-14,1.56918
2021-06-15,1.49786
2021-06-16,1.71184
2021-06-17,1.64051
2021-06-18,1.71184
2021-06-19,0.78459
2021-06-20,0.92724
2021-06-21,1.85449
2021-06-22,2.56776
2021-06-23,2.56776
2021-06-24,4.20827
2021-06-25,3.495
2021-06-26,2.35378
2021-06-27,1.42653
2021-06-28,3.35235
2021-06-29,2.35378
2021-06-30,2.1398
2021-07-01,3.85164
2021-07-02,2.4251
2021-07-03,1.92582
2021-07-04,1.28388
2021-07-05,2.92439
2021-07-06,2.1398
2021-07-07,2.28245
2021-07-08,2.49643
2021-07-09,1.78316
2021-07-10,0.99857
2021-07-11,1.78316
2021-07-12,0.99857
2021-07-13,1.92582
2021-07-14,1.78316
2021-07-15,1.92582
2021-07-16,2.21112
2021-07-17,1.85449
2021-07-18,2.06847
2021-07-19,2.56776
2021-07-20,2.78174
2021-07-21,2.49643
2021-07-22,1.71184
2021-07-23,1.99714
2021-07-24,1.3552
2021-07-25,1.64051
2021-07-26,1.64051
2021-07-27,1.56918
2021-07-28,2.35378
2021-07-29,1.78316
2021-07-30,1.3552
2021-07-31,1.49786
2021-08-01,2.49643
2021-08-02,3.13837
2021-08-03,3.13837
2021-08-04,1.99714
2021-08-05,2.63908
2021-08-06,3.13837
2021-08-07,1.78316
2021-08-08,0.92724
2021-08-09,1.64051
2021-08-10,2.1398
2021-08-11,1.85449
2021-08-12,1.78316
2021-08-13,1.56918
2021-08-14,0.71326
2021-08-15,0.42796
2021-08-16,5.99144
2021-08-17,3.28102
2021-08-18,3.63766
2021-08-19,1.92582
2021-08-20,2.63908
2021-08-21,2.21112
2021-08-22,2.56776
2021-08-23,2.92439
2021-08-24,3.495
2021-08-25,2.21112
2021-08-26,4.06562
2021-08-27,3.28102
2021-08-28,1.28388
2021-08-29,1.71184
2021-08-30,3.99429
2021-08-31,3.495
2021-09-01,4.13694
2021-09-02,3.495
2021-09-03,4.06562
2021-09-04,1.14122
2021-09-05,1.28388
2021-09-06,1.64051
2021-09-07,2.56776
2021-09-08,1.92582
2021-09-09,6.34807
2021-09-10,4.77888
2021-09-11,4.85021
2021-09-12,3.495
2021-09-13,3.35235
2021-09-14,2.4251
2021-09-15,2.85306
2021-09-16,2.71041
2021-09-17,3.63766
2021-09-18,1.64051
2021-09-19,1.64051
2021-09-20,1.71184
2021-09-21,5.84878
2021-09-22,6.27674
2021-09-23,6.84736
2021-09-24,4.92154
2021-09-25,3.13837
2021-09-26,2.1398
2021-09-27,5.56348
2021-09-28,5.70613
2021-09-29,4.06562
2021-09-30,5.3495
2021-10-01,4.5649
2021-10-02,2.49643
2021-10-03,1.78316
2021-10-04,2.92439
2021-10-05,4.35092
2021-10-06,5.20684
2021-10-07,3.28102
2021-10-08,4.35092
2021-10-09,1.56918
2021-10-10,1.14122
2021-10-11,2.28245
2021-10-12,5.56348
2021-10-13,4.49358
2021-10-14,3.35235
2021-10-15,4.92154
2021-10-16,1.64051
2021-10-17,3.35235
2021-10-18,4.2796
2021-10-19,4.06562
2021-10-20,2.71041
2021-10-21,3.06704
2021-10-22,3.56633
2021-10-23,3.06704
2021-10-24,2.06847
2021-10-25,3.56633
2021-10-26,3.56633
2021-10-27,3.495
2021-10-28,4.20827
2021-10-29,3.28102
2021-10-30,1.99714
2021-10-31,1.56918
2021-11-01,3.13837
2021-11-02,3.2097
2021-11-03,3.92296
2021-11-04,2.56776
2021-11-05,2.71041
2021-11-06,1.64051
2021-11-07,2.28245
2021-11-08,2.92439
2021-11-09,3.78031
2021-11-10,2.71041
2021-11-11,2.56776
2021-11-12,4.85021
2021-11-13,3.42368
2021-11-14,2.63908
2021-11-15,3.495
2021-11-16,3.495
2021-11-17,3.28102
2021-11-18,2.56776
2021-11-19,2.92439
2021-11-20,1.3552
2021-11-21,2.28245
2021-11-22,2.35378
2021-11-23,3.2097
2021-11-24,4.13694
2021-11-25,3.35235
2021-11-26,3.70898
2021-11-27,2.85306
2021-11-28,1.92582
2021-11-29,3.56633
2021-11-30,3.70898
2021-12-01,4.77888
2021-12-02,3.92296
2021-12-03,7.41797
2021-12-04,6.56205
2021-12-05,5.13552
2021-12-06,7.7746
2021-12-07,6.13409
2021-12-08,3.63766
2021-12-09,5.6348
2021-12-10,4.2796
2021-12-11,7.06134
2021-12-12,4.42225
2021-12-13,5.06419
2021-12-14,4.77888
2021-12-15,5.27817
2021-12-16,5.6348
2021-12-17,3.85164
2021-12-18,4.13694
2021-12-19,4.63623
2021-12-20,5.06419
2021-12-21,7.06134
2021-12-22,4.63623
2021-12-23,4.99286
2021-12-24,4.49358
2021-12-25,4.20827
2021-12-26,4.49358
2021-12-27,4.70756
2021-12-28,5.56348
2021-12-29,5.06419
2021-12-30,5.27817
2021-12-31,3.70898
2022-01-01,2.99572
2022-01-02,4.70756
2022-01-03,6.49072
2022-01-04,6.99001
2022-01-05,5.84878
2022-01-06,5.20684
2022-01-07,3.85164
2022-01-08,3.06704
2022-01-09,3.99429
2022-01-10,6.91868
2022-01-11,6.56205
2022-01-12,5.92011
2022-01-13,5.42082
2022-01-14,7.70328
2022-01-15,5.70613
2022-01-16,5.70613
2022-01-17,8.48787
2022-01-18,7.27532
2022-01-19,6.84736
2022-01-20,7.4893
2022-01-21,6.4194
2022-01-22,5.84878
2022-01-23,5.77746
2022-01-24,9.48644
2022-01-25,8.98716
2022-01-26,8.34522
2022-01-27,9.41512
2022-01-28,8.91583
2022-01-29,6.4194
2022-01-30,3.99429
2022-01-31,4.20827
2022-02-01,7.63195
2022-02-02,6.77603
2022-02-03,10.77032
2022-02-04,10.19971
2022-02-05,7.34664
2022-02-06,7.84593
2022-02-07,10.05706
2022-02-08,10.41369
2022-02-09,9.70042
2022-02-10,11.19828
2022-02-11,8.8445
2022-02-12,4.49358
2022-02-13,4.99286
2022-02-14,8.91583
2022-02-15,8.70185
2022-02-16,8.05991
2022-02-17,8.5592
2022-02-18,9.12981
2022-02-19,4.5649
2022-02-20,6.34807
2022-02-21,10.34236
2022-02-22,8.13124
2022-02-23,9.98573
2022-02-24,9.55777
2022-02-25,9.12981
2022-02-26,4.5649
2022-02-27,5.6348
2022-02-28,10.19971
2022-03-01,6.84736
2022-03-02,7.56062
2022-03-03,9.27246
2022-03-04,8.41654
2022-03-05,3.28102
2022-03-06,5.92011
2022-03-07,9.27246
2022-03-08,5.56348
2022-03-09,4.20827
2022-03-10,6.99001
2022-03-11,6.91868
2022-03-12,6.49072
2022-03-13,6.13409
2022-03-14,9.9144
2022-03-15,10.05706
2022-03-16,9.84308
2022-03-17,8.98716
2022-03-18,8.41654
2022-03-19,5.99144
2022-03-20,4.92154
2022-03-21,8.63052
2022-03-22,7.06134
2022-03-23,10.9843
2022-03-24,7.84593
2022-03-25,7.27532
2022-03-26,5.92011
2022-03-27,5.49215
2022-03-28,6.49072
2022-03-29,8.27389
2022-03-30,7.98858
2022-03-31,7.84593
2022-04-01,7.06134
2022-04-02,4.13694
2022-04-03,8.34522
2022-04-04,12.12553
2022-04-05,8.34522
2022-04-06,7.56062
2022-04-07,7.06134
2022-04-08,7.56062
2022-04-09,6.34807
2022-04-10,4.42225
2022-04-11,9.6291
2022-04-12,10.84165
2022-04-13,8.70185
2022-04-14,10.27104
2022-04-15,9.55777
2022-04-16,8.13124
2022-04-17,5.84878
2022-04-18,11.26961
2022-04-19,14.05135
2022-04-20,10.27104
2022-04-21,9.12981
2022-04-22,11.05563
2022-04-23,6.99001
2022-04-24,6.91868
2022-04-25,12.8388
2022-04-26,11.34094
2022-04-27,9.84308
2022-04-28,9.34379
2022-04-29,7.13266
2022-04-30,6.84736
2022-05-01,7.7746
2022-05-02,9.55777
2022-05-03,11.19828
2022-05-04,7.7746
2022-05-05,7.91726
2022-05-06,8.20256
2022-05-07,6.91868
2022-05-08,5.99144
2022-05-09,11.26961
2022-05-10,10.48502
2022-05-11,9.98573
2022-05-12,9.84308
2022-05-13,8.48787
2022-05-14,5.56348
2022-05-15,3.92296
2022-05-16,6.63338
2022-05-17,11.05563
2022-05-18,9.12981
2022-05-19,6.20542
2022-05-20,6.84736
2022-05-21,5.84878
2022-05-22,6.13409
2022-05-23,8.77318
2022-05-24,8.41654
2022-05-25,8.48787
2022-05-26,9.70042
2022-05-27,10.77032
2022-05-28,7.91726
2022-05-29,7.34664
2022-05-30,12.33951
2022-05-31,11.84022
2022-06-01,9.70042
2022-06-02,12.91012
2022-06-03,13.48074
2022-06-04,8.27389
2022-06-05,7.7746
2022-06-06,7.98858
2022-06-07,12.19686
2022-06-08,12.33951
2022-06-09,11.12696
2022-06-10,10.699
2022-06-11,6.34807
2022-06-12,7.27532
2022-06-13,10.27104
2022-06-14,13.1241
2022-06-15,11.41226
2022-06-16,14.76462
2022-06-17,15.04992
2022-06-18,10.699
2022-06-19,10.34236
2022-06-20,17.26105
2022-06-21,17.97432
2022-06-22,19.11554
2022-06-23,13.83737
2022-06-24,14.55064
2022-06-25,11.48359
2022-06-26,11.91155
2022-06-27,16.11982
2022-06-28,19.2582
2022-06-29,18.04564
2022-06-30,15.04992
2022-07-01,15.19258
2022-07-02,9.84308
2022-07-03,11.12696
2022-07-04,15.83452
2022-07-05,16.97574
2022-07-06,16.90442
2022-07-07,15.97717
2022-07-08,14.62196
2022-07-09,7.84593
2022-07-10,10.62767
2022-07-11,15.40656
2022-07-12,20.47075
2022-07-13,30.74179
2022-07-14,33.23823
2022-07-15,30.74179
2022-07-16,19.47218
2022-07-17,17.18972
2022-07-18,33.73751
2022-07-19,24.03708
2022-07-20,22.4679
2022-07-21,24.96433
2022-07-22,21.25534
2022-07-23,15.04992
2022-07-24,15.47788
2022-07-25,25.03566
2022-07-26,22.96718
2022-07-27,21.25534
2022-07-28,23.32382
2022-07-29,17.47503
2022-07-30,12.48216
2022-07-31,13.69472
2022-08-01,22.96718
2022-08-02,21.398
2022-08-03,20.39942
2022-08-04,16.19115
2022-08-05,16.90442
2022-08-06,10.34236
2022-08-07,13.19543
2022-08-08,20.25677
2022-08-09,17.83166
2022-08-10,16.61911
2022-08-11,17.47503
2022-08-12,18.4736
2022-08-13,11.84022
2022-08-14,11.41226
2022-08-15,11.26961
2022-08-16,19.82881
2022-08-17,17.54636
2022-08-18,17.33238
2022-08-19,16.97574
2022-08-20,11.05563
2022-08-21,10.91298
2022-08-22,19.68616
2022-08-23,16.90442
2022-08-24,17.97432
2022-08-25,24.82168
2022-08-26,20.97004
2022-08-27,14.05135
2022-08-28,13.55206
2022-08-29,20.47075
2022-08-30,23.8231
2022-08-31,19.18687
2022-09-01,17.18972
2022-09-02,14.26533
2022-09-03,11.05563
2022-09-04,13.26676
2022-09-05,16.76176
2022-09-06,18.68758
2022-09-07,17.1184
2022-09-08,14.12268
2022-09-09,8.34522
2022-09-10,7.84593
2022-09-11,11.41226
2022-09-12,11.55492
2022-09-13,19.82881
2022-09-14,25.60627
2022-09-15,17.61768
2022-09-16,16.97574
2022-09-17,12.33951
2022-09-18,11.98288
2022-09-19,19.82881
2022-09-20,21.398
2022-09-21,19.47218
2022-09-22,26.03423
2022-09-23,23.8231
2022-09-24,16.26248
2022-09-25,14.40798
2022-09-26,24.32239
2022-09-27,21.82596
2022-09-28,27.31811
2022-09-29,30.74179
2022-09-30,35.09272
2022-10-01,18.4736
2022-10-02,16.40513
2022-10-03,20.47075
2022-10-04,34.80741
2022-10-05,40.29957
2022-10-06,38.15977
2022-10-07,38.58773
2022-10-08,23.18116
2022-10-09,19.97146
2022-10-10,30.38516
2022-10-11,40.87018
2022-10-12,66.3338
2022-10-13,84.16547
2022-10-14,72.68188
2022-10-15,44.29386
2022-10-16,45.50641
2022-10-17,82.097
2022-10-18,89.30099
2022-10-19,87.73181
2022-10-20,84.52211
2022-10-21,72.96718
2022-10-22,40.01426
2022-10-23,39.94293
2022-10-24,71.96861
2022-10-25,85.66333
2022-10-26,100.0
2022-10-27,89.01569
2022-10-28,73.5378
2022-10-29,39.44365
2022-10-30,40.08559
2022-10-31,79.67189
2022-11-01,79.31526
2022-11-02,69.11554
2022-11-03,70.25677
2022-11-04,67.61768
2022-11-05,43.00998
2022-11-06,42.72467
2022-11-07,71.398
2022-11-08,63.98002
2022-11-09,56.06276
2022-11-10,56.63338
2022-11-11,51.14122
2022-11-12,31.38373
2022-11-13,32.097
2022-11-14,70.3281
2022-11-15,66.3338
2022-11-16,58.13124
2022-11-17,51.99714
2022-11-18,47.50356
2022-11-19,27.46077
2022-11-20,27.8174
2022-11-21,54.13694
2022-11-22,47.50356
2022-11-23,46.79029
2022-11-24,58.8445
2022-11-25,54.99286
2022-11-26,39.37232
2022-11-27,32.45363
2022-11-28,60.55634
2022-11-29,56.49072
2022-11-30,44.65049
2022-12-01,45.14978
2022-12-02,40.79885
2022-12-03,19.68616
2022-12-04,20.18544
2022-12-05,37.30385
2022-12-06,44.15121
2022-12-07,40.87018
2022-12-08,47.64621
2022-12-09,33.38088
2022-12-10,22.39657
2022-12-11,21.75463
2022-12-12,37.73181
2022-12-13,41.08416
2022-12-14,39.80028
2022-12-15,32.81027
2022-12-16,31.45506
2022-12-17,18.97289
2022-12-18,22.89586
2022-12-19,36.73323
2022-12-20,38.08844
2022-12-21,30.24251
2022-12-22,28.53067
2022-12-23,27.38944
2022-12-24,18.4736
2022-12-25,16.76176
2022-12-26,31.88302
2022-12-27,29.45791
2022-12-28,27.60342
2022-12-29,28.03138
2022-12-30,24.893
2022-12-31,15.90584
2023-01-01,19.75748
2023-01-02,32.81027
2023-01-03,32.38231
2023-01-04,26.7475
2023-01-05,29.31526
2023-01-06,27.74607
2023-01-07,16.26248
2023-01-08,19.18687
2023-01-09,27.88873
2023-01-10,26.17689
2023-01-11,27.88873
2023-01-12,22.82453
2023-01-13,23.18116
2023-01-14,14.90727
2023-01-15,17.61768
2023-01-16,24.82168
2023-01-17,26.53352
2023-01-18,21.6833
2023-01-19,19.90014
2023-01-20,22.96718
2023-01-21,13.98002
2023-01-22,11.55492
2023-01-23,12.62482
2023-01-24,14.12268
2023-01-25,25.53495
2023-01-26,19.5435
2023-01-27,18.75891
2023-01-28,11.34094
2023-01-29,11.7689
2023-01-30,17.97432
2023-01-31,21.46932
2023-02-01,20.75606
2023-02-02,18.25962
2023-02-03,15.69186
2023-02-04,9.98573
2023-02-05,9.70042
2023-02-06,20.18544
2023-02-07,17.54636
2023-02-08,13.33808
2023-02-09,14.9786
2023-02-10,15.33523
2023-02-11,9.55777
2023-02-12,9.41512
2023-02-13,18.11697
2023-02-14,15.76319
2023-02-15,16.11982
2023-02-16,12.8388
2023-02-17,15.12125
2023-02-18,10.77032
2023-02-19,8.77318
2023-02-20,15.12125
2023-02-21,13.69472
2023-02-22,13.69472
2023-02-23,13.1241
2023-02-24,14.55064
2023-02-25,7.34664
2023-02-26,7.70328
2023-02-27,12.48216
2023-02-28,14.40798
2023-03-01,9.84308
2023-03-02,12.69614
2023-03-03,10.77032
2023-03-04,5.84878
2023-03-05,6.06276
2023-03-06,10.77032
2023-03-07,12.69614
2023-03-08,9.70042
2023-03-09,10.699
2023-03-10,7.63195
2023-03-11,5.77746
2023-03-12,8.05991
2023-03-13,11.12696
2023-03-14,12.41084
2023-03-15,9.34379
2023-03-16,8.63052
2023-03-17,8.27389
2023-03-18,4.42225
2023-03-19,7.06134
2023-03-20,10.91298
2023-03-21,10.12838
2023-03-22,9.84308
2023-03-23,11.84022
2023-03-24,9.41512
2023-03-25,5.49215
2023-03-26,6.27674
2023-03-27,11.12696
2023-03-28,9.12981
2023-03-29,8.34522
2023-03-30,9.70042
2023-03-31,8.8445
2023-04-01,5.06419
2023-04-02,6.99001
2023-04-03,10.27104
2023-04-04,8.77318
2023-04-05,7.63195
2023-04-06,6.99001
2023-04-07,6.34807
2023-04-08,3.92296
2023-04-09,3.63766
2023-04-10,9.6291
2023-04-11,7.7746
2023-04-12,8.34522
2023-04-13,8.13124
2023-04-14,5.84878
2023-04-15,3.92296
2023-04-16,3.63766
2023-04-17,8.20256
2023-04-18,8.34522
2023-04-19,7.34664
2023-04-20,6.91868
2023-04-21,5.99144
2023-04-22,5.20684
2023-04-23,5.13552
2023-04-24,8.98716
2023-04-25,9.05848
2023-04-26,9.70042
2023-04-27,7.56062
2023-04-28,6.34807
2023-04-29,4.2796
2023-04-30,3.28102
2023-05-01,5.06419
2023-05-02,8.91583
2023-05-03,8.5592
2023-05-04,7.98858
2023-05-05,4.42225
2023-05-06,3.13837
2023-05-07,2.92439
2023-05-08,8.20256
2023-05-09,6.27674
2023-05-10,7.63195
2023-05-11,6.7047
2023-05-12,5.06419
2023-05-13,2.92439
2023-05-14,2.92439
2023-05-15,7.20399
2023-05-16,6.84736
2023-05-17,9.05848
2023-05-18,9.55777
2023-05-19,7.13266
2023-05-20,4.20827
2023-05-21,3.85164
2023-05-22,8.27389
2023-05-23,7.20399
2023-05-24,6.63338
2023-05-25,7.13266
2023-05-26,6.7047
2023-05-27,5.13552
2023-05-28,3.99429
2023-05-29,4.49358
2023-05-30,7.27532
