date,해외주식양도소득세
2020-07-25,7.39059
2020-07-26,5.80226
2020-07-27,8.13614
2020-07-28,11.92868
2020-07-29,8.94651
2020-07-30,9.52998
2020-07-31,11.5397
2020-08-01,8.78444
2020-08-02,6.9692
2020-08-03,11.08589
2020-08-04,14.71636
2020-08-05,16.88816
2020-08-06,15.10534
2020-08-07,15.26742
2020-08-08,9.04376
2020-08-09,6.54781
2020-08-10,10.72933
2020-08-11,12.6094
2020-08-12,13.41977
2020-08-13,16.82333
2020-08-14,15.81847
2020-08-15,8.2658
2020-08-16,6.28849
2020-08-17,9.01134
2020-08-18,21.06969
2020-08-19,18.57374
2020-08-20,14.78119
2020-08-21,23.69529
2020-08-22,18.83306
2020-08-23,12.12317
2020-08-24,17.34197
2020-08-25,21.55591
2020-08-26,20.19448
2020-08-27,28.03889
2020-08-28,24.18152
2020-08-29,17.79578
2020-08-30,13.97082
2020-08-31,28.23338
2020-09-01,56.82333
2020-09-02,48.4927
2020-09-03,32.77147
2020-09-04,22.75526
2020-09-05,14.97568
2020-09-06,9.23824
2020-09-07,11.99351
2020-09-08,13.45218
2020-09-09,20.84278
2020-09-10,17.56888
2020-09-11,12.15559
2020-09-12,10.37277
2020-09-13,6.28849
2020-09-14,11.5397
2020-09-15,18.47649
2020-09-16,16.56401
2020-09-17,11.60453
2020-09-18,10.40518
2020-09-19,8.97893
2020-09-20,5.31604
2020-09-21,8.33063
2020-09-22,9.7893
2020-09-23,8.42787
2020-09-24,9.75688
2020-09-25,8.9141
2020-09-26,7.22852
2020-09-27,5.08914
2020-09-28,8.78444
2020-09-29,10.76175
2020-09-30,10.34035
2020-10-01,10.98865
2020-10-02,11.24797
2020-10-03,9.27066
2020-10-04,7.00162
2020-10-05,10.72933
2020-10-06,13.64667
2020-10-07,16.59643
2020-10-08,16.69367
2020-10-09,12.38249
2020-10-10,10.08103
2020-10-11,7.58508
2020-10-12,20.61588
2020-10-13,26.19124
2020-10-14,22.43111
2020-10-15,17.8282
2020-10-16,13.12803
2020-10-17,7.42301
2020-10-18,5.05672
2020-10-19,9.7893
2020-10-20,10.56726
2020-10-21,10.34035
2020-10-22,10.6645
2020-10-23,9.3679
2020-10-24,6.54781
2020-10-25,4.66774
2020-10-26,6.93679
2020-10-27,9.30307
2020-10-28,9.3679
2020-10-29,10.30794
2020-10-30,8.20097
2020-10-31,5.51053
2020-11-01,4.37601
2020-11-02,8.62236
2020-11-03,8.71961
2020-11-04,10.30794
2020-11-05,14.3598
2020-11-06,16.5316
2020-11-07,11.05348
2020-11-08,5.96434
2020-11-09,15.62398
2020-11-10,19.87034
2020-11-11,15.04051
2020-11-12,13.97082
2020-11-13,12.51215
2020-11-14,10.37277
2020-11-15,6.28849
2020-11-16,13.61426
2020-11-17,18.34683
2020-11-18,16.59643
2020-11-19,20.06482
2020-11-20,18.7034
2020-11-21,13.84116
2020-11-22,9.62722
2020-11-23,16.56401
2020-11-24,39.09238
2020-11-25,40.81037
2020-11-26,35.68881
2020-11-27,24.21393
2020-11-28,24.27876
2020-11-29,16.5316
2020-11-30,22.88492
2020-12-01,33.25769
2020-12-02,29.72447
2020-12-03,29.04376
2020-12-04,38.02269
2020-12-05,26.51539
2020-12-06,16.20745
2020-12-07,24.34359
2020-12-08,45.15397
2020-12-09,43.85737
2020-12-10,33.12803
2020-12-11,33.03079
2020-12-12,17.56888
2020-12-13,13.19286
2020-12-14,19.09238
2020-12-15,23.53322
2020-12-16,25.57536
2020-12-17,24.7974
2020-12-18,31.34521
2020-12-19,28.84927
2020-12-20,16.72609
2020-12-21,27.58508
2020-12-22,36.43435
2020-12-23,41.5235
2020-12-24,36.85575
2020-12-25,29.98379
2020-12-26,16.59643
2020-12-27,16.62884
2020-12-28,46.28849
2020-12-29,53.7115
2020-12-30,35.91572
2020-12-31,31.89627
2021-01-01,20.61588
2021-01-02,12.67423
2021-01-03,12.64181
2021-01-04,25.41329
2021-01-05,52.22042
2021-01-06,36.20745
2021-01-07,34.97568
2021-01-08,53.35494
2021-01-09,43.11183
2021-01-10,25.31604
2021-01-11,33.7115
2021-01-12,30.95623
2021-01-13,37.8282
2021-01-14,36.72609
2021-01-15,36.36952
2021-01-16,19.93517
2021-01-17,22.69043
2021-01-18,26.80713
2021-01-19,25.86709
2021-01-20,37.73095
2021-01-21,39.18962
2021-01-22,34.91085
2021-01-23,35.29983
2021-01-24,23.56564
2021-01-25,44.27876
2021-01-26,52.15559
2021-01-27,47.13128
2021-01-28,47.71474
2021-01-29,33.80875
2021-01-30,27.6175
2021-01-31,18.18476
2021-02-01,23.98703
2021-02-02,33.22528
2021-02-03,33.58184
2021-02-04,28.4927
2021-02-05,29.46515
2021-02-06,24.37601
2021-02-07,17.08265
2021-02-08,21.45867
2021-02-09,39.83792
2021-02-10,39.54619
2021-02-11,35.85089
2021-02-12,31.28038
2021-02-13,30.0162
2021-02-14,20.48622
2021-02-15,33.41977
2021-02-16,32.38249
2021-02-17,33.41977
2021-02-18,25.31604
2021-02-19,20.12965
2021-02-20,28.46029
2021-02-21,15.62398
2021-02-22,18.11993
2021-02-23,20.97244
2021-02-24,17.01782
2021-02-25,21.68557
2021-02-26,14.10048
2021-02-27,8.78444
2021-02-28,6.02917
2021-03-01,8.2658
2021-03-02,13.90599
2021-03-03,12.57698
2021-03-04,11.44246
2021-03-05,10.76175
2021-03-06,9.98379
2021-03-07,7.42301
2021-03-08,9.52998
2021-03-09,13.29011
2021-03-10,18.54132
2021-03-11,20.97244
2021-03-12,24.66774
2021-03-13,15.52674
2021-03-14,9.72447
2021-03-15,14.78119
2021-03-16,22.82009
2021-03-17,21.45867
2021-03-18,22.23662
2021-03-19,18.50891
2021-03-20,10.40518
2021-03-21,8.03889
2021-03-22,17.37439
2021-03-23,16.11021
2021-03-24,18.37925
2021-03-25,16.40194
2021-03-26,13.87358
2021-03-27,13.0632
2021-03-28,8.9141
2021-03-29,12.86871
2021-03-30,16.69367
2021-03-31,15.62398
2021-04-01,19.70826
2021-04-02,20.19448
2021-04-03,9.95137
2021-04-04,8.97893
2021-04-05,22.69043
2021-04-06,23.01458
2021-04-07,21.9773
2021-04-08,19.22204
2021-04-09,18.50891
2021-04-10,13.16045
2021-04-11,9.30307
2021-04-12,29.72447
2021-04-13,55.36466
2021-04-14,42.49594
2021-04-15,33.51701
2021-04-16,25.93192
2021-04-17,14.68395
2021-04-18,52.93354
2021-04-19,54.16531
2021-04-20,49.20583
2021-04-21,33.87358
2021-04-22,42.07455
2021-04-23,31.63695
2021-04-24,19.83792
2021-04-25,15.13776
2021-04-26,27.81199
2021-04-27,39.70826
2021-04-28,26.3209
2021-04-29,27.39059
2021-04-30,20.03241
2021-05-01,17.92544
2021-05-02,17.11507
2021-05-03,36.46677
2021-05-04,31.47487
2021-05-05,22.82009
2021-05-06,34.39222
2021-05-07,25.38087
2021-05-08,15.98055
2021-05-09,14.10048
2021-05-10,33.64667
2021-05-11,32.80388
2021-05-12,25.31604
2021-05-13,23.9222
2021-05-14,24.21393
2021-05-15,13.61426
2021-05-16,15.55915
2021-05-17,26.38573
2021-05-18,27.97406
2021-05-19,16.79092
2021-05-20,23.24149
2021-05-21,19.83792
2021-05-22,10.63209
2021-05-23,11.70178
2021-05-24,21.03727
2021-05-25,24.53808
2021-05-26,24.7974
2021-05-27,21.71799
2021-05-28,26.45056
2021-05-29,13.80875
2021-05-30,13.25769
2021-05-31,25.08914
2021-06-01,12.90113
2021-06-02,14.26256
2021-06-03,22.00972
2021-06-04,12.05834
2021-06-05,9.07617
2021-06-06,5.70502
2021-06-07,9.30307
2021-06-08,17.53646
2021-06-09,15.33225
2021-06-10,13.51701
2021-06-11,12.64181
2021-06-12,8.71961
2021-06-13,7.29335
2021-06-14,13.16045
2021-06-15,16.14262
2021-06-16,11.79902
2021-06-17,10.50243
2021-06-18,13.4846
2021-06-19,7.87682
2021-06-20,6.12641
2021-06-21,9.141
2021-06-22,10.59967
2021-06-23,14.5867
2021-06-24,14.19773
2021-06-25,14.61912
2021-06-26,11.3128
2021-06-27,4.73257
2021-06-28,10.50243
2021-06-29,13.4846
2021-06-30,11.3128
2021-07-01,9.43273
2021-07-02,8.07131
2021-07-03,6.35332
2021-07-04,4.27876
2021-07-05,7.8444
2021-07-06,10.53484
2021-07-07,11.60453
2021-07-08,12.05834
2021-07-09,8.75202
2021-07-10,6.80713
2021-07-11,4.01944
2021-07-12,9.07617
2021-07-13,12.12317
2021-07-14,13.74392
2021-07-15,12.12317
2021-07-16,10.37277
2021-07-17,6.35332
2021-07-18,4.99189
2021-07-19,9.10858
2021-07-20,10.40518
2021-07-21,12.57698
2021-07-22,12.86871
2021-07-23,10.21069
2021-07-24,17.01782
2021-07-25,8.00648
2021-07-26,12.80388
2021-07-27,13.97082
2021-07-28,9.30307
2021-07-29,11.76661
2021-07-30,8.71961
2021-07-31,6.12641
2021-08-01,4.01944
2021-08-02,8.65478
2021-08-03,11.24797
2021-08-04,12.05834
2021-08-05,13.25769
2021-08-06,12.67423
2021-08-07,7.13128
2021-08-08,8.52512
2021-08-09,10.30794
2021-08-10,13.32252
2021-08-11,11.34521
2021-08-12,11.37763
2021-08-13,14.06807
2021-08-14,8.00648
2021-08-15,5.76985
2021-08-16,7.58508
2021-08-17,10.69692
2021-08-18,8.81685
2021-08-19,10.0162
2021-08-20,7.6175
2021-08-21,6.12641
2021-08-22,5.2188
2021-08-23,9.52998
2021-08-24,15.68881
2021-08-25,13.35494
2021-08-26,13.80875
2021-08-27,11.86385
2021-08-28,10.14586
2021-08-29,6.25607
2021-08-30,12.35008
2021-08-31,16.17504
2021-09-01,14.26256
2021-09-02,14.06807
2021-09-03,13.09562
2021-09-04,7.90923
2021-09-05,6.38573
2021-09-06,8.2658
2021-09-07,10.30794
2021-09-08,10.95623
2021-09-09,8.94651
2021-09-10,10.59967
2021-09-11,5.25121
2021-09-12,4.66774
2021-09-13,7.09886
2021-09-14,7.81199
2021-09-15,8.75202
2021-09-16,8.4927
2021-09-17,6.93679
2021-09-18,6.15883
2021-09-19,3.72771
2021-09-20,4.27876
2021-09-21,5.99675
2021-09-22,7.13128
2021-09-23,10.27552
2021-09-24,11.70178
2021-09-25,8.75202
2021-09-26,4.92706
2021-09-27,8.23338
2021-09-28,11.92868
2021-09-29,9.82171
2021-09-30,8.9141
2021-10-01,5.89951
2021-10-02,5.15397
2021-10-03,3.56564
2021-10-04,6.58022
2021-10-05,8.13614
2021-10-06,8.84927
2021-10-07,8.9141
2021-10-08,9.72447
2021-10-09,4.82982
2021-10-10,4.11669
2021-10-11,5.89951
2021-10-12,9.01134
2021-10-13,9.46515
2021-10-14,10.53484
2021-10-15,10.76175
2021-10-16,6.80713
2021-10-17,4.89465
2021-10-18,8.94651
2021-10-19,15.36466
2021-10-20,16.62884
2021-10-21,11.66936
2021-10-22,14.42463
2021-10-23,10.30794
2021-10-24,6.77471
2021-10-25,14.81361
2021-10-26,31.05348
2021-10-27,19.77309
2021-10-28,16.59643
2021-10-29,21.71799
2021-10-30,17.92544
2021-10-31,9.91896
2021-11-01,16.95299
2021-11-02,31.37763
2021-11-03,21.1021
2021-11-04,28.00648
2021-11-05,34.45705
2021-11-06,20.42139
2021-11-07,12.99837
2021-11-08,22.10696
2021-11-09,33.19286
2021-11-10,24.21393
2021-11-11,17.05024
2021-11-12,17.01782
2021-11-13,13.16045
2021-11-14,9.33549
2021-11-15,19.05996
2021-11-16,24.44084
2021-11-17,36.04538
2021-11-18,23.66288
2021-11-19,21.03727
2021-11-20,18.02269
2021-11-21,11.50729
2021-11-22,17.47163
2021-11-23,21.16693
2021-11-24,17.1799
2021-11-25,14.03565
2021-11-26,11.57212
2021-11-27,6.77471
2021-11-28,3.95461
2021-11-29,9.30307
2021-11-30,15.13776
2021-12-01,15.6564
2021-12-02,13.19286
2021-12-03,12.188
2021-12-04,10.79416
2021-12-05,5.73743
2021-12-06,14.16531
2021-12-07,19.05996
2021-12-08,22.72285
2021-12-09,23.17666
2021-12-10,15.68881
2021-12-11,12.67423
2021-12-12,8.68719
2021-12-13,18.15235
2021-12-14,20.58346
2021-12-15,16.40194
2021-12-16,23.14424
2021-12-17,16.66126
2021-12-18,11.9611
2021-12-19,10.92382
2021-12-20,20.84278
2021-12-21,22.10696
2021-12-22,26.93679
2021-12-23,35.04051
2021-12-24,32.38249
2021-12-25,12.09076
2021-12-26,15.42949
2021-12-27,44.73257
2021-12-28,90.53484
2021-12-29,54.87844
2021-12-30,31.15072
2021-12-31,25.83468
2022-01-01,10.95623
2022-01-02,11.66936
2022-01-03,21.1021
2022-01-04,35.46191
2022-01-05,18.11993
2022-01-06,15.8833
2022-01-07,14.23014
2022-01-08,10.59967
2022-01-09,6.67747
2022-01-10,10.69692
2022-01-11,12.57698
2022-01-12,14.3598
2022-01-13,14.78119
2022-01-14,11.02106
2022-01-15,7.94165
2022-01-16,6.15883
2022-01-17,10.76175
2022-01-18,10.27552
2022-01-19,12.12317
2022-01-20,12.22042
2022-01-21,12.25283
2022-01-22,7.68233
2022-01-23,7.94165
2022-01-24,11.73419
2022-01-25,16.56401
2022-01-26,12.54457
2022-01-27,17.4068
2022-01-28,13.80875
2022-01-29,10.21069
2022-01-30,7.64991
2022-01-31,6.93679
2022-02-01,14.10048
2022-02-02,17.30956
2022-02-03,16.33711
2022-02-04,14.19773
2022-02-05,10.24311
2022-02-06,10.21069
2022-02-07,14.06807
2022-02-08,12.02593
2022-02-09,11.44246
2022-02-10,14.84602
2022-02-11,10.34035
2022-02-12,7.55267
2022-02-13,6.80713
2022-02-14,8.68719
2022-02-15,10.69692
2022-02-16,12.67423
2022-02-17,10.17828
2022-02-18,8.29821
2022-02-19,7.22852
2022-02-20,5.15397
2022-02-21,8.58995
2022-02-22,9.62722
2022-02-23,10.50243
2022-02-24,12.70664
2022-02-25,11.21555
2022-02-26,9.20583
2022-02-27,5.96434
2022-02-28,7.8444
2022-03-01,11.76661
2022-03-02,10.4376
2022-03-03,11.24797
2022-03-04,10.11345
2022-03-05,9.43273
2022-03-06,5.34846
2022-03-07,7.94165
2022-03-08,12.51215
2022-03-09,7.71474
2022-03-10,18.47649
2022-03-11,13.93841
2022-03-12,7.45542
2022-03-13,7.35818
2022-03-14,12.57698
2022-03-15,17.01782
2022-03-16,24.40842
2022-03-17,33.32252
2022-03-18,31.47487
2022-03-19,21.68557
2022-03-20,12.51215
2022-03-21,21.06969
2022-03-22,21.84764
2022-03-23,35.52674
2022-03-24,23.66288
2022-03-25,27.77957
2022-03-26,15.26742
2022-03-27,9.95137
2022-03-28,26.38573
2022-03-29,42.98217
2022-03-30,36.17504
2022-03-31,29.3679
2022-04-01,24.7974
2022-04-02,13.16045
2022-04-03,10.76175
2022-04-04,23.37115
2022-04-05,36.14262
2022-04-06,56.49918
2022-04-07,35.6564
2022-04-08,26.51539
2022-04-09,12.6094
2022-04-10,11.02106
2022-04-11,27.03403
2022-04-12,28.4927
2022-04-13,27.6175
2022-04-14,26.64505
2022-04-15,18.73581
2022-04-16,8.71961
2022-04-17,8.46029
2022-04-18,20.64829
2022-04-19,23.07941
2022-04-20,23.76012
2022-04-21,29.141
2022-04-22,23.33873
2022-04-23,13.87358
2022-04-24,11.02106
2022-04-25,20.8752
2022-04-26,20.12965
2022-04-27,21.03727
2022-04-28,25.51053
2022-04-29,20.68071
2022-04-30,13.64667
2022-05-01,27.45542
2022-05-02,45.73743
2022-05-03,44.73257
2022-05-04,39.15721
2022-05-05,28.81685
2022-05-06,46.83954
2022-05-07,21.23176
2022-05-08,20.74554
2022-05-09,42.59319
2022-05-10,48.81685
2022-05-11,46.67747
2022-05-12,43.56564
2022-05-13,37.50405
2022-05-14,21.39384
2022-05-15,19.25445
2022-05-16,43.85737
2022-05-17,37.37439
2022-05-18,31.66936
2022-05-19,27.13128
2022-05-20,25.25121
2022-05-21,16.98541
2022-05-22,14.78119
2022-05-23,28.97893
2022-05-24,100.0
2022-05-25,48.03889
2022-05-26,34.3598
2022-05-27,30.04862
2022-05-28,22.49594
2022-05-29,19.44894
2022-05-30,42.56077
2022-05-31,46.06158
2022-06-01,13.45218
2022-06-02,10.17828
2022-06-03,12.6094
2022-06-04,6.58022
2022-06-05,4.66774
2022-06-06,6.9692
2022-06-07,9.20583
2022-06-08,10.04862
2022-06-09,9.98379
2022-06-10,9.10858
2022-06-11,5.47811
2022-06-12,4.47325
2022-06-13,7.64991
2022-06-14,10.0162
2022-06-15,8.03889
2022-06-16,12.25283
2022-06-17,11.99351
2022-06-18,6.45056
2022-06-19,4.92706
2022-06-20,6.67747
2022-06-21,7.35818
2022-06-22,7.55267
2022-06-23,6.41815
2022-06-24,8.75202
2022-06-25,6.19124
2022-06-26,4.86223
2022-06-27,7.29335
2022-06-28,6.51539
2022-06-29,5.60777
2022-06-30,5.4457
2022-07-01,4.89465
2022-07-02,3.40356
2022-07-03,3.20907
2022-07-04,5.12155
2022-07-05,6.35332
2022-07-06,5.76985
2022-07-07,5.80226
2022-07-08,6.61264
2022-07-09,4.60291
2022-07-10,3.72771
2022-07-11,4.5705
2022-07-12,6.19124
2022-07-13,4.76499
2022-07-14,5.86709
2022-07-15,5.83468
2022-07-16,4.27876
2022-07-17,3.43598
2022-07-18,8.97893
2022-07-19,8.4927
2022-07-20,10.92382
2022-07-21,14.16531
2022-07-22,14.45705
2022-07-23,5.02431
2022-07-24,3.79254
2022-07-25,7.77957
2022-07-26,7.52025
2022-07-27,8.10372
2022-07-28,11.34521
2022-07-29,13.4846
2022-07-30,11.21555
2022-07-31,5.70502
2022-08-01,10.50243
2022-08-02,11.86385
2022-08-03,15.6564
2022-08-04,21.13452
2022-08-05,14.16531
2022-08-06,7.81199
2022-08-07,4.82982
2022-08-08,9.04376
2022-08-09,8.88168
2022-08-10,9.59481
2022-08-11,14.74878
2022-08-12,10.59967
2022-08-13,11.76661
2022-08-14,6.61264
2022-08-15,8.75202
2022-08-16,18.76823
2022-08-17,14.29497
2022-08-18,10.4376
2022-08-19,11.57212
2022-08-20,7.22852
2022-08-21,4.66774
2022-08-22,9.56239
2022-08-23,9.40032
2022-08-24,9.01134
2022-08-25,10.17828
2022-08-26,8.55753
2022-08-27,4.95948
2022-08-28,3.37115
2022-08-29,5.60777
2022-08-30,6.7423
2022-08-31,7.22852
2022-09-01,6.35332
2022-09-02,5.89951
2022-09-03,3.66288
2022-09-04,3.11183
2022-09-05,3.66288
2022-09-06,4.40842
2022-09-07,5.34846
2022-09-08,5.05672
2022-09-09,5.99675
2022-09-10,6.58022
2022-09-11,3.98703
2022-09-12,6.45056
2022-09-13,11.34521
2022-09-14,8.20097
2022-09-15,10.11345
2022-09-16,8.71961
2022-09-17,3.9222
2022-09-18,2.75526
2022-09-19,5.02431
2022-09-20,7.16369
2022-09-21,6.02917
2022-09-22,5.31604
2022-09-23,6.19124
2022-09-24,3.88978
2022-09-25,2.23662
2022-09-26,5.51053
2022-09-27,6.48298
2022-09-28,7.19611
2022-09-29,7.32576
2022-09-30,5.31604
2022-10-01,4.18152
2022-10-02,2.43111
2022-10-03,9.40032
2022-10-04,13.64667
2022-10-05,9.62722
2022-10-06,8.65478
2022-10-07,6.3209
2022-10-08,3.33873
2022-10-09,2.33387
2022-10-10,3.07941
2022-10-11,5.73743
2022-10-12,4.92706
2022-10-13,6.35332
2022-10-14,5.99675
2022-10-15,4.24635
2022-10-16,2.52836
2022-10-17,4.7974
2022-10-18,7.81199
2022-10-19,7.42301
2022-10-20,6.15883
2022-10-21,4.86223
2022-10-22,4.34359
2022-10-23,2.94975
2022-10-24,4.44084
2022-10-25,7.16369
2022-10-26,8.13614
2022-10-27,7.58508
2022-10-28,5.57536
2022-10-29,6.67747
2022-10-30,2.10696
2022-10-31,5.64019
2022-11-01,7.71474
2022-11-02,5.54294
2022-11-03,5.18638
2022-11-04,4.82982
2022-11-05,4.21393
2022-11-06,3.46839
2022-11-07,6.93679
2022-11-08,7.68233
2022-11-09,7.00162
2022-11-10,5.57536
2022-11-11,10.82658
2022-11-12,8.29821
2022-11-13,5.86709
2022-11-14,7.03403
2022-11-15,8.58995
2022-11-16,8.71961
2022-11-17,6.80713
2022-11-18,7.42301
2022-11-19,4.24635
2022-11-20,2.6256
2022-11-21,5.83468
2022-11-22,5.89951
2022-11-23,8.07131
2022-11-24,7.06645
2022-11-25,4.50567
2022-11-26,3.11183
2022-11-27,2.69043
2022-11-28,5.2188
2022-11-29,5.34846
2022-11-30,6.7423
2022-12-01,10.82658
2022-12-02,6.83954
2022-12-03,4.47325
2022-12-04,3.17666
2022-12-05,7.35818
2022-12-06,8.88168
2022-12-07,7.94165
2022-12-08,6.19124
2022-12-09,8.39546
2022-12-10,4.82982
2022-12-11,3.66288
2022-12-12,8.71961
2022-12-13,13.67909
2022-12-14,13.77633
2022-12-15,10.82658
2022-12-16,10.76175
2022-12-17,7.32576
2022-12-18,4.18152
2022-12-19,8.52512
2022-12-20,12.57698
2022-12-21,16.82333
2022-12-22,16.36952
2022-12-23,17.89303
2022-12-24,11.5397
2022-12-25,8.71961
2022-12-26,19.31928
2022-12-27,32.44732
2022-12-28,32.64181
2022-12-29,19.18962
2022-12-30,15.75364
2022-12-31,7.22852
2023-01-01,5.99675
2023-01-02,8.97893
2023-01-03,8.75202
2023-01-04,12.05834
2023-01-05,9.40032
2023-01-06,7.71474
2023-01-07,7.13128
2023-01-08,4.1491
2023-01-09,9.3679
2023-01-10,10.04862
2023-01-11,10.04862
2023-01-12,10.76175
2023-01-13,8.71961
2023-01-14,6.25607
2023-01-15,5.34846
2023-01-16,7.48784
2023-01-17,7.48784
2023-01-18,10.30794
2023-01-19,7.39059
2023-01-20,7.52025
2023-01-21,6.51539
2023-01-22,3.82495
2023-01-23,4.73257
2023-01-24,11.76661
2023-01-25,9.27066
2023-01-26,13.87358
2023-01-27,14.10048
2023-01-28,18.47649
2023-01-29,8.29821
2023-01-30,13.25769
2023-01-31,10.50243
2023-02-01,10.82658
2023-02-02,18.89789
2023-02-03,21.06969
2023-02-04,13.0632
2023-02-05,6.54781
2023-02-06,11.83144
2023-02-07,13.16045
2023-02-08,15.75364
2023-02-09,17.05024
2023-02-10,14.10048
2023-02-11,5.86709
2023-02-12,5.18638
2023-02-13,8.10372
2023-02-14,10.21069
2023-02-15,14.61912
2023-02-16,15.85089
2023-02-17,9.33549
2023-02-18,6.77471
2023-02-19,4.63533
2023-02-20,6.64505
2023-02-21,6.93679
2023-02-22,7.8444
2023-02-23,7.35818
2023-02-24,7.90923
2023-02-25,4.5705
2023-02-26,3.37115
2023-02-27,6.70988
2023-02-28,8.97893
2023-03-01,6.67747
2023-03-02,7.32576
2023-03-03,7.09886
2023-03-04,6.58022
2023-03-05,3.95461
2023-03-06,7.35818
2023-03-07,7.09886
2023-03-08,6.35332
2023-03-09,6.77471
2023-03-10,5.38087
2023-03-11,3.17666
2023-03-12,2.78768
2023-03-13,6.80713
2023-03-14,8.84927
2023-03-15,8.07131
2023-03-16,7.09886
2023-03-17,11.89627
2023-03-18,4.86223
2023-03-19,4.08427
2023-03-20,10.30794
2023-03-21,11.41004
2023-03-22,21.62074
2023-03-23,30.34035
2023-03-24,18.08752
2023-03-25,7.19611
2023-03-26,5.05672
2023-03-27,15.07293
2023-03-28,16.04538
2023-03-29,16.82333
2023-03-30,19.12479
2023-03-31,16.36952
2023-04-01,14.26256
2023-04-02,7.90923
2023-04-03,16.49918
2023-04-04,20.8752
2023-04-05,17.01782
2023-04-06,15.17017
2023-04-07,18.67098
2023-04-08,7.64991
2023-04-09,7.26094
2023-04-10,20.06482
2023-04-11,22.17179
2023-04-12,29.82171
2023-04-13,17.34197
2023-04-14,16.11021
2023-04-15,8.78444
2023-04-16,12.12317
2023-04-17,22.85251
2023-04-18,22.98217
2023-04-19,23.59805
2023-04-20,19.41653
2023-04-21,18.15235
2023-04-22,8.81685
2023-04-23,7.68233
2023-04-24,14.97568
2023-04-25,15.72123
2023-04-26,28.71961
2023-04-27,23.53322
2023-04-28,22.49594
2023-04-29,14.65153
2023-04-30,8.4927
2023-05-01,19.09238
2023-05-02,32.67423
2023-05-03,95.0081
2023-05-04,46.64505
2023-05-05,25.28363
2023-05-06,20.06482
2023-05-07,14.16531
2023-05-08,31.24797
2023-05-09,29.59481
2023-05-10,24.7974
2023-05-11,29.98379
2023-05-12,22.33387
2023-05-13,10.85899
2023-05-14,12.12317
2023-05-15,26.51539
2023-05-16,24.76499
2023-05-17,23.88978
2023-05-18,32.86871
2023-05-19,37.34197
2023-05-20,14.1329
2023-05-21,12.44732
2023-05-22,27.8444
2023-05-23,35.75364
2023-05-24,24.53808
2023-05-25,42.59319
2023-05-26,36.95299
2023-05-27,29.43273
2023-05-28,17.21231
