date,유아보험
2020-03-20,15.85365
2020-03-21,18.29268
2020-03-22,13.41463
2020-03-23,30.4878
2020-03-24,39.02439
2020-03-25,40.2439
2020-03-26,29.26829
2020-03-27,24.39024
2020-03-28,19.51219
2020-03-29,10.9756
2020-03-30,25.60975
2020-03-31,12.19512
2020-04-01,34.14634
2020-04-02,15.85365
2020-04-03,28.04878
2020-04-04,19.51219
2020-04-05,9.75609
2020-04-06,21.95121
2020-04-07,17.07317
2020-04-08,20.7317
2020-04-09,31.70731
2020-04-10,24.39024
2020-04-11,17.07317
2020-04-12,14.63414
2020-04-13,26.82926
2020-04-14,34.14634
2020-04-15,20.7317
2020-04-16,30.4878
2020-04-17,29.26829
2020-04-18,21.95121
2020-04-19,10.9756
2020-04-20,29.26829
2020-04-21,34.14634
2020-04-22,43.90243
2020-04-23,13.41463
2020-04-24,13.41463
2020-04-25,17.07317
2020-04-26,18.29268
2020-04-27,40.2439
2020-04-28,39.02439
2020-04-29,17.07317
2020-04-30,18.29268
2020-05-01,9.75609
2020-05-02,8.53658
2020-05-04,19.51219
2020-05-05,19.51219
2020-05-06,28.04878
2020-05-07,18.29268
2020-05-08,13.41463
2020-05-09,14.63414
2020-05-10,12.19512
2020-05-11,19.51219
2020-05-12,30.4878
2020-05-13,18.29268
2020-05-14,17.07317
2020-05-15,25.60975
2020-05-16,7.31707
2020-05-17,13.41463
2020-05-18,28.04878
2020-05-19,25.60975
2020-05-20,15.85365
2020-05-21,15.85365
2020-05-22,35.36585
2020-05-23,8.53658
2020-05-25,15.85365
2020-05-26,23.17073
2020-05-27,31.70731
2020-05-28,24.39024
2020-05-29,30.4878
2020-05-30,12.19512
2020-05-31,19.51219
2020-06-01,24.39024
2020-06-02,17.07317
2020-06-03,35.36585
2020-06-04,28.04878
2020-06-05,15.85365
2020-06-06,15.85365
2020-06-07,10.9756
2020-06-08,21.95121
2020-06-09,14.63414
2020-06-10,24.39024
2020-06-11,18.29268
2020-06-12,31.70731
2020-06-13,9.75609
2020-06-14,21.95121
2020-06-15,8.53658
2020-06-16,25.60975
2020-06-17,21.95121
2020-06-18,18.29268
2020-06-19,23.17073
2020-06-20,9.75609
2020-06-21,9.75609
2020-06-22,14.63414
2020-06-23,17.07317
2020-06-24,8.53658
2020-06-25,26.82926
2020-06-26,14.63414
2020-06-28,7.31707
2020-06-29,8.53658
2020-06-30,28.04878
2020-07-01,14.63414
2020-07-02,21.95121
2020-07-03,10.9756
2020-07-04,7.31707
2020-07-05,6.09756
2020-07-06,24.39024
2020-07-07,13.41463
2020-07-08,25.60975
2020-07-09,15.85365
2020-07-10,8.53658
2020-07-11,7.31707
2020-07-12,10.9756
2020-07-13,34.14634
2020-07-14,25.60975
2020-07-15,14.63414
2020-07-16,12.19512
2020-07-17,15.85365
2020-07-18,9.75609
2020-07-19,13.41463
2020-07-20,30.4878
2020-07-21,20.7317
2020-07-22,10.9756
2020-07-23,12.19512
2020-07-24,21.95121
2020-07-25,13.41463
2020-07-26,10.9756
2020-07-27,24.39024
2020-07-28,30.4878
2020-07-29,15.85365
2020-07-30,25.60975
2020-07-31,10.9756
2020-08-01,17.07317
2020-08-02,8.53658
2020-08-03,23.17073
2020-08-04,10.9756
2020-08-05,19.51219
2020-08-06,14.63414
2020-08-07,14.63414
2020-08-08,15.85365
2020-08-09,8.53658
2020-08-10,30.4878
2020-08-11,25.60975
2020-08-12,19.51219
2020-08-13,18.29268
2020-08-14,12.19512
2020-08-15,12.19512
2020-08-16,6.09756
2020-08-18,34.14634
2020-08-19,28.04878
2020-08-20,26.82926
2020-08-21,7.31707
2020-08-22,8.53658
2020-08-23,10.9756
2020-08-24,21.95121
2020-08-25,13.41463
2020-08-26,20.7317
2020-08-27,8.53658
2020-08-28,7.31707
2020-08-29,7.31707
2020-08-30,13.41463
2020-08-31,13.41463
2020-09-01,8.53658
2020-09-02,26.82926
2020-09-03,23.17073
2020-09-04,20.7317
2020-09-05,14.63414
2020-09-06,12.19512
2020-09-07,32.92682
2020-09-08,32.92682
2020-09-09,19.51219
2020-09-10,21.95121
2020-09-11,15.85365
2020-09-12,7.31707
2020-09-13,8.53658
2020-09-14,17.07317
2020-09-15,28.04878
2020-09-16,25.60975
2020-09-17,14.63414
2020-09-18,17.07317
2020-09-19,12.19512
2020-09-20,13.41463
2020-09-21,19.51219
2020-09-22,17.07317
2020-09-23,19.51219
2020-09-24,25.60975
2020-09-25,21.95121
2020-09-26,10.9756
2020-09-27,12.19512
2020-09-28,23.17073
2020-09-29,17.07317
2020-09-30,10.9756
2020-10-01,6.09756
2020-10-02,8.53658
2020-10-03,7.31707
2020-10-04,13.41463
2020-10-05,29.26829
2020-10-06,31.70731
2020-10-07,17.07317
2020-10-08,13.41463
2020-10-09,17.07317
2020-10-11,12.19512
2020-10-12,34.14634
2020-10-13,31.70731
2020-10-14,30.4878
2020-10-15,20.7317
2020-10-16,21.95121
2020-10-17,9.75609
2020-10-18,6.09756
2020-10-19,19.51219
2020-10-20,28.04878
2020-10-21,29.26829
2020-10-22,34.14634
2020-10-23,12.19512
2020-10-24,15.85365
2020-10-25,12.19512
2020-10-26,47.56097
2020-10-27,26.82926
2020-10-28,26.82926
2020-10-29,26.82926
2020-10-30,24.39024
2020-10-31,10.9756
2020-11-01,13.41463
2020-11-02,15.85365
2020-11-03,29.26829
2020-11-04,21.95121
2020-11-05,20.7317
2020-11-06,13.41463
2020-11-07,15.85365
2020-11-08,12.19512
2020-11-09,19.51219
2020-11-10,20.7317
2020-11-11,6.09756
2020-11-12,14.63414
2020-11-13,30.4878
2020-11-14,20.7317
2020-11-15,6.09756
2020-11-16,31.70731
2020-11-17,30.4878
2020-11-18,18.29268
2020-11-19,13.41463
2020-11-20,20.7317
2020-11-21,15.85365
2020-11-22,13.41463
2020-11-23,21.95121
2020-11-24,10.9756
2020-11-25,24.39024
2020-11-26,12.19512
2020-11-27,23.17073
2020-11-28,12.19512
2020-11-29,13.41463
2020-11-30,19.51219
2020-12-01,20.7317
2020-12-02,18.29268
2020-12-03,23.17073
2020-12-04,19.51219
2020-12-05,9.75609
2020-12-06,17.07317
2020-12-07,9.75609
2020-12-08,17.07317
2020-12-09,26.82926
2020-12-10,14.63414
2020-12-11,18.29268
2020-12-12,18.29268
2020-12-13,15.85365
2020-12-14,18.29268
2020-12-15,23.17073
2020-12-16,13.41463
2020-12-17,21.95121
2020-12-18,36.58536
2020-12-19,9.75609
2020-12-20,31.70731
2020-12-21,23.17073
2020-12-22,21.95121
2020-12-23,21.95121
2020-12-24,12.19512
2020-12-26,14.63414
2020-12-27,12.19512
2020-12-28,30.4878
2020-12-29,40.2439
2020-12-30,29.26829
2021-01-01,6.09756
2021-01-02,23.17073
2021-01-03,10.9756
2021-01-04,31.70731
2021-01-05,17.07317
2021-01-06,12.19512
2021-01-07,15.85365
2021-01-08,35.36585
2021-01-09,18.29268
2021-01-10,6.09756
2021-01-11,21.95121
2021-01-12,29.26829
2021-01-13,19.51219
2021-01-14,25.60975
2021-01-15,24.39024
2021-01-16,18.29268
2021-01-17,8.53658
2021-01-18,43.90243
2021-01-19,29.26829
2021-01-20,19.51219
2021-01-21,20.7317
2021-01-22,13.41463
2021-01-23,12.19512
2021-01-24,13.41463
2021-01-25,31.70731
2021-01-26,29.26829
2021-01-27,19.51219
2021-01-28,37.80487
2021-01-29,29.26829
2021-01-30,21.95121
2021-01-31,12.19512
2021-02-01,20.7317
2021-02-02,34.14634
2021-02-03,17.07317
2021-02-04,7.31707
2021-02-05,8.53658
2021-02-06,15.85365
2021-02-07,13.41463
2021-02-08,12.19512
2021-02-09,18.29268
2021-02-10,14.63414
2021-02-11,7.31707
2021-02-12,14.63414
2021-02-13,9.75609
2021-02-14,10.9756
2021-02-15,20.7317
2021-02-16,15.85365
2021-02-17,29.26829
2021-02-18,20.7317
2021-02-19,10.9756
2021-02-20,12.19512
2021-02-21,9.75609
2021-02-22,8.53658
2021-02-23,31.70731
2021-02-24,28.04878
2021-02-25,23.17073
2021-02-26,13.41463
2021-02-27,15.85365
2021-03-01,7.31707
2021-03-02,20.7317
2021-03-03,9.75609
2021-03-04,15.85365
2021-03-05,9.75609
2021-03-06,13.41463
2021-03-07,14.63414
2021-03-08,29.26829
2021-03-09,26.82926
2021-03-10,12.19512
2021-03-11,19.51219
2021-03-12,17.07317
2021-03-13,6.09756
2021-03-14,18.29268
2021-03-15,13.41463
2021-03-16,42.68292
2021-03-17,31.70731
2021-03-18,17.07317
2021-03-19,23.17073
2021-03-20,7.31707
2021-03-21,9.75609
2021-03-22,47.56097
2021-03-23,25.60975
2021-03-24,30.4878
2021-03-25,37.80487
2021-03-26,31.70731
2021-03-27,12.19512
2021-03-28,12.19512
2021-03-29,28.04878
2021-03-30,23.17073
2021-03-31,21.95121
2021-04-01,12.19512
2021-04-02,24.39024
2021-04-03,6.09756
2021-04-04,18.29268
2021-04-05,35.36585
2021-04-06,10.9756
2021-04-07,21.95121
2021-04-08,26.82926
2021-04-09,17.07317
2021-04-10,10.9756
2021-04-11,8.53658
2021-04-12,34.14634
2021-04-13,20.7317
2021-04-14,17.07317
2021-04-15,17.07317
2021-04-16,18.29268
2021-04-17,12.19512
2021-04-18,19.51219
2021-04-19,39.02439
2021-04-20,24.39024
2021-04-21,21.95121
2021-04-22,28.04878
2021-04-23,20.7317
2021-04-24,9.75609
2021-04-25,8.53658
2021-04-26,18.29268
2021-04-27,12.19512
2021-04-28,43.90243
2021-04-29,6.09756
2021-04-30,7.31707
2021-05-01,6.09756
2021-05-02,7.31707
2021-05-03,12.19512
2021-05-04,9.75609
2021-05-05,14.63414
2021-05-06,17.07317
2021-05-07,12.19512
2021-05-08,19.51219
2021-05-09,17.07317
2021-05-10,36.58536
2021-05-11,24.39024
2021-05-12,14.63414
2021-05-13,15.85365
2021-05-14,24.39024
2021-05-15,9.75609
2021-05-16,7.31707
2021-05-17,29.26829
2021-05-18,18.29268
2021-05-19,13.41463
2021-05-20,35.36585
2021-05-21,28.04878
2021-05-22,12.19512
2021-05-23,7.31707
2021-05-24,48.78048
2021-05-25,34.14634
2021-05-26,31.70731
2021-05-27,26.82926
2021-05-28,23.17073
2021-05-29,8.53658
2021-05-30,12.19512
2021-05-31,37.80487
2021-06-01,9.75609
2021-06-02,8.53658
2021-06-03,15.85365
2021-06-04,19.51219
2021-06-05,6.09756
2021-06-06,13.41463
2021-06-07,19.51219
2021-06-08,20.7317
2021-06-09,13.41463
2021-06-10,6.09756
2021-06-11,21.95121
2021-06-14,15.85365
2021-06-15,29.26829
2021-06-16,29.26829
2021-06-17,24.39024
2021-06-18,7.31707
2021-06-19,14.63414
2021-06-21,13.41463
2021-06-22,19.51219
2021-06-23,32.92682
2021-06-24,24.39024
2021-06-25,24.39024
2021-06-27,8.53658
2021-06-28,23.17073
2021-06-29,21.95121
2021-06-30,24.39024
2021-07-01,10.9756
2021-07-02,9.75609
2021-07-03,15.85365
2021-07-04,10.9756
2021-07-05,23.17073
2021-07-06,41.46341
2021-07-07,13.41463
2021-07-08,9.75609
2021-07-09,19.51219
2021-07-10,14.63414
2021-07-11,23.17073
2021-07-12,32.92682
2021-07-13,15.85365
2021-07-14,17.07317
2021-07-15,13.41463
2021-07-16,9.75609
2021-07-17,9.75609
2021-07-18,12.19512
2021-07-19,29.26829
2021-07-20,7.31707
2021-07-21,9.75609
2021-07-22,15.85365
2021-07-23,9.75609
2021-07-24,10.9756
2021-07-25,6.09756
2021-07-26,23.17073
2021-07-27,23.17073
2021-07-28,9.75609
2021-07-29,12.19512
2021-07-30,12.19512
2021-08-01,6.09756
2021-08-02,13.41463
2021-08-03,19.51219
2021-08-04,8.53658
2021-08-05,23.17073
2021-08-06,6.09756
2021-08-09,19.51219
2021-08-10,17.07317
2021-08-11,13.41463
2021-08-12,13.41463
2021-08-13,14.63414
2021-08-14,9.75609
2021-08-16,9.75609
2021-08-17,32.92682
2021-08-18,23.17073
2021-08-19,24.39024
2021-08-20,19.51219
2021-08-21,6.09756
2021-08-22,6.09756
2021-08-23,15.85365
2021-08-24,18.29268
2021-08-25,24.39024
2021-08-26,14.63414
2021-08-27,8.53658
2021-08-29,12.19512
2021-08-30,17.07317
2021-08-31,10.9756
2021-09-01,13.41463
2021-09-02,15.85365
2021-09-03,12.19512
2021-09-05,7.31707
2021-09-06,15.85365
2021-09-07,14.63414
2021-09-08,12.19512
2021-09-09,13.41463
2021-09-10,7.31707
2021-09-11,10.9756
2021-09-13,15.85365
2021-09-14,12.19512
2021-09-15,15.85365
2021-09-16,19.51219
2021-09-17,13.41463
2021-09-18,15.85365
2021-09-19,7.31707
2021-09-20,7.31707
2021-09-22,12.19512
2021-09-23,15.85365
2021-09-24,25.60975
2021-09-27,21.95121
2021-09-28,15.85365
2021-09-29,19.51219
2021-09-30,18.29268
2021-10-01,8.53658
2021-10-02,14.63414
2021-10-03,6.09756
2021-10-04,12.19512
2021-10-05,15.85365
2021-10-06,13.41463
2021-10-07,8.53658
2021-10-08,15.85365
2021-10-09,9.75609
2021-10-10,7.31707
2021-10-11,9.75609
2021-10-12,9.75609
2021-10-13,18.29268
2021-10-14,13.41463
2021-10-15,13.41463
2021-10-16,6.09756
2021-10-17,10.9756
2021-10-18,7.31707
2021-10-19,17.07317
2021-10-20,12.19512
2021-10-21,15.85365
2021-10-22,12.19512
2021-10-23,10.9756
2021-10-25,21.95121
2021-10-26,18.29268
2021-10-28,13.41463
2021-10-29,12.19512
2021-11-01,10.9756
2021-11-02,15.85365
2021-11-03,9.75609
2021-11-04,24.39024
2021-11-05,9.75609
2021-11-07,10.9756
2021-11-08,10.9756
2021-11-09,14.63414
2021-11-10,25.60975
2021-11-11,17.07317
2021-11-12,17.07317
2021-11-15,13.41463
2021-11-16,23.17073
2021-11-17,9.75609
2021-11-18,25.60975
2021-11-19,18.29268
2021-11-20,9.75609
2021-11-21,15.85365
2021-11-22,15.85365
2021-11-23,19.51219
2021-11-24,19.51219
2021-11-25,18.29268
2021-11-26,15.85365
2021-11-27,8.53658
2021-11-28,8.53658
2021-11-29,10.9756
2021-11-30,21.95121
2021-12-01,15.85365
2021-12-02,12.19512
2021-12-03,6.09756
2021-12-04,8.53658
2021-12-05,8.53658
2021-12-06,15.85365
2021-12-07,19.51219
2021-12-08,19.51219
2021-12-09,12.19512
2021-12-10,28.04878
2021-12-11,9.75609
2021-12-12,12.19512
2021-12-13,18.29268
2021-12-14,14.63414
2021-12-15,26.82926
2021-12-16,8.53658
2021-12-17,15.85365
2021-12-20,17.07317
2021-12-21,18.29268
2021-12-22,14.63414
2021-12-23,12.19512
2021-12-24,15.85365
2021-12-25,8.53658
2021-12-26,7.31707
2021-12-28,21.95121
2021-12-29,23.17073
2021-12-30,25.60975
2021-12-31,9.75609
2022-01-01,18.29268
2022-01-02,21.95121
2022-01-03,15.85365
2022-01-04,19.51219
2022-01-05,14.63414
2022-01-06,17.07317
2022-01-07,10.9756
2022-01-08,12.19512
2022-01-09,6.09756
2022-01-10,17.07317
2022-01-11,24.39024
2022-01-12,28.04878
2022-01-13,39.02439
2022-01-14,26.82926
2022-01-15,9.75609
2022-01-16,12.19512
2022-01-17,18.29268
2022-01-18,29.26829
2022-01-19,19.51219
2022-01-20,9.75609
2022-01-21,13.41463
2022-01-22,6.09756
2022-01-23,10.9756
2022-01-24,17.07317
2022-01-25,23.17073
2022-01-26,17.07317
2022-01-27,18.29268
2022-01-28,13.41463
2022-01-30,10.9756
2022-01-31,9.75609
2022-02-01,9.75609
2022-02-02,8.53658
2022-02-03,31.70731
2022-02-04,20.7317
2022-02-05,14.63414
2022-02-06,19.51219
2022-02-07,18.29268
2022-02-09,20.7317
2022-02-10,24.39024
2022-02-11,7.31707
2022-02-12,14.63414
2022-02-13,8.53658
2022-02-14,31.70731
2022-02-15,17.07317
2022-02-16,15.85365
2022-02-17,6.09756
2022-02-18,10.9756
2022-02-20,7.31707
2022-02-21,12.19512
2022-02-22,24.39024
2022-02-23,25.60975
2022-02-24,17.07317
2022-02-25,9.75609
2022-02-26,6.09756
2022-02-27,18.29268
2022-02-28,14.63414
2022-03-01,14.63414
2022-03-02,13.41463
2022-03-03,13.41463
2022-03-04,14.63414
2022-03-05,12.19512
2022-03-06,10.9756
2022-03-07,12.19512
2022-03-09,7.31707
2022-03-10,18.29268
2022-03-11,18.29268
2022-03-12,6.09756
2022-03-14,23.17073
