date,실시간환율
2020-03-20,63.03228
2020-03-21,13.7576
2020-03-22,7.41693
2020-03-23,41.343
2020-03-24,31.96069
2020-03-25,24.82452
2020-03-26,20.6364
2020-03-27,20.75339
2020-03-28,5.9663
2020-03-29,2.43331
2020-03-30,19.7473
2020-03-31,13.47683
2020-04-01,14.48291
2020-04-02,15.91015
2020-04-03,14.45952
2020-04-04,3.15863
2020-04-05,2.24613
2020-04-06,11.32428
2020-04-07,12.61113
2020-04-08,11.74543
2020-04-09,11.58165
2020-04-10,10.64576
2020-04-11,2.22274
2020-04-12,1.26345
2020-04-13,10.17781
2020-04-14,9.14833
2020-04-15,5.49836
2020-04-16,12.35376
2020-04-17,10.3182
2020-04-18,2.38652
2020-04-19,1.38043
2020-04-20,8.75058
2020-04-21,11.39447
2020-04-22,9.4759
2020-04-23,10.3416
2020-04-24,10.22461
2020-04-25,3.01824
2020-04-26,2.05896
2020-04-27,7.79129
2020-04-28,7.01918
2020-04-29,6.29386
2020-04-30,4.56247
2020-05-01,5.21759
2020-05-02,2.10575
2020-05-03,2.12915
2020-05-04,8.49321
2020-05-05,3.72016
2020-05-06,6.31726
2020-05-07,5.70893
2020-05-08,6.03649
2020-05-09,1.80159
2020-05-10,1.00608
2020-05-11,6.17688
2020-05-12,5.94291
2020-05-13,5.40477
2020-05-14,5.40477
2020-05-15,5.38137
2020-05-16,1.84838
2020-05-17,1.21665
2020-05-18,4.56247
2020-05-19,5.00701
2020-05-20,3.97753
2020-05-21,4.86663
2020-05-22,6.90219
2020-05-23,1.75479
2020-05-24,1.63781
2020-05-25,6.08329
2020-05-26,6.22367
2020-05-27,4.96022
2020-05-28,5.94291
2020-05-29,5.24099
2020-05-30,1.52082
2020-05-31,1.40383
2020-06-01,6.10669
2020-06-02,5.82592
2020-06-03,7.08937
2020-06-04,5.59195
2020-06-05,5.63874
2020-06-06,1.89518
2020-06-07,0.95928
2020-06-08,6.78521
2020-06-09,7.41693
2020-06-10,6.59803
2020-06-11,6.22367
2020-06-12,7.93167
2020-06-13,1.94197
2020-06-14,1.07627
2020-06-15,6.8554
2020-06-16,8.04866
2020-06-17,6.55124
2020-06-18,5.56855
2020-06-19,4.93682
2020-06-20,1.84838
2020-06-21,1.38043
2020-06-22,5.03041
2020-06-23,4.39868
2020-06-24,4.79644
2020-06-25,4.32849
2020-06-26,5.19419
2020-06-27,1.59101
2020-06-28,1.24005
2020-06-29,5.49836
2020-06-30,5.63874
2020-07-01,4.58586
2020-07-02,3.93074
2020-07-03,4.02433
2020-07-04,1.31024
2020-07-05,0.77211
2020-07-06,4.2817
2020-07-07,5.77912
2020-07-08,4.49227
2020-07-09,4.93682
2020-07-10,3.79036
2020-07-11,1.38043
2020-07-12,0.63172
2020-07-13,5.19419
2020-07-14,4.72625
2020-07-15,4.11792
2020-07-16,4.14131
2020-07-17,3.74356
2020-07-18,0.91249
2020-07-19,0.86569
2020-07-20,2.87786
2020-07-21,4.18811
2020-07-22,4.51567
2020-07-23,3.97753
2020-07-24,4.02433
2020-07-25,1.02948
2020-07-26,0.93589
2020-07-27,4.81984
2020-07-28,4.11792
2020-07-29,4.16471
2020-07-30,5.84932
2020-07-31,4.65605
2020-08-01,1.42723
2020-08-02,0.91249
2020-08-03,4.2817
2020-08-04,3.88394
2020-08-05,3.83715
2020-08-06,4.98362
2020-08-07,3.27562
2020-08-08,1.73139
2020-08-09,1.31024
2020-08-10,3.64997
2020-08-11,3.90734
2020-08-12,3.93074
2020-08-13,4.18811
2020-08-14,4.44548
2020-08-15,1.28685
2020-08-16,1.09967
2020-08-17,2.76087
2020-08-18,4.86663
2020-08-19,3.416
2020-08-20,6.50444
2020-08-21,6.832
2020-08-22,1.75479
2020-08-23,1.61441
2020-08-24,4.89003
2020-08-25,5.47496
2020-08-26,4.07112
2020-08-27,3.97753
2020-08-28,4.53907
2020-08-29,1.52082
2020-08-30,0.88909
2020-08-31,7.79129
2020-09-01,6.73841
2020-09-02,4.58586
2020-09-03,6.15348
2020-09-04,6.59803
2020-09-05,1.31024
2020-09-06,1.05287
2020-09-07,3.69677
2020-09-08,4.81984
2020-09-09,5.54515
2020-09-10,4.42208
2020-09-11,3.95414
2020-09-12,1.14646
2020-09-13,0.95928
2020-09-14,4.16471
2020-09-15,4.86663
2020-09-16,5.45156
2020-09-17,5.59195
2020-09-18,7.46373
2020-09-19,1.91857
2020-09-20,1.09967
2020-09-21,7.13617
2020-09-22,6.29386
2020-09-23,5.1708
2020-09-24,5.87271
2020-09-25,5.87271
2020-09-26,1.96537
2020-09-27,1.19326
2020-09-28,4.89003
2020-09-29,3.88394
2020-09-30,1.89518
2020-10-01,1.42723
2020-10-02,2.19934
2020-10-03,1.82498
2020-10-04,1.47402
2020-10-05,6.0131
2020-10-06,6.57463
2020-10-07,5.9663
2020-10-08,5.31118
2020-10-09,3.06504
2020-10-10,1.63781
2020-10-11,1.56761
2020-10-12,5.89611
2020-10-13,5.59195
2020-10-14,5.38137
2020-10-15,4.86663
2020-10-16,4.93682
2020-10-17,1.80159
2020-10-18,0.91249
2020-10-19,4.96022
2020-10-20,5.77912
2020-10-21,5.52175
2020-10-22,6.27047
2020-10-23,5.61534
2020-10-24,2.10575
2020-10-25,1.47402
2020-10-26,5.56855
2020-10-27,5.75573
2020-10-28,6.71502
2020-10-29,8.04866
2020-10-30,5.89611
2020-10-31,1.96537
2020-11-01,1.49742
2020-11-02,5.35797
2020-11-03,6.15348
2020-11-04,7.27655
2020-11-05,10.03743
2020-11-06,8.63359
2020-11-07,2.73748
2020-11-08,2.17594
2020-11-09,10.13102
2020-11-10,8.5634
2020-11-11,7.93167
2020-11-12,7.88488
2020-11-13,7.53392
2020-11-14,2.01216
2020-11-15,1.80159
2020-11-16,8.39962
2020-11-17,7.62751
2020-11-18,7.62751
2020-11-19,8.28263
2020-11-20,7.7445
2020-11-21,2.38652
2020-11-22,1.75479
2020-11-23,7.20636
2020-11-24,7.58072
2020-11-25,8.72718
2020-11-26,8.70379
2020-11-27,7.90828
2020-11-28,1.91857
2020-11-29,1.47402
2020-11-30,8.21244
2020-12-01,6.03649
2020-12-02,7.51052
2020-12-03,9.73327
2020-12-04,9.05474
2020-12-05,3.11183
2020-12-06,2.24613
2020-12-07,8.63359
2020-12-08,7.39354
2020-12-09,7.41693
2020-12-10,8.09546
2020-12-11,8.28263
2020-12-12,3.11183
2020-12-13,1.98876
2020-12-14,8.51661
2020-12-15,7.95507
2020-12-16,6.8554
2020-12-17,7.15956
2020-12-18,8.04866
2020-12-19,2.15255
2020-12-20,1.24005
2020-12-21,8.02526
2020-12-22,7.81469
2020-12-23,6.8554
2020-12-24,6.24707
2020-12-25,2.10575
2020-12-26,1.35704
2020-12-27,1.14646
2020-12-28,7.08937
2020-12-29,7.53392
2020-12-30,7.32335
2020-12-31,6.36406
2021-01-01,2.12915
2021-01-02,1.73139
2021-01-03,1.87178
2021-01-04,9.38231
2021-01-05,9.85025
2021-01-06,10.06083
2021-01-07,8.35283
2021-01-08,8.98455
2021-01-09,2.78427
2021-01-10,1.98876
2021-01-11,9.10154
2021-01-12,8.46981
2021-01-13,7.65091
2021-01-14,7.62751
2021-01-15,7.7211
2021-01-16,3.3692
2021-01-17,1.73139
2021-01-18,7.39354
2021-01-19,7.93167
2021-01-20,8.6102
2021-01-21,9.17173
2021-01-22,7.39354
2021-01-23,2.17594
2021-01-24,1.45063
2021-01-25,6.43425
2021-01-26,7.01918
2021-01-27,7.39354
2021-01-28,11.58165
2021-01-29,10.01403
2021-01-30,3.60318
2021-01-31,1.87178
2021-02-01,8.02526
2021-02-02,7.51052
2021-02-03,7.13617
2021-02-04,6.38745
2021-02-05,8.18905
2021-02-06,2.48011
2021-02-07,1.52082
2021-02-08,8.84417
2021-02-09,7.11277
2021-02-10,7.79129
2021-02-11,3.01824
2021-02-12,2.85446
2021-02-13,2.90126
2021-02-14,1.54422
2021-02-15,8.04866
2021-02-16,9.10154
2021-02-17,7.90828
2021-02-18,6.8554
2021-02-19,7.97847
2021-02-20,2.31633
2021-02-21,1.708
2021-02-22,8.32943
2021-02-23,9.78006
2021-02-24,8.23584
2021-02-25,8.44642
2021-02-26,12.07299
2021-02-27,3.86055
2021-02-28,1.82498
2021-03-01,4.93682
2021-03-02,10.45858
2021-03-03,8.39962
2021-03-04,8.91436
2021-03-05,9.96724
2021-03-06,2.59709
2021-03-07,1.56761
2021-03-08,10.38839
2021-03-09,11.44127
2021-03-10,11.88582
2021-03-11,10.08423
2021-03-12,9.89705
2021-03-13,2.66729
2021-03-14,1.45063
2021-03-15,7.90828
2021-03-16,6.92559
2021-03-17,8.09546
2021-03-18,10.10762
2021-03-19,9.19513
2021-03-20,2.10575
2021-03-21,1.45063
2021-03-22,7.37014
2021-03-23,7.29995
2021-03-24,8.68039
2021-03-25,8.39962
2021-03-26,8.32943
2021-03-27,2.12915
2021-03-28,1.33364
2021-03-29,7.25315
2021-03-30,7.13617
2021-03-31,7.32335
2021-04-01,7.55732
2021-04-02,6.78521
2021-04-03,2.5035
2021-04-04,1.45063
2021-04-05,6.10669
2021-04-06,8.42302
2021-04-07,8.5634
2021-04-08,8.21244
2021-04-09,8.32943
2021-04-10,1.80159
2021-04-11,1.59101
2021-04-12,6.50444
2021-04-13,7.18296
2021-04-14,7.62751
2021-04-15,7.86148
2021-04-16,5.9897
2021-04-17,2.62049
2021-04-18,1.54422
2021-04-19,7.44033
2021-04-20,7.7211
2021-04-21,8.11885
2021-04-22,8.18905
2021-04-23,8.44642
2021-04-24,2.01216
2021-04-25,1.28685
2021-04-26,6.76181
2021-04-27,7.60411
2021-04-28,7.29995
2021-04-29,7.88488
2021-04-30,6.64482
2021-05-01,2.17594
2021-05-02,1.38043
2021-05-03,6.0131
2021-05-04,7.34674
2021-05-05,6.0131
2021-05-06,7.88488
2021-05-07,7.25315
2021-05-08,2.80767
2021-05-09,1.33364
2021-05-10,7.13617
2021-05-11,7.48713
2021-05-12,8.49321
2021-05-13,9.78006
2021-05-14,7.93167
2021-05-15,2.90126
2021-05-16,1.73139
2021-05-17,8.6102
2021-05-18,9.94384
2021-05-19,4.07112
2021-05-20,6.97239
2021-05-21,7.48713
2021-05-22,2.12915
2021-05-23,1.61441
2021-05-24,6.24707
2021-05-25,7.15956
2021-05-26,8.25924
2021-05-27,8.02526
2021-05-28,6.94899
2021-05-29,2.01216
2021-05-30,1.47402
2021-05-31,8.98455
2021-06-01,8.39962
2021-06-02,7.90828
2021-06-03,7.83809
2021-06-04,8.18905
2021-06-05,2.5503
2021-06-06,1.49742
2021-06-07,7.18296
2021-06-08,7.29995
2021-06-09,8.35283
2021-06-10,7.34674
2021-06-11,8.30603
2021-06-12,2.69068
2021-06-13,2.08235
2021-06-14,5.73233
2021-06-15,7.46373
2021-06-16,6.90219
2021-06-17,11.51146
2021-06-18,10.20121
2021-06-19,3.29901
2021-06-20,2.43331
2021-06-21,9.99064
2021-06-22,8.11885
2021-06-23,9.14833
2021-06-24,7.76789
2021-06-25,7.81469
2021-06-26,2.31633
2021-06-27,1.63781
2021-06-28,7.51052
2021-06-29,7.22976
2021-06-30,8.51661
2021-07-01,7.53392
2021-07-02,6.90219
2021-07-03,2.71408
2021-07-04,1.24005
2021-07-05,7.93167
2021-07-06,7.25315
2021-07-07,7.34674
2021-07-08,11.60505
2021-07-09,11.76883
2021-07-10,3.06504
2021-07-11,1.80159
2021-07-12,10.24801
2021-07-13,9.63968
2021-07-14,11.74543
2021-07-15,11.79223
2021-07-16,11.55825
2021-07-17,2.69068
2021-07-18,1.73139
2021-07-19,10.76275
2021-07-20,13.05568
2021-07-21,13.12587
2021-07-22,11.76883
2021-07-23,9.85025
2021-07-24,2.66729
2021-07-25,1.49742
2021-07-26,10.71595
2021-07-27,10.10762
2021-07-28,9.78006
2021-07-29,10.83294
2021-07-30,10.3182
2021-07-31,2.31633
2021-08-01,1.54422
2021-08-02,8.5868
2021-08-03,6.8788
2021-08-04,8.25924
2021-08-05,8.51661
2021-08-06,7.60411
2021-08-07,2.31633
2021-08-08,1.87178
2021-08-09,9.03135
2021-08-10,9.4759
2021-08-11,10.99672
2021-08-12,12.77491
2021-08-13,13.92138
2021-08-14,6.78521
2021-08-15,3.60318
2021-08-16,10.36499
2021-08-17,20.21525
2021-08-18,18.27328
2021-08-19,20.80018
2021-08-20,27.37482
2021-08-21,9.17173
2021-08-22,5.70893
2021-08-23,26.29854
2021-08-24,19.98128
2021-08-25,17.85212
2021-08-26,17.50116
2021-08-27,17.00982
2021-08-28,8.00187
2021-08-29,5.07721
2021-08-30,16.16752
2021-08-31,17.12681
2021-09-01,19.04539
2021-09-02,15.69957
2021-09-03,14.38933
2021-09-04,4.04773
2021-09-05,2.38652
2021-09-06,15.27842
2021-09-07,14.48291
2021-09-08,17.89892
2021-09-09,18.24988
2021-09-10,18.34347
2021-09-11,4.3051
2021-09-12,2.48011
2021-09-13,15.88675
2021-09-14,13.28965
2021-09-15,13.47683
2021-09-16,13.7342
2021-09-17,15.55919
2021-09-18,4.93682
2021-09-19,2.62049
2021-09-20,16.51848
2021-09-21,21.29153
2021-09-22,19.70051
2021-09-23,29.22321
2021-09-24,19.86429
2021-09-25,5.47496
2021-09-26,4.3051
2021-09-27,16.42489
2021-09-28,19.06878
2021-09-29,18.53065
2021-09-30,14.90407
2021-10-01,16.98642
2021-10-02,4.96022
2021-10-03,2.71408
2021-10-04,9.70987
2021-10-05,16.89284
2021-10-06,21.45531
2021-10-07,20.47262
2021-10-08,18.36686
2021-10-09,5.26438
2021-10-10,3.08844
2021-10-11,11.39447
2021-10-12,24.33317
2021-10-13,20.51941
2021-10-14,22.11043
2021-10-15,18.13289
2021-10-16,4.3051
2021-10-17,3.27562
2021-10-18,15.76977
2021-10-19,17.33738
2021-10-20,18.71782
2021-10-21,14.43612
2021-10-22,11.25409
2021-10-23,3.95414
2021-10-24,2.10575
2021-10-25,12.77491
2021-10-26,15.09124
2021-10-27,15.72297
2021-10-28,14.99766
2021-10-29,13.87459
2021-10-30,4.2349
2021-10-31,2.66729
2021-11-01,15.16144
2021-11-02,13.89798
2021-11-03,16.07393
2021-11-04,17.29059
2021-11-05,17.89892
2021-11-06,5.38137
2021-11-07,3.60318
2021-11-08,15.09124
2021-11-09,55.75573
2021-11-10,18.57744
2021-11-11,18.99859
2021-11-12,21.15114
2021-11-13,3.95414
2021-11-14,2.5737
2021-11-15,13.7342
2021-11-16,16.63547
2021-11-17,15.69957
2021-11-18,16.82264
2021-11-19,19.04539
2021-11-20,7.37014
2021-11-21,3.90734
2021-11-22,14.48291
2021-11-23,14.78708
2021-11-24,14.76368
2021-11-25,13.43004
2021-11-26,16.84604
2021-11-27,5.77912
2021-11-28,2.80767
2021-11-29,17.66495
2021-11-30,15.30182
2021-12-01,18.41366
2021-12-02,16.77585
2021-12-03,18.83481
2021-12-04,5.63874
2021-12-05,2.76087
2021-12-06,15.4422
2021-12-07,15.489
2021-12-08,14.6233
2021-12-09,15.09124
2021-12-10,13.7108
2021-12-11,3.86055
2021-12-12,1.89518
2021-12-13,15.06785
2021-12-14,15.95694
2021-12-15,15.23163
2021-12-16,14.45952
2021-12-17,14.13196
2021-12-18,4.60926
2021-12-19,2.45671
2021-12-20,18.0627
2021-12-21,15.98034
2021-12-22,13.43004
2021-12-23,12.75152
2021-12-24,10.66916
2021-12-25,2.71408
2021-12-26,1.73139
2021-12-27,9.89705
2021-12-28,10.22461
2021-12-29,8.86757
2021-12-30,12.21338
2021-12-31,10.08423
2022-01-01,3.22882
2022-01-02,2.5269
2022-01-03,11.44127
2022-01-04,16.82264
2022-01-05,17.05662
2022-01-06,22.41459
2022-01-07,18.50725
2022-01-08,5.07721
2022-01-09,3.53299
2022-01-10,16.3781
2022-01-11,15.88675
2022-01-12,13.92138
2022-01-13,14.01497
2022-01-14,13.7108
2022-01-15,4.67945
2022-01-16,2.31633
2022-01-17,12.61113
2022-01-18,14.85727
2022-01-19,13.05568
2022-01-20,13.45343
2022-01-21,13.38324
2022-01-22,4.04773
2022-01-23,2.22274
2022-01-24,12.37716
2022-01-25,14.95086
2022-01-26,13.21946
2022-01-27,15.76977
2022-01-28,14.90407
2022-01-29,4.81984
2022-01-30,2.5503
2022-01-31,5.80252
2022-02-01,6.34066
