date,실시간환율
2022-02-02,7.29995
2022-02-03,14.50631
2022-02-04,13.50023
2022-02-05,4.04773
2022-02-06,2.83107
2022-02-07,13.96817
2022-02-08,12.56434
2022-02-09,12.40056
2022-02-10,13.781
2022-02-11,14.52971
2022-02-12,4.2583
2022-02-13,2.12915
2022-02-14,15.62938
2022-02-15,13.7342
2022-02-16,11.58165
2022-02-17,12.68132
2022-02-18,13.35985
2022-02-19,3.50959
2022-02-20,2.05896
2022-02-21,13.40664
2022-02-22,13.82779
2022-02-23,13.28965
2022-02-24,20.54281
2022-02-25,19.8175
2022-02-26,4.53907
2022-02-27,2.71408
2022-02-28,20.30884
2022-03-01,8.14225
2022-03-02,16.91623
2022-03-03,14.06176
2022-03-04,19.09218
2022-03-05,7.37014
2022-03-06,3.67337
2022-03-07,23.37388
2022-03-08,26.32194
2022-03-09,11.90921
2022-03-10,18.81141
2022-03-11,17.43097
2022-03-12,7.39354
2022-03-13,3.97753
2022-03-14,19.37295
2022-03-15,21.80627
2022-03-16,21.5021
2022-03-17,27.65559
2022-03-18,22.15722
2022-03-19,6.90219
2022-03-20,3.83715
2022-03-21,17.80533
2022-03-22,20.23865
2022-03-23,19.53673
2022-03-24,17.36078
2022-03-25,16.26111
2022-03-26,4.44548
2022-03-27,2.66729
2022-03-28,15.93355
2022-03-29,16.86944
2022-03-30,17.05662
2022-03-31,14.81048
2022-04-01,13.21946
2022-04-02,4.2583
2022-04-03,2.76087
2022-04-04,11.69864
2022-04-05,12.8685
2022-04-06,13.80439
2022-04-07,16.54188
2022-04-08,15.41881
2022-04-09,4.04773
2022-04-10,1.87178
2022-04-11,13.92138
2022-04-12,15.98034
2022-04-13,14.99766
2022-04-14,13.31305
2022-04-15,13.10248
2022-04-16,3.53299
2022-04-17,2.73748
2022-04-18,14.69349
2022-04-19,16.02714
2022-04-20,19.41974
2022-04-21,16.56527
2022-04-22,19.37295
2022-04-23,5.35797
2022-04-24,2.99485
2022-04-25,19.7707
2022-04-26,21.26813
2022-04-27,29.10622
2022-04-28,29.50397
2022-04-29,26.27515
2022-04-30,7.93167
2022-05-01,4.18811
2022-05-02,19.98128
2022-05-03,19.04539
2022-05-04,18.53065
2022-05-05,14.27234
2022-05-06,28.56808
2022-05-07,6.29386
2022-05-08,3.25222
2022-05-09,25.01169
2022-05-10,25.73701
2022-05-11,22.11043
2022-05-12,29.59756
2022-05-13,27.11745
2022-05-14,6.52784
2022-05-15,3.416
2022-05-16,20.56621
2022-05-17,20.00467
2022-05-18,22.41459
2022-05-19,24.02901
2022-05-20,23.28029
2022-05-21,6.59803
2022-05-22,3.95414
2022-05-23,19.46654
2022-05-24,22.62517
2022-05-25,20.00467
2022-05-26,20.42583
2022-05-27,18.99859
2022-05-28,5.56855
2022-05-29,3.08844
2022-05-30,20.09826
2022-05-31,20.77678
2022-06-01,11.69864
2022-06-02,18.24988
2022-06-03,18.20308
2022-06-04,5.9897
2022-06-05,3.13523
2022-06-06,9.78006
2022-06-07,18.99859
2022-06-08,18.20308
2022-06-09,20.94057
2022-06-10,23.98221
2022-06-11,9.03135
2022-06-12,4.44548
2022-06-13,29.03603
2022-06-14,32.42863
2022-06-15,26.57931
2022-06-16,35.3299
2022-06-17,29.15301
2022-06-18,9.33551
2022-06-19,5.45156
2022-06-20,24.87131
2022-06-21,23.86523
2022-06-22,35.51708
2022-06-23,42.84043
2022-06-24,28.98923
2022-06-25,9.59288
2022-06-26,5.21759
2022-06-27,32.59241
2022-06-28,30.1357
2022-06-29,33.27094
2022-06-30,33.10715
2022-07-01,32.54562
2022-07-02,7.20636
2022-07-03,4.89003
2022-07-04,27.30463
2022-07-05,43.54234
2022-07-06,53.18203
2022-07-07,39.33083
2022-07-08,35.3065
2022-07-09,9.17173
2022-07-10,4.98362
2022-07-11,33.17735
2022-07-12,43.9401
2022-07-13,37.62283
2022-07-14,42.60645
2022-07-15,47.3795
2022-07-16,12.96209
2022-07-17,6.92559
2022-07-18,33.78568
2022-07-19,33.03696
2022-07-20,35.65746
2022-07-21,29.45718
2022-07-22,28.07674
2022-07-23,8.14225
2022-07-24,4.70285
2022-07-25,25.26906
2022-07-26,25.01169
2022-07-27,24.52035
2022-07-28,32.59241
2022-07-29,27.16424
2022-07-30,9.4525
2022-07-31,5.35797
2022-08-01,22.25081
2022-08-02,22.99953
2022-08-03,23.2101
2022-08-04,21.24473
2022-08-05,25.36265
2022-08-06,8.14225
2022-08-07,4.00093
2022-08-08,21.68928
2022-08-09,21.24473
2022-08-10,23.88862
2022-08-11,27.46841
2022-08-12,21.75947
2022-08-13,7.08937
2022-08-14,3.60318
2022-08-15,13.24286
2022-08-16,26.06457
2022-08-17,25.36265
2022-08-18,29.50397
2022-08-19,36.85072
2022-08-20,12.9153
2022-08-21,5.9897
2022-08-22,43.98689
2022-08-23,46.16284
2022-08-24,36.64014
2022-08-25,32.40524
2022-08-26,25.8306
2022-08-27,13.7108
2022-08-28,6.45765
2022-08-29,36.71034
2022-08-30,29.76134
2022-08-31,32.87318
2022-09-01,36.47636
2022-09-02,36.1488
2022-09-03,10.71595
2022-09-04,5.63874
2022-09-05,39.89237
2022-09-06,40.17313
2022-09-07,56.05989
2022-09-08,41.3664
2022-09-09,21.87646
2022-09-10,13.07908
2022-09-11,8.07206
2022-09-12,19.20917
2022-09-13,49.69583
2022-09-14,67.78193
2022-09-15,60.43518
2022-09-16,59.4525
2022-09-17,17.66495
2022-09-18,9.82686
2022-09-19,50.04679
2022-09-20,45.92887
2022-09-21,46.74777
2022-09-22,81.37576
2022-09-23,60.99672
2022-09-24,24.0524
2022-09-25,11.74543
2022-09-26,82.80299
2022-09-27,72.01684
2022-09-28,83.38792
2022-09-29,84.13664
2022-09-30,71.64248
2022-10-01,20.44922
2022-10-02,12.14319
2022-10-03,36.75713
2022-10-04,58.79737
2022-10-05,58.11885
2022-10-06,62.0262
2022-10-07,54.14131
2022-10-08,19.30276
2022-10-09,11.20729
2022-10-10,33.38792
2022-10-11,57.81469
2022-10-12,54.84323
2022-10-13,58.77398
2022-10-14,54.58586
2022-10-15,19.11558
2022-10-16,10.57557
2022-10-17,46.16284
2022-10-18,43.33177
2022-10-19,48.83013
2022-10-20,43.70613
2022-10-21,45.01637
2022-10-22,18.20308
2022-10-23,10.50538
2022-10-24,52.33972
2022-10-25,47.47309
2022-10-26,49.64904
2022-10-27,46.91155
2022-10-28,43.0978
2022-10-29,13.50023
2022-10-30,7.44033
2022-10-31,34.25362
2022-11-01,40.33692
2022-11-02,39.05007
2022-11-03,47.75386
2022-11-04,38.7225
2022-11-05,15.60598
2022-11-06,8.5634
2022-11-07,52.36312
2022-11-08,59.26532
2022-11-09,67.10341
2022-11-10,67.78193
2022-11-11,100.0
2022-11-12,27.49181
2022-11-13,13.94478
2022-11-14,71.99344
2022-11-15,62.82171
2022-11-16,61.48806
2022-11-17,65.25503
2022-11-18,58.77398
2022-11-19,16.02714
2022-11-20,9.14833
2022-11-21,50.07019
2022-11-22,51.14646
2022-11-23,44.05708
2022-11-24,49.01731
2022-11-25,42.95741
2022-11-26,13.94478
2022-11-27,7.22976
2022-11-28,43.9635
2022-11-29,42.65325
2022-11-30,46.09265
2022-12-01,65.37201
2022-12-02,55.59195
2022-12-03,15.32522
2022-12-04,7.6977
2022-12-05,46.35002
2022-12-06,52.90126
2022-12-07,47.63687
2022-12-08,45.06317
2022-12-09,41.50678
2022-12-10,13.28965
2022-12-11,6.38745
2022-12-12,36.85072
2022-12-13,42.1619
2022-12-14,47.3327
2022-12-15,51.33364
2022-12-16,45.74169
2022-12-17,12.18998
2022-12-18,5.66214
2022-12-19,34.93214
2022-12-20,44.52503
2022-12-21,43.26158
2022-12-22,43.65933
2022-12-23,42.41927
2022-12-24,12.61113
2022-12-25,6.08329
2022-12-26,33.06036
2022-12-27,35.56387
2022-12-28,34.34721
2022-12-29,34.13664
2022-12-30,28.56808
2022-12-31,11.48806
2023-01-01,6.57463
2023-01-02,34.34721
2023-01-03,37.50584
2023-01-04,37.24847
2023-01-05,34.27702
2023-01-06,35.21291
2023-01-07,14.71689
2023-01-08,7.7211
2023-01-09,41.95133
2023-01-10,44.85259
2023-01-11,35.93823
2023-01-12,39.16705
2023-01-13,38.48853
2023-01-14,11.39447
2023-01-15,6.34066
2023-01-16,33.83247
2023-01-17,33.20074
2023-01-18,40.43051
2023-01-19,38.18437
2023-01-20,32.03088
2023-01-21,11.65184
2023-01-22,5.31118
2023-01-23,14.01497
2023-01-24,20.47262
2023-01-25,30.32288
2023-01-26,28.82545
2023-01-27,27.77257
2023-01-28,9.4759
2023-01-29,5.38137
2023-01-30,27.39822
2023-01-31,32.40524
2023-02-01,26.01778
2023-02-02,35.51708
2023-02-03,32.54562
2023-02-04,18.13289
2023-02-05,8.77398
2023-02-06,42.1619
2023-02-07,44.94618
2023-02-08,45.34394
2023-02-09,36.96771
2023-02-10,32.96677
2023-02-11,13.00889
2023-02-12,7.06598
2023-02-13,40.07955
2023-02-14,40.36031
2023-02-15,46.30322
2023-02-16,41.85774
2023-02-17,48.12821
2023-02-18,18.22648
2023-02-19,9.00795
2023-02-20,38.04398
2023-02-21,34.95554
2023-02-22,41.24941
2023-02-23,46.18624
2023-02-24,42.84043
2023-02-25,21.64248
2023-02-26,9.19513
2023-02-27,51.33364
2023-02-28,49.83621
2023-03-01,36.89751
2023-03-02,52.40992
2023-03-03,40.71127
2023-03-04,17.1736
2023-03-05,8.82077
2023-03-06,35.68086
2023-03-07,39.05007
2023-03-08,56.36406
2023-03-09,47.21572
2023-03-10,51.02948
2023-03-11,19.7941
2023-03-12,9.75666
2023-03-13,58.44642
2023-03-14,56.50444
2023-03-15,52.59709
2023-03-16,50.60832
2023-03-17,43.58914
2023-03-18,13.05568
2023-03-19,7.60411
2023-03-20,41.03883
2023-03-21,38.60552
2023-03-22,37.10809
2023-03-23,62.75152
2023-03-24,51.75479
2023-03-25,17.87552
2023-03-26,7.86148
2023-03-27,40.21993
2023-03-28,39.09686
2023-03-29,38.51193
2023-03-30,42.70004
2023-03-31,38.46513
2023-04-01,13.14927
2023-04-02,7.08937
2023-04-03,40.5007
2023-04-04,42.34908
2023-04-05,39.26064
2023-04-06,43.0744
2023-04-07,35.54047
2023-04-08,9.99064
2023-04-09,6.15348
2023-04-10,38.37154
2023-04-11,38.39494
2023-04-12,43.86991
2023-04-13,44.8058
2023-04-14,48.2218
2023-04-15,12.96209
2023-04-16,6.94899
2023-04-17,38.55872
2023-04-18,42.86382
2023-04-19,43.61254
2023-04-20,47.47309
2023-04-21,40.29012
2023-04-22,12.47075
2023-04-23,6.71502
2023-04-24,40.64108
2023-04-25,45.85868
2023-04-26,45.69489
2023-04-27,43.54234
2023-04-28,41.57697
2023-04-29,11.23069
2023-04-30,6.05989
2023-05-01,20.44922
2023-05-02,40.10294
2023-05-03,39.21385
2023-05-04,46.98175
2023-05-05,24.16939
2023-05-06,15.27842
2023-05-07,8.21244
2023-05-08,38.41834
2023-05-09,33.62189
2023-05-10,34.72157
2023-05-11,36.26579
2023-05-12,34.72157
2023-05-13,14.5999
2023-05-14,7.06598
2023-05-15,34.30042
2023-05-16,37.0379
2023-05-17,37.95039
2023-05-18,39.84557
2023-05-19,35.58727
2023-05-20,12.65793
2023-05-21,6.31726
2023-05-22,40.00935
2023-05-23,41.45999
2023-05-24,40.66448
2023-05-25,39.93916
2023-05-26,34.13664
2023-05-27,13.05568
2023-05-28,6.03649
2023-05-29,15.41881
