date,페이코인
2020-07-08,0.06176
2020-07-09,0.06649
2020-07-10,0.27887
2020-07-11,0.06491
2020-07-12,0.05202
2020-07-13,0.05818
2020-07-14,0.06749
2020-07-15,0.23588
2020-07-16,0.11006
2020-07-17,0.0824
2020-07-18,0.08354
2020-07-19,0.07838
2020-07-20,0.07194
2020-07-21,0.08168
2020-07-22,0.28575
2020-07-23,0.11077
2020-07-24,0.23416
2020-07-25,0.18415
2020-07-26,0.18902
2020-07-27,0.12625
2020-07-28,0.11937
2020-07-29,0.25594
2020-07-30,0.15247
2020-07-31,0.20364
2020-08-01,0.23445
2020-08-02,0.87632
2020-08-03,0.37761
2020-08-04,0.32014
2020-08-05,0.64703
2020-08-06,0.85583
2020-08-07,0.97076
2020-08-08,0.83075
2020-08-09,0.96947
2020-08-10,3.99642
2020-08-11,7.24951
2020-08-12,7.36774
2020-08-13,1.66609
2020-08-14,0.63986
2020-08-15,0.40097
2020-08-16,0.3147
2020-08-17,0.28403
2020-08-18,0.28145
2020-08-19,0.31785
2020-08-20,0.29779
2020-08-21,0.20464
2020-08-22,0.15692
2020-08-23,0.13958
2020-08-24,0.13313
2020-08-25,0.15104
2020-08-26,0.13915
2020-08-27,0.12152
2020-08-28,0.52178
2020-08-29,0.11364
2020-08-30,0.11364
2020-08-31,0.12238
2020-09-01,0.10805
2020-09-02,0.09472
2020-09-03,0.09157
2020-09-04,0.07996
2020-09-05,0.07767
2020-09-06,0.09486
2020-09-07,0.07523
2020-09-08,0.05947
2020-09-09,0.06606
2020-09-10,0.0738
2020-09-11,0.15333
2020-09-12,0.0576
2020-09-13,0.0566
2020-09-14,0.04542
2020-09-15,0.04528
2020-09-16,0.047
2020-09-17,0.05288
2020-09-18,0.05116
2020-09-19,0.04184
2020-09-20,0.04098
2020-09-21,0.0364
2020-09-22,0.03396
2020-09-23,0.0503
2020-09-24,0.03453
2020-09-25,0.03711
2020-09-26,0.03066
2020-09-27,0.03912
2020-09-28,0.03654
2020-09-29,0.02995
2020-09-30,0.03754
2020-10-01,0.0278
2020-10-02,0.0298
2020-10-03,0.03281
2020-10-04,0.03195
2020-10-05,0.047
2020-10-06,0.04299
2020-10-07,0.04571
2020-10-08,0.04184
2020-10-09,0.03468
2020-10-10,0.0364
2020-10-11,0.04198
2020-10-12,0.0321
2020-10-13,0.03998
2020-10-14,0.06276
2020-10-15,0.04485
2020-10-16,0.04213
2020-10-17,0.03367
2020-10-18,0.03711
2020-10-19,0.03611
2020-10-20,0.04714
2020-10-21,0.43135
2020-10-22,0.06076
2020-10-23,0.05374
2020-10-24,0.03482
2020-10-25,0.03998
2020-10-26,0.03754
2020-10-27,0.05918
2020-10-28,0.58025
2020-10-29,0.08125
2020-10-30,0.18257
2020-10-31,0.12582
2020-11-01,0.07108
2020-11-02,0.09415
2020-11-03,0.07767
2020-11-04,0.09114
2020-11-05,0.09329
2020-11-06,0.07595
2020-11-07,0.05288
2020-11-08,0.05015
2020-11-09,0.06033
2020-11-10,0.0576
2020-11-11,0.1509
2020-11-12,0.0609
2020-11-13,0.06893
2020-11-14,0.05374
2020-11-15,0.04657
2020-11-16,0.06233
2020-11-17,0.05431
2020-11-18,0.10318
2020-11-19,0.06878
2020-11-20,0.05288
2020-11-21,0.04929
2020-11-22,0.06764
2020-11-23,0.06778
2020-11-24,0.08139
2020-11-25,0.31126
2020-11-26,0.06348
2020-11-27,0.04571
2020-11-28,0.04098
2020-11-29,0.04772
2020-11-30,0.08039
2020-12-01,0.11579
2020-12-02,0.50372
2020-12-03,0.08899
2020-12-04,0.05417
2020-12-05,0.04843
2020-12-06,0.05589
2020-12-07,0.05144
2020-12-08,0.06133
2020-12-09,0.04872
2020-12-10,0.03425
2020-12-11,0.03955
2020-12-12,0.04356
2020-12-13,0.04686
2020-12-14,0.04385
2020-12-15,0.09343
2020-12-16,0.45915
2020-12-17,0.08756
2020-12-18,0.06004
2020-12-19,0.05603
2020-12-20,0.06262
2020-12-21,0.04313
2020-12-22,0.04012
2020-12-23,0.05202
2020-12-24,0.07036
2020-12-25,0.06276
2020-12-26,0.05073
2020-12-27,0.06864
2020-12-28,0.06133
2020-12-29,0.046
2020-12-30,0.05732
2020-12-31,0.06764
2021-01-01,0.0599
2021-01-02,0.05746
2021-01-03,0.07752
2021-01-04,0.07752
2021-01-05,0.0556
2021-01-06,0.06176
2021-01-07,0.07767
2021-01-08,0.09673
2021-01-09,0.09601
2021-01-10,0.11407
2021-01-11,0.07165
2021-01-12,0.05402
2021-01-13,0.06004
2021-01-14,0.06319
2021-01-15,0.05531
2021-01-16,0.05904
2021-01-17,0.0556
2021-01-18,0.05015
2021-01-19,0.05445
2021-01-20,0.05073
2021-01-21,0.04901
2021-01-22,0.0427
2021-01-23,0.04213
2021-01-24,0.05488
2021-01-25,0.04241
2021-01-26,0.06835
2021-01-27,0.39209
2021-01-28,0.06807
2021-01-29,0.05044
2021-01-30,0.04428
2021-01-31,0.0619
2021-02-01,0.05488
2021-02-02,0.05904
2021-02-03,0.06004
2021-02-04,0.05832
2021-02-05,0.06133
2021-02-06,0.05632
2021-02-07,0.05388
2021-02-08,0.05374
2021-02-09,0.09071
2021-02-10,0.09071
2021-02-11,0.08211
2021-02-12,0.10174
2021-02-13,0.11135
2021-02-14,0.21825
2021-02-15,0.13413
2021-02-16,0.14244
2021-02-17,100.0
2021-02-18,89.12564
2021-02-19,19.32493
2021-02-20,14.39557
2021-02-21,8.64605
2021-02-22,11.65107
2021-02-23,6.18345
2021-02-24,6.43194
2021-02-25,3.43279
2021-02-26,2.29636
2021-02-27,1.59946
2021-02-28,1.48366
2021-03-01,1.7333
2021-03-02,1.50301
2021-03-03,1.63886
2021-03-04,1.4014
2021-03-05,0.89596
2021-03-06,1.03368
2021-03-07,1.61995
2021-03-08,1.27099
2021-03-09,2.3372
2021-03-10,5.3375
2021-03-11,17.57714
2021-03-12,10.1965
2021-03-13,3.89124
2021-03-14,3.4894
2021-03-15,4.96089
2021-03-16,3.66624
2021-03-17,3.13729
2021-03-18,5.83392
2021-03-19,2.6221
2021-03-20,2.20751
2021-03-21,1.93193
2021-03-22,2.08942
2021-03-23,1.79722
2021-03-24,1.58942
2021-03-25,1.36701
2021-03-26,1.17483
2021-03-27,1.77286
2021-03-28,3.3673
2021-03-29,4.06278
2021-03-30,6.49113
2021-03-31,3.12855
2021-04-01,3.0043
2021-04-02,3.13027
2021-04-03,2.16122
2021-04-04,1.90155
2021-04-05,4.18731
2021-04-06,2.85584
2021-04-07,3.18315
2021-04-08,2.55374
2021-04-09,1.72127
2021-04-10,1.21668
2021-04-11,1.28446
2021-04-12,1.57868
2021-04-13,1.47607
2021-04-14,2.0503
2021-04-15,1.1949
2021-04-16,1.27601
2021-04-17,1.21238
2021-04-18,1.02436
2021-04-19,1.92849
2021-04-20,1.21869
2021-04-21,1.09644
2021-04-22,0.99556
2021-04-23,1.0278
2021-04-24,0.63671
2021-04-25,0.64889
2021-04-26,1.27185
2021-04-27,0.92232
2021-04-28,0.74319
2021-04-29,0.65577
2021-04-30,2.87246
2021-05-01,1.1241
2021-05-02,0.81914
2021-05-03,0.94282
2021-05-04,0.98853
2021-05-05,0.95056
2021-05-06,1.46245
2021-05-07,1.0053
2021-05-08,0.64259
2021-05-09,0.60834
2021-05-10,0.89768
2021-05-11,1.3726
2021-05-12,1.0953
2021-05-13,0.62482
2021-05-14,0.59931
2021-05-15,0.43981
2021-05-16,0.43264
2021-05-17,0.73918
2021-05-18,0.49699
2021-05-19,0.51318
2021-05-20,1.80926
2021-05-21,0.60676
2021-05-22,0.4292
2021-05-23,0.40971
2021-05-24,0.59143
2021-05-25,0.58555
2021-05-26,0.45084
2021-05-27,2.34466
2021-05-28,0.58183
2021-05-29,0.26827
2021-05-30,0.34637
2021-05-31,0.41029
2021-06-01,0.35454
2021-06-02,0.31327
2021-06-03,0.3061
2021-06-04,0.24949
2021-06-05,0.18515
2021-06-06,0.30123
2021-06-07,0.37947
2021-06-08,0.35425
2021-06-09,0.32401
2021-06-10,0.27558
2021-06-11,7.81171
2021-06-12,7.06135
2021-06-13,3.80539
2021-06-14,12.42537
2021-06-15,3.15994
2021-06-16,2.22886
2021-06-17,2.12024
2021-06-18,2.35899
2021-06-19,1.045
2021-06-20,0.66236
2021-06-21,0.9732
2021-06-22,0.9871
2021-06-23,1.19662
2021-06-24,1.12052
2021-06-25,0.67369
2021-06-26,0.36887
2021-06-27,0.38248
2021-06-28,1.24391
2021-06-29,1.22542
2021-06-30,0.547
2021-07-01,0.37073
2021-07-02,0.27844
2021-07-03,0.25164
2021-07-04,0.26483
2021-07-05,0.38621
2021-07-06,0.28145
2021-07-07,0.41817
2021-07-08,0.25293
2021-07-09,0.22112
2021-07-10,0.15448
2021-07-11,0.16681
2021-07-12,0.21037
2021-07-13,0.23072
2021-07-14,0.21324
2021-07-15,2.36085
2021-07-16,0.66351
2021-07-17,0.28288
2021-07-18,0.22599
2021-07-19,0.23774
2021-07-20,0.2591
2021-07-21,0.229
2021-07-22,0.24161
2021-07-23,0.21338
2021-07-24,0.15663
2021-07-25,0.17942
2021-07-26,0.29636
2021-07-27,0.21008
2021-07-28,0.19446
2021-07-29,0.19418
2021-07-30,0.33204
2021-07-31,0.20707
2021-08-01,0.1979
2021-08-02,0.23258
2021-08-03,0.17899
2021-08-04,0.228
2021-08-05,0.20622
2021-08-06,0.19002
2021-08-07,0.18844
2021-08-08,0.17526
2021-08-09,0.21969
2021-08-10,0.23344
2021-08-11,0.34236
2021-08-12,0.86543
2021-08-13,0.37217
2021-08-14,0.2525
2021-08-15,0.21238
2021-08-16,0.22613
2021-08-17,0.20421
2021-08-18,0.40111
2021-08-19,0.34651
2021-08-20,0.2376
2021-08-21,0.18142
2021-08-22,0.14932
2021-08-23,0.32029
2021-08-24,0.23989
2021-08-25,0.53525
2021-08-26,0.23015
2021-08-27,0.15534
2021-08-28,0.16222
2021-08-29,0.17053
2021-08-30,0.43938
2021-08-31,1.85067
2021-09-01,0.72126
2021-09-02,0.57581
2021-09-03,0.25537
2021-09-04,0.20177
2021-09-05,0.19389
2021-09-06,0.79664
2021-09-07,0.50071
2021-09-08,0.31269
2021-09-09,0.66896
2021-09-10,0.36242
2021-09-11,0.23746
2021-09-12,0.22356
2021-09-13,0.23889
2021-09-14,0.24247
2021-09-15,0.25766
2021-09-16,0.30897
2021-09-17,0.27443
2021-09-18,0.19661
2021-09-19,0.16881
2021-09-20,0.14603
2021-09-21,0.16222
2021-09-22,0.1701
2021-09-23,0.36801
2021-09-24,0.26812
2021-09-25,0.20048
2021-09-26,0.19977
2021-09-27,0.35067
2021-09-28,0.22742
2021-09-29,0.28704
2021-09-30,0.37861
2021-10-01,0.41788
2021-10-02,0.40283
2021-10-03,0.39366
2021-10-04,0.30782
2021-10-05,0.47005
2021-10-06,0.57652
2021-10-07,0.52379
2021-10-08,0.44583
2021-10-09,0.33233
2021-10-10,0.44912
2021-10-11,0.42978
2021-10-12,0.4752
2021-10-13,0.58326
2021-10-14,0.59057
2021-10-15,0.58684
2021-10-16,0.44898
2021-10-17,0.37976
2021-10-18,0.4196
2021-10-19,0.35798
2021-10-20,0.91301
2021-10-21,0.53038
2021-10-22,0.42634
2021-10-23,0.38707
2021-10-24,0.70134
2021-10-25,1.9947
2021-10-26,0.89323
2021-10-27,0.65104
2021-10-28,0.40513
2021-10-29,0.43608
2021-10-30,0.4047
2021-10-31,0.3501
2021-11-01,0.58698
2021-11-02,1.02809
2021-11-03,0.80782
2021-11-04,0.53253
2021-11-05,0.43952
2021-11-06,0.40011
2021-11-07,0.42318
2021-11-08,0.45213
2021-11-09,0.4732
2021-11-10,0.35698
2021-11-11,0.34049
2021-11-12,0.35698
2021-11-13,0.32186
2021-11-14,0.35253
2021-11-15,0.4924
2021-11-16,0.5963
2021-11-17,2.29908
2021-11-18,3.05274
2021-11-19,1.54758
2021-11-20,0.80553
2021-11-21,0.92505
2021-11-22,1.41616
2021-11-23,0.99197
2021-11-24,0.89553
2021-11-25,1.1883
2021-11-26,1.12668
2021-11-27,0.68028
2021-11-28,0.65907
2021-11-29,0.74921
2021-11-30,0.81929
2021-12-01,0.57337
2021-12-02,0.76282
2021-12-03,0.61479
2021-12-04,0.59716
2021-12-05,0.4527
2021-12-06,1.02923
2021-12-07,1.20908
2021-12-08,0.60232
2021-12-09,1.93451
2021-12-10,0.75308
2021-12-11,0.52278
2021-12-12,0.67039
2021-12-13,1.87977
2021-12-14,1.0096
2021-12-15,0.90971
2021-12-16,0.78131
2021-12-17,1.08785
2021-12-18,0.8286
2021-12-19,0.79392
2021-12-20,0.90556
2021-12-21,0.68085
2021-12-22,0.61651
2021-12-23,0.58913
2021-12-24,0.56234
2021-12-25,0.45299
2021-12-26,0.52235
2021-12-27,0.54184
2021-12-28,0.56047
2021-12-29,0.58039
2021-12-30,0.64187
2021-12-31,0.52078
2022-01-01,0.33491
2022-01-02,0.33806
2022-01-03,0.52278
2022-01-04,0.41244
2022-01-05,1.14961
2022-01-06,1.20622
2022-01-07,0.63499
2022-01-08,0.41487
2022-01-09,0.41244
2022-01-10,0.64646
2022-01-11,0.53898
2022-01-12,0.4977
2022-01-13,0.37604
2022-01-14,0.35296
2022-01-15,0.26984
2022-01-16,0.31398
2022-01-17,0.30066
2022-01-18,0.29406
2022-01-19,0.39094
2022-01-20,0.28059
2022-01-21,0.27156
2022-01-22,0.33577
2022-01-23,0.26827
2022-01-24,0.29048
2022-01-25,0.29134
2022-01-26,0.27414
2022-01-27,0.23545
2022-01-28,0.2108
2022-01-29,0.21137
2022-01-30,0.19876
2022-01-31,0.19217
2022-02-01,0.20048
2022-02-02,0.19991
2022-02-03,0.19145
2022-02-04,0.16867
2022-02-05,0.19862
2022-02-06,0.53267
2022-02-07,0.28503
2022-02-08,0.2687
2022-02-09,0.20063
2022-02-10,0.1797
2022-02-11,0.15405
2022-02-12,0.12697
2022-02-13,0.12009
2022-02-14,0.14402
2022-02-15,0.17239
2022-02-16,0.15806
2022-02-17,0.14631
2022-02-18,0.21438
2022-02-19,0.11135
2022-02-20,0.09601
2022-02-21,0.12367
2022-02-22,0.12037
2022-02-23,0.11665
2022-02-24,0.11178
2022-02-25,0.10389
2022-02-26,0.10031
2022-02-27,0.0791
2022-02-28,0.1006
2022-03-01,0.13356
2022-03-02,0.13786
2022-03-03,0.34938
2022-03-04,0.19174
2022-03-05,0.10389
2022-03-06,0.12381
2022-03-07,0.37002
2022-03-08,0.16795
2022-03-09,0.13298
2022-03-10,0.15993
2022-03-11,0.12754
2022-03-12,0.09744
2022-03-13,0.09644
2022-03-14,0.13485
2022-03-15,0.14144
2022-03-16,0.16021
2022-03-17,0.14947
2022-03-18,0.139
2022-03-19,0.11894
2022-03-20,0.11894
2022-03-21,0.14388
2022-03-22,0.18443
2022-03-23,0.18744
2022-03-24,0.14531
2022-03-25,0.14961
2022-03-26,0.13141
2022-03-27,0.13427
2022-03-28,0.45715
2022-03-29,0.52436
2022-03-30,3.45701
2022-03-31,5.34982
2022-04-01,0.85827
2022-04-02,0.40871
2022-04-03,0.34537
2022-04-04,0.75895
2022-04-05,0.42404
2022-04-06,0.33032
2022-04-07,0.22886
2022-04-08,0.182
2022-04-09,0.14445
2022-04-10,0.16107
2022-04-11,0.2386
2022-04-12,0.19762
2022-04-13,0.24663
2022-04-14,0.18959
2022-04-15,0.19446
2022-04-16,0.11665
2022-04-17,0.11808
2022-04-18,0.1519
2022-04-19,0.14861
2022-04-20,0.13943
2022-04-21,0.69747
2022-04-22,0.35096
2022-04-23,0.16623
2022-04-24,0.13155
2022-04-25,0.15505
2022-04-26,0.14603
2022-04-27,0.18271
2022-04-28,0.15075
2022-04-29,0.15047
2022-04-30,0.12267
2022-05-01,0.4206
2022-05-02,0.85999
2022-05-03,1.35397
2022-05-04,0.60862
2022-05-05,0.27744
2022-05-06,0.22886
2022-05-07,0.1734
2022-05-08,0.1466
2022-05-09,0.20808
2022-05-10,0.22442
2022-05-11,0.38248
2022-05-12,0.49799
2022-05-13,0.36629
2022-05-14,0.23287
2022-05-15,0.18701
2022-05-16,0.25537
2022-05-17,0.273
2022-05-18,0.33362
2022-05-19,0.23
2022-05-20,0.23015
2022-05-21,0.16938
2022-05-22,0.19117
2022-05-23,0.3468
2022-05-24,0.25136
2022-05-25,0.19633
2022-05-26,0.21725
2022-05-27,0.19934
2022-05-28,0.13642
2022-05-29,0.12467
2022-05-30,0.19174
2022-05-31,0.19604
2022-06-01,0.11264
2022-06-02,0.11765
2022-06-03,0.12482
2022-06-04,0.08455
2022-06-05,0.08383
2022-06-06,0.09759
2022-06-07,0.11622
2022-06-08,0.11736
2022-06-09,0.11765
2022-06-10,0.16437
2022-06-11,0.12166
2022-06-12,0.14316
2022-06-13,0.20593
2022-06-14,0.17526
2022-06-15,0.23473
2022-06-16,0.11378
2022-06-17,0.11235
2022-06-18,0.07939
2022-06-19,0.08512
2022-06-20,0.18185
2022-06-21,0.91946
2022-06-22,0.26425
2022-06-23,0.13341
2022-06-24,0.53253
2022-06-25,0.1284
2022-06-26,0.09931
2022-06-27,0.0963
2022-06-28,0.11851
2022-06-29,0.11092
2022-06-30,0.08598
2022-07-01,0.27515
2022-07-02,0.08698
2022-07-03,0.06821
2022-07-04,0.0973
2022-07-05,0.10088
2022-07-06,0.23387
2022-07-07,0.14402
2022-07-08,0.10762
2022-07-09,0.06061
2022-07-10,0.06563
2022-07-11,0.16451
2022-07-12,0.08053
2022-07-13,0.07366
2022-07-14,0.07724
2022-07-15,0.07351
2022-07-16,0.05646
2022-07-17,0.06807
2022-07-18,0.08985
2022-07-19,0.09286
2022-07-20,0.12267
2022-07-21,0.09759
2022-07-22,0.08584
2022-07-23,0.05331
2022-07-24,0.05503
2022-07-25,0.07623
2022-07-26,0.54385
2022-07-27,0.20306
2022-07-28,0.11206
2022-07-29,0.11292
2022-07-30,0.05961
2022-07-31,0.06377
2022-08-01,0.16021
2022-08-02,0.10103
2022-08-03,0.0758
2022-08-04,0.08928
2022-08-05,0.07824
2022-08-06,0.0599
2022-08-07,0.05775
2022-08-08,0.08741
2022-08-09,0.07924
2022-08-10,0.08211
2022-08-11,0.44138
2022-08-12,0.22026
2022-08-13,0.09587
2022-08-14,0.07652
2022-08-15,0.06821
2022-08-16,0.09415
2022-08-17,0.19547
2022-08-18,0.09257
2022-08-19,0.08412
2022-08-20,0.05717
2022-08-21,0.05073
2022-08-22,0.06807
2022-08-23,0.06764
2022-08-24,0.06463
2022-08-25,0.05904
2022-08-26,0.07638
2022-08-27,0.04026
2022-08-28,0.04987
2022-08-29,0.06549
2022-08-30,0.06706
2022-08-31,0.06477
2022-09-01,0.06721
2022-09-02,0.06434
2022-09-03,0.04743
2022-09-04,0.04227
2022-09-05,0.05961
2022-09-06,0.05345
2022-09-07,0.06907
2022-09-08,0.05116
2022-09-09,0.04069
2022-09-10,0.04514
2022-09-11,0.04471
2022-09-12,0.05202
2022-09-13,0.07666
2022-09-14,0.07122
2022-09-15,0.06448
2022-09-16,0.06807
2022-09-17,0.04686
2022-09-18,0.03826
2022-09-19,0.06821
2022-09-20,0.06936
2022-09-21,0.10289
2022-09-22,0.05417
2022-09-23,0.06033
2022-09-24,0.0364
2022-09-25,0.03955
2022-09-26,0.05474
2022-09-27,0.05875
2022-09-28,0.05674
2022-09-29,0.05402
2022-09-30,0.04542
2022-10-01,0.04485
2022-10-02,0.03768
2022-10-03,0.04041
2022-10-04,0.06506
2022-10-05,0.06076
2022-10-06,0.06448
2022-10-07,0.07022
2022-10-08,0.04227
2022-10-09,0.05689
2022-10-10,0.05474
2022-10-11,0.06362
2022-10-12,0.05818
2022-10-13,0.06377
2022-10-14,0.06678
2022-10-15,0.04499
2022-10-16,0.05015
2022-10-17,0.06635
2022-10-18,0.07824
2022-10-19,0.09959
2022-10-20,0.06176
2022-10-21,0.05187
2022-10-22,0.04012
2022-10-23,0.04428
2022-10-24,0.05345
2022-10-25,0.06319
2022-10-26,0.06692
2022-10-27,0.06778
2022-10-28,0.05259
2022-10-29,0.04858
2022-10-30,0.05388
2022-10-31,0.10518
2022-11-01,0.11435
2022-11-02,0.08885
2022-11-03,0.10289
2022-11-04,0.08971
2022-11-05,0.06047
2022-11-06,0.06434
2022-11-07,0.11349
2022-11-08,0.16881
2022-11-09,0.12123
2022-11-10,0.11221
2022-11-11,0.1208
2022-11-12,0.07523
2022-11-13,0.06835
2022-11-14,0.36873
2022-11-15,0.17311
2022-11-16,0.13628
2022-11-17,0.10633
2022-11-18,0.08025
2022-11-19,0.0566
2022-11-20,0.06549
2022-11-21,0.14846
2022-11-22,0.09974
2022-11-23,0.13098
2022-11-24,0.11593
2022-11-25,0.14588
2022-11-26,0.07695
2022-11-27,0.1145
2022-11-28,0.1552
2022-11-29,0.12238
2022-11-30,0.09601
2022-12-01,0.09601
2022-12-02,0.08756
2022-12-03,0.04757
2022-12-04,0.0556
2022-12-05,0.09085
2022-12-06,0.08756
2022-12-07,0.12338
2022-12-08,0.13141
2022-12-09,0.28489
2022-12-10,0.08885
2022-12-11,0.08039
2022-12-12,0.12224
2022-12-13,0.10289
2022-12-14,0.12969
2022-12-15,0.12324
2022-12-16,0.19346
2022-12-17,0.06706
2022-12-18,0.07179
2022-12-19,0.13599
2022-12-20,0.22141
2022-12-21,0.23029
2022-12-22,0.18372
2022-12-23,0.16337
2022-12-24,0.28374
2022-12-25,0.32645
2022-12-26,0.7634
2022-12-27,0.89108
2022-12-28,0.46646
2022-12-29,0.49699
2022-12-30,0.3822
2022-12-31,0.19217
2023-01-01,0.17555
2023-01-02,0.31513
2023-01-03,0.29507
2023-01-04,0.2333
2023-01-05,0.22456
2023-01-06,2.32302
2023-01-07,2.59086
2023-01-08,1.01046
2023-01-09,1.10189
2023-01-10,0.78031
2023-01-11,0.67354
2023-01-12,1.03625
2023-01-13,0.58842
2023-01-14,0.41845
2023-01-15,0.36328
2023-01-16,0.49183
2023-01-17,0.45041
2023-01-18,0.52594
2023-01-19,0.66236
2023-01-20,0.36328
2023-01-21,0.25293
2023-01-22,0.23086
2023-01-23,0.25924
2023-01-24,0.35783
2023-01-25,0.56162
2023-01-26,0.49985
2023-01-27,0.42462
2023-01-28,0.29163
2023-01-29,0.81828
2023-01-30,0.9765
2023-01-31,0.78819
2023-02-01,2.26842
2023-02-02,1.39323
2023-02-03,4.08742
2023-02-04,1.24835
2023-02-05,0.98954
2023-02-06,5.53311
2023-02-07,3.35971
2023-02-08,0.97693
2023-02-09,0.68587
2023-02-10,0.44611
2023-02-11,0.411
2023-02-12,0.28417
2023-02-13,0.51461
2023-02-14,0.35483
2023-02-15,0.66982
2023-02-16,0.53023
2023-02-17,0.46575
2023-02-18,0.66165
2023-02-19,0.34121
2023-02-20,0.38076
2023-02-21,0.33118
2023-02-22,0.34838
2023-02-23,0.30968
2023-02-24,0.25824
2023-02-25,0.25035
2023-02-26,0.18572
2023-02-27,0.32989
2023-02-28,0.27801
2023-03-01,0.2429
2023-03-02,0.74491
2023-03-03,1.01304
2023-03-04,0.23387
2023-03-05,0.29034
2023-03-06,0.41487
2023-03-07,0.38076
2023-03-08,0.36414
2023-03-09,1.51304
2023-03-10,1.42863
2023-03-11,0.36801
2023-03-12,0.39037
2023-03-13,0.75465
2023-03-14,1.21496
2023-03-15,2.68487
2023-03-16,1.25867
2023-03-17,0.87733
2023-03-18,0.3435
2023-03-19,0.26239
2023-03-20,0.48667
2023-03-21,0.43594
2023-03-22,0.98796
2023-03-23,0.5834
2023-03-24,0.44296
2023-03-25,0.23158
2023-03-26,0.25121
2023-03-27,1.08484
2023-03-28,0.6787
2023-03-29,0.81785
2023-03-30,1.14875
2023-03-31,7.81802
2023-04-01,1.73502
2023-04-02,1.04012
2023-04-03,1.04514
2023-04-04,0.66423
2023-04-05,0.53511
2023-04-06,0.39796
2023-04-07,0.5685
2023-04-08,0.37747
2023-04-09,0.28991
2023-04-10,0.61636
2023-04-11,0.96732
2023-04-12,1.77071
2023-04-13,2.51276
2023-04-14,2.80897
2023-04-15,0.56592
2023-04-16,0.41029
2023-04-17,0.4282
2023-04-18,0.29879
2023-04-19,0.23631
2023-04-20,0.22255
2023-04-21,0.19676
2023-04-22,0.13055
2023-04-23,0.12725
2023-04-24,0.16595
2023-04-25,0.16036
2023-04-26,0.15348
2023-04-27,0.14617
2023-04-28,0.11034
2023-04-29,0.15993
2023-04-30,0.28002
2023-05-01,0.13442
2023-05-02,0.13585
2023-05-03,0.11321
2023-05-04,0.11049
2023-05-05,0.08741
2023-05-06,0.10232
2023-05-07,0.09658
2023-05-08,0.11493
2023-05-09,0.20693
2023-05-10,0.21023
2023-05-11,0.12224
2023-05-12,0.10619
2023-05-13,0.07552
2023-05-14,0.07194
2023-05-15,0.09673
2023-05-16,0.08125
2023-05-17,0.07767
2023-05-18,0.08182
2023-05-19,0.08082
2023-05-20,0.0523
2023-05-21,0.05417
2023-05-22,0.06506
2023-05-23,0.07351
2023-05-24,0.05861
2023-05-25,0.05975
2023-05-26,0.06147
2023-05-27,0.03883
2023-05-28,0.0331
2023-05-29,0.04471
