date,차용증법적효력
2023-05-29,47.14518
2023-05-30,74.38825
2023-05-31,81.07667
2023-06-01,64.92659
2023-06-02,55.79119
2023-06-03,40.94616
2023-06-04,39.15171
2023-06-05,56.60685
2023-06-06,51.06035
2023-06-07,61.66394
2023-06-08,66.72104
2023-06-09,58.72756
2023-06-10,41.59869
2023-06-11,38.49918
2023-06-12,63.78466
2023-06-13,65.08972
2023-06-14,67.86296
2023-06-15,65.90538
2023-06-16,59.86949
2023-06-17,36.54159
2023-06-18,40.29363
2023-06-19,66.39477
2023-06-20,57.74877
2023-06-21,62.15334
2023-06-22,66.72104
2023-06-23,60.68515
2023-06-24,40.45676
2023-06-25,38.66231
2023-06-26,66.06851
2023-06-27,69.00489
2023-06-28,71.28874
2023-06-29,68.67862
2023-06-30,71.94127
2023-07-01,44.04567
2023-07-02,38.49918
2023-07-03,64.11092
2023-07-04,67.21044
2023-07-05,60.19575
2023-07-06,64.60032
2023-07-07,53.50734
2023-07-08,39.31484
2023-07-09,42.74061
2023-07-10,65.25285
2023-07-11,67.21044
2023-07-12,58.8907
2023-07-13,64.11092
2023-07-14,62.15334
2023-07-15,38.33605
2023-07-16,40.29363
2023-07-17,67.5367
2023-07-18,63.62153
2023-07-19,58.8907
2023-07-20,62.15334
2023-07-21,56.11745
2023-07-22,40.29363
2023-07-23,41.92495
2023-07-24,60.68515
2023-07-25,67.86296
2023-07-26,70.79934
2023-07-27,60.84828
2023-07-28,56.76998
2023-07-29,36.54159
2023-07-30,41.43556
2023-07-31,65.57911
2023-08-01,59.38009
2023-08-02,52.85481
2023-08-03,52.69168
2023-08-04,50.73409
2023-08-05,37.19412
2023-08-06,31.97389
2023-08-07,55.95432
2023-08-08,55.79119
2023-08-09,60.52202
2023-08-10,58.72756
2023-08-11,48.12398
2023-08-12,38.49918
2023-08-13,35.88907
2023-08-14,57.09624
2023-08-15,45.67699
2023-08-16,66.55791
2023-08-17,63.4584
2023-08-18,62.64274
2023-08-19,41.43556
2023-08-20,35.39967
2023-08-21,69.33115
2023-08-22,71.28874
2023-08-23,63.4584
2023-08-24,59.86949
2023-08-25,61.99021
2023-08-26,36.86786
2023-08-27,40.94616
2023-08-28,74.06199
2023-08-29,60.35889
2023-08-30,66.39477
2023-08-31,67.0473
2023-09-01,57.09624
2023-09-02,40.94616
2023-09-03,40.78303
2023-09-04,65.90538
2023-09-05,67.0473
2023-09-06,58.56443
2023-09-07,60.84828
2023-09-08,59.38009
2023-09-09,38.33605
2023-09-10,38.66231
2023-09-11,62.4796
2023-09-12,63.94779
2023-09-13,61.66394
2023-09-14,59.21696
2023-09-15,54.81239
2023-09-16,39.47797
2023-09-17,41.43556
2023-09-18,67.5367
2023-09-19,60.52202
2023-09-20,59.38009
2023-09-21,63.4584
2023-09-22,54.81239
2023-09-23,37.03099
2023-09-24,34.91027
2023-09-25,75.04078
2023-09-26,62.31647
2023-09-27,56.28058
2023-09-28,29.85318
2023-09-29,28.05872
2023-09-30,30.83197
2023-10-01,31.97389
2023-10-02,39.15171
2023-10-03,41.27243
2023-10-04,63.94779
2023-10-05,68.67862
2023-10-06,50.57096
2023-10-07,38.33605
2023-10-08,35.39967
2023-10-09,46.81892
2023-10-10,69.65742
2023-10-11,72.26753
2023-10-12,68.67862
2023-10-13,53.50734
2023-10-14,34.09461
2023-10-15,39.80424
2023-10-16,69.00489
2023-10-17,67.37357
2023-10-18,71.45187
2023-10-19,66.06851
2023-10-20,60.19575
2023-10-21,36.70473
2023-10-22,47.47145
2023-10-23,68.51549
2023-10-24,68.18923
2023-10-25,76.01957
2023-10-26,69.98368
2023-10-27,57.58564
2023-10-28,38.49918
2023-10-29,43.55628
2023-10-30,83.68678
2023-10-31,83.19738
2023-11-01,74.22512
2023-11-02,64.11092
2023-11-03,61.99021
2023-11-04,44.37194
2023-11-05,38.66231
2023-11-06,68.35236
2023-11-07,61.33768
2023-11-08,64.92659
2023-11-09,65.57911
2023-11-10,63.4584
2023-11-11,36.0522
2023-11-12,40.45676
2023-11-13,65.74225
2023-11-14,66.06851
2023-11-15,66.55791
2023-11-16,56.93311
2023-11-17,54.15986
2023-11-18,41.27243
2023-11-19,37.84665
2023-11-20,64.43719
2023-11-21,62.969
2023-11-22,63.78466
2023-11-23,64.43719
2023-11-24,55.46492
2023-11-25,36.70473
2023-11-26,43.06688
2023-11-27,67.86296
2023-11-28,66.55791
2023-11-29,68.84176
2023-11-30,72.26753
2023-12-01,61.01141
2023-12-02,34.58401
2023-12-03,41.10929
2023-12-04,66.23164
2023-12-05,66.23164
2023-12-06,61.82707
2023-12-07,61.99021
2023-12-08,62.969
2023-12-09,38.17292
2023-12-10,36.54159
2023-12-11,73.89885
2023-12-12,64.60032
2023-12-13,65.74225
2023-12-14,64.92659
2023-12-15,60.35889
2023-12-16,36.21533
2023-12-17,37.52039
2023-12-18,67.21044
2023-12-19,64.27406
2023-12-20,63.94779
2023-12-21,64.92659
2023-12-22,54.15986
2023-12-23,36.70473
2023-12-24,31.15823
2023-12-25,42.08809
2023-12-26,71.28874
2023-12-27,79.11908
2023-12-28,66.72104
2023-12-29,66.72104
2023-12-30,39.80424
2023-12-31,44.53507
2024-01-01,39.6411
2024-01-02,76.6721
2024-01-03,69.49429
2024-01-04,78.46655
2024-01-05,69.16802
2024-01-06,42.74061
2024-01-07,44.53507
2024-01-08,57.25938
2024-01-09,71.12561
2024-01-10,72.43066
2024-01-11,68.51549
2024-01-12,66.06851
2024-01-13,46.49265
2024-01-14,43.55628
2024-01-15,77.48776
2024-01-16,72.5938
2024-01-17,61.82707
2024-01-18,69.98368
2024-01-19,66.23164
2024-01-20,49.10277
2024-01-21,38.98858
2024-01-22,75.36704
2024-01-23,69.82055
2024-01-24,73.89885
2024-01-25,70.96247
2024-01-26,60.03262
2024-01-27,46.49265
2024-01-28,46.32952
2024-01-29,79.77161
2024-01-30,78.95595
2024-01-31,74.87765
2024-02-01,62.4796
2024-02-02,58.23817
2024-02-03,41.92495
2024-02-04,48.7765
2024-02-05,68.18923
2024-02-06,60.03262
2024-02-07,58.72756
2024-02-08,53.8336
2024-02-09,35.0734
2024-02-10,31.97389
2024-02-11,38.17292
2024-02-12,43.06688
2024-02-13,76.1827
2024-02-14,84.01305
2024-02-15,71.94127
2024-02-16,64.27406
2024-02-17,47.63458
2024-02-18,46.16639
2024-02-19,76.1827
2024-02-20,72.1044
2024-02-21,69.00489
2024-02-22,67.86296
2024-02-23,68.18923
2024-02-24,46.98205
2024-02-25,50.73409
2024-02-26,81.89233
2024-02-27,80.91353
2024-02-28,73.73572
2024-02-29,75.53017
2024-03-01,46.98205
2024-03-02,40.1305
2024-03-03,45.35073
2024-03-04,76.34584
2024-03-05,65.41598
2024-03-06,72.43066
2024-03-07,68.35236
2024-03-08,66.06851
2024-03-09,36.54159
2024-03-10,41.10929
2024-03-11,75.85644
2024-03-12,71.28874
2024-03-13,66.39477
2024-03-14,69.82055
2024-03-15,64.27406
2024-03-16,42.74061
2024-03-17,38.33605
2024-03-18,72.75693
2024-03-19,63.62153
2024-03-20,73.89885
