date,채권시장
2020-03-20,17.73326
2020-03-21,6.59501
2020-03-22,6.44846
2020-03-23,15.82804
2020-03-24,13.7274
2020-03-25,12.55495
2020-03-26,9.03761
2020-03-27,6.98583
2020-03-28,3.32193
2020-03-29,1.56326
2020-03-30,6.44846
2020-03-31,5.56912
2020-04-01,6.83927
2020-04-02,6.2042
2020-04-03,4.59208
2020-04-04,1.80752
2020-04-05,4.25012
2020-04-06,6.3996
2020-04-07,5.52027
2020-04-08,4.88519
2020-04-09,4.88519
2020-04-10,4.73864
2020-04-11,2.14948
2020-04-12,2.83341
2020-04-13,5.22716
2020-04-14,4.10356
2020-04-15,2.88226
2020-04-16,4.73864
2020-04-17,3.17537
2020-04-18,1.27015
2020-04-19,1.66096
2020-04-20,4.29897
2020-04-21,4.05471
2020-04-22,4.59208
2020-04-23,4.00586
2020-04-24,3.41963
2020-04-25,1.46555
2020-04-26,1.319
2020-04-27,3.27308
2020-04-28,2.97997
2020-04-29,2.19833
2020-04-30,1.70981
2020-05-01,1.46555
2020-05-02,1.02589
2020-05-03,1.4167
2020-05-04,3.12652
2020-05-05,1.319
2020-05-06,3.22423
2020-05-07,3.02882
2020-05-08,2.78456
2020-05-09,2.00293
2020-05-10,1.80752
2020-05-11,3.8593
2020-05-12,2.73571
2020-05-13,3.27308
2020-05-14,3.22423
2020-05-15,3.46849
2020-05-16,1.36785
2020-05-17,1.17244
2020-05-18,2.5403
2020-05-19,2.44259
2020-05-20,2.44259
2020-05-21,2.88226
2020-05-22,2.5403
2020-05-23,0.92818
2020-05-24,1.319
2020-05-25,2.10063
2020-05-26,3.71275
2020-05-27,3.37078
2020-05-28,5.0806
2020-05-29,2.58915
2020-05-30,1.4167
2020-05-31,1.319
2020-06-01,2.39374
2020-06-02,3.32193
2020-06-03,3.46849
2020-06-04,3.02882
2020-06-05,2.24719
2020-06-06,1.17244
2020-06-07,1.22129
2020-06-08,3.02882
2020-06-09,2.638
2020-06-10,2.93111
2020-06-11,2.5403
2020-06-12,2.83341
2020-06-13,3.22423
2020-06-14,1.70981
2020-06-15,3.66389
2020-06-16,3.56619
2020-06-17,3.37078
2020-06-18,2.73571
2020-06-19,2.14948
2020-06-20,1.27015
2020-06-21,0.97703
2020-06-22,2.58915
2020-06-23,2.14948
2020-06-24,2.34489
2020-06-25,2.83341
2020-06-26,2.19833
2020-06-27,1.07474
2020-06-28,1.319
2020-06-29,3.07767
2020-06-30,2.5403
2020-07-01,1.75867
2020-07-02,2.58915
2020-07-03,1.85637
2020-07-04,0.68392
2020-07-05,0.68392
2020-07-06,1.90522
2020-07-07,1.80752
2020-07-08,1.56326
2020-07-09,1.80752
2020-07-10,1.80752
2020-07-11,1.22129
2020-07-12,0.83048
2020-07-13,2.00293
2020-07-14,1.46555
2020-07-15,1.95407
2020-07-16,1.75867
2020-07-17,2.00293
2020-07-18,0.73277
2020-07-19,1.02589
2020-07-20,1.51441
2020-07-21,2.44259
2020-07-22,1.319
2020-07-23,1.75867
2020-07-24,1.95407
2020-07-25,0.97703
2020-07-27,1.36785
2020-07-28,1.70981
2020-07-29,0.97703
2020-07-30,1.66096
2020-07-31,2.05178
2020-08-01,0.29311
2020-08-02,0.39081
2020-08-03,1.51441
2020-08-04,1.46555
2020-08-05,1.85637
2020-08-06,1.66096
2020-08-07,1.12359
2020-08-08,1.07474
2020-08-09,0.87933
2020-08-10,2.05178
2020-08-11,1.80752
2020-08-12,2.638
2020-08-13,2.14948
2020-08-14,1.51441
2020-08-15,0.48851
2020-08-16,0.34196
2020-08-17,1.02589
2020-08-18,2.00293
2020-08-19,2.00293
2020-08-20,1.4167
2020-08-21,1.319
2020-08-22,1.02589
2020-08-23,0.92818
2020-08-24,1.56326
2020-08-25,1.95407
2020-08-26,2.05178
2020-08-27,1.66096
2020-08-28,2.58915
2020-08-29,0.73277
2020-08-30,0.78163
2020-08-31,2.34489
2020-09-01,3.95701
2020-09-02,3.07767
2020-09-03,2.10063
2020-09-04,2.68685
2020-09-05,1.51441
2020-09-06,1.56326
2020-09-07,3.46849
2020-09-08,3.27308
2020-09-09,2.83341
2020-09-10,3.02882
2020-09-11,2.14948
2020-09-12,0.87933
2020-09-13,1.27015
2020-09-14,2.49145
2020-09-15,2.24719
2020-09-16,2.29604
2020-09-17,2.19833
2020-09-18,2.24719
2020-09-19,1.75867
2020-09-20,2.24719
2020-09-21,2.34489
2020-09-22,2.5403
2020-09-23,1.80752
2020-09-24,2.05178
2020-09-25,1.70981
2020-09-26,0.97703
2020-09-27,0.83048
2020-09-28,1.95407
2020-09-29,1.51441
2020-09-30,1.66096
2020-10-01,0.87933
2020-10-02,1.36785
2020-10-03,1.07474
2020-10-04,1.51441
2020-10-05,2.5403
2020-10-06,3.07767
2020-10-07,2.10063
2020-10-08,2.14948
2020-10-09,1.46555
2020-10-10,0.34196
2020-10-11,1.56326
2020-10-12,2.10063
2020-10-13,2.24719
2020-10-14,1.51441
2020-10-15,2.19833
2020-10-16,1.95407
2020-10-17,1.12359
2020-10-18,1.22129
2020-10-19,2.49145
2020-10-20,2.97997
2020-10-21,2.638
2020-10-22,1.85637
2020-10-23,1.319
2020-10-24,0.24425
2020-10-25,0.92818
2020-10-26,2.05178
2020-10-27,1.90522
2020-10-28,1.61211
2020-10-29,1.90522
2020-10-30,1.70981
2020-10-31,1.4167
2020-11-01,0.48851
2020-11-02,1.75867
2020-11-03,1.4167
2020-11-04,2.05178
2020-11-05,2.39374
2020-11-06,1.95407
2020-11-08,1.17244
2020-11-09,1.66096
2020-11-10,2.19833
2020-11-11,2.93111
2020-11-12,2.19833
2020-11-13,2.00293
2020-11-14,1.22129
2020-11-15,1.27015
2020-11-16,2.83341
2020-11-17,1.66096
2020-11-18,1.75867
2020-11-19,2.14948
2020-11-20,1.36785
2020-11-21,1.51441
2020-11-22,1.4167
2020-11-23,2.34489
2020-11-24,2.29604
2020-11-25,2.14948
2020-11-26,1.70981
2020-11-27,1.80752
2020-11-28,1.51441
2020-11-29,0.92818
2020-11-30,2.05178
2020-12-01,2.68685
2020-12-02,2.39374
2020-12-03,3.02882
2020-12-04,2.97997
2020-12-05,1.07474
2020-12-06,1.02589
2020-12-07,2.39374
2020-12-08,1.80752
2020-12-09,2.05178
2020-12-10,2.638
2020-12-11,2.19833
2020-12-12,1.319
2020-12-13,0.97703
2020-12-14,2.5403
2020-12-15,2.00293
2020-12-16,1.80752
2020-12-17,2.39374
2020-12-18,2.05178
2020-12-19,0.63507
2020-12-20,1.07474
2020-12-21,1.319
2020-12-22,1.70981
2020-12-23,1.70981
2020-12-24,1.90522
2020-12-25,0.97703
2020-12-26,0.73277
2020-12-27,1.02589
2020-12-28,1.90522
2020-12-29,1.70981
2020-12-30,1.51441
2020-12-31,2.73571
2021-01-01,0.87933
2021-01-02,0.83048
2021-01-03,1.12359
2021-01-04,1.75867
2021-01-05,2.10063
2021-01-06,2.58915
2021-01-07,2.44259
2021-01-08,2.5403
2021-01-09,1.70981
2021-01-10,1.51441
2021-01-11,3.02882
2021-01-12,3.07767
2021-01-13,2.29604
2021-01-14,2.00293
2021-01-15,2.29604
2021-01-16,1.12359
2021-01-17,1.4167
2021-01-18,2.34489
2021-01-19,2.00293
2021-01-20,2.34489
2021-01-21,1.319
2021-01-22,1.95407
2021-01-23,1.4167
2021-01-24,1.36785
2021-01-25,2.34489
2021-01-26,2.83341
2021-01-27,2.19833
2021-01-28,2.19833
2021-01-29,2.34489
2021-01-30,0.97703
2021-01-31,1.12359
2021-02-01,1.61211
2021-02-02,2.10063
2021-02-03,1.90522
2021-02-04,1.80752
2021-02-05,1.56326
2021-02-06,0.34196
2021-02-07,0.73277
2021-02-08,1.61211
2021-02-09,1.46555
2021-02-10,1.27015
2021-02-11,0.43966
2021-02-12,0.29311
2021-02-13,1.02589
2021-02-14,1.12359
2021-02-15,1.90522
2021-02-16,1.61211
2021-02-17,2.83341
2021-02-18,2.05178
2021-02-19,2.10063
2021-02-20,1.02589
2021-02-21,0.83048
2021-02-22,2.39374
2021-02-23,2.10063
2021-02-24,3.27308
2021-02-25,2.5403
2021-02-26,5.22716
2021-02-27,2.29604
2021-02-28,1.90522
2021-03-01,2.00293
2021-03-02,2.97997
2021-03-03,2.10063
2021-03-04,2.49145
2021-03-05,2.29604
2021-03-06,1.61211
2021-03-07,1.90522
2021-03-08,3.8593
2021-03-09,3.90815
2021-03-10,3.7616
2021-03-11,2.05178
2021-03-12,3.02882
2021-03-13,1.07474
2021-03-14,1.22129
2021-03-15,3.07767
2021-03-16,1.75867
2021-03-17,2.638
2021-03-18,3.56619
2021-03-19,2.97997
2021-03-20,0.68392
2021-03-21,1.51441
2021-03-22,2.83341
2021-03-23,2.05178
2021-03-24,2.39374
2021-03-25,2.05178
2021-03-26,1.80752
2021-03-27,0.68392
2021-03-28,0.87933
2021-03-29,2.44259
2021-03-30,2.00293
2021-03-31,1.80752
2021-04-01,1.75867
2021-04-02,1.90522
2021-04-03,0.83048
2021-04-04,0.63507
2021-04-05,2.39374
2021-04-06,1.85637
2021-04-07,1.95407
2021-04-08,2.19833
2021-04-09,1.27015
2021-04-10,0.24425
2021-04-11,0.78163
2021-04-12,1.36785
2021-04-13,1.56326
2021-04-14,1.36785
2021-04-15,1.61211
2021-04-16,1.56326
2021-04-17,1.12359
2021-04-18,1.4167
2021-04-19,2.19833
2021-04-20,2.39374
2021-04-21,2.14948
2021-04-22,2.19833
2021-04-23,2.49145
2021-04-24,0.97703
2021-04-25,0.73277
2021-04-26,1.95407
2021-04-27,1.85637
2021-04-28,2.05178
2021-04-29,1.75867
2021-04-30,1.56326
2021-05-01,0.29311
2021-05-02,0.83048
2021-05-03,1.80752
2021-05-04,2.10063
2021-05-05,0.78163
2021-05-06,1.36785
2021-05-07,1.36785
2021-05-08,0.29311
2021-05-09,0.73277
2021-05-10,1.61211
2021-05-11,2.14948
2021-05-12,1.95407
2021-05-13,2.14948
2021-05-14,2.14948
2021-05-15,0.39081
2021-05-16,0.43966
2021-05-17,1.80752
2021-05-18,0.97703
2021-05-19,0.73277
2021-05-20,1.80752
2021-05-21,1.4167
2021-05-22,0.97703
2021-05-23,1.02589
2021-05-24,2.10063
2021-05-25,1.36785
2021-05-26,2.14948
2021-05-27,2.44259
2021-05-28,1.46555
2021-05-29,0.73277
2021-05-30,0.87933
2021-05-31,2.10063
2021-06-01,1.80752
2021-06-02,1.70981
2021-06-03,1.61211
2021-06-04,1.17244
2021-06-05,0.39081
2021-06-06,0.73277
2021-06-07,1.4167
2021-06-08,1.80752
2021-06-09,1.75867
2021-06-10,2.83341
2021-06-11,3.22423
2021-06-12,1.36785
2021-06-13,1.07474
2021-06-14,2.24719
2021-06-15,2.44259
2021-06-16,2.29604
2021-06-17,1.95407
2021-06-18,1.07474
2021-06-19,0.92818
2021-06-20,0.24425
2021-06-21,1.61211
2021-06-22,1.02589
2021-06-23,1.12359
2021-06-24,1.66096
2021-06-25,1.95407
2021-06-26,0.53737
2021-06-27,0.92818
2021-06-28,2.24719
2021-06-29,1.66096
2021-06-30,1.17244
2021-07-01,1.56326
2021-07-02,1.46555
2021-07-03,0.43966
2021-07-04,0.39081
2021-07-05,2.05178
2021-07-06,1.22129
2021-07-07,1.27015
2021-07-08,1.4167
2021-07-09,1.90522
2021-07-10,0.39081
2021-07-11,0.48851
2021-07-12,1.85637
2021-07-13,1.70981
2021-07-14,1.90522
2021-07-15,2.44259
2021-07-16,1.70981
2021-07-17,0.53737
2021-07-18,0.43966
2021-07-19,1.319
2021-07-20,1.27015
2021-07-21,1.27015
2021-07-22,1.61211
2021-07-23,1.17244
2021-07-25,0.34196
2021-07-26,1.12359
2021-07-27,1.17244
2021-07-28,0.83048
2021-07-29,0.92818
2021-07-30,0.97703
2021-07-31,0.39081
2021-08-01,0.34196
2021-08-02,1.12359
2021-08-03,1.17244
2021-08-04,0.92818
2021-08-05,0.87933
2021-08-06,1.22129
2021-08-07,0.39081
2021-08-08,0.43966
2021-08-09,2.14948
2021-08-10,1.07474
2021-08-11,1.56326
2021-08-12,1.17244
2021-08-13,1.36785
2021-08-15,0.29311
2021-08-16,0.43966
2021-08-17,1.17244
2021-08-18,1.56326
2021-08-19,1.27015
2021-08-20,1.36785
2021-08-21,0.97703
2021-08-22,1.27015
2021-08-23,1.02589
2021-08-24,1.70981
2021-08-25,0.78163
2021-08-26,2.68685
2021-08-27,1.66096
2021-08-28,0.24425
2021-08-30,1.56326
2021-08-31,0.78163
2021-09-01,0.87933
2021-09-02,1.46555
2021-09-03,1.12359
2021-09-04,0.83048
2021-09-05,0.24425
2021-09-06,0.97703
2021-09-07,1.07474
2021-09-08,1.17244
2021-09-09,0.92818
2021-09-10,1.51441
2021-09-11,0.78163
2021-09-12,1.17244
2021-09-13,1.61211
2021-09-14,1.319
2021-09-15,1.46555
2021-09-16,1.4167
2021-09-17,1.319
2021-09-18,1.22129
2021-09-19,1.75867
2021-09-20,0.24425
2021-09-21,1.02589
2021-09-22,1.17244
2021-09-23,1.4167
2021-09-24,1.85637
2021-09-25,1.02589
2021-09-26,0.63507
2021-09-27,1.85637
2021-09-28,1.70981
2021-09-29,2.73571
2021-09-30,1.85637
2021-10-01,2.00293
2021-10-02,0.68392
2021-10-03,1.27015
2021-10-04,0.97703
2021-10-05,3.17537
2021-10-06,3.8593
2021-10-07,2.5403
2021-10-08,1.27015
2021-10-09,0.78163
2021-10-10,1.02589
2021-10-11,1.319
2021-10-12,3.22423
2021-10-13,1.90522
2021-10-14,1.66096
2021-10-15,1.61211
2021-10-16,0.92818
2021-10-17,0.87933
2021-10-18,2.05178
2021-10-19,1.95407
2021-10-20,1.61211
2021-10-21,1.46555
2021-10-22,1.70981
2021-10-23,0.97703
2021-10-24,1.12359
2021-10-25,1.70981
2021-10-26,2.44259
2021-10-27,3.81045
2021-10-28,4.20127
2021-10-29,6.98583
2021-10-30,2.29604
2021-10-31,2.29604
2021-11-01,5.37371
2021-11-02,5.32486
2021-11-03,3.81045
2021-11-04,3.02882
2021-11-05,1.75867
2021-11-06,1.51441
2021-11-07,1.12359
2021-11-08,3.22423
2021-11-09,1.46555
2021-11-10,1.51441
2021-11-11,2.39374
2021-11-12,1.70981
2021-11-13,0.73277
2021-11-14,0.73277
2021-11-15,1.90522
2021-11-16,1.85637
2021-11-17,1.75867
2021-11-18,1.319
2021-11-19,1.22129
2021-11-20,0.48851
2021-11-21,0.39081
2021-11-22,1.07474
2021-11-23,2.00293
2021-11-24,1.66096
2021-11-25,1.90522
2021-11-26,1.61211
2021-11-27,0.63507
2021-11-28,0.53737
2021-11-29,1.66096
2021-11-30,1.51441
2021-12-01,1.22129
2021-12-02,1.56326
2021-12-03,1.27015
2021-12-04,0.58622
2021-12-05,0.92818
2021-12-06,1.319
2021-12-07,1.4167
2021-12-08,1.46555
2021-12-09,1.61211
2021-12-10,1.07474
2021-12-11,0.29311
2021-12-12,0.29311
2021-12-13,1.46555
2021-12-14,1.17244
2021-12-15,1.17244
2021-12-16,1.27015
2021-12-17,0.83048
2021-12-18,0.29311
2021-12-20,1.4167
2021-12-21,1.70981
2021-12-22,1.27015
2021-12-23,1.17244
2021-12-24,0.87933
2021-12-25,0.58622
2021-12-26,0.73277
2021-12-27,1.70981
2021-12-28,1.22129
2021-12-29,1.07474
2021-12-30,1.90522
2021-12-31,1.61211
2022-01-01,0.43966
2022-01-02,0.48851
2022-01-03,1.85637
2022-01-04,1.70981
2022-01-05,1.17244
2022-01-06,1.80752
2022-01-07,2.24719
2022-01-08,0.63507
2022-01-09,0.34196
2022-01-10,2.58915
2022-01-11,1.70981
2022-01-12,1.80752
2022-01-13,1.56326
2022-01-14,1.85637
2022-01-15,0.78163
2022-01-16,0.68392
2022-01-17,2.14948
2022-01-18,1.80752
2022-01-19,1.61211
2022-01-20,1.46555
2022-01-21,1.61211
2022-01-22,0.87933
2022-01-23,0.63507
2022-01-24,1.56326
2022-01-25,1.70981
2022-01-26,1.80752
2022-01-27,2.24719
2022-01-28,1.17244
2022-01-29,0.87933
2022-01-30,0.48851
2022-01-31,0.24425
2022-02-01,0.78163
2022-02-02,0.53737
2022-02-03,1.27015
2022-02-04,1.56326
2022-02-05,0.39081
2022-02-06,0.48851
2022-02-07,0.97703
2022-02-08,1.66096
2022-02-09,2.14948
2022-02-10,2.24719
2022-02-11,2.78456
2022-02-12,1.02589
2022-02-13,1.27015
2022-02-14,2.39374
2022-02-15,2.39374
2022-02-16,1.4167
2022-02-17,1.36785
2022-02-18,1.12359
2022-02-19,0.39081
2022-02-20,0.43966
2022-02-21,1.85637
2022-02-22,2.05178
2022-02-23,0.92818
2022-02-24,2.5403
2022-02-25,1.70981
2022-02-26,0.73277
2022-02-27,0.43966
2022-02-28,0.97703
2022-03-01,0.83048
2022-03-02,1.70981
2022-03-03,1.56326
2022-03-04,1.17244
2022-03-05,0.39081
2022-03-06,0.24425
2022-03-07,2.29604
2022-03-08,2.39374
2022-03-09,0.83048
2022-03-10,1.46555
2022-03-11,1.4167
2022-03-12,0.43966
2022-03-13,0.73277
2022-03-14,2.14948
2022-03-15,2.00293
2022-03-16,2.19833
2022-03-17,2.34489
2022-03-18,1.36785
2022-03-19,1.27015
2022-03-20,1.07474
2022-03-21,1.56326
2022-03-22,2.19833
2022-03-23,2.39374
2022-03-24,1.66096
2022-03-25,1.75867
2022-03-26,1.51441
2022-03-27,1.46555
2022-03-28,7.57205
2022-03-29,7.71861
2022-03-30,2.83341
2022-03-31,3.02882
2022-04-01,2.29604
2022-04-02,1.02589
2022-04-03,2.83341
2022-04-04,2.97997
2022-04-05,2.58915
2022-04-06,3.95701
2022-04-07,3.41963
2022-04-08,3.22423
2022-04-09,3.61504
2022-04-10,1.4167
2022-04-11,4.68978
2022-04-12,5.56912
2022-04-13,3.27308
2022-04-14,3.22423
2022-04-15,3.12652
2022-04-16,1.17244
2022-04-17,1.56326
2022-04-18,3.46849
2022-04-19,3.51734
2022-04-20,2.24719
2022-04-21,2.78456
2022-04-22,2.24719
2022-04-23,1.36785
2022-04-24,1.75867
2022-04-25,2.29604
2022-04-26,2.39374
2022-04-27,2.10063
2022-04-28,2.29604
2022-04-29,0.97703
2022-04-30,1.02589
2022-05-01,0.34196
2022-05-02,3.02882
2022-05-03,3.95701
2022-05-04,2.5403
2022-05-05,0.87933
2022-05-06,3.37078
2022-05-07,1.27015
2022-05-08,1.27015
2022-05-09,2.19833
2022-05-10,2.73571
2022-05-11,2.44259
2022-05-12,3.12652
2022-05-13,2.05178
2022-05-14,0.68392
