date,매출채권
2020-07-13,40.17241
2020-07-14,44.65517
2020-07-15,45.86206
2020-07-16,44.48275
2020-07-17,36.37931
2020-07-18,19.82758
2020-07-19,20.51724
2020-07-20,41.72413
2020-07-21,37.5862
2020-07-22,37.24137
2020-07-23,42.93103
2020-07-24,44.48275
2020-07-25,13.7931
2020-07-26,15.17241
2020-07-27,35.68965
2020-07-28,33.96551
2020-07-29,34.31034
2020-07-30,32.5862
2020-07-31,27.41379
2020-08-01,14.13793
2020-08-02,13.96551
2020-08-03,32.06896
2020-08-04,42.24137
2020-08-05,41.55172
2020-08-06,36.55172
2020-08-07,37.41379
2020-08-08,26.37931
2020-08-09,21.03448
2020-08-10,52.75862
2020-08-11,50.17241
2020-08-12,43.62068
2020-08-13,48.7931
2020-08-14,40.34482
2020-08-15,27.5862
2020-08-16,23.7931
2020-08-17,23.44827
2020-08-18,39.82758
2020-08-19,36.89655
2020-08-20,36.37931
2020-08-21,33.62068
2020-08-22,15.86206
2020-08-23,18.10344
2020-08-24,37.41379
2020-08-25,40.86206
2020-08-26,39.31034
2020-08-27,34.65517
2020-08-28,32.93103
2020-08-29,17.41379
2020-08-30,14.65517
2020-08-31,40.17241
2020-09-01,42.5862
2020-09-02,44.31034
2020-09-03,46.72413
2020-09-04,38.96551
2020-09-05,23.27586
2020-09-06,28.7931
2020-09-07,49.48275
2020-09-08,54.13793
2020-09-09,57.06896
2020-09-10,56.37931
2020-09-11,45.86206
2020-09-12,29.82758
2020-09-13,38.44827
2020-09-14,56.89655
2020-09-15,55.34482
2020-09-16,66.72413
2020-09-17,49.82758
2020-09-18,47.5862
2020-09-19,32.41379
2020-09-20,33.96551
2020-09-21,62.5862
2020-09-22,62.24137
2020-09-23,52.93103
2020-09-24,55.51724
2020-09-25,42.41379
2020-09-26,30.86206
2020-09-27,38.44827
2020-09-28,49.82758
2020-09-29,37.41379
2020-09-30,27.41379
2020-10-01,17.75862
2020-10-02,20.34482
2020-10-03,27.41379
2020-10-04,38.62068
2020-10-05,50.68965
2020-10-06,56.72413
2020-10-07,62.5862
2020-10-08,51.72413
2020-10-09,36.89655
2020-10-10,40.34482
2020-10-11,46.72413
2020-10-12,62.5862
2020-10-13,70.68965
2020-10-14,78.27586
2020-10-15,74.65517
2020-10-16,75.68965
2020-10-17,47.93103
2020-10-18,56.55172
2020-10-19,88.44827
2020-10-20,100.0
2020-10-21,93.96551
2020-10-22,73.96551
2020-10-23,60.0
2020-10-24,45.34482
2020-10-25,48.44827
2020-10-26,72.41379
2020-10-27,61.03448
2020-10-28,49.65517
2020-10-29,44.48275
2020-10-30,40.34482
2020-10-31,22.5862
2020-11-01,22.5862
2020-11-02,47.24137
2020-11-03,44.82758
2020-11-04,41.55172
2020-11-05,38.7931
2020-11-06,30.17241
2020-11-07,20.17241
2020-11-08,23.27586
2020-11-09,41.55172
2020-11-10,46.20689
2020-11-11,49.13793
2020-11-12,44.13793
2020-11-13,36.37931
2020-11-14,27.24137
2020-11-15,28.44827
2020-11-16,47.5862
2020-11-17,51.55172
2020-11-18,45.86206
2020-11-19,49.82758
2020-11-20,39.82758
2020-11-21,24.65517
2020-11-22,24.65517
2020-11-23,39.31034
2020-11-24,46.20689
2020-11-25,44.65517
2020-11-26,44.48275
2020-11-27,44.13793
2020-11-28,24.13793
2020-11-29,24.82758
2020-11-30,43.96551
2020-12-01,43.62068
2020-12-02,50.86206
2020-12-03,48.10344
2020-12-04,51.20689
2020-12-05,34.65517
2020-12-06,31.55172
2020-12-07,57.24137
2020-12-08,56.89655
2020-12-09,60.34482
2020-12-10,56.37931
2020-12-11,51.03448
2020-12-12,26.72413
2020-12-13,32.41379
2020-12-14,57.41379
2020-12-15,53.27586
2020-12-16,57.75862
2020-12-17,48.62068
2020-12-18,44.13793
2020-12-19,26.37931
2020-12-20,25.17241
2020-12-21,40.34482
2020-12-22,37.5862
2020-12-23,38.7931
2020-12-24,24.65517
2020-12-25,13.96551
2020-12-26,17.41379
2020-12-27,23.7931
2020-12-28,38.44827
2020-12-29,32.93103
2020-12-30,35.17241
2020-12-31,29.13793
2021-01-01,20.34482
2021-01-02,26.89655
2021-01-03,26.89655
2021-01-04,34.65517
2021-01-05,45.68965
2021-01-06,36.89655
2021-01-07,44.31034
2021-01-08,38.44827
2021-01-09,21.72413
2021-01-10,22.75862
2021-01-11,42.06896
2021-01-12,39.13793
2021-01-13,43.27586
2021-01-14,45.17241
2021-01-15,37.75862
2021-01-16,24.82758
2021-01-17,24.13793
2021-01-18,41.89655
2021-01-19,47.75862
2021-01-20,39.31034
2021-01-21,36.37931
2021-01-22,37.75862
2021-01-23,19.31034
2021-01-24,25.68965
2021-01-25,46.20689
2021-01-26,44.82758
2021-01-27,40.86206
2021-01-28,46.20689
2021-01-29,39.65517
2021-01-30,21.55172
2021-01-31,22.24137
2021-02-01,40.34482
2021-02-02,45.51724
2021-02-03,43.10344
2021-02-04,42.41379
2021-02-05,31.55172
2021-02-06,20.0
2021-02-07,19.31034
2021-02-08,37.75862
2021-02-09,37.06896
2021-02-10,26.37931
2021-02-11,17.93103
2021-02-12,12.24137
2021-02-13,16.72413
2021-02-14,17.5862
2021-02-15,40.0
2021-02-16,47.06896
2021-02-17,41.20689
2021-02-18,48.10344
2021-02-19,41.20689
2021-02-20,22.75862
2021-02-21,23.96551
2021-02-22,36.37931
2021-02-23,41.37931
2021-02-24,41.37931
2021-02-25,42.75862
2021-02-26,35.0
2021-02-27,15.34482
2021-02-28,20.17241
2021-03-01,23.96551
2021-03-02,43.96551
2021-03-03,51.55172
2021-03-04,45.17241
2021-03-05,39.13793
2021-03-06,17.06896
2021-03-07,26.55172
2021-03-08,48.10344
2021-03-09,58.27586
2021-03-10,52.5862
2021-03-11,54.65517
2021-03-12,44.31034
2021-03-13,23.7931
2021-03-14,28.7931
2021-03-15,61.89655
2021-03-16,64.65517
2021-03-17,67.5862
2021-03-18,65.86206
2021-03-19,52.24137
2021-03-20,35.68965
2021-03-21,35.68965
2021-03-22,75.68965
2021-03-23,76.55172
2021-03-24,71.20689
2021-03-25,70.51724
2021-03-26,66.72413
2021-03-27,36.37931
2021-03-28,36.72413
2021-03-29,73.44827
2021-03-30,75.68965
2021-03-31,62.93103
2021-04-01,55.86206
2021-04-02,52.24137
2021-04-03,39.65517
2021-04-04,45.86206
2021-04-05,56.37931
2021-04-06,72.75862
2021-04-07,72.41379
2021-04-08,62.75862
2021-04-09,56.89655
2021-04-10,41.20689
2021-04-11,42.93103
2021-04-12,77.5862
2021-04-13,78.10344
2021-04-14,78.62068
2021-04-15,77.41379
2021-04-16,69.31034
2021-04-17,42.75862
2021-04-18,62.06896
2021-04-19,80.51724
2021-04-20,86.89655
2021-04-21,80.17241
2021-04-22,77.24137
2021-04-23,59.82758
2021-04-24,41.89655
2021-04-25,43.96551
2021-04-26,61.55172
2021-04-27,56.72413
2021-04-28,51.55172
2021-04-29,45.17241
2021-04-30,38.10344
2021-05-01,19.82758
2021-05-02,18.7931
2021-05-03,45.17241
2021-05-04,38.96551
2021-05-05,20.34482
2021-05-06,41.89655
2021-05-07,33.96551
2021-05-08,17.24137
2021-05-09,25.86206
2021-05-10,46.03448
2021-05-11,43.62068
2021-05-12,44.65517
2021-05-13,43.7931
2021-05-14,43.10344
2021-05-15,24.13793
2021-05-16,24.31034
2021-05-17,61.37931
2021-05-18,55.34482
2021-05-19,34.82758
2021-05-20,49.13793
2021-05-21,38.96551
2021-05-22,22.75862
2021-05-23,23.44827
2021-05-24,52.5862
2021-05-25,49.82758
2021-05-26,46.55172
2021-05-27,49.48275
2021-05-28,44.82758
2021-05-29,27.06896
2021-05-30,30.0
2021-05-31,49.82758
2021-06-01,43.96551
2021-06-02,48.44827
2021-06-03,49.48275
2021-06-04,47.93103
2021-06-05,35.17241
2021-06-06,41.20689
2021-06-07,55.0
2021-06-08,61.20689
2021-06-09,63.7931
2021-06-10,59.13793
2021-06-11,51.37931
2021-06-12,26.72413
2021-06-13,31.03448
2021-06-14,57.75862
2021-06-15,53.27586
2021-06-16,57.93103
2021-06-17,44.65517
2021-06-18,34.13793
2021-06-19,23.27586
2021-06-20,18.96551
2021-06-21,36.55172
2021-06-22,39.82758
2021-06-23,33.62068
2021-06-24,35.17241
2021-06-25,30.0
2021-06-26,15.0
2021-06-27,18.44827
2021-06-28,36.37931
2021-06-29,35.17241
2021-06-30,33.7931
2021-07-01,32.75862
2021-07-02,24.13793
2021-07-03,13.10344
2021-07-04,12.5862
2021-07-05,36.20689
2021-07-06,34.65517
2021-07-07,34.65517
2021-07-08,32.93103
2021-07-09,25.51724
2021-07-10,15.0
2021-07-11,13.96551
2021-07-12,33.10344
2021-07-13,35.17241
2021-07-14,36.72413
2021-07-15,33.7931
2021-07-16,29.13793
2021-07-17,8.62068
2021-07-18,15.86206
2021-07-19,31.03448
2021-07-20,35.86206
2021-07-21,46.72413
2021-07-22,39.13793
2021-07-23,26.03448
2021-07-24,17.41379
2021-07-25,14.65517
2021-07-26,33.62068
2021-07-27,38.96551
2021-07-28,32.75862
2021-07-29,33.62068
2021-07-30,25.17241
2021-07-31,12.93103
2021-08-01,14.13793
2021-08-02,29.65517
2021-08-03,33.10344
2021-08-04,28.44827
2021-08-05,32.93103
2021-08-06,27.5862
2021-08-07,16.03448
2021-08-08,14.31034
2021-08-09,27.93103
2021-08-10,32.75862
2021-08-11,32.93103
2021-08-12,34.31034
2021-08-13,28.44827
2021-08-14,19.48275
2021-08-15,17.5862
2021-08-16,16.20689
2021-08-17,38.96551
2021-08-18,41.72413
2021-08-19,39.13793
2021-08-20,36.89655
2021-08-21,18.27586
2021-08-22,17.24137
2021-08-23,26.55172
2021-08-24,40.86206
2021-08-25,35.51724
2021-08-26,33.96551
2021-08-27,28.62068
2021-08-28,17.93103
2021-08-29,18.62068
2021-08-30,39.13793
2021-08-31,38.62068
2021-09-01,39.82758
2021-09-02,43.96551
2021-09-03,40.0
2021-09-04,17.93103
2021-09-05,20.17241
2021-09-06,39.48275
2021-09-07,41.55172
2021-09-08,37.41379
2021-09-09,42.75862
2021-09-10,31.37931
2021-09-11,19.48275
2021-09-12,21.72413
2021-09-13,42.24137
2021-09-14,42.93103
2021-09-15,48.7931
2021-09-16,48.10344
2021-09-17,37.06896
2021-09-18,20.0
2021-09-19,19.13793
2021-09-20,14.65517
2021-09-21,15.86206
2021-09-22,25.34482
2021-09-23,41.55172
2021-09-24,42.75862
2021-09-25,21.20689
2021-09-26,30.86206
2021-09-27,47.41379
2021-09-28,58.7931
2021-09-29,52.5862
2021-09-30,56.72413
2021-10-01,44.82758
2021-10-02,32.41379
2021-10-03,35.68965
2021-10-04,33.27586
2021-10-05,45.68965
2021-10-06,44.31034
2021-10-07,53.96551
2021-10-08,46.89655
2021-10-09,30.86206
2021-10-10,35.51724
2021-10-11,41.20689
2021-10-12,53.44827
2021-10-13,64.82758
2021-10-14,55.17241
2021-10-15,55.51724
2021-10-16,36.37931
2021-10-17,44.65517
2021-10-18,68.27586
2021-10-19,66.37931
2021-10-20,75.0
2021-10-21,61.89655
2021-10-22,52.93103
2021-10-23,35.17241
2021-10-24,35.34482
2021-10-25,54.82758
2021-10-26,58.62068
2021-10-27,45.86206
2021-10-28,40.34482
2021-10-29,35.34482
2021-10-30,16.55172
2021-10-31,25.68965
2021-11-01,37.24137
2021-11-02,40.0
2021-11-03,31.55172
2021-11-04,40.68965
2021-11-05,23.7931
2021-11-06,16.20689
2021-11-07,17.93103
2021-11-08,35.17241
2021-11-09,39.31034
2021-11-10,35.0
2021-11-11,33.96551
2021-11-12,31.20689
2021-11-13,16.55172
2021-11-14,16.72413
2021-11-15,39.48275
2021-11-16,43.7931
2021-11-17,40.17241
2021-11-18,37.93103
2021-11-19,31.72413
2021-11-20,17.06896
2021-11-21,18.62068
2021-11-22,36.37931
2021-11-23,35.68965
2021-11-24,42.93103
2021-11-25,50.86206
2021-11-26,37.06896
2021-11-27,16.03448
2021-11-28,16.03448
2021-11-29,39.82758
2021-11-30,40.17241
2021-12-01,36.89655
2021-12-02,37.41379
2021-12-03,35.86206
2021-12-04,23.62068
2021-12-05,23.96551
2021-12-06,42.41379
2021-12-07,38.7931
2021-12-08,40.17241
2021-12-09,47.75862
2021-12-10,31.03448
2021-12-11,20.17241
2021-12-12,27.24137
2021-12-13,42.5862
2021-12-14,47.06896
2021-12-15,44.48275
2021-12-16,38.10344
2021-12-17,32.24137
2021-12-18,14.82758
2021-12-19,13.96551
2021-12-20,33.96551
2021-12-21,38.7931
2021-12-22,32.93103
2021-12-23,29.13793
2021-12-24,21.03448
2021-12-25,5.68965
2021-12-26,12.41379
2021-12-27,25.0
2021-12-28,30.68965
2021-12-29,26.55172
2021-12-30,22.41379
2021-12-31,16.89655
2022-01-01,9.48275
2022-01-02,13.10344
2022-01-03,27.41379
2022-01-04,34.65517
2022-01-05,32.24137
2022-01-06,32.41379
2022-01-07,28.62068
2022-01-08,14.48275
2022-01-09,16.03448
2022-01-10,30.34482
2022-01-11,37.93103
2022-01-12,37.5862
2022-01-13,37.93103
2022-01-14,31.20689
2022-01-15,12.41379
2022-01-16,17.24137
2022-01-17,34.65517
2022-01-18,33.27586
2022-01-19,34.82758
2022-01-20,35.51724
2022-01-21,34.31034
2022-01-22,14.82758
2022-01-23,12.24137
2022-01-24,29.82758
2022-01-25,30.68965
2022-01-26,33.7931
2022-01-27,31.03448
2022-01-28,26.55172
2022-01-29,14.48275
2022-01-30,7.75862
2022-01-31,13.10344
2022-02-01,7.75862
2022-02-02,18.10344
2022-02-03,30.86206
2022-02-04,32.06896
2022-02-05,15.17241
2022-02-06,18.62068
2022-02-07,35.34482
2022-02-08,41.89655
2022-02-09,37.93103
2022-02-10,34.31034
2022-02-11,31.89655
2022-02-12,18.96551
2022-02-13,17.41379
2022-02-14,32.06896
2022-02-15,37.24137
2022-02-16,38.7931
2022-02-17,33.96551
2022-02-18,33.7931
2022-02-19,14.48275
2022-02-20,12.24137
2022-02-21,33.7931
2022-02-22,33.96551
2022-02-23,33.62068
2022-02-24,30.51724
2022-02-25,29.65517
2022-02-26,11.89655
2022-02-27,13.7931
2022-02-28,30.34482
2022-03-01,19.31034
2022-03-02,45.34482
2022-03-03,41.72413
2022-03-04,35.17241
2022-03-05,14.65517
2022-03-06,15.68965
2022-03-07,37.24137
2022-03-08,36.89655
2022-03-09,19.48275
2022-03-10,41.55172
2022-03-11,37.93103
2022-03-12,18.27586
2022-03-13,21.89655
2022-03-14,55.0
2022-03-15,47.06896
2022-03-16,51.89655
2022-03-17,48.44827
2022-03-18,44.82758
2022-03-19,28.27586
2022-03-20,28.7931
2022-03-21,53.7931
2022-03-22,58.27586
2022-03-23,58.62068
2022-03-24,59.65517
2022-03-25,48.27586
2022-03-26,31.72413
2022-03-27,35.34482
2022-03-28,64.65517
2022-03-29,56.20689
2022-03-30,60.0
2022-03-31,56.55172
2022-04-01,41.89655
2022-04-02,24.82758
2022-04-03,31.03448
2022-04-04,61.89655
2022-04-05,53.62068
2022-04-06,54.82758
2022-04-07,60.17241
2022-04-08,50.86206
2022-04-09,34.82758
2022-04-10,33.62068
2022-04-11,61.89655
2022-04-12,65.17241
2022-04-13,74.65517
2022-04-14,61.03448
2022-04-15,62.93103
2022-04-16,44.31034
2022-04-17,46.55172
2022-04-18,62.93103
2022-04-19,78.96551
2022-04-20,80.34482
2022-04-21,77.24137
2022-04-22,58.96551
2022-04-23,32.06896
2022-04-24,42.75862
2022-04-25,73.10344
2022-04-26,65.17241
2022-04-27,47.24137
2022-04-28,43.62068
2022-04-29,30.68965
2022-04-30,20.86206
2022-05-01,15.51724
2022-05-02,40.86206
2022-05-03,36.20689
2022-05-04,29.13793
2022-05-05,15.34482
2022-05-06,25.17241
2022-05-07,12.24137
2022-05-08,17.5862
2022-05-09,35.17241
2022-05-10,42.5862
2022-05-11,42.5862
2022-05-12,39.82758
2022-05-13,32.75862
2022-05-14,15.34482
2022-05-15,18.62068
2022-05-16,41.55172
2022-05-17,45.68965
2022-05-18,47.5862
2022-05-19,42.93103
2022-05-20,35.51724
2022-05-21,20.0
2022-05-22,18.62068
2022-05-23,38.27586
2022-05-24,43.96551
2022-05-25,43.96551
2022-05-26,43.44827
2022-05-27,37.24137
2022-05-28,17.93103
2022-05-29,17.93103
2022-05-30,43.7931
2022-05-31,35.17241
2022-06-01,25.34482
2022-06-02,35.17241
2022-06-03,35.34482
2022-06-04,26.20689
2022-06-05,21.72413
2022-06-06,25.0
2022-06-07,39.82758
2022-06-08,47.24137
2022-06-09,46.55172
2022-06-10,45.0
2022-06-11,26.72413
2022-06-12,27.75862
2022-06-13,49.65517
2022-06-14,55.17241
2022-06-15,45.86206
2022-06-16,48.96551
2022-06-17,40.17241
2022-06-18,13.7931
2022-06-19,16.37931
2022-06-20,37.06896
2022-06-21,38.10344
2022-06-22,36.20689
2022-06-23,33.7931
2022-06-24,34.82758
2022-06-25,13.44827
2022-06-26,14.48275
2022-06-27,38.62068
2022-06-28,42.24137
2022-06-29,33.62068
2022-06-30,30.68965
2022-07-01,26.20689
2022-07-02,11.55172
2022-07-03,13.7931
2022-07-04,32.41379
2022-07-05,29.82758
2022-07-06,33.10344
2022-07-07,31.20689
2022-07-08,28.27586
2022-07-09,10.51724
2022-07-10,12.06896
2022-07-11,30.17241
2022-07-12,32.06896
2022-07-13,36.37931
2022-07-14,32.93103
2022-07-15,26.72413
2022-07-16,10.51724
2022-07-17,15.34482
2022-07-18,35.51724
2022-07-19,37.5862
2022-07-20,30.86206
2022-07-21,31.37931
2022-07-22,27.93103
2022-07-23,8.27586
2022-07-24,10.51724
2022-07-25,33.44827
2022-07-26,33.62068
2022-07-27,34.82758
2022-07-28,34.82758
2022-07-29,27.93103
2022-07-30,10.17241
2022-07-31,10.51724
2022-08-01,28.27586
2022-08-02,27.41379
2022-08-03,34.31034
2022-08-04,29.31034
2022-08-05,23.27586
2022-08-06,9.31034
2022-08-07,8.62068
2022-08-08,35.51724
2022-08-09,28.7931
2022-08-10,30.68965
2022-08-11,36.20689
2022-08-12,28.44827
2022-08-13,8.27586
2022-08-14,11.37931
2022-08-15,13.7931
2022-08-16,34.48275
2022-08-17,36.72413
2022-08-18,36.03448
2022-08-19,32.5862
2022-08-20,19.65517
2022-08-21,11.37931
2022-08-22,30.68965
2022-08-23,34.48275
2022-08-24,33.27586
2022-08-25,29.82758
2022-08-26,27.24137
2022-08-27,10.0
2022-08-28,13.44827
2022-08-29,26.89655
2022-08-30,30.34482
2022-08-31,28.10344
2022-09-01,25.34482
2022-09-02,24.65517
2022-09-03,7.75862
2022-09-04,12.41379
2022-09-05,28.96551
2022-09-06,38.10344
2022-09-07,33.96551
2022-09-08,21.37931
2022-09-09,9.48275
2022-09-10,7.5862
2022-09-11,7.75862
2022-09-12,18.62068
2022-09-13,43.27586
2022-09-14,42.5862
2022-09-15,41.20689
2022-09-16,34.65517
2022-09-17,18.44827
2022-09-18,27.06896
2022-09-19,44.31034
2022-09-20,55.17241
2022-09-21,50.34482
2022-09-22,40.86206
2022-09-23,38.27586
2022-09-24,20.0
2022-09-25,25.68965
2022-09-26,51.20689
2022-09-27,53.27586
2022-09-28,51.72413
2022-09-29,50.51724
2022-09-30,34.65517
2022-10-01,26.55172
2022-10-02,23.96551
2022-10-03,31.03448
2022-10-04,49.48275
2022-10-05,42.93103
2022-10-06,42.06896
2022-10-07,34.31034
2022-10-08,23.44827
2022-10-09,28.62068
2022-10-10,39.82758
2022-10-11,64.48275
2022-10-12,63.10344
2022-10-13,66.55172
2022-10-14,56.03448
2022-10-15,50.0
2022-10-16,52.5862
2022-10-17,71.89655
2022-10-18,77.75862
2022-10-19,69.13793
2022-10-20,66.03448
2022-10-21,57.93103
2022-10-22,31.89655
2022-10-23,46.55172
2022-10-24,67.93103
2022-10-25,62.93103
2022-10-26,51.55172
2022-10-27,46.89655
2022-10-28,33.7931
2022-10-29,14.65517
2022-10-30,18.44827
2022-10-31,40.86206
2022-11-01,40.0
2022-11-02,41.37931
2022-11-03,39.65517
2022-11-04,31.89655
2022-11-05,16.20689
2022-11-06,17.5862
2022-11-07,33.7931
2022-11-08,34.65517
2022-11-09,43.44827
2022-11-10,36.55172
2022-11-11,38.96551
2022-11-12,14.48275
2022-11-13,15.0
2022-11-14,36.03448
2022-11-15,39.31034
2022-11-16,43.44827
2022-11-17,41.55172
2022-11-18,30.51724
2022-11-19,16.20689
2022-11-20,17.41379
2022-11-21,47.06896
2022-11-22,41.55172
2022-11-23,41.37931
2022-11-24,28.62068
2022-11-25,28.27586
2022-11-26,18.27586
2022-11-27,15.86206
2022-11-28,36.89655
2022-11-29,45.0
2022-11-30,40.51724
2022-12-01,38.62068
2022-12-02,31.72413
2022-12-03,19.31034
2022-12-04,16.37931
2022-12-05,39.48275
2022-12-06,41.72413
2022-12-07,40.51724
2022-12-08,37.24137
2022-12-09,35.51724
2022-12-10,20.51724
2022-12-11,22.93103
2022-12-12,47.24137
2022-12-13,50.0
2022-12-14,48.62068
2022-12-15,40.34482
2022-12-16,33.62068
2022-12-17,13.7931
2022-12-18,15.68965
2022-12-19,33.96551
2022-12-20,36.89655
2022-12-21,36.55172
2022-12-22,31.20689
2022-12-23,21.20689
2022-12-24,7.93103
2022-12-25,9.48275
2022-12-26,25.51724
2022-12-27,27.41379
2022-12-28,28.27586
2022-12-29,24.82758
2022-12-30,14.13793
2022-12-31,10.86206
2023-01-01,13.62068
2023-01-02,26.89655
2023-01-03,29.48275
2023-01-04,31.03448
2023-01-05,33.7931
2023-01-06,33.27586
2023-01-07,17.5862
2023-01-08,14.65517
2023-01-09,36.03448
2023-01-10,36.89655
2023-01-11,34.65517
2023-01-12,32.24137
2023-01-13,34.13793
2023-01-14,12.5862
2023-01-15,12.24137
2023-01-16,36.72413
2023-01-17,37.41379
2023-01-18,37.5862
2023-01-19,32.41379
2023-01-20,22.93103
2023-01-21,10.34482
2023-01-22,8.62068
2023-01-23,8.27586
2023-01-24,11.72413
2023-01-25,33.44827
2023-01-26,35.51724
2023-01-27,34.48275
2023-01-28,15.0
2023-01-29,15.34482
2023-01-30,39.31034
2023-01-31,39.82758
2023-02-01,36.20689
2023-02-02,35.86206
2023-02-03,32.93103
2023-02-04,14.65517
2023-02-05,14.65517
2023-02-06,40.0
2023-02-07,45.86206
2023-02-08,43.44827
2023-02-09,37.06896
2023-02-10,35.17241
2023-02-11,18.96551
2023-02-12,20.68965
2023-02-13,33.27586
2023-02-14,40.86206
2023-02-15,41.20689
2023-02-16,35.51724
2023-02-17,35.51724
2023-02-18,11.20689
2023-02-19,10.86206
2023-02-20,33.10344
2023-02-21,33.7931
2023-02-22,40.17241
2023-02-23,37.24137
2023-02-24,35.68965
2023-02-25,14.82758
2023-02-26,11.03448
2023-02-27,33.44827
2023-02-28,35.17241
2023-03-01,17.24137
2023-03-02,36.72413
2023-03-03,34.31034
2023-03-04,12.5862
2023-03-05,12.41379
2023-03-06,42.06896
2023-03-07,42.24137
2023-03-08,42.75862
2023-03-09,46.37931
2023-03-10,35.68965
2023-03-11,15.34482
2023-03-12,17.24137
2023-03-13,56.72413
2023-03-14,57.24137
2023-03-15,60.34482
2023-03-16,54.65517
2023-03-17,44.82758
2023-03-18,19.82758
2023-03-19,24.82758
2023-03-20,66.20689
2023-03-21,67.93103
2023-03-22,63.7931
2023-03-23,60.68965
2023-03-24,49.65517
2023-03-25,22.41379
2023-03-26,25.51724
2023-03-27,67.5862
2023-03-28,63.96551
2023-03-29,66.37931
2023-03-30,59.48275
2023-03-31,43.96551
2023-04-01,22.93103
2023-04-02,28.96551
2023-04-03,58.27586
2023-04-04,67.24137
2023-04-05,66.55172
2023-04-06,55.17241
2023-04-07,48.27586
2023-04-08,30.34482
2023-04-09,36.37931
2023-04-10,61.37931
2023-04-11,66.89655
2023-04-12,68.62068
2023-04-13,67.06896
2023-04-14,62.24137
2023-04-15,43.62068
2023-04-16,43.96551
2023-04-17,71.55172
2023-04-18,80.17241
2023-04-19,75.17241
2023-04-20,60.34482
2023-04-21,54.82758
2023-04-22,43.27586
2023-04-23,48.62068
2023-04-24,66.55172
2023-04-25,65.0
2023-04-26,51.03448
2023-04-27,43.44827
2023-04-28,35.17241
2023-04-29,11.89655
2023-04-30,17.24137
2023-05-01,23.10344
2023-05-02,40.0
2023-05-03,43.44827
2023-05-04,34.82758
2023-05-05,14.82758
2023-05-06,14.31034
2023-05-07,17.5862
2023-05-08,39.82758
2023-05-09,48.96551
2023-05-10,42.41379
2023-05-11,41.20689
2023-05-12,37.93103
2023-05-13,16.03448
2023-05-14,18.96551
2023-05-15,40.86206
2023-05-16,45.17241
2023-05-17,40.34482
2023-05-18,40.51724
2023-05-19,37.06896
2023-05-20,17.75862
2023-05-21,21.20689
2023-05-22,42.06896
2023-05-23,48.62068
2023-05-24,45.68965
2023-05-25,35.34482
2023-05-26,38.27586
2023-05-27,15.0
2023-05-28,13.96551
2023-05-29,21.03448
2023-05-30,38.44827
2023-05-31,43.96551
