date,회사채투자
2020-08-11,1.1737
2020-08-12,2.58215
2020-08-13,2.34741
2020-08-19,1.64319
2020-08-22,1.40845
2020-08-23,1.40845
2020-08-24,2.58215
2020-08-25,3.05164
2020-08-26,2.11267
2020-08-27,3.52112
2020-08-28,1.1737
2020-09-02,1.40845
2020-09-03,1.1737
2020-09-04,1.64319
2020-09-06,2.8169
2020-09-07,3.05164
2020-09-08,5.16431
2020-09-10,2.11267
2020-09-11,1.87793
2020-09-12,2.34741
2020-09-13,1.1737
2020-09-15,1.1737
2020-09-17,3.52112
2020-09-19,3.05164
2020-09-20,1.40845
2020-09-21,1.87793
2020-09-23,2.8169
2020-09-24,1.64319
2020-09-25,2.8169
2020-09-26,1.64319
2020-09-27,2.34741
2020-09-28,1.40845
2020-09-29,1.40845
2020-09-30,2.11267
2020-10-04,3.99061
2020-10-05,1.1737
2020-10-06,1.1737
2020-10-07,3.75586
2020-10-08,2.11267
2020-10-09,2.11267
2020-10-10,1.1737
2020-10-11,3.05164
2020-10-12,1.40845
2020-10-13,2.11267
2020-10-15,1.1737
2020-10-16,1.40845
2020-10-18,1.87793
2020-10-19,3.75586
2020-10-20,5.6338
2020-10-21,2.58215
2020-10-22,6.33802
2020-10-23,2.11267
2020-10-24,1.87793
2020-10-26,3.99061
2020-10-27,4.92957
2020-10-28,1.64319
2020-10-30,1.40845
2020-10-31,1.87793
2020-11-01,2.34741
2020-11-02,2.8169
2020-11-03,1.1737
2020-11-04,1.1737
2020-11-06,1.40845
2020-11-08,2.34741
2020-11-09,1.40845
2020-11-10,3.28638
2020-11-11,1.1737
2020-11-12,3.05164
2020-11-14,3.52112
2020-11-15,3.52112
2020-11-16,6.57276
2020-11-17,5.39906
2020-11-18,3.99061
2020-11-19,3.75586
2020-11-20,2.8169
2020-11-22,3.05164
2020-11-23,2.58215
2020-11-24,3.28638
2020-11-25,3.75586
2020-11-26,1.64319
2020-11-27,3.05164
2020-11-28,1.87793
2020-11-29,1.1737
2020-11-30,1.40845
2020-12-01,1.87793
2020-12-02,3.28638
2020-12-03,2.58215
2020-12-04,1.64319
2020-12-05,2.11267
2020-12-06,1.87793
2020-12-07,2.34741
2020-12-08,2.58215
2020-12-09,2.11267
2020-12-10,1.40845
2020-12-11,2.11267
2020-12-12,1.1737
2020-12-13,1.40845
2020-12-14,2.8169
2020-12-15,2.11267
2020-12-17,1.40845
2020-12-18,1.87793
2020-12-19,3.75586
2020-12-20,2.34741
2020-12-21,1.1737
2020-12-23,1.40845
2020-12-24,2.58215
2020-12-25,3.05164
2020-12-26,1.64319
2020-12-28,2.58215
2020-12-29,2.11267
2020-12-30,1.1737
2021-01-01,2.34741
2021-01-02,1.64319
2021-01-03,2.11267
2021-01-04,3.99061
2021-01-05,8.92018
2021-01-06,2.34741
2021-01-07,1.40845
2021-01-08,2.34741
2021-01-09,4.22535
2021-01-10,1.40845
2021-01-11,1.64319
2021-01-12,1.40845
2021-01-13,4.22535
2021-01-14,4.69483
2021-01-15,6.10328
2021-01-16,1.40845
2021-01-17,2.8169
2021-01-18,1.1737
2021-01-19,3.75586
2021-01-20,3.05164
2021-01-21,5.39906
2021-01-22,2.11267
2021-01-23,3.99061
2021-01-24,1.87793
2021-01-25,1.40845
2021-01-26,3.99061
2021-01-27,7.74647
2021-01-28,4.22535
2021-01-29,3.52112
2021-01-30,1.40845
2021-01-31,2.58215
2021-02-01,3.28638
2021-02-02,3.99061
2021-02-03,2.11267
2021-02-04,3.05164
2021-02-05,3.28638
2021-02-06,2.58215
2021-02-07,1.87793
2021-02-09,2.34741
2021-02-10,1.87793
2021-02-11,1.87793
2021-02-12,2.58215
2021-02-13,3.52112
2021-02-14,3.52112
2021-02-15,6.80751
2021-02-16,5.86854
2021-02-17,6.10328
2021-02-18,9.15492
2021-02-19,9.15492
2021-02-20,3.52112
2021-02-21,3.28638
2021-02-22,5.6338
2021-02-23,9.15492
2021-02-24,13.14553
2021-02-25,10.79812
2021-02-26,9.15492
2021-02-27,11.50234
2021-02-28,10.32863
2021-03-01,9.38967
2021-03-02,7.74647
2021-03-03,6.33802
2021-03-04,8.4507
2021-03-05,7.98122
2021-03-06,4.22535
2021-03-07,4.69483
2021-03-08,7.74647
2021-03-09,9.15492
2021-03-10,12.67605
2021-03-11,14.78873
2021-03-12,12.44131
2021-03-13,7.74647
2021-03-14,10.56338
2021-03-15,11.03286
2021-03-16,9.15492
2021-03-17,37.0892
2021-03-18,17.13615
2021-03-19,10.09389
2021-03-20,8.4507
2021-03-21,7.98122
2021-03-22,11.2676
2021-03-23,16.66666
2021-03-24,12.44131
2021-03-25,10.79812
2021-03-26,11.73708
2021-03-27,12.67605
2021-03-28,9.15492
2021-03-29,15.49295
2021-03-30,11.03286
2021-03-31,14.31924
2021-04-01,8.4507
2021-04-02,6.57276
2021-04-03,7.27699
2021-04-04,6.80751
2021-04-05,6.10328
2021-04-06,19.7183
2021-04-07,12.67605
2021-04-08,11.03286
2021-04-09,13.14553
2021-04-10,8.92018
2021-04-11,6.10328
2021-04-12,7.04225
2021-04-13,9.85915
2021-04-14,8.4507
2021-04-15,9.15492
2021-04-16,9.85915
2021-04-17,10.79812
2021-04-18,10.56338
2021-04-19,11.03286
2021-04-20,14.0845
2021-04-21,8.4507
2021-04-22,8.68544
2021-04-23,9.38967
2021-04-24,5.39906
2021-04-25,6.80751
2021-04-26,7.51173
2021-04-27,8.92018
2021-04-28,7.27699
2021-04-29,7.27699
2021-04-30,10.32863
2021-05-01,8.68544
2021-05-02,3.99061
2021-05-03,7.98122
2021-05-04,6.10328
2021-05-05,5.16431
2021-05-06,8.68544
2021-05-07,6.10328
2021-05-08,6.33802
2021-05-09,7.04225
2021-05-10,4.69483
2021-05-11,6.57276
2021-05-12,7.98122
2021-05-13,5.39906
2021-05-14,7.98122
2021-05-15,6.33802
2021-05-16,5.86854
2021-05-17,3.75586
2021-05-18,8.21596
2021-05-19,7.74647
2021-05-20,10.32863
2021-05-21,12.20657
2021-05-22,5.39906
2021-05-23,11.73708
2021-05-24,8.92018
2021-05-25,11.50234
2021-05-26,8.68544
2021-05-27,11.97183
2021-05-28,12.67605
2021-05-29,7.27699
2021-05-30,8.21596
2021-05-31,8.92018
2021-06-01,8.21596
2021-06-02,4.92957
2021-06-03,9.15492
2021-06-04,12.67605
2021-06-05,3.99061
2021-06-06,7.27699
2021-06-07,7.27699
2021-06-08,8.21596
2021-06-09,7.04225
2021-06-10,4.46009
2021-06-11,7.98122
2021-06-12,5.16431
2021-06-13,4.46009
2021-06-14,6.80751
2021-06-15,3.52112
2021-06-16,5.39906
2021-06-17,5.16431
2021-06-18,3.05164
2021-06-19,3.28638
2021-06-20,3.05164
2021-06-21,4.92957
2021-06-22,7.98122
2021-06-23,10.79812
2021-06-24,9.38967
2021-06-25,8.4507
2021-06-26,5.6338
2021-06-27,5.39906
2021-06-28,6.33802
2021-06-29,5.86854
2021-06-30,8.68544
2021-07-01,7.27699
2021-07-02,4.22535
2021-07-03,1.64319
2021-07-04,3.99061
2021-07-05,3.28638
2021-07-06,5.39906
2021-07-07,4.22535
2021-07-08,5.6338
2021-07-09,3.05164
2021-07-10,2.58215
2021-07-11,3.05164
2021-07-12,4.22535
2021-07-13,4.22535
2021-07-14,3.99061
2021-07-16,1.64319
2021-07-17,1.1737
2021-07-19,1.1737
2021-07-22,1.1737
2021-07-28,1.1737
2021-07-29,1.64319
2021-08-03,4.22535
2021-08-06,1.64319
2021-08-07,1.64319
2021-08-11,1.40845
2021-08-13,1.1737
2021-08-15,1.1737
2021-08-19,1.40845
2021-08-21,2.34741
2021-08-23,1.1737
2021-08-24,1.40845
2021-08-25,3.75586
2021-08-26,5.6338
2021-08-27,1.87793
2021-08-29,1.87793
2021-08-30,1.87793
2021-08-31,1.64319
2021-09-01,1.64319
2021-09-02,1.64319
2021-09-03,1.64319
2021-09-04,2.11267
2021-09-07,1.40845
2021-09-08,1.40845
2021-09-11,1.40845
2021-09-12,1.1737
2021-09-13,1.1737
2021-09-14,1.1737
2021-09-15,3.28638
2021-09-16,3.75586
2021-09-17,2.34741
2021-09-27,1.1737
2021-09-28,1.1737
2021-09-29,1.40845
2021-10-01,1.1737
2021-10-05,1.1737
2021-10-06,1.1737
2021-10-07,1.87793
2021-10-08,1.40845
2021-10-15,1.1737
2021-10-16,1.1737
2021-10-20,1.1737
2021-10-21,1.1737
2021-10-27,2.8169
2021-10-29,1.87793
2021-10-30,1.64319
2021-11-03,1.40845
2021-11-04,1.40845
2021-11-06,1.64319
2021-11-07,2.11267
2021-11-11,1.64319
2021-11-12,1.40845
2021-11-13,1.64319
2021-11-18,1.1737
2021-11-23,1.40845
2021-12-01,1.40845
2021-12-04,2.8169
2021-12-09,1.1737
2021-12-17,1.1737
2021-12-21,1.1737
2022-01-02,1.64319
2022-01-03,1.1737
2022-01-09,1.40845
2022-01-10,1.64319
2022-01-13,3.28638
2022-01-14,2.58215
2022-01-15,1.40845
2022-01-16,3.05164
2022-01-18,3.05164
2022-01-19,1.1737
2022-01-20,2.58215
2022-01-22,1.1737
2022-01-23,2.34741
2022-01-24,1.1737
2022-01-26,3.28638
2022-01-27,1.40845
2022-01-29,1.64319
2022-01-30,1.1737
2022-02-01,1.64319
2022-02-04,1.40845
2022-02-05,1.87793
2022-02-06,1.40845
2022-02-07,1.1737
2022-02-08,1.40845
2022-02-09,3.52112
2022-02-10,4.92957
2022-02-11,2.34741
2022-02-12,1.87793
2022-02-13,3.05164
2022-02-15,2.58215
2022-02-16,3.52112
2022-02-17,2.11267
2022-02-20,2.34741
2022-02-21,1.40845
2022-02-22,3.05164
2022-02-23,2.34741
2022-02-25,1.1737
2022-02-26,1.64319
2022-02-28,1.87793
2022-03-01,1.64319
2022-03-02,2.11267
2022-03-03,1.40845
2022-03-04,1.1737
2022-03-05,1.40845
2022-03-07,1.40845
2022-03-08,2.58215
2022-03-11,1.40845
2022-03-13,3.52112
2022-03-14,1.40845
2022-03-15,1.64319
2022-03-16,1.40845
2022-03-17,1.1737
2022-03-18,1.40845
2022-03-19,2.58215
2022-03-20,1.87793
2022-03-21,2.8169
2022-03-22,1.1737
2022-03-23,3.99061
2022-03-28,1.40845
2022-03-29,1.64319
2022-03-30,5.86854
2022-03-31,2.58215
2022-04-01,3.05164
2022-04-02,3.28638
2022-04-03,1.64319
2022-04-04,4.69483
2022-04-05,4.22535
2022-04-06,9.85915
2022-04-07,5.39906
2022-04-08,3.52112
2022-04-09,4.22535
2022-04-10,2.8169
2022-04-11,8.68544
2022-04-12,13.38028
2022-04-13,8.92018
2022-04-14,5.6338
2022-04-15,5.86854
2022-04-16,8.21596
2022-04-17,9.85915
2022-04-18,8.21596
2022-04-19,8.92018
2022-04-20,8.4507
2022-04-21,7.27699
2022-04-22,7.27699
2022-04-23,5.86854
2022-04-24,9.62441
2022-04-25,10.32863
2022-04-26,16.19718
2022-04-27,9.62441
2022-04-28,6.10328
2022-04-29,5.39906
2022-04-30,43.42723
2022-05-01,40.14084
2022-05-02,23.94366
2022-05-03,24.64788
2022-05-04,22.30046
2022-05-05,14.31924
2022-05-06,36.38497
2022-05-07,16.43192
2022-05-08,17.60563
2022-05-09,14.0845
2022-05-10,22.06572
2022-05-11,12.67605
2022-05-12,27.93427
2022-05-13,13.84976
2022-05-14,9.15492
2022-05-15,9.38967
2022-05-16,13.61502
2022-05-17,11.03286
2022-05-18,15.49295
2022-05-19,15.02347
2022-05-20,11.97183
2022-05-21,9.15492
2022-05-22,15.96244
2022-05-23,11.97183
2022-05-24,16.66666
2022-05-25,15.25821
2022-05-26,15.72769
2022-05-27,14.31924
2022-05-28,11.03286
2022-05-29,10.79812
2022-05-30,8.21596
2022-05-31,14.78873
2022-06-01,10.09389
2022-06-02,16.66666
2022-06-03,25.58685
2022-06-04,14.78873
2022-06-05,7.74647
2022-06-06,20.42253
2022-06-07,38.96713
2022-06-08,30.51643
2022-06-09,21.83098
2022-06-10,15.02347
2022-06-11,7.98122
2022-06-12,23.23943
2022-06-13,44.36619
2022-06-14,27.69953
2022-06-15,35.21126
2022-06-16,53.28638
2022-06-17,26.05633
2022-06-18,13.38028
2022-06-19,17.60563
2022-06-20,16.9014
2022-06-21,24.1784
2022-06-22,32.15962
2022-06-23,34.2723
2022-06-24,24.88262
2022-06-25,12.67605
2022-06-26,17.13615
2022-06-27,13.38028
2022-06-28,23.94366
2022-06-29,14.31924
2022-06-30,16.66666
2022-07-01,18.07511
2022-07-02,12.67605
2022-07-03,10.32863
2022-07-04,15.96244
2022-07-05,27.46478
2022-07-06,19.24882
2022-07-07,20.89201
2022-07-08,17.37089
2022-07-09,15.25821
2022-07-10,18.5446
2022-07-11,27.93427
2022-07-12,20.89201
2022-07-13,25.58685
2022-07-14,22.06572
2022-07-15,22.30046
2022-07-16,9.85915
2022-07-17,12.67605
2022-07-18,18.07511
2022-07-19,19.7183
2022-07-20,18.30985
2022-07-21,21.59624
2022-07-22,13.14553
2022-07-23,12.44131
2022-07-24,9.62441
2022-07-25,17.84037
2022-07-26,26.29107
2022-07-27,15.72769
2022-07-28,18.30985
2022-07-29,17.60563
2022-07-30,10.09389
2022-07-31,10.32863
2022-08-01,15.96244
2022-08-02,17.37089
2022-08-03,18.07511
2022-08-04,19.95305
2022-08-05,15.02347
2022-08-06,13.61502
2022-08-07,20.42253
2022-08-08,16.66666
2022-08-09,19.24882
2022-08-10,19.95305
2022-08-11,15.49295
2022-08-12,17.37089
2022-08-13,10.56338
2022-08-14,9.85915
2022-08-15,29.8122
2022-08-16,23.23943
2022-08-17,21.59624
2022-08-18,20.65727
2022-08-19,12.91079
2022-08-20,11.73708
2022-08-21,11.50234
2022-08-22,18.07511
2022-08-23,15.96244
2022-08-24,18.30985
2022-08-25,31.45539
2022-08-26,20.89201
2022-08-27,17.37089
2022-08-28,13.61502
2022-08-29,23.23943
2022-08-30,22.06572
2022-08-31,19.01408
2022-09-01,18.5446
2022-09-02,15.02347
2022-09-03,11.2676
2022-09-04,13.84976
2022-09-05,19.7183
2022-09-06,16.19718
2022-09-07,31.69014
2022-09-08,17.60563
2022-09-09,7.74647
2022-09-10,4.69483
2022-09-11,12.44131
2022-09-12,16.66666
2022-09-13,24.1784
2022-09-14,22.53521
2022-09-15,19.24882
2022-09-16,18.07511
2022-09-17,14.78873
2022-09-18,10.09389
2022-09-19,24.1784
2022-09-20,26.05633
2022-09-21,17.13615
2022-09-22,22.53521
2022-09-23,26.05633
2022-09-24,12.20657
2022-09-25,16.9014
2022-09-26,22.76995
2022-09-27,32.15962
2022-09-28,29.34272
2022-09-29,25.58685
2022-09-30,22.76995
2022-10-01,9.38967
2022-10-02,8.21596
2022-10-03,15.96244
2022-10-04,15.72769
2022-10-05,16.43192
2022-10-06,17.37089
2022-10-07,22.30046
2022-10-08,10.56338
2022-10-09,10.32863
2022-10-10,21.83098
2022-10-11,25.35211
2022-10-12,29.57746
2022-10-13,31.45539
2022-10-14,23.00469
2022-10-15,16.19718
2022-10-16,23.47417
2022-10-17,20.65727
2022-10-18,24.64788
2022-10-19,34.03755
2022-10-20,49.76525
2022-10-21,50.70422
2022-10-22,32.39436
2022-10-23,52.58215
2022-10-24,58.4507
2022-10-25,71.3615
2022-10-26,100.0
2022-10-27,100.0
2022-10-28,43.42723
2022-10-29,30.28169
2022-10-30,20.89201
2022-10-31,26.9953
2022-11-01,45.07042
2022-11-02,31.92488
2022-11-03,30.75117
2022-11-04,27.93427
2022-11-05,13.61502
2022-11-06,34.2723
2022-11-07,29.10798
2022-11-08,35.21126
2022-11-09,32.6291
2022-11-10,19.95305
2022-11-11,15.72769
2022-11-12,10.56338
2022-11-13,12.67605
2022-11-14,21.12676
2022-11-15,25.58685
2022-11-16,19.7183
2022-11-17,13.84976
2022-11-18,12.67605
2022-11-19,9.38967
2022-11-20,10.32863
2022-11-21,20.89201
2022-11-22,16.19718
2022-11-23,17.37089
2022-11-24,16.43192
2022-11-25,13.84976
2022-11-26,11.03286
2022-11-27,19.48356
2022-11-28,18.5446
2022-11-29,18.77934
2022-11-30,22.06572
2022-12-01,12.20657
2022-12-02,13.61502
2022-12-03,6.10328
2022-12-04,13.84976
2022-12-05,12.20657
2022-12-06,13.14553
2022-12-07,21.3615
2022-12-08,17.37089
2022-12-09,14.55399
2022-12-10,7.98122
2022-12-11,10.09389
2022-12-12,20.89201
2022-12-13,34.2723
2022-12-14,19.7183
2022-12-15,16.9014
2022-12-16,13.61502
2022-12-17,6.80751
2022-12-18,9.62441
2022-12-19,12.67605
2022-12-20,13.61502
2022-12-21,21.12676
2022-12-22,13.84976
2022-12-23,12.91079
2022-12-24,12.44131
2022-12-25,13.14553
2022-12-26,15.49295
2022-12-27,15.96244
2022-12-28,11.97183
2022-12-29,10.79812
2022-12-30,12.20657
2022-12-31,7.27699
2023-01-01,9.15492
2023-01-02,9.38967
2023-01-03,18.77934
2023-01-04,21.3615
2023-01-05,23.94366
2023-01-06,18.30985
2023-01-07,15.02347
2023-01-08,12.20657
2023-01-09,15.25821
2023-01-10,22.53521
2023-01-11,23.23943
2023-01-12,17.84037
2023-01-13,15.25821
2023-01-14,8.68544
2023-01-15,13.84976
2023-01-16,14.0845
2023-01-17,8.4507
2023-01-18,10.79812
2023-01-19,9.62441
2023-01-20,12.44131
2023-01-21,6.33802
2023-01-22,7.98122
2023-01-23,8.92018
2023-01-24,10.09389
2023-01-25,15.96244
2023-01-26,19.01408
2023-01-27,12.20657
2023-01-28,7.27699
2023-01-29,13.61502
2023-01-30,17.37089
2023-01-31,15.72769
2023-02-01,18.07511
2023-02-02,19.7183
2023-02-03,27.69953
2023-02-04,12.20657
2023-02-05,17.13615
2023-02-06,17.37089
2023-02-07,26.29107
2023-02-08,16.43192
2023-02-09,25.11737
2023-02-10,11.03286
2023-02-11,6.80751
2023-02-12,6.57276
2023-02-13,7.51173
2023-02-14,10.32863
2023-02-15,14.31924
2023-02-16,16.9014
2023-02-17,11.73708
2023-02-18,7.27699
2023-02-19,9.38967
2023-02-20,9.62441
2023-02-21,9.38967
2023-02-22,15.72769
2023-02-23,7.74647
2023-02-24,9.38967
2023-02-25,6.80751
2023-02-26,5.86854
2023-02-27,8.92018
2023-02-28,11.73708
2023-03-01,12.20657
2023-03-02,12.67605
2023-03-03,9.85915
2023-03-04,6.10328
2023-03-05,7.27699
2023-03-06,10.09389
2023-03-07,11.50234
2023-03-08,10.56338
2023-03-09,7.98122
2023-03-10,7.04225
2023-03-11,5.16431
2023-03-12,4.69483
2023-03-13,8.4507
2023-03-14,9.15492
2023-03-15,7.98122
2023-03-16,9.62441
2023-03-17,8.68544
2023-03-18,6.10328
2023-03-19,9.15492
2023-03-20,11.97183
2023-03-21,14.55399
2023-03-22,12.44131
2023-03-23,11.50234
2023-03-24,7.27699
2023-03-25,7.74647
2023-03-26,4.69483
2023-03-27,10.79812
2023-03-28,12.67605
2023-03-29,12.44131
2023-03-30,13.84976
2023-03-31,8.4507
2023-04-01,6.57276
2023-04-02,9.15492
2023-04-03,9.15492
2023-04-04,11.2676
2023-04-05,15.96244
2023-04-06,16.9014
2023-04-07,10.79812
2023-04-08,6.10328
2023-04-09,16.19718
2023-04-10,11.50234
2023-04-11,11.50234
2023-04-12,12.20657
2023-04-13,11.2676
2023-04-14,12.20657
2023-04-15,6.10328
2023-04-16,7.51173
2023-04-17,12.44131
2023-04-18,7.04225
2023-04-19,16.66666
2023-04-20,14.0845
2023-04-21,6.33802
2023-04-22,3.05164
2023-04-23,3.99061
2023-04-24,9.38967
2023-04-25,10.32863
2023-04-26,10.79812
2023-04-27,10.79812
2023-04-28,8.4507
2023-04-29,5.39906
2023-04-30,3.75586
2023-05-01,8.92018
2023-05-02,9.62441
2023-05-03,11.73708
2023-05-04,9.38967
2023-05-05,5.16431
2023-05-06,6.57276
2023-05-07,3.52112
2023-05-08,5.16431
2023-05-09,10.79812
2023-05-10,8.92018
2023-05-11,9.38967
2023-05-12,7.51173
2023-05-13,5.6338
2023-05-14,4.69483
2023-05-15,6.33802
2023-05-16,7.98122
2023-05-17,7.98122
2023-05-18,7.98122
2023-05-19,7.98122
2023-05-20,4.46009
2023-05-21,4.22535
2023-05-22,6.57276
2023-05-23,10.79812
2023-05-24,12.44131
2023-05-25,11.03286
2023-05-26,9.38967
2023-05-27,5.6338
2023-05-28,6.33802
2023-05-29,7.04225
2023-05-30,11.2676
2023-05-31,9.15492
2023-06-01,10.79812
2023-06-02,11.73708
2023-06-03,3.05164
2023-06-04,4.69483
2023-06-05,9.38967
2023-06-06,11.50234
2023-06-07,11.03286
2023-06-08,7.98122
2023-06-09,7.98122
2023-06-10,11.97183
2023-06-11,5.6338
2023-06-12,10.79812
2023-06-13,9.85915
2023-06-14,15.49295
2023-06-15,18.30985
2023-06-16,12.91079
2023-06-17,5.6338
2023-06-18,7.27699
2023-06-19,19.24882
2023-06-20,17.60563
2023-06-21,15.02347
2023-06-22,13.61502
2023-06-23,11.97183
2023-06-24,6.33802
2023-06-25,3.75586
2023-06-26,8.21596
2023-06-27,7.98122
2023-06-28,7.74647
2023-06-29,9.62441
2023-06-30,8.68544
2023-07-01,3.99061
2023-07-02,6.57276
2023-07-03,7.74647
2023-07-04,6.10328
2023-07-05,7.98122
2023-07-06,9.15492
2023-07-07,7.27699
2023-07-08,3.52112
2023-07-09,4.92957
2023-07-10,7.74647
2023-07-11,10.56338
2023-07-12,6.80751
2023-07-13,6.10328
2023-07-14,5.6338
2023-07-15,5.86854
2023-07-16,5.16431
2023-07-17,7.51173
2023-07-18,7.74647
2023-07-19,8.92018
2023-07-20,7.04225
2023-07-21,6.57276
2023-07-22,1.87793
2023-07-23,2.11267
2023-07-24,8.21596
2023-07-25,7.27699
2023-07-26,6.57276
2023-07-27,9.38967
2023-07-28,7.51173
2023-07-29,9.85915
2023-07-30,7.74647
2023-07-31,7.98122
2023-08-01,9.15492
2023-08-02,8.68544
2023-08-03,5.86854
2023-08-04,11.2676
2023-08-05,4.22535
2023-08-06,7.04225
2023-08-07,8.92018
2023-08-08,11.73708
2023-08-09,10.32863
2023-08-10,7.04225
2023-08-11,9.38967
2023-08-12,7.74647
2023-08-13,6.57276
2023-08-14,10.79812
2023-08-15,8.92018
2023-08-16,9.85915
2023-08-17,7.98122
2023-08-18,8.4507
2023-08-19,3.99061
2023-08-20,4.69483
2023-08-21,9.38967
2023-08-22,14.31924
2023-08-23,7.98122
2023-08-24,8.4507
2023-08-25,6.10328
2023-08-26,6.80751
2023-08-27,3.99061
2023-08-28,7.98122
2023-08-29,9.62441
2023-08-30,5.39906
2023-08-31,8.92018
2023-09-01,6.10328
2023-09-02,4.22535
2023-09-03,3.75586
2023-09-04,7.27699
2023-09-05,7.98122
2023-09-06,8.4507
2023-09-07,6.10328
2023-09-08,4.46009
2023-09-09,5.16431
2023-09-10,6.33802
2023-09-11,8.21596
2023-09-12,10.79812
2023-09-13,8.68544
2023-09-14,6.57276
2023-09-15,7.98122
2023-09-16,2.34741
2023-09-17,3.52112
2023-09-18,4.22535
2023-09-19,5.16431
2023-09-20,8.92018
2023-09-21,5.86854
2023-09-22,3.05164
2023-09-23,3.75586
2023-09-24,4.69483
2023-09-25,5.6338
2023-09-26,7.98122
2023-09-27,7.04225
2023-09-28,3.28638
2023-09-29,2.8169
2023-09-30,1.87793
2023-10-01,2.34741
2023-10-02,6.33802
2023-10-03,7.51173
2023-10-04,8.21596
2023-10-05,9.15492
2023-10-06,7.98122
2023-10-07,5.6338
2023-10-08,5.16431
2023-10-09,4.92957
2023-10-10,6.33802
2023-10-11,6.10328
2023-10-12,11.03286
2023-10-13,7.51173
2023-10-14,3.99061
2023-10-15,7.04225
2023-10-16,5.39906
2023-10-17,6.80751
2023-10-18,7.74647
2023-10-19,11.2676
2023-10-20,13.84976
2023-10-21,7.98122
2023-10-22,6.80751
2023-10-23,10.79812
2023-10-24,6.57276
2023-10-25,8.4507
2023-10-26,7.27699
2023-10-27,8.4507
2023-10-28,4.22535
2023-10-29,20.89201
2023-10-30,24.41314
2023-10-31,11.50234
2023-11-01,8.21596
2023-11-02,10.09389
2023-11-03,8.92018
2023-11-04,6.10328
2023-11-05,5.6338
2023-11-06,7.51173
2023-11-07,6.10328
2023-11-08,8.68544
2023-11-09,11.03286
2023-11-10,6.57276
2023-11-11,6.57276
2023-11-12,3.28638
2023-11-13,9.85915
2023-11-14,11.2676
2023-11-15,7.27699
2023-11-16,8.4507
2023-11-17,7.27699
2023-11-18,3.99061
2023-11-19,4.69483
2023-11-20,10.32863
2023-11-21,11.2676
2023-11-22,7.04225
2023-11-23,22.53521
2023-11-24,11.2676
