date,계약갱신청구권
2020-07-26,4.09604
2020-07-27,23.66461
2020-07-28,23.88289
2020-07-29,52.60657
2020-07-30,67.88649
2020-07-31,62.46789
2020-08-01,36.90292
2020-08-02,20.71135
2020-08-03,26.29686
2020-08-04,24.71751
2020-08-05,14.84334
2020-08-06,14.03441
2020-08-07,13.14843
2020-08-08,8.57729
2020-08-09,7.40883
2020-08-10,10.77298
2020-08-11,9.33487
2020-08-12,9.51463
2020-08-13,10.11813
2020-08-14,7.51155
2020-08-15,5.70107
2020-08-16,4.17308
2020-08-17,5.71391
2020-08-18,7.49871
2020-08-19,9.48895
2020-08-20,7.33179
2020-08-21,7.22907
2020-08-22,5.57267
2020-08-23,4.98202
2020-08-24,11.9928
2020-08-25,14.27837
2020-08-26,11.05546
2020-08-27,10.8757
2020-08-28,12.40369
2020-08-29,12.99435
2020-08-30,7.87108
2020-08-31,16.3585
2020-09-01,14.54802
2020-09-02,14.20133
2020-09-03,12.06985
2020-09-04,11.97996
2020-09-05,9.43759
2020-09-06,9.33487
2020-09-07,15.45968
2020-09-08,17.03903
2020-09-09,19.69696
2020-09-10,57.02362
2020-09-11,100.0
2020-09-12,41.29429
2020-09-13,22.31638
2020-09-14,38.07139
2020-09-15,29.66101
2020-09-16,38.67488
2020-09-17,53.31278
2020-09-18,32.28043
2020-09-19,21.05803
2020-09-20,17.50128
2020-09-21,64.43246
2020-09-22,51.63071
2020-09-23,36.31227
2020-09-24,25.26964
2020-09-25,17.4756
2020-09-26,14.27837
2020-09-27,13.54648
2020-09-28,20.21058
2020-09-29,16.3585
2020-09-30,8.14072
2020-10-01,9.16795
2020-10-02,11.49203
2020-10-03,11.5434
2020-10-04,9.32203
2020-10-05,18.28454
2020-10-06,17.57832
2020-10-07,16.57678
2020-10-08,16.20441
2020-10-09,11.40215
2020-10-10,10.0154
2020-10-11,14.65074
2020-10-12,18.34874
2020-10-13,23.49768
2020-10-14,34.19363
2020-10-15,42.14175
2020-10-16,40.6266
2020-10-17,20.21058
2020-10-18,16.85927
2020-10-19,20.60862
2020-10-20,23.12532
2020-10-21,21.64869
2020-10-22,25.1926
2020-10-23,20.41602
2020-10-24,17.4114
2020-10-25,13.88032
2020-10-26,15.88341
2020-10-27,15.65228
2020-10-28,15.22855
2020-10-29,15.16435
2020-10-30,13.5208
2020-10-31,11.28659
2020-11-01,9.96404
2020-11-02,18.57986
2020-11-03,15.6266
2020-11-04,13.36671
2020-11-05,14.25269
2020-11-06,13.585
2020-11-07,12.05701
2020-11-08,9.80996
2020-11-09,15.61376
2020-11-10,16.56394
2020-11-11,16.56394
2020-11-12,17.86081
2020-11-13,12.69902
2020-11-14,11.15819
2020-11-15,10.70878
2020-11-16,16.16589
2020-11-17,15.10015
2020-11-18,15.63944
2020-11-19,13.86748
2020-11-20,10.9399
2020-11-21,9.57883
2020-11-22,7.1777
2020-11-23,11.15819
2020-11-24,11.22239
2020-11-25,12.04417
2020-11-26,12.04417
2020-11-27,10.9399
2020-11-28,9.15511
2020-11-29,8.44889
2020-11-30,29.2758
2020-12-01,16.07601
2020-12-02,14.6379
2020-12-03,14.80482
2020-12-04,14.25269
2020-12-05,12.57062
2020-12-06,8.97534
2020-12-07,14.85618
2020-12-08,14.54802
2020-12-09,13.37955
2020-12-10,13.91884
2020-12-11,11.9928
2020-12-12,11.41499
2020-12-13,7.717
2020-12-14,13.04571
2020-12-15,12.50642
2020-12-16,10.96558
2020-12-17,11.38931
2020-12-18,10.55469
2020-12-19,9.33487
2020-12-20,7.8454
2020-12-21,10.00256
2020-12-22,10.52901
2020-12-23,9.68156
2020-12-24,8.1022
2020-12-25,5.77812
2020-12-26,7.58859
2020-12-27,6.70261
2020-12-28,10.96558
2020-12-29,10.67026
2020-12-30,8.75706
2020-12-31,7.55007
2021-01-01,6.31741
2021-01-02,7.42167
2021-01-03,6.97226
2021-01-04,12.90446
2021-01-05,13.05855
2021-01-06,15.38263
2021-01-07,12.46789
2021-01-08,10.52901
2021-01-09,10.6189
2021-01-10,8.33333
2021-01-11,25.42372
2021-01-12,22.00821
2021-01-13,31.70261
2021-01-14,21.54596
2021-01-15,14.20133
2021-01-16,12.49357
2021-01-17,10.09244
2021-01-18,15.31843
2021-01-19,12.6605
2021-01-20,12.00564
2021-01-21,12.06985
2021-01-22,10.85002
2021-01-23,10.33641
2021-01-24,9.97688
2021-01-25,13.26399
2021-01-26,12.30097
2021-01-27,11.83872
2021-01-28,11.11967
2021-01-29,9.80996
2021-01-30,9.73292
2021-01-31,8.15356
2021-02-01,17.15459
2021-02-02,18.68258
2021-02-03,12.57062
2021-02-04,11.59476
2021-02-05,9.80996
2021-02-06,9.28351
2021-02-07,9.19363
2021-02-08,10.49049
2021-02-09,9.55315
2021-02-10,7.1777
2021-02-11,4.50693
2021-02-12,4.53261
2021-02-13,54.2758
2021-02-14,15.99897
2021-02-15,17.74524
2021-02-16,16.82074
2021-02-17,15.48536
2021-02-18,13.54648
2021-02-19,12.18541
2021-02-20,10.92706
2021-02-21,7.99948
2021-02-22,13.95737
2021-02-23,12.77606
2021-02-24,12.42937
2021-02-25,11.04262
2021-02-26,9.24499
2021-02-27,8.88546
2021-02-28,7.06214
2021-03-01,9.06522
2021-03-02,11.69748
2021-03-03,12.51926
2021-03-04,9.9512
2021-03-05,8.88546
2021-03-06,9.0267
2021-03-07,7.66563
2021-03-08,11.97996
2021-03-09,11.8002
2021-03-10,11.05546
2021-03-11,10.7473
2021-03-12,9.12942
2021-03-13,7.75552
2021-03-14,6.38161
2021-03-15,11.26091
2021-03-16,11.42783
2021-03-17,10.11813
2021-03-18,9.37339
2021-03-19,8.34617
2021-03-20,7.80688
2021-03-21,6.03492
2021-03-22,9.78428
2021-03-23,11.69748
2021-03-24,33.9625
2021-03-25,21.08371
2021-03-26,13.32819
2021-03-27,9.48895
2021-03-28,10.38777
2021-03-29,14.90755
2021-03-30,11.82588
2021-03-31,11.18387
2021-04-01,10.36209
2021-04-02,8.59013
2021-04-03,7.20338
2021-04-04,6.68977
2021-04-05,11.58192
2021-04-06,10.38777
2021-04-07,8.87262
2021-04-08,8.1022
2021-04-09,7.69131
2021-04-10,7.08782
2021-04-11,6.03492
2021-04-12,8.34617
2021-04-13,8.56445
2021-04-14,7.8454
2021-04-15,10.72162
2021-04-16,10.19517
2021-04-17,8.12788
2021-04-18,9.887
2021-04-19,13.70056
2021-04-20,11.08115
2021-04-21,9.15511
2021-04-22,8.64149
2021-04-23,8.33333
2021-04-24,7.43451
2021-04-25,5.35439
2021-04-26,9.46327
2021-04-27,9.38623
2021-04-28,8.24345
2021-04-29,7.69131
2021-04-30,6.95942
2021-05-01,6.27889
2021-05-02,5.75243
2021-05-03,8.038
2021-05-04,7.9738
2021-05-05,6.71545
2021-05-06,9.52747
2021-05-07,9.27067
2021-05-08,6.47149
2021-05-09,6.11196
2021-05-10,11.97996
2021-05-11,9.15511
2021-05-12,10.85002
2021-05-13,8.71854
2021-05-14,7.99948
2021-05-15,6.72829
2021-05-16,5.81664
2021-05-17,10.14381
2021-05-18,8.56445
2021-05-19,12.32665
2021-05-20,12.95582
2021-05-21,9.50179
2021-05-22,6.84386
2021-05-23,7.02362
2021-05-24,10.31073
2021-05-25,9.29635
2021-05-26,8.57729
2021-05-27,9.21931
2021-05-28,8.75706
2021-05-29,8.37185
2021-05-30,6.95942
2021-05-31,14.39393
2021-06-01,13.61068
2021-06-02,11.63328
2021-06-03,9.887
2021-06-04,10.31073
2021-06-05,6.89522
2021-06-06,6.1248
2021-06-07,9.79712
2021-06-08,9.87416
2021-06-09,9.16795
2021-06-10,8.75706
2021-06-11,7.53723
2021-06-12,5.62403
2021-06-13,5.2645
2021-06-14,10.22085
2021-06-15,13.91884
2021-06-16,9.54031
2021-06-17,8.02516
2021-06-18,6.9209
2021-06-19,6.21468
2021-06-20,4.93066
2021-06-21,8.60297
2021-06-22,8.34617
2021-06-23,8.50025
2021-06-24,7.74268
2021-06-25,7.08782
2021-06-26,6.13764
2021-06-27,4.8151
2021-06-28,9.23215
2021-06-29,7.7812
2021-06-30,8.32049
2021-07-01,7.62711
2021-07-02,8.15356
2021-07-03,6.17616
2021-07-04,6.15048
2021-07-05,8.80842
2021-07-06,9.16795
2021-07-07,8.24345
2021-07-08,8.26913
2021-07-09,7.99948
2021-07-10,6.00924
2021-07-11,5.16178
2021-07-12,10.28505
2021-07-13,10.85002
2021-07-14,9.28351
2021-07-15,9.65588
2021-07-16,7.72984
2021-07-17,6.80534
2021-07-18,5.39291
2021-07-19,9.79712
2021-07-20,7.7812
2021-07-21,10.79866
2021-07-22,9.60451
2021-07-23,8.71854
2021-07-24,5.59835
2021-07-25,5.90652
2021-07-26,9.37339
2021-07-27,9.97688
2021-07-28,9.05238
2021-07-29,9.14227
2021-07-30,8.51309
2021-07-31,6.17616
2021-08-01,5.50847
2021-08-02,9.16795
2021-08-03,8.74422
2021-08-04,8.56445
2021-08-05,9.18079
2021-08-06,8.32049
2021-08-07,6.97226
2021-08-08,6.07344
2021-08-09,11.95428
2021-08-10,8.55161
2021-08-11,9.70724
2021-08-12,12.35233
2021-08-13,9.16795
2021-08-14,6.53569
2021-08-15,5.1361
2021-08-16,7.1135
2021-08-17,10.14381
2021-08-18,9.42475
2021-08-19,9.29635
2021-08-20,9.23215
2021-08-21,7.72984
2021-08-22,5.79096
2021-08-23,8.85978
2021-08-24,8.42321
2021-08-25,10.34925
2021-08-26,9.34771
2021-08-27,8.34617
2021-08-28,9.7586
2021-08-29,5.95788
2021-08-30,9.43759
2021-08-31,8.42321
2021-09-01,8.42321
2021-09-02,9.11658
2021-09-03,8.60297
2021-09-04,7.56291
2021-09-05,6.7925
2021-09-06,10.42629
2021-09-07,9.23215
2021-09-08,7.85824
2021-09-09,8.50025
2021-09-10,7.89676
2021-09-11,6.189
2021-09-12,5.73959
2021-09-13,9.887
2021-09-14,8.92398
2021-09-15,8.59013
2021-09-16,8.60297
2021-09-17,7.25475
2021-09-18,4.32717
2021-09-19,2.65793
2021-09-20,3.46687
2021-09-21,3.64663
2021-09-22,5.16178
2021-09-23,10.82434
2021-09-24,11.0041
2021-09-25,7.89676
2021-09-26,6.71545
2021-09-27,11.28659
2021-09-28,11.78736
2021-09-29,11.28659
2021-09-30,11.24807
2021-10-01,11.44067
2021-10-02,8.78274
2021-10-03,6.65125
2021-10-04,9.80996
2021-10-05,11.8644
2021-10-06,10.88854
2021-10-07,10.15665
2021-10-08,8.94966
2021-10-09,7.31895
2021-10-10,6.56137
2021-10-11,8.68002
2021-10-12,11.40215
2021-10-13,10.67026
2021-10-14,9.84848
2021-10-15,8.69286
2021-10-16,7.12634
2021-10-17,5.95788
2021-10-18,9.42475
2021-10-19,9.0909
2021-10-20,8.73138
2021-10-21,7.92244
2021-10-22,7.06214
2021-10-23,5.40575
2021-10-24,5.40575
2021-10-25,7.94812
2021-10-26,8.41037
2021-10-27,9.36055
2021-10-28,8.23061
2021-10-29,8.24345
2021-10-30,5.43143
2021-10-31,5.50847
2021-11-01,8.51309
2021-11-02,9.36055
2021-11-03,8.68002
2021-11-04,8.1022
2021-11-05,7.37031
2021-11-06,6.39445
2021-11-07,4.76373
2021-11-08,8.44889
2021-11-09,8.59013
2021-11-10,9.21931
2021-11-11,8.28197
2021-11-12,8.34617
2021-11-13,6.0606
2021-11-14,5.05906
2021-11-15,11.0041
2021-11-16,10.05392
2021-11-17,8.37185
2021-11-18,8.37185
2021-11-19,7.62711
2021-11-20,5.9964
2021-11-21,4.62249
2021-11-22,9.27067
2021-11-23,8.39753
2021-11-24,8.59013
2021-11-25,8.93682
2021-11-26,10.46481
2021-11-27,7.52439
2021-11-28,6.83102
2021-11-29,9.10374
2021-11-30,8.65434
2021-12-01,9.39907
2021-12-02,9.29635
2021-12-03,9.11658
2021-12-04,6.74114
2021-12-05,6.29173
2021-12-06,10.69594
2021-12-07,9.97688
2021-12-08,9.92552
2021-12-09,9.6944
2021-12-10,9.36055
2021-12-11,6.86954
2021-12-12,7.63995
2021-12-13,12.06985
2021-12-14,11.6076
2021-12-15,9.96404
2021-12-16,9.01386
2021-12-17,7.76836
2021-12-18,5.97072
2021-12-19,5.2645
2021-12-20,11.17103
2021-12-21,11.72316
2021-12-22,10.9399
2021-12-23,7.39599
2021-12-24,6.39445
2021-12-25,5.0719
2021-12-26,5.41859
2021-12-27,9.96404
2021-12-28,8.56445
2021-12-29,7.48587
2021-12-30,7.66563
2021-12-31,6.42013
2022-01-01,4.07036
2022-01-02,5.49563
2022-01-03,10.18233
2022-01-04,11.05546
2022-01-05,9.98972
2022-01-06,9.78428
2022-01-07,8.75706
2022-01-08,7.0493
2022-01-09,6.22752
2022-01-10,10.85002
2022-01-11,11.8644
2022-01-12,10.37493
2022-01-13,9.06522
2022-01-14,9.93836
2022-01-15,7.02362
2022-01-16,6.61273
2022-01-17,9.87416
2022-01-18,9.42475
2022-01-19,8.8341
2022-01-20,8.61581
2022-01-21,7.49871
2022-01-22,6.33025
2022-01-23,5.23882
2022-01-24,8.79558
2022-01-25,8.33333
2022-01-26,8.14072
2022-01-27,8.12788
2022-01-28,6.81818
2022-01-29,5.49563
2022-01-30,3.91628
2022-01-31,3.29994
2022-02-01,3.72367
2022-02-02,4.30148
2022-02-03,10.41345
2022-02-04,10.67026
2022-02-05,8.64149
2022-02-06,7.22907
2022-02-07,12.89162
2022-02-08,12.10837
2022-02-09,11.24807
2022-02-10,10.05392
2022-02-11,9.887
2022-02-12,8.57729
2022-02-13,6.8567
2022-02-14,10.65742
2022-02-15,9.7586
2022-02-16,9.93836
2022-02-17,11.22239
2022-02-18,9.03954
2022-02-19,8.1022
2022-02-20,7.13918
2022-02-21,9.74576
2022-02-22,10.83718
2022-02-23,8.88546
2022-02-24,8.46173
2022-02-25,7.85824
2022-02-26,6.20184
2022-02-27,5.17462
2022-02-28,8.64149
2022-03-01,8.33333
2022-03-02,9.93836
2022-03-03,8.56445
2022-03-04,8.01232
2022-03-05,6.83102
2022-03-06,5.58551
2022-03-07,9.6944
2022-03-08,11.18387
2022-03-09,7.10066
2022-03-10,9.83564
2022-03-11,10.54185
2022-03-12,8.1022
2022-03-13,6.81818
2022-03-14,11.32511
2022-03-15,10.46481
2022-03-16,8.79558
2022-03-17,8.37185
2022-03-18,7.92244
2022-03-19,6.34309
2022-03-20,4.34001
2022-03-21,8.50025
2022-03-22,7.81972
2022-03-23,7.63995
2022-03-24,7.13918
2022-03-25,6.1248
2022-03-26,5.18746
2022-03-27,4.17308
2022-03-28,10.88854
2022-03-29,11.27375
2022-03-30,9.12942
2022-03-31,8.79558
2022-04-01,8.65434
2022-04-02,6.84386
2022-04-03,5.53415
2022-04-04,9.45043
2022-04-05,8.79558
2022-04-06,9.41191
2022-04-07,8.02516
2022-04-08,7.28043
2022-04-09,4.75089
2022-04-10,4.69953
2022-04-11,9.33487
2022-04-12,8.20493
2022-04-13,8.78274
2022-04-14,8.68002
2022-04-15,7.47303
2022-04-16,7.67847
2022-04-17,4.78941
2022-04-18,9.01386
2022-04-19,8.48741
2022-04-20,7.69131
2022-04-21,7.69131
2022-04-22,7.07498
2022-04-23,5.22598
2022-04-24,4.58397
2022-04-25,8.15356
2022-04-26,7.83256
2022-04-27,7.7812
2022-04-28,7.9738
2022-04-29,6.90806
2022-04-30,5.2003
2022-05-01,4.19876
2022-05-02,9.84848
2022-05-03,10.38777
2022-05-04,8.21777
2022-05-05,5.11042
2022-05-06,7.10066
2022-05-07,5.41859
2022-05-08,4.95634
2022-05-09,12.68618
2022-05-10,11.29943
2022-05-11,10.10529
2022-05-12,11.04262
2022-05-13,10.25937
2022-05-14,6.90806
2022-05-15,5.32871
2022-05-16,10.95274
2022-05-17,10.77298
2022-05-18,10.60606
2022-05-19,9.70724
2022-05-20,8.12788
2022-05-21,6.27889
2022-05-22,6.07344
2022-05-23,9.39907
2022-05-24,9.47611
2022-05-25,9.92552
2022-05-26,13.30251
2022-05-27,8.7699
2022-05-28,5.79096
2022-05-29,5.64971
2022-05-30,10.92706
2022-05-31,9.32203
2022-06-01,7.61427
2022-06-02,8.1664
2022-06-03,8.53877
2022-06-04,5.868
2022-06-05,4.07036
2022-06-06,5.91936
2022-06-07,9.30919
2022-06-08,10.02824
2022-06-09,8.75706
2022-06-10,9.07806
2022-06-11,5.48279
2022-06-12,5.68823
2022-06-13,10.19517
2022-06-14,8.59013
2022-06-15,9.18079
2022-06-16,8.87262
2022-06-17,8.38469
2022-06-18,6.25321
2022-06-19,5.02054
2022-06-20,9.9512
2022-06-21,14.59938
2022-06-22,10.8757
2022-06-23,8.57729
2022-06-24,8.24345
2022-06-25,5.85516
2022-06-26,4.85362
2022-06-27,7.80688
2022-06-28,9.42475
2022-06-29,9.87416
2022-06-30,9.19363
2022-07-01,8.14072
2022-07-02,5.11042
2022-07-03,4.51977
2022-07-04,8.97534
2022-07-05,8.8341
2022-07-06,8.33333
2022-07-07,7.58859
2022-07-08,6.72829
2022-07-09,6.57421
2022-07-10,4.31432
2022-07-11,8.68002
2022-07-12,8.26913
2022-07-13,7.70416
2022-07-14,7.34463
2022-07-15,6.81818
2022-07-16,4.51977
2022-07-17,4.48125
2022-07-18,8.73138
2022-07-19,8.20493
2022-07-20,8.21777
2022-07-21,8.26913
2022-07-22,6.38161
2022-07-23,5.12326
2022-07-24,4.37853
2022-07-25,7.9096
2022-07-26,8.14072
2022-07-27,9.15511
2022-07-28,7.7812
2022-07-29,7.46019
2022-07-30,5.22598
2022-07-31,4.64817
2022-08-01,7.29327
2022-08-02,7.39599
2022-08-03,6.22752
2022-08-04,6.80534
2022-08-05,6.74114
2022-08-06,4.77657
2022-08-07,3.91628
2022-08-08,7.61427
2022-08-09,6.65125
2022-08-10,6.95942
2022-08-11,6.31741
2022-08-12,6.67693
2022-08-13,4.41705
2022-08-14,2.82485
2022-08-15,4.85362
2022-08-16,8.56445
2022-08-17,8.59013
2022-08-18,6.70261
2022-08-19,6.47149
2022-08-20,4.69953
2022-08-21,4.03184
2022-08-22,7.42167
2022-08-23,6.42013
2022-08-24,7.47303
2022-08-25,6.61273
2022-08-26,6.59989
2022-08-27,4.60965
2022-08-28,3.80071
2022-08-29,7.03646
2022-08-30,8.41037
2022-08-31,7.58859
2022-09-01,6.44581
2022-09-02,5.67539
2022-09-03,4.34001
2022-09-04,3.71083
2022-09-05,6.61273
2022-09-06,5.81664
2022-09-07,5.90652
2022-09-08,4.86646
2022-09-09,2.14432
2022-09-10,1.9774
2022-09-11,2.14432
2022-09-12,3.50539
2022-09-13,8.53877
2022-09-14,9.7586
2022-09-15,9.66872
2022-09-16,8.74422
2022-09-17,5.79096
2022-09-18,3.60811
2022-09-19,8.11504
2022-09-20,7.92244
2022-09-21,7.93528
2022-09-22,7.55007
2022-09-23,6.24036
2022-09-24,5.03338
2022-09-25,3.9548
2022-09-26,8.15356
2022-09-27,7.19054
2022-09-28,7.30611
2022-09-29,6.189
2022-09-30,8.47457
2022-10-01,8.25629
2022-10-02,5.9964
2022-10-03,8.46173
2022-10-04,12.03133
2022-10-05,12.54494
2022-10-06,12.99435
2022-10-07,10.25937
2022-10-08,7.16486
2022-10-09,6.13764
2022-10-10,8.25629
2022-10-11,13.50796
2022-10-12,11.91576
2022-10-13,11.64612
2022-10-14,11.18387
2022-10-15,8.02516
2022-10-16,6.65125
2022-10-17,12.37801
2022-10-18,12.24961
2022-10-19,11.90292
2022-10-20,10.22085
2022-10-21,9.45043
2022-10-22,6.76682
2022-10-23,5.84232
2022-10-24,11.33795
2022-10-25,12.03133
2022-10-26,10.0796
2022-10-27,8.97534
2022-10-28,8.26913
2022-10-29,6.40729
2022-10-30,4.13456
2022-10-31,10.13097
2022-11-01,10.72162
2022-11-02,11.38931
2022-11-03,9.6944
2022-11-04,9.27067
2022-11-05,7.07498
2022-11-06,5.40575
2022-11-07,11.17103
2022-11-08,10.42629
2022-11-09,10.40061
2022-11-10,10.0796
2022-11-11,9.60451
2022-11-12,6.68977
2022-11-13,4.90498
2022-11-14,10.27221
2022-11-15,11.10683
2022-11-16,10.0796
2022-11-17,9.34771
2022-11-18,9.25783
2022-11-19,6.24036
2022-11-20,5.35439
2022-11-21,11.02978
2022-11-22,10.32357
2022-11-23,15.07447
2022-11-24,10.97842
2022-11-25,9.56599
2022-11-26,7.01078
2022-11-27,5.97072
2022-11-28,10.56753
2022-11-29,9.73292
2022-11-30,9.68156
2022-12-01,10.46481
2022-12-02,10.50333
2022-12-03,6.58705
2022-12-04,6.47149
2022-12-05,11.36363
2022-12-06,10.51617
2022-12-07,11.20955
2022-12-08,10.23369
2022-12-09,9.07806
2022-12-10,7.38315
2022-12-11,6.17616
2022-12-12,14.36825
2022-12-13,11.36363
2022-12-14,10.02824
2022-12-15,11.22239
2022-12-16,10.92706
2022-12-17,7.83256
2022-12-18,5.70107
2022-12-19,17.59116
2022-12-20,18.83667
2022-12-21,12.36517
2022-12-22,9.68156
2022-12-23,8.87262
2022-12-24,6.49717
2022-12-25,4.77657
2022-12-26,10.19517
2022-12-27,10.11813
2022-12-28,10.32357
2022-12-29,11.31227
2022-12-30,10.92706
2022-12-31,6.86954
2023-01-01,5.53415
2023-01-02,20.60862
2023-01-03,16.02465
2023-01-04,13.72624
2023-01-05,15.26707
2023-01-06,14.35541
2023-01-07,11.26091
2023-01-08,8.21777
2023-01-09,14.35541
2023-01-10,19.13199
2023-01-11,16.49974
2023-01-12,15.40832
2023-01-13,13.35387
2023-01-14,12.62198
2023-01-15,8.33333
2023-01-16,13.44375
2023-01-17,17.69388
2023-01-18,11.55624
2023-01-19,10.55469
2023-01-20,9.32203
2023-01-21,5.59835
2023-01-22,4.53261
2023-01-23,4.44273
2023-01-24,9.887
2023-01-25,13.93168
2023-01-26,13.98305
2023-01-27,12.33949
2023-01-28,9.96404
2023-01-29,8.82126
2023-01-30,18.24601
2023-01-31,14.52234
2023-02-01,13.31535
2023-02-02,13.10991
2023-02-03,15.39548
2023-02-04,12.12121
2023-02-05,8.97534
2023-02-06,16.26861
2023-02-07,13.99589
2023-02-08,14.25269
2023-02-09,12.55778
2023-02-10,12.17257
2023-02-11,9.70724
2023-02-12,6.84386
2023-02-13,12.75038
2023-02-14,12.57062
2023-02-15,12.44221
2023-02-16,10.43913
2023-02-17,11.23523
2023-02-18,8.55161
2023-02-19,6.62557
2023-02-20,11.37647
2023-02-21,10.28505
2023-02-22,10.51617
2023-02-23,9.50179
2023-02-24,10.0154
2023-02-25,7.1777
2023-02-26,5.39291
2023-02-27,9.92552
2023-02-28,10.05392
2023-03-01,8.07652
2023-03-02,10.18233
2023-03-03,8.97534
2023-03-04,7.89676
2023-03-05,5.64971
2023-03-06,10.95274
2023-03-07,10.51617
2023-03-08,9.46327
2023-03-09,10.63174
2023-03-10,10.24653
2023-03-11,6.189
2023-03-12,6.16332
2023-03-13,10.76014
2023-03-14,9.55315
2023-03-15,9.61736
2023-03-16,8.68002
2023-03-17,9.05238
2023-03-18,6.71545
2023-03-19,7.85824
2023-03-20,10.6831
2023-03-21,10.05392
2023-03-22,9.03954
2023-03-23,9.18079
2023-03-24,8.85978
2023-03-25,6.86954
2023-03-26,7.57575
2023-03-27,10.50333
2023-03-28,9.06522
2023-03-29,8.23061
2023-03-30,8.47457
2023-03-31,7.99948
2023-04-01,5.67539
2023-04-02,4.59681
2023-04-03,9.74576
2023-04-04,8.46173
2023-04-05,8.60297
2023-04-06,8.30765
2023-04-07,7.44735
2023-04-08,5.90652
2023-04-09,4.54545
2023-04-10,9.05238
2023-04-11,7.89676
2023-04-12,8.62865
2023-04-13,8.92398
2023-04-14,7.19054
2023-04-15,5.46995
2023-04-16,4.22444
2023-04-17,8.93682
2023-04-18,9.54031
2023-04-19,8.21777
2023-04-20,8.34617
2023-04-21,7.7812
2023-04-22,5.67539
2023-04-23,4.75089
2023-04-24,9.73292
2023-04-25,9.56599
2023-04-26,8.56445
2023-04-27,7.80688
2023-04-28,7.20338
2023-04-29,5.82948
2023-04-30,3.98048
2023-05-01,7.81972
2023-05-02,9.59167
2023-05-03,8.60297
2023-05-04,8.26913
2023-05-05,4.49409
2023-05-06,4.35285
2023-05-07,4.48125
2023-05-08,10.0796
2023-05-09,10.58038
2023-05-10,9.45043
2023-05-11,8.24345
2023-05-12,8.17925
2023-05-13,6.03492
2023-05-14,4.1474
2023-05-15,9.06522
2023-05-16,8.8983
2023-05-17,8.87262
2023-05-18,8.44889
2023-05-19,7.47303
2023-05-20,4.98202
2023-05-21,3.85208
2023-05-22,9.25783
2023-05-23,9.52747
2023-05-24,8.46173
2023-05-25,8.1022
2023-05-26,6.84386
2023-05-27,4.99486
2023-05-28,4.03184
2023-05-29,5.53415
