date,두산우
2021-01-26,5.37448
2021-01-27,5.32052
2021-01-28,5.16943
2021-01-29,5.23418
2021-01-30,1.62961
2021-01-31,1.33822
2021-02-01,4.83488
2021-02-02,4.45715
2021-02-03,4.26289
2021-02-04,3.71249
2021-02-05,4.17655
2021-02-06,1.66199
2021-02-07,1.30584
2021-02-08,3.9715
2021-02-09,4.27368
2021-02-10,3.75566
2021-02-11,1.46773
2021-02-12,1.53248
2021-02-13,1.46773
2021-02-14,1.54327
2021-02-15,4.34923
2021-02-16,3.89596
2021-02-17,3.79883
2021-02-18,3.22685
2021-02-19,2.44981
2021-02-20,0.73386
2021-02-21,0.84178
2021-02-22,2.61169
2021-02-23,3.17289
2021-02-24,3.51823
2021-02-25,3.85279
2021-02-26,2.95704
2021-02-27,0.71228
2021-02-28,0.64752
2021-03-01,1.15475
2021-03-02,2.56853
2021-03-03,3.74487
2021-03-04,2.96783
2021-03-05,2.69803
2021-03-06,0.97129
2021-03-07,1.06842
2021-03-08,2.95704
2021-03-09,3.03259
2021-03-10,2.97863
2021-03-11,3.60457
2021-03-12,3.39952
2021-03-13,0.85257
2021-03-14,1.04683
2021-03-15,3.10813
2021-03-16,3.23764
2021-03-17,2.80595
2021-03-18,2.55773
2021-03-19,2.80595
2021-03-20,1.00366
2021-03-21,1.02525
2021-03-22,5.53636
2021-03-23,7.32786
2021-03-24,3.52903
2021-03-25,3.34556
2021-03-26,3.09734
2021-03-27,1.16555
2021-03-28,1.40297
2021-03-29,3.87437
2021-03-30,3.20526
2021-03-31,3.4319
2021-04-01,2.84912
2021-04-02,2.75199
2021-04-03,0.8202
2021-04-04,0.73386
2021-04-05,2.38506
2021-04-06,2.66565
2021-04-07,2.96783
2021-04-08,3.09734
2021-04-09,2.55773
2021-04-10,0.6799
2021-04-11,0.98208
2021-04-12,2.4714
2021-04-13,2.56853
2021-04-14,3.61536
2021-04-15,3.93913
2021-04-16,4.10101
2021-04-17,1.38139
2021-04-18,1.04683
2021-04-19,4.5327
2021-04-20,4.29527
2021-04-21,3.79883
2021-04-22,3.75566
2021-04-23,3.00021
2021-04-24,0.74465
2021-04-25,0.80941
2021-04-26,5.19102
2021-04-27,6.9933
2021-04-28,37.55665
2021-04-29,15.13058
2021-04-30,8.24519
2021-05-01,1.9102
2021-05-02,1.47852
2021-05-03,9.98273
2021-05-04,6.66954
2021-05-05,1.47852
2021-05-06,7.73796
2021-05-07,7.64083
2021-05-08,1.7807
2021-05-09,1.71595
2021-05-10,9.0546
2021-05-11,6.4429
2021-05-12,7.11202
2021-05-13,6.23785
2021-05-14,5.56874
2021-05-15,1.07921
2021-05-16,0.9497
2021-05-17,4.03626
2021-05-18,6.08676
2021-05-19,1.68357
2021-05-20,8.3747
2021-05-21,6.85301
2021-05-22,1.5001
2021-05-23,1.39218
2021-05-24,8.84955
2021-05-25,6.91776
2021-05-26,6.01122
2021-05-27,13.20958
2021-05-28,9.04381
2021-05-29,2.48219
2021-05-30,1.59723
2021-05-31,7.31707
2021-06-01,5.68745
2021-06-02,11.67709
2021-06-03,7.04726
2021-06-04,7.89984
2021-06-05,2.14763
2021-06-06,1.98575
2021-06-07,40.3734
2021-06-08,26.52708
2021-06-09,45.83423
2021-06-10,21.09864
2021-06-11,12.10878
2021-06-12,2.4714
2021-06-13,2.09367
2021-06-14,10.27412
2021-06-15,7.87826
2021-06-16,10.63026
2021-06-17,6.93934
2021-06-18,6.69112
2021-06-19,1.28426
2021-06-20,1.18713
2021-06-21,6.01122
2021-06-22,6.69112
2021-06-23,5.71983
2021-06-24,5.29894
2021-06-25,5.18022
2021-06-26,0.92812
2021-06-27,0.98208
2021-06-28,4.92121
2021-06-29,4.33844
2021-06-30,3.85279
2021-07-01,3.68012
2021-07-02,5.01834
2021-07-03,0.85257
2021-07-04,0.91733
2021-07-05,3.20526
2021-07-06,7.33865
2021-07-07,6.47528
2021-07-08,3.71249
2021-07-09,4.24131
2021-07-10,1.29505
2021-07-11,1.12238
2021-07-12,4.68379
2021-07-13,5.75221
2021-07-14,6.89617
2021-07-15,6.77746
2021-07-16,3.63695
2021-07-17,0.77703
2021-07-18,0.72307
2021-07-19,3.60457
2021-07-20,3.34556
2021-07-21,3.17289
2021-07-22,2.89229
2021-07-23,2.70882
2021-07-24,0.65832
2021-07-25,0.56119
2021-07-26,2.40664
2021-07-27,2.37427
2021-07-28,2.4606
2021-07-29,2.29872
2021-07-30,2.40664
2021-07-31,0.44247
2021-08-01,0.3993
2021-08-02,2.00733
2021-08-03,2.65486
2021-08-04,2.41744
2021-08-05,1.83466
2021-08-06,1.93179
2021-08-07,0.31297
2021-08-08,0.25901
2021-08-09,1.7807
2021-08-10,2.02892
2021-08-11,1.74832
2021-08-12,1.72674
2021-08-13,1.97496
2021-08-14,0.38851
2021-08-15,0.29138
2021-08-16,0.51802
2021-08-17,2.06129
2021-08-18,2.30951
2021-08-19,2.02892
2021-08-20,1.33822
2021-08-21,0.45327
2021-08-22,0.29138
2021-08-23,1.68357
2021-08-24,1.86704
2021-08-25,1.70515
2021-08-26,1.42456
2021-08-27,1.73753
2021-08-28,0.58277
2021-08-29,0.2698
2021-08-30,1.68357
2021-08-31,2.07209
2021-09-01,4.8025
2021-09-02,2.10446
2021-09-03,2.09367
2021-09-04,0.35614
2021-09-05,0.37772
2021-09-06,1.70515
2021-09-07,1.86704
2021-09-08,1.86704
2021-09-09,1.29505
2021-09-10,1.47852
2021-09-11,0.16188
2021-09-12,0.22663
2021-09-13,1.29505
2021-09-14,1.45693
2021-09-15,1.6404
2021-09-16,2.01813
2021-09-17,1.68357
2021-09-18,0.31297
2021-09-19,0.14029
2021-09-20,0.24821
2021-09-21,0.29138
2021-09-22,0.28059
2021-09-23,1.87783
2021-09-24,1.58644
2021-09-25,0.36693
2021-09-26,0.22663
2021-09-27,1.48931
2021-09-28,1.9102
2021-09-29,1.46773
2021-09-30,1.67278
2021-10-01,1.5001
2021-10-02,0.35614
2021-10-03,0.48564
2021-10-04,0.51802
2021-10-05,1.82387
2021-10-06,1.69436
2021-10-07,1.32743
2021-10-08,1.25188
2021-10-09,0.25901
2021-10-10,0.32376
2021-10-11,0.30218
2021-10-12,1.2303
2021-10-13,2.0505
2021-10-14,1.68357
2021-10-15,1.35981
2021-10-16,0.50723
2021-10-17,0.31297
2021-10-18,1.5109
2021-10-19,1.53248
2021-10-20,1.04683
2021-10-21,1.24109
2021-10-22,1.34901
2021-10-23,0.35614
2021-10-24,0.20505
2021-10-25,4.84567
2021-10-26,3.24843
2021-10-27,2.15842
2021-10-28,2.0505
2021-10-29,1.75911
2021-10-30,0.37772
2021-10-31,0.43168
2021-11-01,1.5001
2021-11-02,1.55406
2021-11-03,2.09367
2021-11-04,5.36369
2021-11-05,4.41398
2021-11-06,0.80941
2021-11-07,0.77703
2021-11-08,2.39585
2021-11-09,3.11892
2021-11-10,2.52536
2021-11-11,1.93179
2021-11-12,2.61169
2021-11-13,0.58277
2021-11-14,0.70148
2021-11-15,2.61169
2021-11-16,2.00733
2021-11-17,2.79516
2021-11-18,2.67645
2021-11-19,2.3311
2021-11-20,0.50723
2021-11-21,0.22663
2021-11-22,2.13684
2021-11-23,2.30951
2021-11-24,1.5001
2021-11-25,1.74832
2021-11-26,1.86704
2021-11-27,0.31297
2021-11-28,0.34534
2021-11-29,2.13684
2021-11-30,1.69436
2021-12-01,1.33822
2021-12-02,1.45693
2021-12-03,1.54327
2021-12-04,0.43168
2021-12-05,0.24821
2021-12-06,1.921
2021-12-07,1.45693
2021-12-08,1.65119
2021-12-09,1.76991
2021-12-10,1.31664
2021-12-11,0.32376
2021-12-12,0.24821
2021-12-13,1.30584
2021-12-14,1.40297
2021-12-15,1.42456
2021-12-16,1.04683
2021-12-17,1.53248
2021-12-18,0.32376
2021-12-19,0.47485
2021-12-20,1.45693
2021-12-21,1.65119
2021-12-22,1.79149
2021-12-23,1.45693
2021-12-24,1.58644
2021-12-25,0.42089
2021-12-26,0.29138
2021-12-27,1.38139
2021-12-28,1.65119
2021-12-29,1.76991
2021-12-30,1.17634
2021-12-31,0.59356
2022-01-01,0.18346
2022-01-02,0.31297
2022-01-03,1.3706
2022-01-04,1.34901
2022-01-05,1.29505
2022-01-06,1.3706
2022-01-07,1.03604
2022-01-08,0.14029
2022-01-09,0.1295
2022-01-10,1.30584
2022-01-11,1.3706
2022-01-12,1.31664
2022-01-13,1.41377
2022-01-14,1.25188
2022-01-15,0.22663
2022-01-16,0.15109
2022-01-17,0.93891
2022-01-18,1.52169
2022-01-19,1.47852
2022-01-20,1.28426
2022-01-21,0.99287
2022-01-22,0.31297
2022-01-23,0.22663
2022-01-24,1.41377
2022-01-25,1.58644
2022-01-26,1.41377
2022-01-27,1.7807
2022-01-28,1.54327
2022-01-29,0.37772
2022-01-30,0.24821
2022-01-31,0.29138
2022-02-01,0.38851
2022-02-02,0.22663
2022-02-03,1.46773
2022-02-04,1.40297
2022-02-05,0.2698
2022-02-06,0.32376
2022-02-07,1.19792
2022-02-08,1.25188
2022-02-09,1.20872
2022-02-10,1.28426
2022-02-11,1.54327
2022-02-12,0.2698
2022-02-13,0.25901
2022-02-14,1.26268
2022-02-15,1.13317
2022-02-16,1.24109
2022-02-17,1.16555
2022-02-18,1.57565
2022-02-19,0.21584
2022-02-20,0.20505
2022-02-21,1.18713
2022-02-22,0.98208
2022-02-23,1.33822
2022-02-24,1.11159
2022-02-25,1.29505
2022-02-26,0.46406
2022-02-27,0.72307
2022-02-28,9.81005
2022-03-01,1.5109
2022-03-02,3.23764
2022-03-03,4.2521
2022-03-04,2.95704
2022-03-05,0.55039
2022-03-06,0.44247
2022-03-07,1.94258
2022-03-08,2.09367
2022-03-09,0.47485
2022-03-10,7.28469
2022-03-11,5.27735
2022-03-12,1.15475
2022-03-13,1.02525
2022-03-14,3.20526
2022-03-15,2.15842
2022-03-16,2.44981
2022-03-17,2.22318
2022-03-18,2.35268
2022-03-19,0.46406
2022-03-20,0.28059
2022-03-21,1.72674
2022-03-22,1.76991
2022-03-23,2.16922
2022-03-24,2.62249
2022-03-25,1.80228
2022-03-26,0.45327
2022-03-27,1.04683
2022-03-28,2.54694
2022-03-29,2.11526
2022-03-30,1.54327
2022-03-31,1.53248
2022-04-01,1.31664
2022-04-02,0.25901
2022-04-03,0.29138
2022-04-04,1.5001
2022-04-05,1.72674
2022-04-06,1.2303
2022-04-07,0.93891
2022-04-08,0.88495
2022-04-09,0.31297
2022-04-10,0.21584
2022-04-11,0.99287
2022-04-12,1.10079
2022-04-13,0.93891
2022-04-14,0.77703
2022-04-15,0.87416
2022-04-16,0.19425
2022-04-17,0.16188
2022-04-18,0.98208
2022-04-19,0.87416
2022-04-20,1.16555
2022-04-21,1.32743
2022-04-22,0.83099
2022-04-23,0.28059
2022-04-24,0.14029
2022-04-25,0.8202
2022-04-26,0.92812
2022-04-27,1.03604
2022-04-28,1.00366
2022-04-29,0.75545
2022-04-30,0.24821
2022-05-01,0.18346
2022-05-02,0.93891
2022-05-03,1.19792
2022-05-04,0.88495
2022-05-05,0.15109
2022-05-06,0.9605
2022-05-07,0.16188
2022-05-08,0.16188
2022-05-09,0.75545
2022-05-10,0.93891
2022-05-11,0.83099
2022-05-12,0.72307
2022-05-13,1.03604
2022-05-14,0.21584
2022-05-15,0.19425
2022-05-16,0.60436
2022-05-17,0.64752
2022-05-18,0.91733
2022-05-19,0.69069
2022-05-20,0.89574
2022-05-21,0.14029
2022-05-22,0.21584
2022-05-23,0.97129
2022-05-24,0.57198
2022-05-25,0.64752
2022-05-26,0.74465
2022-05-27,0.61515
2022-05-28,0.15109
2022-05-29,0.10792
2022-05-30,0.9605
2022-05-31,0.5396
2022-06-01,0.21584
2022-06-02,0.62594
2022-06-03,0.75545
2022-06-04,0.20505
2022-06-06,0.07554
2022-06-07,0.34534
2022-06-08,0.91733
2022-06-09,0.74465
2022-06-10,0.51802
2022-06-11,0.18346
2022-06-12,0.14029
2022-06-13,0.93891
2022-06-14,0.79861
2022-06-15,0.75545
2022-06-16,0.99287
2022-06-17,0.88495
2022-06-18,0.1295
2022-06-19,0.14029
2022-06-20,0.9497
2022-06-21,0.69069
2022-06-22,1.05763
2022-06-23,9.16252
2022-06-24,2.24476
2022-06-25,0.47485
2022-06-26,0.30218
2022-06-27,2.22318
2022-06-28,1.39218
2022-06-29,1.52169
2022-06-30,0.88495
2022-07-01,0.73386
2022-07-02,0.21584
2022-07-03,0.21584
2022-07-04,0.86337
2022-07-05,0.92812
2022-07-06,0.78782
2022-07-07,1.15475
2022-07-08,0.74465
2022-07-09,0.17267
2022-07-10,0.18346
2022-07-11,0.69069
2022-07-12,0.8202
2022-07-13,0.86337
2022-07-14,0.5396
2022-07-15,0.50723
2022-07-16,0.11871
2022-07-17,0.1295
2022-07-18,0.83099
2022-07-19,0.63673
2022-07-20,0.70148
2022-07-21,0.69069
2022-07-22,0.59356
2022-07-23,0.08633
2022-07-24,0.06475
2022-07-25,0.74465
2022-07-26,0.65832
2022-07-27,0.80941
2022-07-28,0.9605
2022-07-29,0.90654
2022-07-30,0.29138
2022-07-31,0.29138
2022-08-01,0.85257
2022-08-02,0.75545
2022-08-03,0.86337
2022-08-04,0.8202
2022-08-05,0.80941
2022-08-06,0.28059
2022-08-07,0.16188
2022-08-08,1.04683
2022-08-09,1.18713
2022-08-10,1.5109
2022-08-11,1.58644
2022-08-12,1.45693
2022-08-13,0.32376
2022-08-14,0.17267
2022-08-15,0.21584
2022-08-16,1.21951
2022-08-17,1.03604
2022-08-18,1.03604
2022-08-19,0.79861
2022-08-20,0.16188
2022-08-21,0.14029
2022-08-22,0.91733
2022-08-23,1.02525
2022-08-24,0.85257
2022-08-25,0.99287
2022-08-26,1.05763
2022-08-27,0.11871
2022-08-28,0.19425
2022-08-29,0.83099
2022-08-30,0.6799
2022-08-31,0.76624
2022-09-01,0.93891
2022-09-02,0.78782
2022-09-03,0.23742
2022-09-04,0.14029
2022-09-05,0.78782
2022-09-06,0.77703
2022-09-07,0.80941
2022-09-08,0.74465
2022-09-09,0.10792
2022-09-10,0.07554
2022-09-11,0.05396
2022-09-12,0.10792
2022-09-13,0.77703
2022-09-14,0.79861
2022-09-15,16.31772
2022-09-16,9.3352
2022-09-17,0.79861
2022-09-18,0.74465
2022-09-19,2.98942
2022-09-20,13.71681
2022-09-21,10.94323
2022-09-22,6.25944
2022-09-23,4.23052
2022-09-24,0.57198
2022-09-25,0.35614
2022-09-26,2.6009
2022-09-27,2.81674
2022-09-28,3.80962
2022-09-29,3.16209
2022-09-30,3.12972
2022-10-01,0.58277
2022-10-02,0.3993
2022-10-03,0.42089
2022-10-04,2.55773
2022-10-05,1.99654
2022-10-06,2.24476
2022-10-07,1.96417
2022-10-08,0.28059
2022-10-09,0.21584
2022-10-10,0.34534
2022-10-11,2.01813
2022-10-12,1.80228
2022-10-13,1.59723
2022-10-14,1.65119
2022-10-15,0.21584
2022-10-16,0.22663
2022-10-17,1.66199
2022-10-18,1.6404
2022-10-19,1.53248
2022-10-20,1.20872
2022-10-21,1.19792
2022-10-22,0.20505
2022-10-23,0.21584
2022-10-24,0.84178
2022-10-25,1.29505
2022-10-26,1.02525
2022-10-27,1.15475
2022-10-28,0.85257
2022-10-29,0.2698
2022-10-30,0.09712
2022-10-31,1.24109
2022-11-01,3.24843
2022-11-02,1.62961
2022-11-03,1.56486
2022-11-04,1.15475
2022-11-05,0.22663
2022-11-06,0.21584
2022-11-07,1.921
2022-11-08,1.61882
2022-11-09,2.54694
2022-11-10,1.921
2022-11-11,2.11526
2022-11-12,0.28059
2022-11-13,0.1295
2022-11-14,1.95337
2022-11-15,1.40297
2022-11-16,1.15475
2022-11-17,0.97129
2022-11-18,1.32743
2022-11-19,0.17267
2022-11-20,0.20505
2022-11-21,1.10079
2022-11-22,2.43902
2022-11-23,1.59723
2022-11-24,1.30584
2022-11-25,0.89574
2022-11-26,0.17267
2022-11-27,0.07554
2022-11-28,1.04683
2022-11-29,1.15475
2022-11-30,1.28426
2022-12-01,1.25188
2022-12-02,1.28426
2022-12-03,0.07554
2022-12-04,0.10792
2022-12-05,1.61882
2022-12-06,1.06842
2022-12-07,1.10079
2022-12-08,1.43535
2022-12-09,1.07921
2022-12-10,0.10792
2022-12-11,0.19425
2022-12-12,1.11159
2022-12-13,1.09
2022-12-14,1.26268
2022-12-15,1.55406
2022-12-16,0.93891
2022-12-17,0.14029
2022-12-18,0.07554
2022-12-19,0.83099
2022-12-20,1.17634
2022-12-21,0.73386
2022-12-22,0.72307
2022-12-23,0.83099
2022-12-24,0.17267
2022-12-26,1.07921
2022-12-27,1.11159
2022-12-28,1.10079
2022-12-29,1.03604
2022-12-30,0.4101
2022-12-31,0.09712
2023-01-01,0.11871
2023-01-02,1.14396
2023-01-03,1.30584
2023-01-04,0.86337
2023-01-05,0.89574
2023-01-06,0.92812
2023-01-07,0.29138
2023-01-08,0.19425
2023-01-09,1.20872
2023-01-10,0.86337
2023-01-11,1.03604
2023-01-12,0.87416
2023-01-13,0.9497
2023-01-14,0.1295
2023-01-15,0.11871
2023-01-16,0.90654
2023-01-17,0.90654
2023-01-18,0.66911
2023-01-19,0.76624
2023-01-20,0.77703
2023-01-21,0.07554
2023-01-22,0.10792
2023-01-23,0.09712
2023-01-25,1.09
2023-01-26,1.13317
2023-01-27,0.86337
2023-01-28,0.17267
2023-01-29,0.10792
2023-01-30,1.25188
2023-01-31,1.15475
2023-02-01,1.01446
2023-02-02,0.97129
2023-02-03,0.80941
2023-02-04,0.08633
2023-02-05,0.14029
2023-02-06,0.70148
2023-02-07,0.64752
2023-02-08,0.85257
2023-02-09,0.97129
2023-02-10,1.06842
2023-02-11,0.28059
2023-02-12,0.14029
2023-02-13,0.83099
2023-02-14,1.02525
2023-02-15,0.63673
2023-02-16,0.89574
2023-02-17,0.64752
2023-02-18,0.18346
2023-02-19,0.17267
2023-02-20,0.48564
2023-02-21,0.77703
2023-02-22,0.48564
2023-02-23,0.84178
2023-02-24,0.62594
2023-02-25,0.14029
2023-02-26,0.30218
2023-02-27,2.3311
2023-02-28,1.52169
2023-03-01,0.33455
2023-03-02,0.64752
2023-03-03,1.28426
2023-03-04,0.37772
2023-03-05,0.3993
2023-03-06,2.26635
2023-03-07,1.29505
2023-03-08,0.89574
2023-03-09,1.70515
2023-03-10,1.28426
2023-03-11,0.32376
2023-03-12,0.22663
2023-03-13,1.10079
2023-03-14,0.86337
2023-03-15,0.91733
2023-03-16,0.83099
2023-03-17,1.34901
2023-03-18,0.32376
2023-03-19,0.25901
2023-03-20,1.20872
2023-03-21,1.06842
2023-03-22,0.91733
2023-03-23,1.17634
2023-03-24,0.83099
2023-03-25,0.15109
2023-03-26,0.11871
2023-03-27,1.05763
2023-03-28,1.20872
2023-03-29,1.14396
2023-03-30,0.88495
2023-03-31,0.93891
2023-04-01,0.21584
2023-04-02,0.16188
2023-04-03,0.76624
2023-04-04,1.26268
2023-04-05,0.88495
2023-04-06,0.99287
2023-04-07,0.99287
2023-04-08,0.1295
2023-04-09,0.19425
2023-04-10,0.89574
2023-04-11,0.92812
2023-04-12,0.61515
2023-04-13,0.73386
2023-04-14,0.98208
2023-04-15,0.1295
2023-04-16,0.09712
2023-04-17,1.07921
2023-04-18,1.27347
2023-04-19,1.00366
2023-04-20,0.98208
2023-04-21,0.90654
2023-04-22,0.05396
2023-04-23,0.10792
2023-04-24,0.89574
2023-04-25,0.69069
2023-04-26,0.50723
2023-04-27,0.62594
2023-04-28,0.69069
2023-04-29,0.14029
2023-04-30,0.1295
2023-05-01,0.20505
2023-05-02,1.04683
2023-05-03,0.71228
2023-05-04,0.88495
2023-05-05,0.30218
2023-05-06,0.14029
2023-05-07,0.17267
2023-05-08,0.70148
2023-05-09,0.58277
2023-05-10,1.96417
2023-05-11,2.91387
2023-05-12,1.26268
2023-05-13,0.22663
2023-05-14,0.17267
2023-05-15,1.05763
2023-05-16,0.97129
2023-05-17,1.16555
2023-05-18,0.91733
2023-05-19,1.11159
2023-05-20,0.14029
2023-05-21,0.14029
2023-05-22,1.48931
2023-05-23,1.09
2023-05-24,1.70515
2023-05-25,1.79149
2023-05-26,1.29505
2023-05-27,0.25901
2023-05-28,0.19425
2023-05-29,0.16188
2023-05-30,1.15475
2023-05-31,0.99287
2023-06-01,1.11159
