date,현재금값
2020-03-20,61.67502
2020-03-21,29.19078
2020-03-22,23.92898
2020-03-23,31.80239
2020-03-24,32.40705
2020-03-25,33.35906
2020-03-26,29.79544
2020-03-27,25.74295
2020-03-28,16.3386
2020-03-29,14.39598
2020-03-30,20.94429
2020-03-31,23.35005
2020-04-01,21.31738
2020-04-02,19.0274
2020-04-03,18.89875
2020-04-04,13.84278
2020-04-05,11.15399
2020-04-06,20.3525
2020-04-07,20.24958
2020-04-08,21.79338
2020-04-09,19.67065
2020-04-10,24.25061
2020-04-11,15.03923
2020-04-12,28.05866
2020-04-13,34.56837
2020-04-14,35.49466
2020-04-15,21.51035
2020-04-16,27.62125
2020-04-17,33.38479
2020-04-18,19.19464
2020-04-19,15.18075
2020-04-20,22.24366
2020-04-21,24.45645
2020-04-22,25.53711
2020-04-23,24.49504
2020-04-24,27.28676
2020-04-25,18.82156
2020-04-26,17.90814
2020-04-27,35.19876
2020-04-28,26.48912
2020-04-29,21.94776
2020-04-30,15.64389
2020-05-01,16.31287
2020-05-02,14.43458
2020-05-03,14.07435
2020-05-04,18.04965
2020-05-05,16.44152
2020-05-06,24.75234
2020-05-07,19.09172
2020-05-08,17.00759
2020-05-09,13.95857
2020-05-10,11.30837
2020-05-11,17.58651
2020-05-12,17.445
2020-05-13,16.45439
2020-05-14,17.00759
2020-05-15,17.25202
2020-05-16,12.01595
2020-05-17,10.49787
2020-05-18,24.08336
2020-05-19,26.61777
2020-05-20,21.0858
2020-05-21,18.74437
2020-05-22,17.50932
2020-05-23,12.32471
2020-05-24,12.20892
2020-05-25,17.71516
2020-05-26,16.62163
2020-05-27,15.87546
2020-05-28,15.78541
2020-05-29,15.42518
2020-05-30,10.09906
2020-05-31,11.68146
2020-06-01,15.34799
2020-06-02,14.97491
2020-06-03,15.37372
2020-06-04,13.89424
2020-06-05,14.26733
2020-06-06,9.12131
2020-06-07,9.01839
2020-06-08,14.06149
2020-06-09,14.29306
2020-06-10,13.84278
2020-06-11,13.36678
2020-06-12,14.15155
2020-06-13,9.79029
2020-06-14,8.55525
2020-06-15,14.10009
2020-06-16,13.58548
2020-06-17,12.6592
2020-06-18,11.75865
2020-06-19,12.3633
2020-06-20,8.86401
2020-06-21,7.912
2020-06-22,17.81808
2020-06-23,17.99819
2020-06-24,16.13276
2020-06-25,14.25447
2020-06-26,12.68493
2020-06-27,9.82889
2020-06-28,8.64531
2020-06-29,13.12234
2020-06-30,12.23465
2020-07-01,16.71169
2020-07-02,16.50585
2020-07-03,13.89424
2020-07-04,8.55525
2020-07-05,10.87096
2020-07-06,18.26836
2020-07-07,14.93631
2020-07-08,15.83687
2020-07-09,17.1877
2020-07-10,14.10009
2020-07-11,11.16685
2020-07-12,9.79029
2020-07-13,21.40743
2020-07-14,33.03743
2020-07-15,27.08092
2020-07-16,22.47523
2020-07-17,22.83545
2020-07-18,14.74334
2020-07-19,12.20892
2020-07-20,18.34555
2020-07-21,18.2169
2020-07-22,27.11951
2020-07-23,31.26206
2020-07-24,34.82567
2020-07-25,57.17226
2020-07-26,21.44603
2020-07-27,41.54123
2020-07-28,58.81898
2020-07-29,66.53801
2020-07-30,38.02907
2020-07-31,35.52039
2020-08-01,24.67515
2020-08-02,19.22037
2020-08-03,26.02598
2020-08-04,23.96758
2020-08-05,62.62704
2020-08-06,39.00681
2020-08-07,37.14138
2020-08-08,25.57571
2020-08-09,19.16891
2020-08-10,30.47729
2020-08-11,28.43175
2020-08-12,100.0
2020-08-13,52.16776
2020-08-14,32.85732
2020-08-15,22.9641
2020-08-16,19.87649
2020-08-17,22.80972
2020-08-18,34.86427
2020-08-19,28.71478
2020-08-20,26.60491
2020-08-21,23.89038
2020-08-22,16.44152
2020-08-23,13.71413
2020-08-24,22.89978
2020-08-25,21.21446
2020-08-26,20.21098
2020-08-27,21.27878
2020-08-28,20.06947
2020-08-29,16.01698
2020-08-30,14.08722
2020-08-31,19.95368
2020-09-01,19.07886
2020-09-02,16.27428
2020-09-03,17.26489
2020-09-04,21.3817
2020-09-05,12.77499
2020-09-06,13.14807
2020-09-07,17.4064
2020-09-08,16.23568
2020-09-09,17.59938
2020-09-10,16.02984
2020-09-11,16.04271
2020-09-12,10.90955
2020-09-13,9.97041
2020-09-14,14.38312
2020-09-15,14.57609
2020-09-16,13.81705
2020-09-17,14.17728
2020-09-18,13.6884
2020-09-19,9.97041
2020-09-20,9.34002
2020-09-21,12.71066
2020-09-22,13.04515
2020-09-23,15.20648
2020-09-24,18.69291
2020-09-25,18.42274
2020-09-26,10.5622
2020-09-27,8.79969
2020-09-28,13.40537
2020-09-29,13.25099
2020-09-30,8.388
2020-10-01,10.42068
2020-10-02,11.08966
2020-10-03,9.85462
2020-10-04,9.09558
2020-10-05,14.74334
2020-10-06,13.45683
2020-10-07,11.57854
2020-10-08,12.38903
2020-10-09,9.86749
2020-10-10,8.90261
2020-10-11,7.05004
2020-10-12,12.17033
2020-10-13,11.5914
2020-10-14,11.8873
2020-10-15,10.93528
2020-10-16,11.41129
2020-10-17,8.59385
2020-10-18,6.76701
2020-10-19,11.50135
2020-10-20,11.28264
2020-10-21,10.62652
2020-10-22,10.76804
2020-10-23,10.06046
2020-10-24,7.68043
2020-10-25,6.97285
2020-10-26,11.19258
2020-10-27,11.24404
2020-10-28,11.52708
2020-10-29,11.19258
2020-10-30,14.78193
2020-10-31,7.82194
2020-11-01,7.55178
2020-11-02,11.56567
2020-11-03,11.20545
2020-11-04,13.26386
2020-11-05,14.55036
2020-11-06,16.96899
2020-11-07,9.86749
2020-11-08,8.63244
2020-11-09,13.82992
2020-11-10,20.5712
2020-11-11,16.19709
2020-11-12,14.15155
2020-11-13,12.89077
2020-11-14,9.12131
2020-11-15,9.12131
2020-11-16,12.86504
2020-11-17,13.54689
2020-11-18,12.72353
2020-11-19,12.86504
2020-11-20,13.27672
2020-11-21,9.27569
2020-11-22,9.32715
2020-11-23,13.49543
2020-11-24,14.17728
2020-11-25,16.10703
2020-11-26,17.83095
2020-11-27,16.55731
2020-11-28,18.70577
2020-11-29,11.68146
2020-11-30,18.46134
2020-12-01,17.21343
2020-12-02,25.0611
2020-12-03,20.48115
2020-12-04,20.55834
2020-12-05,14.12582
2020-12-06,12.08027
2020-12-07,24.14769
2020-12-08,20.13379
2020-12-09,17.36781
2020-12-10,17.81808
2020-12-11,16.48012
2020-12-12,12.13173
2020-12-13,12.106
2020-12-14,16.14563
2020-12-15,16.00411
2020-12-16,17.94673
2020-12-17,16.58304
2020-12-18,19.40048
2020-12-19,13.61121
2020-12-20,11.82297
2020-12-21,17.67657
2020-12-22,16.6345
2020-12-23,16.73742
2020-12-24,15.14215
2020-12-25,12.106
2020-12-26,12.06741
2020-12-27,11.64286
2020-12-28,16.81461
2020-12-29,15.63103
2020-12-30,15.78541
2020-12-31,13.31532
2021-01-01,17.85668
2021-01-02,12.89077
2021-01-03,14.40885
2021-01-04,17.81808
2021-01-05,20.08233
2021-01-06,21.51035
2021-01-07,17.74089
2021-01-08,18.30695
2021-01-09,14.43458
2021-01-10,13.85565
2021-01-11,19.38762
2021-01-12,18.61572
2021-01-13,17.43213
2021-01-14,15.34799
2021-01-15,16.10703
2021-01-16,11.65573
2021-01-17,12.08027
2021-01-18,15.2708
2021-01-19,13.97143
2021-01-20,15.02637
2021-01-21,14.78193
2021-01-22,14.89772
2021-01-23,10.90955
2021-01-24,10.89669
2021-01-25,15.09069
2021-01-26,15.75968
2021-01-27,14.15155
2021-01-28,13.50829
2021-01-29,14.29306
2021-01-30,11.30837
2021-01-31,9.90608
2021-02-01,14.30593
2021-02-02,17.26489
2021-02-03,15.23221
2021-02-04,13.49543
2021-02-05,15.24507
2021-02-06,10.7809
2021-02-07,9.27569
2021-02-08,12.87791
2021-02-09,12.59487
2021-02-10,11.28264
2021-02-11,7.89913
2021-02-12,9.18564
2021-02-13,9.01839
2021-02-14,8.58098
2021-02-15,15.02637
2021-02-16,15.19361
2021-02-17,15.59243
2021-02-18,15.79827
2021-02-19,41.56696
2021-02-20,21.81911
2021-02-21,17.23916
2021-02-22,20.94429
2021-02-23,19.18178
2021-02-24,16.87893
2021-02-25,14.89772
2021-02-26,15.69535
2021-02-27,11.68146
2021-02-28,10.71658
2021-03-01,11.87443
2021-03-02,15.90119
2021-03-03,19.7993
2021-03-04,21.00861
2021-03-05,19.74784
2021-03-06,16.15849
2021-03-07,12.53055
2021-03-08,18.03679
2021-03-09,16.54444
2021-03-10,15.81114
2021-03-11,18.4742
2021-03-12,16.94326
2021-03-13,10.93528
2021-03-14,12.92937
2021-03-15,14.06149
2021-03-16,13.35391
2021-03-17,12.29898
2021-03-18,12.50482
2021-03-19,11.79724
2021-03-20,8.95407
2021-03-21,8.06638
2021-03-22,11.72005
2021-03-23,10.38209
2021-03-24,11.46275
2021-03-25,11.50135
2021-03-26,10.80663
2021-03-27,8.29795
2021-03-28,7.98919
2021-03-29,11.34697
2021-03-30,11.17972
2021-03-31,11.74578
2021-04-01,11.35983
2021-04-02,16.81461
2021-04-03,11.35983
2021-04-04,8.07924
2021-04-05,12.54341
2021-04-06,11.64286
2021-04-07,11.34697
2021-04-08,11.38556
2021-04-09,11.75865
2021-04-10,8.34941
2021-04-11,8.37514
2021-04-12,11.77151
2021-04-13,13.03229
2021-04-14,11.39843
2021-04-15,12.58201
2021-04-16,11.95162
2021-04-17,8.81255
2021-04-18,6.83133
2021-04-19,10.7809
2021-04-20,11.42416
2021-04-21,11.44989
2021-04-22,10.89669
2021-04-23,12.38903
2021-04-24,7.96346
2021-04-25,6.98571
2021-04-26,11.3727
2021-04-27,10.63939
2021-04-28,11.16685
2021-04-29,9.01839
2021-04-30,9.36575
2021-05-01,6.8056
2021-05-02,6.70268
2021-05-03,9.89322
2021-05-04,10.44641
2021-05-05,7.78335
2021-05-06,9.58445
2021-05-07,10.69085
2021-05-08,8.41373
2021-05-09,7.37167
2021-05-10,11.8487
2021-05-11,11.0768
2021-05-12,11.41129
2021-05-13,12.28611
2021-05-14,11.0382
2021-05-15,7.6547
2021-05-16,7.25588
2021-05-17,14.07435
2021-05-18,14.25447
2021-05-19,18.29409
2021-05-20,19.05313
2021-05-21,15.42518
2021-05-22,9.09558
2021-05-23,9.81602
2021-05-24,17.02045
2021-05-25,13.95857
2021-05-26,14.37025
2021-05-27,15.47664
2021-05-28,13.88138
2021-05-29,8.99266
2021-05-30,7.43599
2021-05-31,13.34105
2021-06-01,13.07088
2021-06-02,13.79132
2021-06-03,13.36678
2021-06-04,12.60774
2021-06-05,7.88627
2021-06-06,7.82194
2021-06-07,11.30837
2021-06-08,11.81011
2021-06-09,10.99961
2021-06-10,10.18911
2021-06-11,10.61366
2021-06-12,7.66756
2021-06-13,7.28161
2021-06-14,10.25344
2021-06-15,9.97041
2021-06-16,9.80316
2021-06-17,10.63939
2021-06-18,12.46622
2021-06-19,8.64531
2021-06-20,6.47111
2021-06-21,11.34697
2021-06-22,10.99961
2021-06-23,10.20198
2021-06-24,9.90608
2021-06-25,9.58445
2021-06-26,7.16583
2021-06-27,6.0337
2021-06-28,10.24057
2021-06-29,10.11192
2021-06-30,12.22179
2021-07-01,9.61018
2021-07-02,10.0476
2021-07-03,7.48745
2021-07-04,5.96938
2021-07-05,9.79029
2021-07-06,10.07333
2021-07-07,10.31776
2021-07-08,10.40782
2021-07-09,10.60079
2021-07-10,7.89913
2021-07-11,7.95059
2021-07-12,9.85462
2021-07-13,9.32715
2021-07-14,9.53299
2021-07-15,10.57506
2021-07-16,10.67798
2021-07-17,7.47459
2021-07-18,7.12723
2021-07-19,9.44294
2021-07-20,10.21484
2021-07-21,9.31429
2021-07-22,9.73883
2021-07-23,8.43946
2021-07-24,7.33307
2021-07-25,6.67695
2021-07-26,9.4944
2021-07-27,9.39148
2021-07-28,9.52013
2021-07-29,9.27569
2021-07-30,10.43355
2021-07-31,6.48398
2021-08-01,5.68635
2021-08-02,8.92834
2021-08-03,9.31429
2021-08-04,9.15991
2021-08-05,10.06046
2021-08-06,9.24996
2021-08-07,7.12723
2021-08-08,6.18808
2021-08-09,10.70371
2021-08-10,11.32124
2021-08-11,14.66615
2021-08-12,16.6345
2021-08-13,13.23813
2021-08-14,9.17277
2021-08-15,7.86054
2021-08-16,8.45233
2021-08-17,12.33757
2021-08-18,12.31184
2021-08-19,12.15746
2021-08-20,12.6978
2021-08-21,7.68043
2021-08-22,7.19156
2021-08-23,11.11539
2021-08-24,9.72597
2021-08-25,9.97041
2021-08-26,10.5236
2021-08-27,9.94468
2021-08-28,7.32021
2021-08-29,7.48745
2021-08-30,9.82889
2021-08-31,9.08272
2021-09-01,9.62305
2021-09-02,8.82542
2021-09-03,8.76109
2021-09-04,6.85706
2021-09-05,5.58342
2021-09-06,8.24649
2021-09-07,9.70024
2021-09-08,9.13418
2021-09-09,8.87688
2021-09-10,8.51666
2021-09-11,5.80213
2021-09-12,5.55769
2021-09-13,7.21729
2021-09-14,7.69329
2021-09-15,8.28508
2021-09-16,8.00205
2021-09-17,7.96346
2021-09-18,5.89219
2021-09-19,4.67001
2021-09-20,4.60568
2021-09-21,4.55422
2021-09-22,5.44191
2021-09-23,8.41373
2021-09-24,8.67104
2021-09-25,7.17869
2021-09-26,5.4805
2021-09-27,7.82194
2021-09-28,7.8734
2021-09-29,8.60671
2021-09-30,8.15643
2021-10-01,8.73536
2021-10-02,5.94365
2021-10-03,5.46764
2021-10-04,7.8734
2021-10-05,11.15399
2021-10-06,9.14704
2021-10-07,9.03126
2021-10-08,7.8734
2021-10-09,5.64775
2021-10-10,5.46764
2021-10-11,6.34246
2021-10-12,9.43007
2021-10-13,7.96346
2021-10-14,8.59385
2021-10-15,9.06985
2021-10-16,7.05004
2021-10-17,4.72147
2021-10-18,8.25935
2021-10-19,8.18216
2021-10-20,8.09211
2021-10-21,7.89913
2021-10-22,8.02778
2021-10-23,5.68635
2021-10-24,6.93425
2021-10-25,10.60079
2021-10-26,8.09211
2021-10-27,7.42313
2021-10-28,7.03717
2021-10-29,7.26875
2021-10-30,5.57056
2021-10-31,4.92731
2021-11-01,6.81847
2021-11-02,8.15643
2021-11-03,7.30734
2021-11-04,7.32021
2021-11-05,6.72841
2021-11-06,4.55422
2021-11-07,5.0045
2021-11-08,8.29795
2021-11-09,8.22076
2021-11-10,8.19503
2021-11-11,9.68737
2021-11-12,9.50726
2021-11-13,6.23954
2021-11-14,5.99511
2021-11-15,9.68737
2021-11-16,12.73639
2021-11-17,12.51768
2021-11-18,9.82889
2021-11-19,9.95754
2021-11-20,6.92139
2021-11-21,6.17522
2021-11-22,9.28856
2021-11-23,9.35288
2021-11-24,9.40434
2021-11-25,9.73883
2021-11-26,9.59732
2021-11-27,7.75762
2021-11-28,8.91547
2021-11-29,11.75865
2021-11-30,10.67798
2021-12-01,10.22771
2021-12-02,10.20198
2021-12-03,9.62305
2021-12-04,6.99858
2021-12-05,6.5869
2021-12-06,9.46867
2021-12-07,8.78682
2021-12-08,8.69677
2021-12-09,8.05351
2021-12-10,8.22076
2021-12-11,6.61263
2021-12-12,6.34246
2021-12-13,7.84767
2021-12-14,7.92486
2021-12-15,7.80908
2021-12-16,8.24649
2021-12-17,7.3588
2021-12-18,5.76354
2021-12-19,5.24893
2021-12-20,8.36227
2021-12-21,8.69677
2021-12-22,8.22076
2021-12-23,8.04065
2021-12-24,8.11784
2021-12-25,6.291
2021-12-26,6.17522
2021-12-27,8.4652
2021-12-28,8.23362
2021-12-29,7.17869
2021-12-30,7.75762
2021-12-31,13.727
2022-01-01,11.60427
2022-01-02,9.59732
2022-01-03,11.55281
2022-01-04,11.16685
2022-01-05,10.54933
2022-01-06,12.38903
2022-01-07,10.98674
2022-01-08,7.84767
2022-01-09,8.20789
2022-01-10,9.34002
2022-01-11,11.0768
2022-01-12,8.85115
2022-01-13,9.12131
2022-01-14,9.15991
2022-01-15,7.59037
2022-01-16,7.3974
2022-01-17,9.00553
2022-01-18,8.09211
2022-01-19,8.18216
2022-01-20,8.76109
2022-01-21,9.34002
2022-01-22,8.19503
2022-01-23,8.27222
2022-01-24,10.47214
2022-01-25,10.40782
2022-01-26,9.18564
2022-01-27,9.81602
2022-01-28,10.15052
2022-01-29,6.18808
2022-01-30,5.30039
2022-01-31,4.29692
2022-02-01,5.67348
2022-02-02,6.23954
2022-02-03,8.92834
2022-02-04,9.43007
2022-02-05,6.88279
2022-02-06,7.12723
2022-02-07,8.06638
2022-02-08,9.50726
2022-02-09,9.72597
2022-02-10,8.23362
2022-02-11,10.009
2022-02-12,8.19503
2022-02-13,6.61263
2022-02-14,12.53055
2022-02-15,18.37128
2022-02-16,13.88138
2022-02-17,11.56567
2022-02-18,14.44744
2022-02-19,10.93528
2022-02-20,9.98327
2022-02-21,15.32226
2022-02-22,16.87893
2022-02-23,16.1199
2022-02-24,33.39765
2022-02-25,26.96513
2022-02-26,16.01698
2022-02-27,15.23221
2022-02-28,19.38762
2022-03-01,14.52463
2022-03-02,19.81217
2022-03-03,17.53505
2022-03-04,16.9304
2022-03-05,11.50135
2022-03-06,14.7562
2022-03-07,23.58162
2022-03-08,25.73009
2022-03-09,18.31982
2022-03-10,17.35494
2022-03-11,16.99472
2022-03-12,14.33166
2022-03-13,11.47562
2022-03-14,16.39006
2022-03-15,15.15502
2022-03-16,13.9843
2022-03-17,14.93631
2022-03-18,12.9165
2022-03-19,9.90608
2022-03-20,7.8734
2022-03-21,11.24404
2022-03-22,11.97735
2022-03-23,11.25691
2022-03-24,10.93528
2022-03-25,12.32471
2022-03-26,9.14704
2022-03-27,8.43946
2022-03-28,10.80663
2022-03-29,10.43355
2022-03-30,10.22771
2022-03-31,9.85462
2022-04-01,11.50135
2022-04-02,7.34594
2022-04-03,6.43252
2022-04-04,9.80316
2022-04-05,9.89322
2022-04-06,9.4558
2022-04-07,9.46867
2022-04-08,9.21137
2022-04-09,6.52257
2022-04-10,5.91792
2022-04-11,9.4558
2022-04-12,10.45928
2022-04-13,9.54586
2022-04-14,9.08272
2022-04-15,9.97041
2022-04-16,7.08864
2022-04-17,5.91792
2022-04-18,9.97041
2022-04-19,10.40782
2022-04-20,11.01247
2022-04-21,9.94468
2022-04-22,9.81602
2022-04-23,6.99858
2022-04-24,7.16583
2022-04-25,10.63939
2022-04-26,9.97041
2022-04-27,10.44641
2022-04-28,10.42068
2022-04-29,9.44294
2022-04-30,7.28161
2022-05-01,6.16235
2022-05-02,9.66164
2022-05-03,9.59732
2022-05-04,8.79969
2022-05-05,6.89566
2022-05-06,10.03473
2022-05-07,6.0337
2022-05-08,5.71208
2022-05-09,9.67451
2022-05-10,9.99614
2022-05-11,8.99266
2022-05-12,10.8195
2022-05-13,9.39148
2022-05-14,7.23015
2022-05-15,5.60915
2022-05-16,9.89322
2022-05-17,9.21137
2022-05-18,9.57159
2022-05-19,9.32715
2022-05-20,8.99266
2022-05-21,5.75067
2022-05-22,5.37758
2022-05-23,8.02778
2022-05-24,8.45233
2022-05-25,8.40087
2022-05-26,8.55525
2022-05-27,7.24302
2022-05-28,5.2232
2022-05-29,5.50623
2022-05-30,8.23362
2022-05-31,9.09558
2022-06-01,6.93425
2022-06-02,7.92486
2022-06-03,7.71902
2022-06-04,6.22668
2022-06-05,5.45477
2022-06-06,6.43252
2022-06-07,8.20789
2022-06-08,7.96346
2022-06-09,8.90261
2022-06-10,7.79621
2022-06-11,7.11437
2022-06-12,6.47111
2022-06-13,12.92937
2022-06-14,12.74926
2022-06-15,12.33757
2022-06-16,11.68146
2022-06-17,12.23465
2022-06-18,8.52952
2022-06-19,6.47111
2022-06-20,11.8873
2022-06-21,10.24057
2022-06-22,10.53647
2022-06-23,12.31184
2022-06-24,11.8873
2022-06-25,7.33307
2022-06-26,7.11437
2022-06-27,10.98674
2022-06-28,9.61018
2022-06-29,8.9412
2022-06-30,9.67451
2022-07-01,8.56812
2022-07-02,6.48398
2022-07-03,5.90505
2022-07-04,8.99266
2022-07-05,9.00553
2022-07-06,17.47073
2022-07-07,13.19953
2022-07-08,10.57506
2022-07-09,8.1307
2022-07-10,7.77048
2022-07-11,10.42068
2022-07-12,10.60079
2022-07-13,11.95162
2022-07-14,9.90608
2022-07-15,10.76804
2022-07-16,7.62897
2022-07-17,7.912
2022-07-18,10.0476
2022-07-19,10.31776
2022-07-20,10.31776
2022-07-21,9.61018
2022-07-22,9.46867
2022-07-23,7.01144
2022-07-24,6.34246
2022-07-25,16.64736
2022-07-26,17.05905
2022-07-27,11.73292
2022-07-28,11.48848
2022-07-29,10.06046
2022-07-30,7.57751
2022-07-31,7.07577
2022-08-01,9.61018
2022-08-02,9.97041
2022-08-03,9.32715
2022-08-04,9.52013
2022-08-05,9.24996
2022-08-06,8.37514
2022-08-07,6.53544
2022-08-08,8.74823
2022-08-09,8.65817
2022-08-10,9.31429
2022-08-11,7.912
2022-08-12,8.78682
2022-08-13,6.16235
2022-08-14,5.82786
2022-08-15,6.88279
2022-08-16,8.65817
2022-08-17,8.73536
2022-08-18,8.09211
2022-08-19,7.96346
2022-08-20,6.12376
2022-08-21,5.7764
2022-08-22,10.009
2022-08-23,9.88035
2022-08-24,8.86401
2022-08-25,8.9798
2022-08-26,8.51666
2022-08-27,6.20095
2022-08-28,4.82439
2022-08-29,8.63244
2022-08-30,7.70616
2022-08-31,7.86054
2022-09-01,7.64183
2022-09-02,8.06638
2022-09-03,5.2232
2022-09-04,4.4513
2022-09-05,7.84767
2022-09-06,7.46172
2022-09-07,8.60671
2022-09-08,7.25588
2022-09-09,5.0045
2022-09-10,5.36472
2022-09-11,5.30039
2022-09-12,6.67695
2022-09-13,8.81255
2022-09-14,10.3049
2022-09-15,8.95407
2022-09-16,9.4558
2022-09-17,6.8056
2022-09-18,5.69921
2022-09-19,8.47806
2022-09-20,9.93181
2022-09-21,15.6053
2022-09-22,11.26978
2022-09-23,11.01247
2022-09-24,10.13765
2022-09-25,6.40679
2022-09-26,12.87791
2022-09-27,11.26978
2022-09-28,12.64633
2022-09-29,10.02187
2022-09-30,11.10253
2022-10-01,7.75762
2022-10-02,6.30387
2022-10-03,7.50032
2022-10-04,10.43355
2022-10-05,10.65225
2022-10-06,10.12479
2022-10-07,8.88974
2022-10-08,5.96938
2022-10-09,5.64775
2022-10-10,6.59976
2022-10-11,15.34799
2022-10-12,19.42621
2022-10-13,14.52463
2022-10-14,11.8873
2022-10-15,8.47806
2022-10-16,6.62549
2022-10-17,9.80316
2022-10-18,9.26283
2022-10-19,9.34002
2022-10-20,8.90261
2022-10-21,8.96693
