date,RP
2023-05-31,7.2151
2023-06-01,6.99595
2023-06-02,7.0971
2023-06-03,4.28186
2023-06-04,4.53472
2023-06-05,6.59136
2023-06-06,4.68644
2023-06-07,7.48482
2023-06-08,7.3331
2023-06-09,6.4565
2023-06-10,4.14699
2023-06-11,3.80984
2023-06-12,8.32771
2023-06-13,7.38368
2023-06-14,7.55225
2023-06-15,7.31625
2023-06-16,6.22049
2023-06-17,4.19757
2023-06-18,4.43358
2023-06-19,6.70937
2023-06-20,7.14767
2023-06-21,6.7768
2023-06-22,6.57451
2023-06-23,6.79366
2023-06-24,3.67498
2023-06-25,3.43897
2023-06-26,6.35536
2023-06-27,6.94538
2023-06-28,6.52393
2023-06-29,7.0971
2023-06-30,5.95077
2023-07-01,4.13014
2023-07-02,4.28186
2023-07-03,6.00134
2023-07-04,6.70937
2023-07-05,7.23196
2023-07-06,6.87795
2023-07-07,6.35536
2023-07-08,3.65812
2023-07-09,3.45583
2023-07-10,12.22184
2023-07-11,22.43762
2023-07-12,10.18206
2023-07-13,8.05799
2023-07-14,8.59743
2023-07-15,4.29871
2023-07-16,4.56844
2023-07-17,7.0971
2023-07-18,7.58597
2023-07-19,6.91166
2023-07-20,7.04652
2023-07-21,6.69251
2023-07-22,4.16385
2023-07-23,4.24814
2023-07-24,7.23196
2023-07-25,7.28253
2023-07-26,6.55765
2023-07-27,7.87255
2023-07-28,6.69251
2023-07-29,3.89413
2023-07-30,3.59069
2023-07-31,6.99595
2023-08-01,7.58597
2023-08-02,6.94538
2023-08-03,6.55765
2023-08-04,6.08563
2023-08-05,3.74241
2023-08-06,3.96156
2023-08-07,6.38907
2023-08-08,6.8948
2023-08-09,7.04652
2023-08-10,8.73229
2023-08-11,6.22049
2023-08-12,3.32097
2023-08-13,3.60755
2023-08-14,6.38907
2023-08-15,4.8213
2023-08-16,7.0971
2023-08-17,7.72083
2023-08-18,5.83277
2023-08-19,3.60755
2023-08-20,3.3884
2023-08-21,7.29939
2023-08-22,6.62508
2023-08-23,6.74308
2023-08-24,6.82737
2023-08-25,6.82737
2023-08-26,4.46729
2023-08-27,3.59069
2023-08-28,6.65879
2023-08-29,7.82198
2023-08-30,6.65879
2023-08-31,6.52393
2023-09-01,5.73162
2023-09-02,3.6244
2023-09-03,4.34929
2023-09-04,6.97909
2023-09-05,7.14767
2023-09-06,7.61968
2023-09-07,9.65947
2023-09-08,7.60283
2023-09-09,4.31557
2023-09-10,4.04585
2023-09-11,7.67026
2023-09-12,8.22656
2023-09-13,8.26028
2023-09-14,7.92312
2023-09-15,6.11935
2023-09-16,3.74241
2023-09-17,3.97842
2023-09-18,7.58597
2023-09-19,6.55765
2023-09-20,12.559
2023-09-21,6.55765
2023-09-22,6.28792
2023-09-23,4.14699
2023-09-24,3.75927
2023-09-25,7.40053
2023-09-26,15.57653
2023-09-27,7.40053
2023-09-28,3.25354
2023-09-29,3.1861
2023-09-30,3.28725
2023-10-01,3.20296
2023-10-02,3.48954
2023-10-03,5.17532
2023-10-04,9.13688
2023-10-05,7.61968
2023-10-06,7.68712
2023-10-07,4.16385
2023-10-08,4.383
2023-10-09,4.97302
2023-10-10,9.1706
2023-10-11,8.58057
2023-10-12,8.78287
2023-10-13,7.85569
2023-10-14,5.27646
2023-10-15,4.78759
2023-10-16,8.412
2023-10-17,9.37289
2023-10-18,9.1706
2023-10-19,8.47943
2023-10-20,7.60283
2023-10-21,4.7033
2023-10-22,4.51786
2023-10-23,8.29399
2023-10-24,8.68172
2023-10-25,8.27714
2023-10-26,8.04113
2023-10-27,7.23196
2023-10-28,3.5064
2023-10-29,3.86041
2023-10-30,6.91166
2023-10-31,7.14767
2023-11-01,7.46797
2023-11-02,8.32771
2023-11-03,6.65879
2023-11-04,4.19757
2023-11-05,4.01213
2023-11-06,7.7714
2023-11-07,7.31625
2023-11-08,7.16453
2023-11-09,7.36682
2023-11-10,6.3385
2023-11-11,3.52326
2023-11-12,3.75927
2023-11-13,7.48482
2023-11-14,7.61968
2023-11-15,7.04652
2023-11-16,7.68712
2023-11-17,6.91166
2023-11-18,3.86041
2023-11-19,4.18071
2023-11-20,7.90627
2023-11-21,8.412
2023-11-22,6.79366
2023-11-23,7.13081
2023-11-24,6.08563
2023-11-25,3.75927
2023-11-26,4.51786
2023-11-27,7.48482
2023-11-28,8.29399
2023-11-29,6.86109
2023-11-30,6.70937
2023-12-01,6.20364
2023-12-02,3.75927
2023-12-03,3.74241
2023-12-04,6.50708
2023-12-05,6.67565
2023-12-06,7.56911
2023-12-07,7.19824
2023-12-08,7.0971
2023-12-09,4.88873
2023-12-10,5.17532
2023-12-11,6.87795
2023-12-12,7.26567
2023-12-13,7.95684
2023-12-14,7.06338
2023-12-15,7.61968
2023-12-16,3.74241
2023-12-17,4.45043
2023-12-18,7.08024
2023-12-19,10.53607
2023-12-20,8.91773
2023-12-21,7.83884
2023-12-22,7.02966
2023-12-23,4.7033
2023-12-24,4.16385
2023-12-25,4.56844
2023-12-26,7.48482
2023-12-27,8.73229
2023-12-28,8.47943
2023-12-29,9.22117
2023-12-30,4.31557
2023-12-31,4.16385
2024-01-01,4.45043
2024-01-02,9.12002
2024-01-03,9.00202
2024-01-04,9.13688
2024-01-05,8.64801
2024-01-06,5.20903
2024-01-07,5.84962
2024-01-08,7.95684
2024-01-09,8.20971
2024-01-10,8.412
2024-01-11,8.22656
2024-01-12,8.47943
2024-01-13,4.93931
2024-01-14,5.37761
2024-01-15,8.73229
2024-01-16,8.19285
2024-01-17,11.05866
2024-01-18,9.52461
2024-01-19,10.80579
2024-01-20,5.61362
2024-01-21,4.98988
2024-01-22,10.24949
2024-01-23,10.1652
2024-01-24,9.76062
2024-01-25,9.33917
2024-01-26,9.35603
2024-01-27,6.28792
2024-01-28,6.74308
2024-01-29,10.33378
2024-01-30,10.97437
2024-01-31,9.1706
2024-02-01,10.51921
2024-02-02,9.57518
2024-02-03,6.54079
2024-02-04,6.72623
2024-02-05,12.57585
2024-02-06,11.00809
2024-02-07,10.45178
2024-02-08,12.18813
2024-02-09,5.59676
2024-02-10,5.81591
2024-02-11,6.49022
2024-02-12,7.26567
2024-02-13,11.05866
2024-02-14,11.34524
2024-02-15,12.30613
2024-02-16,9.96291
2024-02-17,7.26567
2024-02-18,6.96223
2024-02-19,14.68307
2024-02-20,14.85165
2024-02-21,11.07552
2024-02-22,10.13149
2024-02-23,9.97977
2024-02-24,5.4619
2024-02-25,5.88334
2024-02-26,9.64261
2024-02-27,11.27781
2024-02-28,10.51921
2024-02-29,9.27174
2024-03-01,6.4565
2024-03-02,5.81591
2024-03-03,6.3385
2024-03-04,11.15981
2024-03-05,11.66554
2024-03-06,10.41807
2024-03-07,10.11463
2024-03-08,10.11463
2024-03-09,6.49022
2024-03-10,5.93391
2024-03-11,9.4066
2024-03-12,9.89548
2024-03-13,9.82805
2024-03-14,9.27174
2024-03-15,8.71544
2024-03-16,5.34389
2024-03-17,5.42818
2024-03-18,8.61429
2024-03-19,9.69318
2024-03-20,9.96291
