date,CMA계좌
2023-05-29,2.92887
2023-05-30,4.12211
2023-05-31,3.92065
2023-06-01,3.7192
2023-06-02,3.62622
2023-06-03,1.89059
2023-06-04,2.06105
2023-06-05,3.42476
2023-06-06,2.37099
2023-06-07,3.98264
2023-06-08,3.45575
2023-06-09,3.95165
2023-06-10,2.10754
2023-06-11,2.23152
2023-06-12,3.7192
2023-06-13,4.41655
2023-06-14,3.87416
2023-06-15,4.66449
2023-06-16,4.74198
2023-06-17,2.83589
2023-06-18,2.88238
2023-06-19,4.57151
2023-06-20,4.72648
2023-06-21,4.85045
2023-06-22,3.73469
2023-06-23,3.78118
2023-06-24,2.12304
2023-06-25,2.3245
2023-06-26,3.92065
2023-06-27,4.10661
2023-06-28,4.46304
2023-06-29,4.32357
2023-06-30,4.23059
2023-07-01,2.68092
2023-07-02,3.37827
2023-07-03,4.46304
2023-07-04,5.59429
2023-07-05,7.50038
2023-07-06,6.83403
2023-07-07,3.7037
2023-07-08,2.47946
2023-07-09,2.82039
2023-07-10,4.47853
2023-07-11,5.1139
2023-07-12,3.93615
2023-07-13,5.05191
2023-07-14,4.10661
2023-07-15,2.7584
2023-07-16,3.62622
2023-07-17,6.18317
2023-07-18,5.48582
2023-07-19,5.14489
2023-07-20,4.13761
2023-07-21,3.96714
2023-07-22,2.41748
2023-07-23,2.64993
2023-07-24,4.618
2023-07-25,5.70277
2023-07-26,5.5478
2023-07-27,4.78847
2023-07-28,4.71098
2023-07-29,2.82039
2023-07-30,2.309
2023-07-31,4.77297
2023-08-01,5.1139
2023-08-02,4.12211
2023-08-03,3.65721
2023-08-04,3.7037
2023-08-05,2.23152
2023-08-06,2.04556
2023-08-07,3.61072
2023-08-08,3.59522
2023-08-09,3.45575
2023-08-10,3.45575
2023-08-11,3.98264
2023-08-12,2.21602
2023-08-13,2.55695
2023-08-14,3.37827
2023-08-15,2.72741
2023-08-16,4.41655
2023-08-17,4.37006
2023-08-18,3.50224
2023-08-19,2.09205
2023-08-20,1.89059
2023-08-21,3.28529
2023-08-22,3.90516
2023-08-23,3.54873
2023-08-24,3.93615
2023-08-25,3.2388
2023-08-26,1.58066
2023-08-27,2.20052
2023-08-28,3.57973
2023-08-29,4.19959
2023-08-30,4.19959
2023-08-31,4.23059
2023-09-01,3.85867
2023-09-02,2.309
2023-09-03,2.54145
2023-09-04,3.67271
2023-09-05,4.66449
2023-09-06,3.75019
2023-09-07,3.92065
2023-09-08,3.61072
2023-09-09,2.09205
2023-09-10,2.27801
2023-09-11,4.21509
2023-09-12,3.90516
2023-09-13,3.50224
2023-09-14,3.33178
2023-09-15,3.42476
2023-09-16,2.58794
2023-09-17,2.74291
2023-09-18,4.46304
2023-09-19,4.67999
2023-09-20,5.05191
2023-09-21,4.85045
2023-09-22,4.86595
2023-09-23,1.79761
2023-09-24,2.06105
2023-09-25,3.6882
2023-09-26,4.67999
2023-09-27,3.16132
2023-09-28,1.70463
2023-09-29,1.92158
2023-09-30,1.68913
2023-10-01,1.89059
2023-10-02,2.44847
2023-10-03,2.68092
2023-10-04,4.21509
2023-10-05,4.75747
2023-10-06,4.19959
2023-10-07,2.20052
2023-10-08,2.309
2023-10-09,3.20781
2023-10-10,4.74198
2023-10-11,5.31535
2023-10-12,4.38555
2023-10-13,3.28529
2023-10-14,2.33999
2023-10-15,2.57244
2023-10-16,3.92065
2023-10-17,4.07562
2023-10-18,4.01363
2023-10-19,3.84317
2023-10-20,3.6882
2023-10-21,2.09205
2023-10-22,2.3245
2023-10-23,4.24608
2023-10-24,3.85867
2023-10-25,4.46304
2023-10-26,4.13761
2023-10-27,3.78118
2023-10-28,2.01456
2023-10-29,2.309
2023-10-30,3.78118
2023-10-31,4.09112
2023-11-01,3.93615
2023-11-02,3.84317
2023-11-03,4.13761
2023-11-04,2.27801
2023-11-05,3.08383
2023-11-06,4.74198
2023-11-07,4.69549
2023-11-08,4.07562
2023-11-09,3.78118
2023-11-10,3.30079
2023-11-11,2.51046
2023-11-12,3.98264
2023-11-13,3.99814
2023-11-14,3.65721
2023-11-15,4.04463
2023-11-16,3.85867
2023-11-17,3.64171
2023-11-18,1.95258
2023-11-19,2.26251
2023-11-20,3.67271
2023-11-21,3.64171
2023-11-22,3.42476
2023-11-23,3.2388
2023-11-24,4.12211
2023-11-25,2.01456
2023-11-26,2.27801
2023-11-27,4.24608
2023-11-28,3.17681
2023-11-29,3.11483
2023-11-30,4.49403
2023-12-01,3.37827
2023-12-02,2.03006
2023-12-03,2.95986
2023-12-04,4.618
2023-12-05,3.64171
2023-12-06,4.1531
2023-12-07,4.01363
2023-12-08,2.95986
2023-12-09,2.15403
2023-12-10,2.43297
2023-12-11,4.09112
2023-12-12,4.01363
2023-12-13,3.88966
2023-12-14,5.14489
2023-12-15,4.43204
2023-12-16,2.3245
2023-12-17,2.41748
2023-12-18,4.57151
2023-12-19,4.09112
2023-12-20,3.76569
2023-12-21,3.42476
2023-12-22,3.79668
2023-12-23,2.16953
2023-12-24,1.95258
2023-12-25,2.97536
2023-12-26,5.00542
2023-12-27,5.5478
2023-12-28,5.28436
2023-12-29,4.10661
2023-12-30,2.94436
2023-12-31,2.26251
2024-01-01,3.26979
2024-01-02,4.94343
2024-01-03,4.35456
2024-01-04,4.19959
2024-01-05,4.09112
2024-01-06,2.61893
2024-01-07,2.38648
2024-01-08,3.78118
2024-01-09,3.78118
2024-01-10,4.6335
2024-01-11,4.1531
2024-01-12,3.85867
2024-01-13,1.98357
2024-01-14,2.41748
2024-01-15,4.07562
2024-01-16,4.618
2024-01-17,6.5086
2024-01-18,5.20688
2024-01-19,4.24608
2024-01-20,2.51046
2024-01-21,2.89787
2024-01-22,4.649
2024-01-23,4.91244
2024-01-24,4.69549
2024-01-25,5.16039
2024-01-26,4.75747
2024-01-27,2.83589
2024-01-28,3.51774
2024-01-29,4.92794
2024-01-30,4.67999
2024-01-31,5.19138
2024-02-01,4.95893
2024-02-02,5.03641
2024-02-03,2.95986
2024-02-04,3.09933
2024-02-05,5.62529
2024-02-06,5.31535
2024-02-07,4.97443
2024-02-08,4.67999
2024-02-09,3.16132
2024-02-10,3.16132
2024-02-11,3.37827
2024-02-12,4.13761
2024-02-13,8.29071
2024-02-14,8.15124
2024-02-15,7.05098
2024-02-16,4.58701
2024-02-17,3.2388
2024-02-18,3.88966
2024-02-19,5.47032
2024-02-20,5.82674
2024-02-21,6.18317
2024-02-22,5.95072
2024-02-23,7.11297
2024-02-24,3.64171
2024-02-25,4.88145
2024-02-26,7.29893
2024-02-27,5.88873
2024-02-28,6.44661
2024-02-29,5.76476
2024-03-01,4.07562
2024-03-02,3.36277
2024-03-03,3.78118
2024-03-04,6.09019
2024-03-05,6.78754
2024-03-06,5.71827
2024-03-07,6.36913
2024-03-08,5.74926
2024-03-09,3.26979
2024-03-10,2.82039
2024-03-11,4.649
2024-03-12,5.36184
2024-03-13,5.42383
2024-03-14,4.44754
2024-03-15,4.74198
2024-03-16,2.7584
2024-03-17,2.46397
2024-03-18,4.72648
2024-03-19,4.60251
2024-03-20,5.59429
