date,알파벳주가
2020-03-20,8.60354
2020-03-21,5.92304
2020-03-22,3.63164
2020-03-23,7.37137
2020-03-24,9.23043
2020-03-25,8.38737
2020-03-26,7.24167
2020-03-27,7.84695
2020-03-28,5.07998
2020-03-29,2.63726
2020-03-30,5.64202
2020-03-31,6.39861
2020-04-01,7.11197
2020-04-02,6.16083
2020-04-03,5.8798
2020-04-04,4.43147
2020-04-05,2.44271
2020-04-06,7.93341
2020-04-07,8.34414
2020-04-08,7.13359
2020-04-09,7.39299
2020-04-10,6.22568
2020-04-11,4.53955
2020-04-12,4.84219
2020-04-13,6.29053
2020-04-14,8.92779
2020-04-15,9.12235
2020-04-16,8.1712
2020-04-17,9.87894
2020-04-18,5.8798
2020-04-19,3.61003
2020-04-20,5.94466
2020-04-21,7.52269
2020-04-22,7.47946
2020-04-23,7.30652
2020-04-24,5.33938
2020-04-25,4.0856
2020-04-26,4.25853
2020-04-27,7.06874
2020-04-28,8.32252
2020-04-29,16.12624
2020-04-30,11.02464
2020-05-01,7.86856
2020-05-02,6.05274
2020-05-03,3.56679
2020-05-04,5.14483
2020-05-05,6.07436
2020-05-06,8.1712
2020-05-07,7.69563
2020-05-08,6.87418
2020-05-09,5.81495
2020-05-10,4.2153
2020-05-11,6.93904
2020-05-12,9.33852
2020-05-13,8.10635
2020-05-14,8.99265
2020-05-15,7.9118
2020-05-16,4.95028
2020-05-17,2.48594
2020-05-18,5.25291
2020-05-19,7.84695
2020-05-20,7.45784
2020-05-21,7.37137
2020-05-22,7.43623
2020-05-23,4.99351
2020-05-24,3.63164
2020-05-25,5.7501
2020-05-26,8.38737
2020-05-27,8.06312
2020-05-28,6.70125
2020-05-29,5.94466
2020-05-30,4.51794
2020-05-31,3.09122
2020-06-01,4.82057
2020-06-02,8.40899
2020-06-03,7.58754
2020-06-04,7.47946
2020-06-05,7.41461
2020-06-06,7.34976
2020-06-07,4.82057
2020-06-08,6.8958
2020-06-09,9.92217
2020-06-10,10.31128
2020-06-11,9.61954
2020-06-12,10.89494
2020-06-13,6.24729
2020-06-14,4.02075
2020-06-15,7.37137
2020-06-16,7.82533
2020-06-17,6.16083
2020-06-18,6.37699
2020-06-19,7.7821
2020-06-20,4.71249
2020-06-21,2.26977
2020-06-22,4.69087
2020-06-23,6.78772
2020-06-24,7.45784
2020-06-25,7.13359
2020-06-26,6.65801
2020-06-27,7.7821
2020-06-28,3.00475
2020-06-29,6.33376
2020-06-30,7.26329
2020-07-01,7.19844
2020-07-02,7.71725
2020-07-03,6.72287
2020-07-04,2.57241
2020-07-05,1.90229
2020-07-06,4.36662
2020-07-07,8.0415
2020-07-08,7.69563
2020-07-09,8.1712
2020-07-10,7.73886
2020-07-11,4.99351
2020-07-12,3.00475
2020-07-13,5.57717
2020-07-14,8.38737
2020-07-15,8.88456
2020-07-16,6.78772
2020-07-17,5.31776
2020-07-18,3.9559
2020-07-19,1.4051
2020-07-20,3.30739
2020-07-21,8.06312
2020-07-22,7.32814
2020-07-23,7.34976
2020-07-24,5.83657
2020-07-25,3.84781
2020-07-26,1.77258
2020-07-27,4.19368
2020-07-28,6.03112
2020-07-29,5.64202
2020-07-30,5.03674
2020-07-31,7.69563
2020-08-01,7.26329
2020-08-02,1.90229
2020-08-03,5.16645
2020-08-04,7.52269
2020-08-05,7.09035
2020-08-06,7.24167
2020-08-07,7.28491
2020-08-08,4.345
2020-08-09,1.9239
2020-08-10,5.25291
2020-08-11,6.83095
2020-08-12,7.26329
2020-08-13,7.99827
2020-08-14,6.91742
2020-08-15,3.91266
2020-08-16,1.64288
2020-08-17,2.85343
2020-08-18,7.13359
2020-08-19,8.0415
2020-08-20,8.06312
2020-08-21,8.36575
2020-08-22,6.03112
2020-08-23,3.61003
2020-08-24,6.39861
2020-08-25,8.86294
2020-08-26,9.77086
2020-08-27,10.91655
2020-08-28,10.05188
2020-08-29,5.64202
2020-08-30,3.329
2020-08-31,7.52269
2020-09-01,11.04626
2020-09-02,12.97016
2020-09-03,12.66753
2020-09-04,14.26718
2020-09-05,10.78685
2020-09-06,5.46908
2020-09-07,6.29053
2020-09-08,9.66277
2020-09-09,17.57457
2020-09-10,14.11586
2020-09-11,12.86208
2020-09-12,9.0575
2020-09-13,3.91266
2020-09-14,8.56031
2020-09-15,13.55382
2020-09-16,12.97016
2020-09-17,11.62991
2020-09-18,11.21919
2020-09-19,9.55469
2020-09-20,3.35062
2020-09-21,7.28491
2020-09-22,11.47859
2020-09-23,11.08949
2020-09-24,12.86208
2020-09-25,10.87332
2020-09-26,7.56593
2020-09-27,2.85343
2020-09-28,6.7661
2020-09-29,10.74362
2020-09-30,8.86294
2020-10-01,9.36013
2020-10-02,8.99265
2020-10-03,7.26329
2020-10-04,3.02637
2020-10-05,6.44185
2020-10-06,8.94941
2020-10-07,8.69001
2020-10-08,9.20881
2020-10-09,8.4306
2020-10-10,6.65801
2020-10-11,2.37786
2020-10-12,6.20406
2020-10-13,9.90056
2020-10-14,8.73324
2020-10-15,7.30652
2020-10-16,7.0255
2020-10-17,5.90142
2020-10-18,1.68612
2020-10-19,3.93428
2020-10-20,7.45784
2020-10-21,10.18158
2020-10-22,7.84695
2020-10-23,6.96065
2020-10-24,5.57717
2020-10-25,1.98875
2020-10-26,4.2153
2020-10-27,7.32814
2020-10-28,6.42023
2020-10-29,7.34976
2020-10-30,12.34327
2020-10-31,7.58754
2020-11-01,3.17769
2020-11-02,5.68525
2020-11-03,7.80371
2020-11-04,9.4466
2020-11-05,13.46735
2020-11-06,9.3169
2020-11-07,6.18244
2020-11-08,2.63726
2020-11-09,5.96627
2020-11-10,11.93255
2020-11-11,9.14396
2020-11-12,8.27929
2020-11-13,7.93341
2020-11-14,5.6204
2020-11-15,3.04798
2020-11-16,5.51232
2020-11-17,9.42498
2020-11-18,8.08473
2020-11-19,7.97665
2020-11-20,7.11197
2020-11-21,6.70125
2020-11-22,3.26415
2020-11-23,4.99351
2020-11-24,10.09511
2020-11-25,9.83571
2020-11-26,9.1872
2020-11-27,6.11759
2020-11-28,6.93904
2020-11-29,3.52356
2020-11-30,5.03674
2020-12-01,9.87894
2020-12-02,10.41936
2020-12-03,11.71638
2020-12-04,11.71638
2020-12-05,7.58754
2020-12-06,3.71811
2020-12-07,6.74448
2020-12-08,11.28404
2020-12-09,14.39688
2020-12-10,15.15348
2020-12-11,14.76437
2020-12-12,8.88456
2020-12-13,5.20968
2020-12-14,8.08473
2020-12-15,12.04063
2020-12-16,10.67877
2020-12-17,9.5763
2020-12-18,9.83571
2020-12-19,8.25767
2020-12-20,3.82619
2020-12-21,5.92304
2020-12-22,10.65715
2020-12-23,10.07349
2020-12-24,8.60354
2020-12-25,6.18244
2020-12-26,3.30739
2020-12-27,3.67488
2020-12-28,5.85819
2020-12-29,10.39775
2020-12-30,11.39213
2020-12-31,10.9814
2021-01-01,8.60354
2021-01-02,5.66364
2021-01-03,4.88543
2021-01-04,9.14396
2021-01-05,15.30479
2021-01-06,13.76999
2021-01-07,14.46173
2021-01-08,19.49848
2021-01-09,13.48897
2021-01-10,6.7661
2021-01-11,10.22481
2021-01-12,13.79161
2021-01-13,14.11586
2021-01-14,12.49459
2021-01-15,12.62429
2021-01-16,9.85732
2021-01-17,5.46908
2021-01-18,6.65801
2021-01-19,8.40899
2021-01-20,11.78123
2021-01-21,17.25032
2021-01-22,15.5642
2021-01-23,9.92217
2021-01-24,4.17207
2021-01-25,6.37699
2021-01-26,11.54345
2021-01-27,12.66753
2021-01-28,12.36489
2021-01-29,10.54907
2021-01-30,7.52269
2021-01-31,3.0696
2021-02-01,4.58279
2021-02-02,11.8677
2021-02-03,24.96757
2021-02-04,29.83138
2021-02-05,13.48897
2021-02-06,10.74362
2021-02-07,4.6044
2021-02-08,7.30652
2021-02-09,11.21919
2021-02-10,10.05188
2021-02-11,8.49546
2021-02-12,7.69563
2021-02-13,12.51621
2021-02-14,5.55555
2021-02-15,7.0255
2021-02-16,8.12797
2021-02-17,10.50583
2021-02-18,10.70038
2021-02-19,9.25205
2021-02-20,7.47946
2021-02-21,3.26415
2021-02-22,4.77734
2021-02-23,9.03588
2021-02-24,7.56593
2021-02-25,8.47384
2021-02-26,9.10073
2021-02-27,6.29053
2021-02-28,3.48032
2021-03-01,4.12883
2021-03-02,7.76048
2021-03-03,7.22006
2021-03-04,7.04712
2021-03-05,7.80371
2021-03-06,7.69563
2021-03-07,3.329
2021-03-08,5.40423
2021-03-09,9.98702
2021-03-10,8.49546
2021-03-11,8.21444
2021-03-12,7.56593
2021-03-13,5.46908
2021-03-14,1.96714
2021-03-15,4.56117
2021-03-16,7.39299
2021-03-17,7.97665
2021-03-18,7.50108
2021-03-19,6.48508
2021-03-20,4.77734
2021-03-21,2.18331
2021-03-22,4.82057
2021-03-23,7.82533
2021-03-24,7.37137
2021-03-25,6.78772
2021-03-26,6.74448
2021-03-27,6.61478
2021-03-28,2.63726
2021-03-29,4.2153
2021-03-30,7.7821
2021-03-31,7.26329
2021-04-01,8.06312
2021-04-02,8.0415
2021-04-03,4.90704
2021-04-04,2.42109
2021-04-05,4.6044
2021-04-06,11.15434
2021-04-07,9.706
2021-04-08,10.20319
2021-04-09,8.21444
2021-04-10,5.44747
2021-04-11,2.42109
2021-04-12,4.95028
2021-04-13,8.73324
2021-04-14,10.28966
2021-04-15,9.14396
2021-04-16,10.52745
2021-04-17,5.72849
2021-04-18,2.37786
2021-04-19,5.01513
2021-04-20,9.59792
2021-04-21,7.99827
2021-04-22,7.47946
2021-04-23,6.80933
2021-04-24,6.72287
2021-04-25,3.54517
2021-04-26,6.29053
2021-04-27,9.68439
2021-04-28,17.01253
2021-04-29,13.68352
2021-04-30,10.15996
2021-05-01,5.98789
2021-05-02,2.57241
2021-05-03,5.10159
2021-05-04,7.89018
2021-05-05,8.53869
2021-05-06,10.3329
2021-05-07,7.95503
2021-05-08,4.92866
2021-05-09,3.04798
2021-05-10,5.85819
2021-05-11,10.39775
2021-05-12,9.33852
2021-05-13,10.52745
2021-05-14,8.64677
2021-05-15,5.94466
2021-05-16,2.59403
2021-05-17,4.345
2021-05-18,8.01988
2021-05-19,7.1552
2021-05-20,7.39299
2021-05-21,7.58754
2021-05-22,5.2313
2021-05-23,3.22092
2021-05-24,5.51232
2021-05-25,8.45222
2021-05-26,7.60916
2021-05-27,7.65239
2021-05-28,8.84133
2021-05-29,8.73324
2021-05-30,3.04798
2021-05-31,5.90142
2021-06-01,5.90142
2021-06-02,12.2568
2021-06-03,12.94855
2021-06-04,9.64115
2021-06-05,7.58754
2021-06-06,7.19844
2021-06-07,7.11197
2021-06-08,12.10549
2021-06-09,8.90618
2021-06-10,8.90618
2021-06-11,9.53307
2021-06-12,5.98789
2021-06-13,3.30739
2021-06-14,7.65239
2021-06-15,10.44098
2021-06-16,10.00864
2021-06-17,9.74924
2021-06-18,11.8677
2021-06-19,7.95503
2021-06-20,4.23692
2021-06-21,6.85257
2021-06-22,11.41374
2021-06-23,13.31603
2021-06-24,13.33765
2021-06-25,13.44574
2021-06-26,10.74362
2021-06-27,6.85257
2021-06-28,9.77086
2021-06-29,14.05101
2021-06-30,13.4025
2021-07-01,12.68914
2021-07-02,12.75399
2021-07-03,11.06787
2021-07-04,4.77734
2021-07-05,6.98227
2021-07-06,12.19195
2021-07-07,14.74275
2021-07-08,14.09424
2021-07-09,11.67315
2021-07-10,9.48984
2021-07-11,5.05836
2021-07-12,7.7821
2021-07-13,12.17034
2021-07-14,14.50497
2021-07-15,16.73151
2021-07-16,13.70514
2021-07-17,9.96541
2021-07-18,4.88543
2021-07-19,8.14958
2021-07-20,15.19671
2021-07-21,12.84046
2021-07-22,12.36489
2021-07-23,13.59706
2021-07-24,14.61305
2021-07-25,6.83095
2021-07-26,11.37051
2021-07-27,17.12062
2021-07-28,22.95719
2021-07-29,22.84911
2021-07-30,17.16385
2021-07-31,13.16472
2021-08-01,6.42023
2021-08-02,9.87894
2021-08-03,25.05404
2021-08-04,29.05317
2021-08-05,24.77302
2021-08-06,24.05966
2021-08-07,18.2447
2021-08-08,9.77086
2021-08-09,15.91007
2021-08-10,18.95806
2021-08-11,18.80674
2021-08-12,19.41201
2021-08-13,17.48811
2021-08-14,12.8837
2021-08-15,7.52269
2021-08-16,8.94941
2021-08-17,18.93644
2021-08-18,18.2447
2021-08-19,16.7099
2021-08-20,16.27756
2021-08-21,10.76523
2021-08-22,5.10159
2021-08-23,10.11673
2021-08-24,19.36878
2021-08-25,22.11413
2021-08-26,21.33592
2021-08-27,19.10938
2021-08-28,15.80198
2021-08-29,7.34976
2021-08-30,13.55382
2021-08-31,23.38953
2021-09-01,21.07652
2021-09-02,22.3303
2021-09-03,21.68179
2021-09-04,13.18633
2021-09-05,7.45784
2021-09-06,9.01426
2021-09-07,14.85084
2021-09-08,17.83398
