date,오늘의주식시장
2020-07-28,0.75566
2020-07-29,0.81863
2020-07-30,0.62972
2020-07-31,0.59823
2020-08-03,0.6612
2020-08-04,0.62972
2020-08-05,0.69269
2020-08-06,0.94458
2020-08-07,0.75566
2020-08-10,0.34634
2020-08-11,0.53526
2020-08-12,1.00755
2020-08-13,0.50377
2020-08-14,0.97607
2020-08-15,0.18891
2020-08-17,2.92821
2020-08-18,2.01511
2020-08-19,0.72418
2020-08-20,2.29848
2020-08-21,0.94458
2020-08-24,0.85012
2020-08-25,0.53526
2020-08-26,0.56675
2020-08-27,0.69269
2020-08-28,0.88161
2020-08-31,0.81863
2020-09-01,0.4408
2020-09-02,0.81863
2020-09-03,0.59823
2020-09-04,1.54282
2020-09-05,0.18891
2020-09-06,0.15743
2020-09-07,1.29093
2020-09-08,0.53526
2020-09-09,1.25944
2020-09-10,0.97607
2020-09-11,1.03904
2020-09-13,0.15743
2020-09-14,0.85012
2020-09-15,0.72418
2020-09-16,0.94458
2020-09-17,1.19647
2020-09-18,1.22795
2020-09-21,1.29093
2020-09-22,3.14861
2020-09-23,1.22795
2020-09-24,2.14105
2020-09-25,1.41687
2020-09-28,0.81863
2020-09-29,0.59823
2020-10-05,0.62972
2020-10-06,0.81863
2020-10-07,0.6612
2020-10-08,0.59823
2020-10-09,0.18891
2020-10-12,0.50377
2020-10-13,0.88161
2020-10-14,0.78715
2020-10-15,1.1335
2020-10-16,0.53526
2020-10-19,0.59823
2020-10-20,0.94458
2020-10-21,0.40931
2020-10-22,0.72418
2020-10-23,0.4408
2020-10-25,0.15743
2020-10-26,1.00755
2020-10-27,0.85012
2020-10-28,0.88161
2020-10-29,0.81863
2020-10-30,1.66876
2020-11-02,0.72418
2020-11-03,0.50377
2020-11-04,0.72418
2020-11-05,0.50377
2020-11-06,0.59823
2020-11-09,0.81863
2020-11-10,0.78715
2020-11-11,0.78715
2020-11-12,0.91309
2020-11-13,0.6612
2020-11-14,0.25188
2020-11-16,1.00755
2020-11-17,0.85012
2020-11-18,0.72418
2020-11-19,0.56675
2020-11-20,0.6612
2020-11-23,0.72418
2020-11-24,0.85012
2020-11-25,1.22795
2020-11-26,1.07052
2020-11-27,0.97607
2020-11-28,0.25188
2020-11-30,1.25944
2020-12-01,0.97607
2020-12-02,1.32241
2020-12-03,5.57304
2020-12-04,1.19647
2020-12-07,1.5743
2020-12-08,1.76322
2020-12-09,1.07052
2020-12-10,0.85012
2020-12-11,0.97607
2020-12-14,1.22795
2020-12-15,1.51133
2020-12-16,1.03904
2020-12-17,1.03904
2020-12-18,0.78715
2020-12-19,0.18891
2020-12-20,0.15743
2020-12-21,1.22795
2020-12-22,2.73929
2020-12-23,1.32241
2020-12-24,1.54282
2020-12-25,0.31486
2020-12-26,0.34634
2020-12-27,0.18891
2020-12-28,1.54282
2020-12-29,2.07808
2020-12-30,2.36146
2020-12-31,3.27455
2021-01-01,0.18891
2021-01-02,0.15743
2021-01-04,9.19395
2021-01-05,3.55793
2021-01-06,3.49496
2021-01-07,3.58942
2021-01-08,3.90428
2021-01-09,0.72418
2021-01-10,0.31486
2021-01-11,5.60453
2021-01-12,4.47103
2021-01-13,4.62846
2021-01-14,5.38413
2021-01-15,10.01259
2021-01-16,1.29093
2021-01-17,0.69269
2021-01-18,10.42191
2021-01-19,7.30478
2021-01-20,7.14735
2021-01-21,6.89546
2021-01-22,6.42317
2021-01-23,1.5743
2021-01-24,0.6612
2021-01-25,7.4937
2021-01-26,15.39672
2021-01-27,13.88539
2021-01-28,30.57304
2021-01-29,36.02015
2021-01-30,3.77833
2021-01-31,1.70025
2021-02-01,14.70403
2021-02-02,11.20906
2021-02-03,10.64231
2021-02-04,13.60201
2021-02-05,9.00503
2021-02-06,2.29848
2021-02-07,0.94458
2021-02-08,11.33501
2021-02-09,9.25692
2021-02-10,9.72921
2021-02-11,2.4874
2021-02-12,0.97607
2021-02-13,1.19647
2021-02-14,1.03904
2021-02-15,9.22544
2021-02-16,9.7607
2021-02-17,13.22418
2021-02-18,15.27078
2021-02-19,12.68891
2021-02-20,2.23551
2021-02-21,0.78715
2021-02-22,10.57934
2021-02-23,13.03526
2021-02-24,26.44836
2021-02-25,16.37279
2021-02-26,26.54282
2021-02-27,3.14861
2021-02-28,1.76322
2021-03-01,2.80226
2021-03-02,12.09068
2021-03-03,13.44458
2021-03-04,15.99496
2021-03-05,16.84508
2021-03-06,2.55037
2021-03-07,1.76322
2021-03-08,22.29219
2021-03-09,20.11964
2021-03-10,18.82871
2021-03-11,16.53022
2021-03-12,16.87657
2021-03-13,2.36146
2021-03-14,1.70025
2021-03-15,17.75818
2021-03-16,14.29471
2021-03-17,15.45969
2021-03-18,16.71914
2021-03-19,16.87657
2021-03-20,2.14105
2021-03-21,1.60579
2021-03-22,15.42821
2021-03-23,20.65491
2021-03-24,19.301
2021-03-25,16.37279
2021-03-26,15.64861
2021-03-27,1.63727
2021-03-28,1.98362
2021-03-29,16.3413
2021-03-30,14.79848
2021-03-31,15.11335
2021-04-01,15.74307
2021-04-02,16.37279
2021-04-03,2.61335
2021-04-04,0.94458
2021-04-05,15.55415
2021-04-06,18.01007
2021-04-07,14.92443
2021-04-08,15.36523
2021-04-09,14.79848
2021-04-10,2.32997
2021-04-11,0.97607
2021-04-12,16.21536
2021-04-13,14.48362
2021-04-14,15.96347
2021-04-15,18.13602
2021-04-16,15.45969
2021-04-17,2.23551
2021-04-18,1.3539
2021-04-19,14.20025
2021-04-20,13.79093
2021-04-21,26.79471
2021-04-22,15.93198
2021-04-23,15.99496
2021-04-24,2.61335
2021-04-25,1.10201
2021-04-26,17.28589
2021-04-27,15.80604
2021-04-28,24.0869
2021-04-29,21.41057
2021-04-30,20.49748
2021-05-01,2.58186
2021-05-02,1.38539
2021-05-03,21.81989
2021-05-04,16.71914
2021-05-05,5.13224
2021-05-06,16.46725
2021-05-07,13.75944
2021-05-08,1.79471
2021-05-09,1.03904
2021-05-10,14.95591
2021-05-11,25.40931
2021-05-12,30.35264
2021-05-13,31.10831
2021-05-14,21.15869
2021-05-15,2.45591
2021-05-16,1.07052
2021-05-17,22.2607
2021-05-18,16.27833
2021-05-19,4.47103
2021-05-20,18.35642
2021-05-21,16.59319
2021-05-22,2.77078
2021-05-23,1.76322
2021-05-24,20.59193
2021-05-25,17.50629
2021-05-26,18.48236
2021-05-27,19.0806
2021-05-28,16.1209
2021-05-29,1.51133
2021-05-30,0.78715
2021-05-31,17.034
2021-06-01,18.98614
2021-06-02,17.53778
2021-06-03,18.26196
2021-06-04,18.73425
2021-06-05,2.10957
2021-06-06,0.62972
2021-06-07,20.59193
2021-06-08,20.37153
2021-06-09,19.80478
2021-06-10,18.48236
2021-06-11,17.34886
2021-06-12,2.07808
2021-06-13,1.19647
2021-06-14,16.87657
2021-06-15,16.62468
2021-06-16,16.75062
2021-06-17,17.53778
2021-06-18,15.96347
2021-06-19,2.67632
2021-06-20,1.1335
2021-06-21,26.44836
2021-06-22,19.71032
2021-06-23,18.89168
2021-06-24,18.45088
2021-06-25,18.54534
2021-06-26,2.83375
2021-06-27,1.5743
2021-06-28,17.56926
2021-06-29,17.44332
2021-06-30,21.15869
2021-07-01,19.42695
2021-07-02,17.53778
2021-07-03,2.17254
2021-07-04,1.16498
2021-07-05,17.66372
2021-07-06,19.01763
2021-07-07,24.37027
2021-07-08,38.09823
2021-07-09,40.99496
2021-07-10,4.15617
2021-07-11,2.29848
2021-07-12,20.84382
2021-07-13,18.29345
2021-07-14,20.78085
2021-07-15,20.56045
2021-07-16,22.98488
2021-07-17,2.4874
2021-07-18,1.60579
2021-07-19,28.46347
2021-07-20,27.42443
2021-07-21,24.84256
2021-07-22,21.75692
2021-07-23,18.92317
2021-07-24,2.36146
2021-07-25,1.32241
2021-07-26,20.96977
2021-07-27,18.60831
2021-07-28,21.56801
2021-07-29,18.41939
2021-07-30,26.3539
2021-07-31,3.24307
2021-08-01,1.70025
2021-08-02,17.53778
2021-08-03,16.87657
2021-08-04,20.30856
2021-08-05,19.96221
2021-08-06,18.1675
2021-08-07,3.58942
2021-08-08,1.47984
2021-08-09,22.38664
2021-08-10,28.36901
2021-08-11,26.51133
2021-08-12,26.03904
2021-08-13,40.45969
2021-08-14,4.21914
2021-08-15,2.92821
2021-08-16,38.03526
2021-08-17,38.25566
2021-08-18,24.27581
2021-08-19,45.4345
2021-08-20,37.78337
2021-08-21,4.12468
2021-08-22,2.267
2021-08-23,29.18765
2021-08-24,26.44836
2021-08-25,26.98362
2021-08-26,25.40931
2021-08-27,22.0403
2021-08-28,3.36901
2021-08-29,1.44836
2021-08-30,22.2607
2021-08-31,23.11083
2021-09-01,22.57556
2021-09-02,23.11083
2021-09-03,20.27707
2021-09-04,2.86523
2021-09-05,1.41687
2021-09-06,19.77329
2021-09-07,21.47355
2021-09-08,27.36146
2021-09-09,30.41561
2021-09-10,24.11838
2021-09-11,2.83375
2021-09-12,0.72418
2021-09-13,15.96347
2021-09-14,15.30226
2021-09-15,15.27078
2021-09-16,15.14483
2021-09-17,15.71158
2021-09-18,1.63727
2021-09-19,0.72418
2021-09-20,0.88161
2021-09-21,1.66876
2021-09-22,2.23551
2021-09-23,15.14483
2021-09-24,12.75188
2021-09-25,1.5743
2021-09-26,0.97607
2021-09-27,14.79848
2021-09-28,18.04156
2021-09-29,24.81108
2021-09-30,16.59319
2021-10-01,18.01007
2021-10-02,1.85768
2021-10-03,1.00755
2021-10-04,7.58816
2021-10-05,25.81863
2021-10-06,25.78715
2021-10-07,20.96977
2021-10-08,17.2544
2021-10-09,2.45591
2021-10-10,0.85012
2021-10-11,4.81738
2021-10-12,19.58438
2021-10-13,16.24685
2021-10-14,17.15994
2021-10-15,13.38161
2021-10-16,2.01511
2021-10-17,1.25944
2021-10-18,14.01133
2021-10-19,14.45214
2021-10-20,14.70403
2021-10-21,14.64105
2021-10-22,13.28715
2021-10-23,1.82619
2021-10-24,0.85012
2021-10-25,13.88539
2021-10-26,13.60201
2021-10-27,15.2078
2021-10-28,15.83753
2021-10-29,14.38916
2021-10-30,2.267
2021-10-31,0.91309
2021-11-01,12.0277
2021-11-02,13.94836
2021-11-03,14.0743
2021-11-04,11.93324
2021-11-05,11.39798
2021-11-06,1.41687
2021-11-07,0.47229
2021-11-08,10.51637
2021-11-09,8.94206
2021-11-10,10.29596
2021-11-11,10.29596
2021-11-12,9.31989
2021-11-13,1.70025
2021-11-14,0.50377
2021-11-15,10.35894
2021-11-16,10.04408
2021-11-17,9.85516
2021-11-18,25.0
2021-11-19,10.01259
2021-11-20,1.70025
2021-11-21,0.72418
2021-11-22,11.33501
2021-11-23,13.19269
2021-11-24,11.83879
2021-11-25,11.52392
2021-11-26,12.65743
2021-11-27,2.39294
2021-11-28,1.22795
2021-11-29,13.69647
2021-11-30,19.77329
2021-12-01,13.8539
2021-12-02,13.41309
2021-12-03,12.56297
2021-12-04,1.82619
2021-12-05,1.19647
2021-12-06,11.14609
2021-12-07,13.00377
2021-12-08,14.32619
2021-12-09,13.35012
2021-12-10,13.03526
2021-12-11,2.39294
2021-12-12,1.03904
2021-12-13,11.77581
2021-12-14,14.45214
2021-12-15,14.95591
2021-12-16,12.68891
2021-12-17,12.27959
2021-12-18,1.82619
2021-12-19,1.03904
2021-12-20,12.78337
2021-12-21,11.64987
2021-12-22,8.53274
2021-12-23,8.97355
2021-12-24,9.13098
2021-12-25,1.10201
2021-12-26,0.85012
2021-12-27,8.12342
2021-12-28,7.96599
2021-12-29,8.50125
2021-12-30,8.46977
2021-12-31,10.6738
2022-01-01,0.62972
2022-01-02,0.56675
2022-01-03,30.32115
2022-01-04,10.13853
2022-01-05,22.85894
2022-01-06,19.17506
2022-01-07,10.83123
2022-01-08,1.79471
2022-01-09,0.97607
2022-01-10,13.09823
2022-01-11,12.09068
2022-01-12,15.05037
2022-01-13,15.93198
2022-01-14,16.18387
2022-01-15,1.60579
2022-01-16,1.03904
2022-01-17,14.86146
2022-01-18,15.52267
2022-01-19,15.93198
2022-01-20,14.45214
2022-01-21,16.40428
2022-01-22,2.14105
2022-01-23,1.10201
2022-01-24,16.21536
2022-01-25,21.97732
2022-01-26,17.41183
2022-01-27,27.55037
2022-01-28,20.40302
2022-01-29,2.23551
2022-01-30,1.29093
2022-01-31,1.66876
2022-02-01,1.85768
2022-02-02,2.45591
2022-02-03,14.79848
2022-02-04,13.25566
2022-02-05,2.64483
2022-02-06,1.29093
2022-02-07,14.9874
2022-02-08,15.30226
2022-02-09,13.94836
2022-02-10,15.05037
2022-02-11,15.27078
2022-02-12,1.98362
2022-02-13,0.94458
2022-02-14,13.35012
2022-02-15,13.75944
2022-02-16,12.43702
2022-02-17,17.034
2022-02-18,16.15239
2022-02-19,2.86523
2022-02-20,1.1335
2022-02-21,13.00377
2022-02-22,15.27078
2022-02-23,14.38916
2022-02-24,16.8136
2022-02-25,14.45214
2022-02-26,2.14105
2022-02-27,0.88161
2022-02-28,12.59445
2022-03-01,3.93576
2022-03-02,12.65743
2022-03-03,11.83879
2022-03-04,11.71284
2022-03-05,2.42443
2022-03-06,0.81863
2022-03-07,13.47607
2022-03-08,13.57052
2022-03-09,3.74685
2022-03-10,11.05163
2022-03-11,11.20906
2022-03-12,2.89672
2022-03-13,0.81863
2022-03-14,10.17002
2022-03-15,10.61083
2022-03-16,10.76826
2022-03-17,11.36649
2022-03-18,12.40554
2022-03-19,2.39294
2022-03-20,0.50377
2022-03-21,10.26448
2022-03-22,11.14609
2022-03-23,10.10705
2022-03-24,11.52392
2022-03-25,10.54785
2022-03-26,1.82619
2022-03-27,0.88161
2022-03-28,9.35138
2022-03-29,11.87027
2022-03-30,11.46095
2022-03-31,9.13098
2022-04-01,10.39042
2022-04-02,1.79471
2022-04-03,0.62972
2022-04-04,8.34382
2022-04-05,10.01259
2022-04-06,9.47732
2022-04-07,11.14609
2022-04-08,9.91813
2022-04-09,1.92065
2022-04-10,0.78715
2022-04-11,8.37531
2022-04-12,10.07556
2022-04-13,8.69017
2022-04-14,9.19395
2022-04-15,8.8476
2022-04-16,1.00755
2022-04-17,0.75566
2022-04-18,7.11586
2022-04-19,9.31989
2022-04-20,9.31989
2022-04-21,8.46977
2022-04-22,8.72166
2022-04-23,1.1335
2022-04-24,0.69269
2022-04-25,8.50125
2022-04-26,9.06801
2022-04-27,9.28841
2022-04-28,9.28841
2022-04-29,7.90302
2022-04-30,0.94458
2022-05-01,0.6612
2022-05-02,7.14735
2022-05-03,8.6272
2022-05-04,8.37531
2022-05-05,2.83375
2022-05-06,8.8476
2022-05-07,1.70025
2022-05-08,0.37783
2022-05-09,8.09193
2022-05-10,11.30352
2022-05-11,9.28841
2022-05-12,11.24055
2022-05-13,9.9811
2022-05-14,1.51133
2022-05-15,0.97607
2022-05-16,9.41435
2022-05-17,9.7607
2022-05-18,10.10705
2022-05-19,11.27204
2022-05-20,8.81612
2022-05-21,1.47984
2022-05-22,0.94458
2022-05-23,9.41435
2022-05-24,10.4534
2022-05-25,9.69773
2022-05-26,10.13853
2022-05-27,8.91057
2022-05-28,1.38539
2022-05-29,0.37783
2022-05-30,6.70654
2022-05-31,8.02896
2022-06-01,11.27204
2022-06-02,8.8476
2022-06-03,7.84005
2022-06-04,1.25944
2022-06-05,0.62972
2022-06-06,1.95214
2022-06-07,9.03652
2022-06-08,7.84005
2022-06-09,8.28085
2022-06-10,7.80856
2022-06-11,1.38539
2022-06-12,0.50377
2022-06-13,9.69773
2022-06-14,11.24055
2022-06-15,9.94962
2022-06-16,10.54785
2022-06-17,10.4534
2022-06-18,1.73173
2022-06-19,0.59823
2022-06-20,9.44584
2022-06-21,9.7607
2022-06-22,10.70528
2022-06-23,12.27959
2022-06-24,8.87909
2022-06-25,1.44836
2022-06-26,0.75566
2022-06-27,7.39924
2022-06-28,10.07556
2022-06-29,9.57178
2022-06-30,9.03652
2022-07-01,9.28841
2022-07-02,1.54282
2022-07-03,0.59823
2022-07-04,9.19395
2022-07-05,8.4068
2022-07-06,9.06801
2022-07-07,9.69773
2022-07-08,8.06045
2022-07-09,2.04659
2022-07-10,0.56675
2022-07-11,6.70654
2022-07-12,8.12342
2022-07-13,9.19395
2022-07-14,8.24937
2022-07-15,9.25692
2022-07-16,1.51133
2022-07-17,0.34634
2022-07-18,6.801
2022-07-19,7.30478
2022-07-20,8.21788
2022-07-21,8.31234
2022-07-22,7.65113
2022-07-23,1.73173
2022-07-24,0.62972
2022-07-25,5.6675
2022-07-26,6.86397
2022-07-27,6.86397
2022-07-28,7.30478
2022-07-29,6.67506
2022-07-30,0.81863
2022-07-31,0.6612
2022-08-01,5.73047
2022-08-02,6.23425
2022-08-03,5.69899
2022-08-04,6.42317
2022-08-05,7.30478
2022-08-06,1.03904
2022-08-07,0.34634
2022-08-08,6.42317
2022-08-09,7.33627
2022-08-10,7.55667
2022-08-11,7.21032
2022-08-12,7.17884
2022-08-13,1.3539
2022-08-14,0.34634
2022-08-15,1.25944
2022-08-16,7.52518
2022-08-17,6.42317
2022-08-18,7.65113
2022-08-19,5.98236
2022-08-20,1.19647
2022-08-21,0.62972
2022-08-22,5.79345
2022-08-23,6.67506
2022-08-24,5.98236
2022-08-25,6.07682
2022-08-26,6.10831
2022-08-27,1.22795
2022-08-28,0.37783
2022-08-29,5.73047
2022-08-30,6.48614
2022-08-31,7.11586
2022-09-01,7.30478
2022-09-02,6.42317
2022-09-03,1.22795
2022-09-04,0.56675
2022-09-05,5.79345
2022-09-06,6.39168
2022-09-07,6.67506
2022-09-08,6.61209
2022-09-09,1.29093
2022-09-10,1.03904
2022-09-11,0.34634
2022-09-12,1.51133
2022-09-13,5.4471
2022-09-14,7.4937
2022-09-15,7.14735
2022-09-16,6.51763
2022-09-17,1.44836
2022-09-18,0.72418
2022-09-19,5.95088
2022-09-20,6.51763
2022-09-21,6.67506
2022-09-22,6.98992
2022-09-23,6.70654
2022-09-24,1.29093
2022-09-25,0.37783
2022-09-26,6.801
2022-09-27,6.20277
2022-09-28,7.30478
2022-09-29,7.08438
2022-09-30,7.17884
2022-10-01,1.00755
2022-10-02,0.2204
2022-10-03,1.1335
2022-10-04,6.26574
2022-10-05,7.24181
2022-10-06,6.76952
2022-10-07,5.41561
2022-10-08,0.85012
2022-10-09,0.62972
2022-10-10,1.16498
2022-10-11,7.17884
2022-10-12,6.51763
2022-10-13,7.30478
2022-10-14,6.5806
2022-10-15,1.1335
2022-10-16,0.47229
2022-10-17,6.39168
2022-10-18,6.76952
2022-10-19,6.86397
2022-10-20,7.36775
2022-10-21,6.10831
2022-10-22,1.1335
2022-10-23,0.37783
2022-10-24,5.60453
2022-10-25,6.20277
2022-10-26,6.67506
2022-10-27,7.05289
2022-10-28,7.46221
2022-10-29,1.41687
2022-10-30,0.40931
2022-10-31,5.8879
2022-11-01,6.61209
2022-11-02,7.14735
2022-11-03,5.98236
2022-11-04,6.17128
2022-11-05,1.25944
2022-11-06,0.34634
2022-11-07,6.01385
2022-11-08,6.51763
2022-11-09,6.64357
2022-11-10,6.86397
2022-11-11,7.43073
2022-11-12,1.98362
2022-11-13,0.91309
2022-11-14,5.76196
2022-11-15,6.89546
2022-11-16,6.95843
2022-11-17,9.91813
2022-11-18,6.23425
2022-11-19,1.41687
2022-11-20,0.47229
2022-11-21,5.06926
2022-11-22,5.32115
2022-11-23,5.10075
2022-11-24,5.06926
2022-11-25,4.34508
2022-11-26,1.10201
2022-11-27,0.47229
2022-11-28,4.62846
2022-11-29,4.78589
2022-11-30,4.59697
2022-12-01,4.84886
2022-12-02,5.00629
2022-12-03,1.10201
2022-12-04,0.47229
2022-12-05,3.65239
2022-12-06,4.84886
2022-12-07,5.10075
2022-12-08,4.62846
2022-12-09,4.62846
2022-12-10,1.16498
2022-12-11,0.40931
2022-12-12,4.28211
2022-12-13,4.72292
2022-12-14,4.81738
2022-12-15,5.76196
2022-12-16,4.25062
2022-12-17,1.3539
2022-12-18,0.28337
2022-12-19,3.27455
2022-12-20,3.96725
2022-12-21,3.99874
2022-12-22,4.18765
2022-12-23,5.51007
2022-12-24,1.10201
2022-12-25,0.37783
2022-12-26,3.55793
2022-12-27,3.46347
2022-12-28,5.16372
2022-12-29,4.97481
2022-12-30,5.98236
2022-12-31,0.88161
2023-01-01,0.75566
2023-01-02,8.15491
2023-01-03,5.00629
2023-01-04,5.13224
2023-01-05,5.38413
2023-01-06,5.38413
2023-01-07,1.70025
2023-01-08,0.69269
2023-01-09,6.76952
2023-01-10,6.17128
2023-01-11,6.61209
2023-01-12,6.20277
2023-01-13,7.11586
2023-01-14,1.44836
2023-01-15,0.72418
2023-01-16,7.7141
2023-01-17,8.06045
2023-01-18,6.73803
2023-01-19,7.17884
2023-01-20,6.73803
2023-01-21,1.25944
2023-01-22,0.37783
2023-01-23,0.75566
2023-01-24,1.88916
2023-01-25,7.11586
2023-01-26,6.89546
2023-01-27,6.42317
2023-01-28,1.41687
2023-01-29,0.94458
2023-01-30,6.64357
2023-01-31,7.05289
2023-02-01,7.14735
2023-02-02,7.77707
2023-02-03,7.27329
2023-02-04,1.25944
2023-02-05,0.69269
2023-02-06,7.61964
2023-02-07,6.13979
2023-02-08,6.92695
2023-02-09,6.45465
2023-02-10,6.95843
2023-02-11,1.41687
2023-02-12,0.56675
2023-02-13,7.02141
2023-02-14,6.48614
2023-02-15,8.53274
2023-02-16,8.69017
2023-02-17,8.15491
2023-02-18,1.54282
2023-02-19,0.6612
2023-02-20,7.02141
2023-02-21,8.06045
2023-02-22,10.04408
2023-02-23,7.99748
2023-02-24,7.99748
2023-02-25,1.44836
2023-02-26,0.34634
2023-02-27,7.43073
2023-02-28,7.24181
2023-03-01,2.95969
2023-03-02,9.19395
2023-03-03,6.51763
2023-03-04,1.29093
2023-03-05,0.69269
2023-03-06,5.8879
2023-03-07,7.05289
2023-03-08,8.34382
2023-03-09,8.97355
2023-03-10,8.15491
2023-03-11,1.44836
2023-03-12,0.56675
2023-03-13,8.06045
2023-03-14,14.04282
2023-03-15,9.06801
2023-03-16,8.21788
2023-03-17,8.09193
2023-03-18,1.73173
2023-03-19,0.78715
2023-03-20,7.9345
2023-03-21,8.24937
2023-03-22,7.4937
2023-03-23,8.43828
2023-03-24,9.00503
2023-03-25,1.92065
2023-03-26,0.47229
2023-03-27,7.43073
2023-03-28,6.86397
2023-03-29,8.43828
2023-03-30,8.15491
2023-03-31,8.53274
2023-04-01,1.41687
2023-04-02,0.62972
2023-04-03,6.23425
2023-04-04,6.42317
2023-04-05,7.30478
2023-04-06,8.97355
2023-04-07,8.31234
2023-04-08,0.91309
2023-04-09,0.59823
2023-04-10,7.24181
2023-04-11,8.46977
2023-04-12,8.81612
2023-04-13,8.4068
2023-04-14,9.19395
2023-04-15,1.95214
2023-04-16,0.78715
2023-04-17,7.80856
2023-04-18,8.94206
2023-04-19,8.31234
2023-04-20,9.69773
2023-04-21,7.77707
2023-04-22,1.47984
2023-04-23,0.53526
2023-04-24,7.4937
2023-04-25,12.31108
2023-04-26,8.43828
2023-04-27,7.14735
2023-04-28,6.98992
2023-04-29,1.25944
2023-04-30,0.62972
2023-05-01,13.72795
2023-05-02,7.80856
2023-05-03,7.77707
2023-05-04,7.84005
2023-05-05,2.67632
2023-05-06,1.41687
2023-05-07,0.59823
2023-05-08,6.54911
2023-05-09,7.21032
2023-05-10,7.52518
2023-05-11,7.21032
2023-05-12,6.3602
2023-05-13,1.41687
2023-05-14,0.28337
2023-05-15,6.86397
2023-05-16,6.29722
2023-05-17,6.98992
2023-05-18,7.96599
2023-05-19,6.95843
2023-05-20,1.03904
2023-05-21,0.50377
2023-05-22,8.09193
2023-05-23,8.4068
2023-05-24,8.65869
2023-05-25,8.91057
2023-05-26,8.34382
2023-05-27,1.25944
2023-05-28,0.62972
2023-05-29,5.60453
2023-05-30,8.78463
2023-05-31,10.10705
2023-06-01,8.56423
2023-06-02,8.6272
2023-06-03,1.66876
2023-06-04,0.62972
2023-06-05,9.66624
2023-06-06,2.77078
2023-06-07,8.94206
2023-06-08,7.46221
2023-06-09,7.43073
2023-06-10,1.25944
2023-06-11,0.6612
2023-06-12,7.46221
2023-06-13,7.24181
2023-06-14,12.9408
2023-06-15,8.97355
2023-06-16,7.99748
2023-06-17,1.29093
2023-06-18,0.59823
2023-06-19,8.12342
2023-06-20,7.33627
2023-06-21,9.00503
2023-06-22,7.4937
2023-06-23,8.02896
2023-06-24,1.07052
2023-06-25,0.37783
2023-06-26,6.83249
2023-06-27,7.96599
2023-06-28,8.18639
2023-06-29,8.02896
2023-06-30,7.39924
2023-07-01,1.16498
2023-07-02,0.15743
2023-07-03,7.17884
2023-07-04,7.17884
2023-07-05,5.82493
2023-07-06,9.22544
2023-07-07,8.28085
2023-07-08,1.25944
2023-07-09,0.50377
2023-07-10,7.36775
2023-07-11,6.39168
2023-07-12,7.55667
2023-07-13,7.90302
2023-07-14,7.9345
2023-07-15,1.16498
2023-07-16,0.62972
2023-07-17,6.89546
2023-07-18,6.29722
2023-07-19,7.58816
2023-07-20,7.39924
2023-07-21,7.58816
2023-07-22,1.03904
2023-07-23,0.28337
2023-07-24,8.75314
2023-07-25,7.87153
2023-07-26,26.07052
2023-07-27,10.32745
2023-07-28,7.4937
2023-07-29,1.07052
2023-07-30,0.40931
2023-07-31,8.75314
2023-08-01,7.14735
2023-08-02,12.21662
2023-08-03,8.56423
