date,CJ제일제당주가
2020-10-23,4.27468
2020-10-24,1.13372
2020-10-25,1.17592
2020-10-26,5.79381
2020-10-27,5.92604
2020-10-28,5.13271
2020-10-29,5.00471
2020-10-30,4.83169
2020-10-31,1.0451
2020-11-01,1.19139
2020-11-02,4.85842
2020-11-03,5.42106
2020-11-04,7.60131
2020-11-05,6.7264
2020-11-06,5.50265
2020-11-07,1.2364
2020-11-08,1.16748
2020-11-09,5.91619
2020-11-10,9.48053
2020-11-11,11.52715
2020-11-12,8.04298
2020-11-13,6.48305
2020-11-14,1.59228
2020-11-15,2.26745
2020-11-16,7.03866
2020-11-17,7.14978
2020-11-18,8.59437
2020-11-19,7.26231
2020-11-20,6.17501
2020-11-21,1.7681
2020-11-22,1.74278
2020-11-23,7.62241
2020-11-24,7.5352
2020-11-25,8.005
2020-11-26,7.69555
2020-11-27,7.19198
2020-11-28,3.28302
2020-11-29,3.1719
2020-11-30,7.56755
2020-12-01,8.08096
2020-12-02,9.55227
2020-12-03,9.57337
2020-12-04,10.50595
2020-12-05,3.18034
2020-12-06,3.26895
2020-12-07,11.28662
2020-12-08,8.79411
2020-12-09,8.5789
2020-12-10,8.53248
2020-12-11,10.77461
2020-12-12,3.2366
2020-12-13,3.83019
2020-12-14,11.92241
2020-12-15,9.6212
2020-12-16,10.40468
2020-12-17,9.15701
2020-12-18,8.22162
2020-12-19,2.48266
2020-12-20,2.61207
2020-12-21,8.22865
2020-12-22,12.86483
2020-12-23,13.00971
2020-12-24,11.22614
2020-12-25,4.37033
2020-12-26,4.02852
2020-12-27,3.69797
2020-12-28,9.72528
2020-12-29,9.68168
2020-12-30,9.74076
2020-12-31,4.45472
2021-01-01,3.53761
2021-01-02,3.78518
2021-01-03,3.31396
2021-01-04,11.89005
2021-01-05,23.95875
2021-01-06,24.00517
2021-01-07,23.10635
2021-01-08,27.41479
2021-01-09,9.76748
2021-01-10,11.39071
2021-01-11,30.65983
2021-01-12,23.91515
2021-01-13,27.42604
2021-01-14,29.59925
2021-01-15,23.46363
2021-01-16,6.5351
2021-01-17,6.85862
2021-01-18,17.92862
2021-01-19,19.81489
2021-01-20,18.67413
2021-01-21,20.32408
2021-01-22,22.15126
2021-01-23,9.84625
2021-01-24,10.37232
2021-01-25,29.72725
2021-01-26,24.06144
2021-01-27,18.93576
2021-01-28,17.30128
2021-01-29,15.87638
2021-01-30,5.67566
2021-01-31,4.8542
2021-02-01,15.19418
2021-02-02,15.88764
2021-02-03,15.50504
2021-02-04,14.1561
2021-02-05,12.32188
2021-02-06,4.14246
2021-02-07,4.05525
2021-02-08,100.0
2021-02-09,31.21826
2021-02-10,17.91174
2021-02-11,4.47442
2021-02-12,5.07926
2021-02-13,4.71495
2021-02-14,4.86123
2021-02-15,15.32077
2021-02-16,15.79339
2021-02-17,17.4349
2021-02-18,13.94089
2021-02-19,12.33173
2021-02-20,4.24373
2021-02-21,4.21982
2021-02-22,13.29807
2021-02-23,13.08286
2021-02-24,15.29405
2021-02-25,15.41783
2021-02-26,12.45832
2021-02-27,3.31396
2021-02-28,4.8964
2021-03-01,4.02852
2021-03-02,12.10808
2021-03-03,11.18112
2021-03-04,12.54272
2021-03-05,9.66621
2021-03-06,2.84416
2021-03-07,3.55449
2021-03-08,10.00942
2021-03-09,9.60432
2021-03-10,9.25548
2021-03-11,10.25839
2021-03-12,10.01083
2021-03-13,2.82446
2021-03-14,2.86666
2021-03-15,11.48214
2021-03-16,11.67766
2021-03-17,11.64952
2021-03-18,12.50615
2021-03-19,12.15731
2021-03-20,3.48838
2021-03-21,4.52224
2021-03-22,10.79993
2021-03-23,9.34691
2021-03-24,9.16123
2021-03-25,8.68017
2021-03-26,8.21881
2021-03-27,2.82024
2021-03-28,2.57127
2021-03-29,8.21037
2021-03-30,7.57599
2021-03-31,7.62803
2021-04-01,7.11603
2021-04-02,7.35515
2021-04-03,2.67396
2021-04-04,2.32231
2021-04-05,7.80526
2021-04-06,7.37766
2021-04-07,7.34108
2021-04-08,7.99234
2021-04-09,11.00248
2021-04-10,4.7909
2021-04-11,3.03968
2021-04-12,8.68861
2021-04-13,8.67877
2021-04-14,7.95296
2021-04-15,8.24272
2021-04-16,8.07393
2021-04-17,3.30834
2021-04-18,2.68943
2021-04-19,7.63647
2021-04-20,8.02751
2021-04-21,7.74197
2021-04-22,6.82486
2021-04-23,7.29467
2021-04-24,2.4489
2021-04-25,2.58112
2021-04-26,6.53088
2021-04-27,8.56343
2021-04-28,6.88112
2021-04-29,7.43814
2021-04-30,6.53932
2021-05-01,2.40108
2021-05-02,1.93549
2021-05-03,7.61678
2021-05-04,7.44939
2021-05-05,2.31809
2021-05-06,6.17501
2021-05-07,9.93346
2021-05-08,1.95659
2021-05-09,2.57127
2021-05-10,13.57376
2021-05-11,16.52624
2021-05-12,15.10415
2021-05-13,18.94279
2021-05-14,13.00268
2021-05-15,3.69515
2021-05-16,3.16346
2021-05-17,10.29074
2021-05-18,8.69565
2021-05-19,2.57971
2021-05-20,8.9404
2021-05-21,7.99938
2021-05-22,1.64713
2021-05-23,1.37847
2021-05-24,7.41423
2021-05-25,10.84916
2021-05-26,10.50595
2021-05-27,9.42849
2021-05-28,7.56473
2021-05-29,1.55992
2021-05-30,1.52195
2021-05-31,9.32299
2021-06-01,8.68721
2021-06-02,7.64632
2021-06-03,7.24965
2021-06-04,6.30863
2021-06-05,1.41364
2021-06-06,1.54445
2021-06-07,6.45351
2021-06-08,5.61939
2021-06-09,5.38449
2021-06-10,5.06238
2021-06-11,6.40147
2021-06-12,1.79623
2021-06-13,1.30814
2021-06-14,6.02731
2021-06-15,6.24815
2021-06-16,6.40569
2021-06-17,5.65737
2021-06-18,5.68691
2021-06-19,1.26032
2021-06-20,1.15341
2021-06-21,5.30994
2021-06-22,5.34229
2021-06-23,5.52656
2021-06-24,5.30009
2021-06-25,5.22836
2021-06-26,1.27016
2021-06-27,1.09293
2021-06-28,6.01887
2021-06-29,5.07504
2021-06-30,5.18757
2021-07-01,4.67275
2021-07-02,4.7698
2021-07-03,0.87491
2021-07-04,0.70471
2021-07-05,4.19169
2021-07-06,4.25358
2021-07-07,4.38861
2021-07-08,4.24795
2021-07-09,4.50114
2021-07-10,0.77504
2021-07-11,0.61046
2021-07-12,3.93568
2021-07-13,4.06509
2021-07-14,4.74589
2021-07-15,5.24524
2021-07-16,5.3859
2021-07-17,0.8524
2021-07-18,1.06058
2021-07-19,5.43232
2021-07-20,5.08348
2021-07-21,4.70229
2021-07-22,5.13271
2021-07-23,4.98923
2021-07-24,0.88616
2021-07-25,0.82145
2021-07-26,4.20857
2021-07-27,3.83441
2021-07-28,3.53621
2021-07-29,5.24946
2021-07-30,4.39565
2021-07-31,0.77363
2021-08-01,1.33346
2021-08-02,5.40981
2021-08-03,4.61086
2021-08-04,6.08217
2021-08-05,5.2382
2021-08-06,5.13271
2021-08-07,1.01697
2021-08-08,0.83833
2021-08-09,5.48999
2021-08-10,9.0684
2021-08-11,6.96411
2021-08-12,5.98933
2021-08-13,6.02731
2021-08-14,1.33909
2021-08-15,1.42208
2021-08-16,1.50788
2021-08-17,5.82195
2021-08-18,4.84857
2021-08-19,5.36902
2021-08-20,5.00189
2021-08-21,1.17451
2021-08-22,0.80317
2021-08-23,5.09192
2021-08-24,5.62783
2021-08-25,4.65165
2021-08-26,4.65868
2021-08-27,3.95819
2021-08-28,0.97055
2021-08-29,1.03948
2021-08-30,4.72901
2021-08-31,4.32954
2021-09-01,4.14668
2021-09-02,3.52074
2021-09-03,3.5137
2021-09-04,0.66251
2021-09-05,0.56545
2021-09-06,3.17893
2021-09-07,2.79493
2021-09-08,2.90323
2021-09-09,2.95669
2021-09-10,3.31115
2021-09-11,0.46699
2021-09-12,0.47543
2021-09-13,2.84697
2021-09-14,3.1719
2021-09-15,2.92011
2021-09-16,2.79633
2021-09-17,2.5347
2021-09-18,0.45292
2021-09-19,0.34743
2021-09-20,0.30242
2021-09-21,0.71877
2021-09-22,0.5753
2021-09-23,3.24785
2021-09-24,2.90886
2021-09-25,0.60343
2021-09-26,0.69486
2021-09-27,2.79633
2021-09-28,3.41524
2021-09-29,3.77392
2021-09-30,3.33366
2021-10-01,3.64311
2021-10-02,0.62594
2021-10-03,0.74268
2021-10-04,1.05354
2021-10-05,3.80487
2021-10-06,3.48979
2021-10-07,3.22957
2021-10-08,3.20003
2021-10-09,0.61609
2021-10-10,0.47121
2021-10-11,0.57108
2021-10-12,3.18596
2021-10-13,2.92011
2021-10-14,3.08187
2021-10-15,3.50245
2021-10-16,0.60343
2021-10-17,1.02963
2021-10-18,3.7683
2021-10-19,3.42649
2021-10-20,3.32662
2021-10-21,3.22113
2021-10-22,3.02561
2021-10-23,0.51903
2021-10-24,0.50637
2021-10-25,2.97075
2021-10-26,3.33084
2021-10-27,3.77955
2021-10-28,4.16778
2021-10-29,4.3014
2021-10-30,1.00572
2021-10-31,1.01838
2021-11-01,4.28312
2021-11-02,4.14105
2021-11-03,3.68672
2021-11-04,3.80909
2021-11-05,3.51792
2021-11-06,0.90866
2021-11-07,1.0451
2021-11-08,4.88233
2021-11-09,4.76277
2021-11-10,4.44206
2021-11-11,4.07775
2021-11-12,3.8752
2021-11-13,0.92132
2021-11-14,0.97618
2021-11-15,3.78518
2021-11-16,3.64311
2021-11-17,3.71485
2021-11-18,4.21138
2021-11-19,4.14105
2021-11-20,1.26735
2021-11-21,1.00713
2021-11-22,4.45754
2021-11-23,4.10307
2021-11-24,5.91478
2021-11-25,4.3436
2021-11-26,4.01445
2021-11-27,0.90726
2021-11-28,0.89882
2021-11-29,3.87801
2021-11-30,4.18747
2021-12-01,4.85983
2021-12-02,4.67275
2021-12-03,4.14668
2021-12-04,0.81723
2021-12-05,0.75394
2021-12-06,3.89911
2021-12-07,4.20857
2021-12-08,4.02149
2021-12-09,5.15662
2021-12-10,4.1312
2021-12-11,1.04932
2021-12-12,0.90022
2021-12-13,4.4702
2021-12-14,5.88806
2021-12-15,4.91609
2021-12-16,4.44066
2021-12-17,5.30572
2021-12-18,1.13231
2021-12-19,1.11122
2021-12-20,4.69103
2021-12-21,4.26061
2021-12-22,3.88083
2021-12-23,3.61076
2021-12-24,3.48135
2021-12-25,0.82989
2021-12-26,0.8524
2021-12-27,3.81612
2021-12-28,3.6417
2021-12-29,3.46025
2021-12-30,3.25489
2021-12-31,1.13372
2022-01-01,0.53732
2022-01-02,0.56545
2022-01-03,3.41243
2022-01-04,3.46166
2022-01-05,3.59951
2022-01-06,3.72469
2022-01-07,3.6614
2022-01-08,0.88194
2022-01-09,0.77504
2022-01-10,3.99195
2022-01-11,3.53058
2022-01-12,3.43634
2022-01-13,3.20988
2022-01-14,2.90745
2022-01-15,0.69767
2022-01-16,0.75956
2022-01-17,3.07203
2022-01-18,2.86104
2022-01-19,3.0017
2022-01-20,3.05233
2022-01-21,2.9173
2022-01-22,0.71596
2022-01-23,0.67798
2022-01-24,4.0032
2022-01-25,4.20575
2022-01-26,3.74861
2022-01-27,4.66149
2022-01-28,4.42518
2022-01-29,0.81723
2022-01-30,0.71315
2022-01-31,0.65547
2022-02-01,0.67798
2022-02-02,0.76097
2022-02-03,3.95397
2022-02-04,3.86676
2022-02-05,1.20265
2022-02-06,1.05636
2022-02-07,4.87389
2022-02-08,4.77121
2022-02-09,4.10588
2022-02-10,3.83582
2022-02-11,3.50104
2022-02-12,0.94946
2022-02-13,0.94524
2022-02-14,4.56163
2022-02-15,5.11302
2022-02-16,3.8316
2022-02-17,4.77121
2022-02-18,5.29306
2022-02-19,1.41645
2022-02-20,1.49381
2022-02-21,4.74448
2022-02-22,4.34219
2022-02-23,3.93287
2022-02-24,3.78236
2022-02-25,3.49682
2022-02-26,0.80879
2022-02-27,1.00713
2022-02-28,3.97648
2022-03-01,1.24906
2022-03-02,3.63467
2022-03-03,3.41946
2022-03-04,3.1522
2022-03-05,0.79895
2022-03-06,0.69908
2022-03-07,4.18465
2022-03-08,3.83441
2022-03-09,0.90585
2022-03-10,3.31396
2022-03-11,3.32944
2022-03-12,0.78348
2022-03-13,0.74409
2022-03-14,3.71625
2022-03-15,3.80628
2022-03-16,3.61357
2022-03-17,3.70219
2022-03-18,3.63467
2022-03-19,1.20265
2022-03-20,0.96493
2022-03-21,3.4912
2022-03-22,3.2577
2022-03-23,4.1087
2022-03-24,4.06228
2022-03-25,3.44056
2022-03-26,0.92554
2022-03-27,0.71174
2022-03-28,3.56575
2022-03-29,3.45322
2022-03-30,3.15502
2022-03-31,2.9173
2022-04-01,3.56153
2022-04-02,0.83552
2022-04-03,1.00853
2022-04-04,4.21982
2022-04-05,3.4912
2022-04-06,3.61076
2022-04-07,4.42659
2022-04-08,4.36611
2022-04-09,0.98603
2022-04-10,0.75956
2022-04-11,4.05806
2022-04-12,3.3646
2022-04-13,3.44337
2022-04-14,3.42087
2022-04-15,3.04812
2022-04-16,0.68079
2022-04-17,0.59358
2022-04-18,3.93147
2022-04-19,4.65587
2022-04-20,6.46899
2022-04-21,4.76699
2022-04-22,5.28744
2022-04-23,1.91017
2022-04-24,1.74419
2022-04-25,8.43683
2022-04-26,6.91207
2022-04-27,4.89359
2022-04-28,4.24514
2022-04-29,4.03274
2022-04-30,0.75253
2022-05-01,0.61328
2022-05-02,4.26764
2022-05-03,4.47582
2022-05-04,3.45884
2022-05-05,0.79192
2022-05-06,3.02983
2022-05-07,0.57108
2022-05-08,0.49934
2022-05-09,3.43353
2022-05-10,6.11593
2022-05-11,4.88515
2022-05-12,4.93297
2022-05-13,3.98351
2022-05-14,0.88334
2022-05-15,0.83974
2022-05-16,4.53209
2022-05-17,4.20997
2022-05-18,3.96241
2022-05-19,3.67124
2022-05-20,3.59388
2022-05-21,0.68923
2022-05-22,0.54576
2022-05-23,3.21409
2022-05-24,2.96653
2022-05-25,3.43493
2022-05-26,3.20566
2022-05-27,3.07765
2022-05-28,0.48809
2022-05-29,0.54576
2022-05-30,3.23238
2022-05-31,2.78789
2022-06-01,0.65969
2022-06-02,2.67677
2022-06-03,2.44468
2022-06-04,0.56826
2022-06-05,0.39385
2022-06-06,0.41354
2022-06-07,2.27307
2022-06-08,2.45734
2022-06-09,2.30824
2022-06-10,2.2576
2022-06-11,0.50637
2022-06-12,0.4698
2022-06-13,2.97919
2022-06-14,2.99748
2022-06-15,3.3013
2022-06-16,3.321
2022-06-17,2.89761
2022-06-18,0.52607
2022-06-19,0.43745
2022-06-20,3.48276
2022-06-21,2.67114
2022-06-22,2.82306
2022-06-23,3.87801
2022-06-24,3.15783
2022-06-25,0.45574
2022-06-26,0.38822
2022-06-27,2.90745
2022-06-28,2.69506
2022-06-29,2.31668
2022-06-30,2.43202
2022-07-01,3.11282
2022-07-02,0.50075
2022-07-03,0.42198
2022-07-04,3.43775
2022-07-05,3.705
2022-07-06,3.21128
2022-07-07,2.92996
2022-07-08,2.65708
2022-07-09,0.40791
2022-07-10,0.3629
2022-07-11,2.52767
2022-07-12,3.23379
2022-07-13,3.32944
2022-07-14,2.87932
2022-07-15,2.93559
2022-07-16,0.47121
2022-07-17,0.38259
2022-07-18,2.98341
2022-07-19,3.24082
2022-07-20,3.07343
2022-07-21,2.8962
2022-07-22,2.53892
2022-07-23,0.46277
2022-07-24,0.43464
2022-07-25,2.70631
2022-07-26,2.58956
2022-07-27,2.34059
2022-07-28,2.37716
2022-07-29,2.77383
2022-07-30,0.41354
2022-07-31,0.38259
2022-08-01,2.6402
2022-08-02,2.3434
2022-08-03,2.51923
2022-08-04,2.53892
2022-08-05,2.41655
2022-08-06,0.59921
2022-08-07,0.60202
2022-08-08,3.27177
2022-08-09,7.54223
2022-08-10,4.26342
2022-08-11,3.8119
2022-08-12,3.38851
2022-08-13,0.64703
2022-08-14,0.54857
2022-08-15,0.62453
2022-08-16,3.16627
2022-08-17,3.22394
2022-08-18,2.93981
2022-08-19,2.54033
2022-08-20,0.42057
2022-08-21,0.45152
2022-08-22,2.34059
2022-08-23,2.23932
2022-08-24,2.67536
2022-08-25,2.41655
2022-08-26,2.19008
2022-08-27,0.25459
2022-08-28,0.26866
2022-08-29,2.29699
2022-08-30,2.01988
2022-08-31,2.06068
2022-09-01,2.06912
2022-09-02,2.17742
2022-09-03,0.28835
2022-09-04,0.24615
2022-09-05,1.99738
2022-09-06,1.88344
2022-09-07,1.83421
2022-09-08,1.69355
2022-09-09,0.19833
2022-09-10,0.14347
2022-09-11,0.1505
2022-09-12,0.20677
2022-09-13,1.96362
2022-09-14,2.12819
2022-09-15,1.99316
2022-09-16,1.96925
2022-09-17,0.28132
2022-09-18,0.24193
2022-09-19,2.07334
2022-09-20,2.0452
2022-09-21,2.63317
2022-09-22,3.16064
2022-09-23,2.71053
2022-09-24,0.37697
2022-09-25,0.32633
2022-09-26,2.3434
2022-09-27,2.96091
2022-09-28,2.64583
2022-09-29,2.342
2022-09-30,2.17742
2022-10-01,0.25459
2022-10-02,0.22505
2022-10-03,0.256
2022-10-04,1.90876
2022-10-05,1.82015
2022-10-06,1.7034
2022-10-07,1.60494
2022-10-08,0.18567
2022-10-09,0.16879
2022-10-10,0.25459
2022-10-11,1.59509
2022-10-12,1.56977
2022-10-13,1.57258
2022-10-14,1.77232
2022-10-15,0.31508
2022-10-16,0.2349
2022-10-17,1.8103
2022-10-18,1.80327
2022-10-19,1.70762
2022-10-20,1.69074
2022-10-21,1.75544
2022-10-22,0.27147
2022-10-23,0.18004
2022-10-24,1.80045
2022-10-25,1.67245
2022-10-26,2.05083
2022-10-27,2.05505
2022-10-28,1.875
2022-10-29,0.27288
2022-10-30,0.20395
2022-10-31,1.93971
2022-11-01,2.24494
2022-11-02,2.51501
2022-11-03,2.14929
2022-11-04,1.92002
2022-11-05,0.4051
2022-11-06,0.32773
2022-11-07,2.23228
2022-11-08,1.99597
2022-11-09,2.05083
2022-11-10,1.98894
2022-11-11,2.47844
2022-11-12,0.37275
2022-11-13,0.41354
2022-11-14,2.43905
2022-11-15,3.84566
2022-11-16,2.88073
2022-11-17,2.24213
2022-11-18,2.07193
2022-11-19,0.33758
2022-11-20,0.32211
2022-11-21,2.13101
2022-11-22,1.91439
2022-11-23,1.8736
2022-11-24,1.81452
2022-11-25,1.70621
2022-11-26,0.26022
2022-11-27,0.23349
2022-11-28,1.67105
2022-11-29,1.71465
2022-11-30,1.69777
2022-12-01,1.87641
2022-12-02,1.77795
2022-12-03,0.28976
2022-12-04,0.26866
2022-12-05,2.08037
2022-12-06,1.76107
2022-12-07,1.72309
2022-12-08,1.69355
2022-12-09,1.76669
2022-12-10,0.25037
2022-12-11,0.27991
2022-12-12,1.7034
2022-12-13,1.65276
2022-12-14,1.82296
2022-12-15,1.60353
2022-12-16,1.55852
2022-12-17,0.31508
2022-12-18,0.22787
2022-12-19,1.49803
2022-12-20,1.56977
2022-12-21,2.43624
2022-12-22,1.90595
2022-12-23,1.82577
2022-12-24,0.2574
2022-12-25,0.20677
2022-12-26,1.56555
2022-12-27,1.61197
2022-12-28,2.13382
2022-12-29,1.76248
2022-12-30,0.64281
2022-12-31,0.20395
2023-01-01,0.17582
2023-01-02,1.83843
2023-01-03,1.99457
2023-01-04,3.48979
2023-01-05,4.39987
2023-01-06,3.16486
2023-01-07,0.50356
2023-01-08,0.52185
2023-01-09,3.193
2023-01-10,2.69506
2023-01-11,2.59237
2023-01-12,2.45171
2023-01-13,2.51923
2023-01-14,0.48668
2023-01-15,0.48246
2023-01-16,2.50376
2023-01-17,2.30965
2023-01-18,2.21259
2023-01-19,2.34622
2023-01-20,2.50938
2023-01-21,0.41354
2023-01-22,0.28413
2023-01-23,0.40932
2023-01-24,0.43745
2023-01-25,2.97497
2023-01-26,2.73303
2023-01-27,2.99466
2023-01-28,0.43745
2023-01-29,0.61468
2023-01-30,2.73303
2023-01-31,2.61207
2023-02-01,2.4053
2023-02-02,2.59941
2023-02-03,2.65567
2023-02-04,0.4262
2023-02-05,0.36993
2023-02-06,2.33215
2023-02-07,2.32653
2023-02-08,2.32653
2023-02-09,2.16898
2023-02-10,2.28011
2023-02-11,0.37415
2023-02-12,0.39666
2023-02-13,2.63317
2023-02-14,5.35636
2023-02-15,3.27599
2023-02-16,2.93137
2023-02-17,2.52204
2023-02-18,0.47684
2023-02-19,0.43182
2023-02-20,2.4911
2023-02-21,2.5347
2023-02-22,3.32522
2023-02-23,2.82165
2023-02-24,2.53752
2023-02-25,0.45292
2023-02-26,0.40369
2023-02-27,2.60925
2023-02-28,2.0241
2023-03-01,0.42479
2023-03-02,2.39826
2023-03-03,2.0438
2023-03-04,0.3629
2023-03-05,0.22646
2023-03-06,2.08881
2023-03-07,2.23088
2023-03-08,2.00863
2023-03-09,1.9805
2023-03-10,1.76388
2023-03-11,0.41776
2023-03-12,0.36853
2023-03-13,2.40248
2023-03-14,2.16477
2023-03-15,2.17602
2023-03-16,1.97487
2023-03-17,1.97909
2023-03-18,0.43886
2023-03-19,0.41494
2023-03-20,1.91298
2023-03-21,1.80186
2023-03-22,1.85531
2023-03-23,1.78357
2023-03-24,1.65276
2023-03-25,0.24896
2023-03-26,0.26022
2023-03-27,1.73716
2023-03-28,1.87219
2023-03-29,1.77513
2023-03-30,1.79061
2023-03-31,2.24354
2023-04-01,0.35868
2023-04-02,0.34743
2023-04-03,1.83421
2023-04-04,1.81452
2023-04-05,1.80608
2023-04-06,1.62744
2023-04-07,1.77373
2023-04-08,0.39525
2023-04-09,0.2996
2023-04-10,1.80889
2023-04-11,1.77935
2023-04-12,1.77091
2023-04-13,1.80608
2023-04-14,2.13241
2023-04-15,0.36712
2023-04-16,0.35446
2023-04-17,1.93408
2023-04-18,1.73716
2023-04-19,1.73012
2023-04-20,1.80608
2023-04-21,1.74419
2023-04-22,0.31789
2023-04-23,0.27288
2023-04-24,1.69918
2023-04-25,1.92564
2023-04-26,1.79764
2023-04-27,1.83562
2023-04-28,1.5557
2023-04-29,0.3193
2023-04-30,0.26162
2023-05-01,0.50356
2023-05-02,1.57821
2023-05-03,1.50085
2023-05-04,1.41645
2023-05-05,0.33195
2023-05-06,0.3207
2023-05-07,0.41916
2023-05-08,2.54736
2023-05-09,2.27729
2023-05-10,2.15351
2023-05-11,1.72168
2023-05-12,1.56414
2023-05-13,0.27428
2023-05-14,0.4051
2023-05-15,1.59368
2023-05-16,1.66542
2023-05-17,1.62744
2023-05-18,1.66823
2023-05-19,1.59931
2023-05-20,0.29679
2023-05-21,0.38681
2023-05-22,2.01004
2023-05-23,1.70199
2023-05-24,1.60634
2023-05-25,1.491
2023-05-26,1.45443
2023-05-27,0.21943
2023-05-28,0.21661
