date,신소재
2020-03-20,14.41647
2020-03-21,10.38901
2020-03-22,11.53318
2020-03-23,12.21967
2020-03-24,11.94508
2020-03-25,14.2334
2020-03-26,16.06407
2020-03-27,13.59267
2020-03-28,8.32951
2020-03-29,11.94508
2020-03-30,14.3707
2020-03-31,15.4691
2020-04-01,15.6064
2020-04-02,12.03661
2020-04-03,13.36384
2020-04-04,9.88558
2020-04-05,11.16704
2020-04-06,10.75514
2020-04-07,10.48054
2020-04-08,10.57208
2020-04-09,16.75057
2020-04-10,12.08237
2020-04-11,6.27002
2020-04-12,8.60411
2020-04-13,11.39588
2020-04-14,11.48741
2020-04-15,10.34324
2020-04-16,22.88329
2020-04-17,27.59725
2020-04-18,10.06864
2020-04-19,12.17391
2020-04-20,23.79862
2020-04-21,21.05263
2020-04-22,28.55835
2020-04-23,24.07322
2020-04-24,18.4897
2020-04-25,10.93821
2020-04-26,13.27231
2020-04-27,30.80091
2020-04-28,27.55148
2020-04-29,23.15789
2020-04-30,18.4897
2020-05-01,19.63386
2020-05-02,8.32951
2020-05-03,13.82151
2020-05-04,19.8627
2020-05-05,11.16704
2020-05-06,23.29519
2020-05-07,28.42105
2020-05-08,23.34096
2020-05-09,7.64302
2020-05-10,8.60411
2020-05-11,27.55148
2020-05-12,24.71395
2020-05-13,29.51945
2020-05-14,29.88558
2020-05-15,28.60411
2020-05-16,7.82608
2020-05-17,12.49427
2020-05-18,45.17162
2020-05-19,35.3318
2020-05-20,31.30434
2020-05-21,46.95652
2020-05-22,34.32494
2020-05-23,10.34324
2020-05-24,16.75057
2020-05-25,39.4508
2020-05-26,33.45537
2020-05-27,43.38672
2020-05-28,45.35469
2020-05-29,35.7437
2020-05-30,19.22196
2020-05-31,28.46681
2020-06-01,43.15789
2020-06-02,57.75743
2020-06-03,31.71624
2020-06-04,32.31121
2020-06-05,21.00686
2020-06-06,15.01144
2020-06-07,21.83066
2020-06-08,28.83295
2020-06-09,24.53089
2020-06-10,22.37986
2020-06-11,18.12356
2020-06-12,22.79176
2020-06-13,11.67048
2020-06-14,14.14187
2020-06-15,30.80091
2020-06-16,33.54691
2020-06-17,33.08924
2020-06-18,30.38901
2020-06-19,41.60183
2020-06-20,16.2929
2020-06-21,44.16475
2020-06-22,69.42791
2020-06-23,47.23112
2020-06-24,43.02059
2020-06-25,45.49199
2020-06-26,49.65675
2020-06-27,26.27002
2020-06-28,52.35697
2020-06-29,75.24027
2020-06-30,72.08237
2020-07-01,67.64302
2020-07-02,66.04118
2020-07-03,44.02745
2020-07-04,20.96109
2020-07-05,50.66361
2020-07-06,76.2929
2020-07-07,64.34782
2020-07-08,65.85812
2020-07-09,55.881
2020-07-10,44.34782
2020-07-11,21.87643
2020-07-12,48.37528
2020-07-13,68.42105
2020-07-14,51.16704
2020-07-15,50.29748
2020-07-16,43.79862
2020-07-17,31.85354
2020-07-18,13.08924
2020-07-19,24.39359
2020-07-20,40.82379
2020-07-21,30.84668
2020-07-22,29.01601
2020-07-23,32.17391
2020-07-24,24.66819
2020-07-25,11.16704
2020-07-26,16.75057
2020-07-27,22.24256
2020-07-28,20.82379
2020-07-29,20.86956
2020-07-30,25.81235
2020-07-31,25.17162
2020-08-01,8.55835
2020-08-02,17.5286
2020-08-03,25.35469
2020-08-04,27.91762
2020-08-05,43.29519
2020-08-06,42.15102
2020-08-07,39.08466
2020-08-08,17.8032
2020-08-09,36.7048
2020-08-10,61.09839
2020-08-11,63.70709
2020-08-12,50.25171
2020-08-13,48.32951
2020-08-14,28.55835
2020-08-15,9.24485
2020-08-16,12.12814
2020-08-17,17.75743
2020-08-18,18.7643
2020-08-19,13.18077
2020-08-20,14.6453
2020-08-21,14.14187
2020-08-22,9.88558
2020-08-23,13.04347
2020-08-24,21.05263
2020-08-25,26.08695
2020-08-26,28.60411
2020-08-27,26.95652
2020-08-28,23.06636
2020-08-29,11.16704
2020-08-30,17.75743
2020-08-31,34.7826
2020-09-01,37.34553
2020-09-02,25.62929
2020-09-03,26.63615
2020-09-04,31.12128
2020-09-05,15.78947
2020-09-06,18.26086
2020-09-07,26.45308
2020-09-08,33.91304
2020-09-09,33.50114
2020-09-10,35.3318
2020-09-11,36.47597
2020-09-12,13.27231
2020-09-13,21.23569
2020-09-14,38.94736
2020-09-15,32.95194
2020-09-16,29.42791
2020-09-17,29.10755
2020-09-18,27.59725
2020-09-19,17.48283
2020-09-20,28.51258
2020-09-21,51.53318
2020-09-22,54.2334
2020-09-23,48.55835
2020-09-24,56.75057
2020-09-25,47.41418
2020-09-26,17.43707
2020-09-27,31.67048
2020-09-28,49.93135
2020-09-29,30.52631
2020-09-30,7.96338
2020-10-01,8.46681
2020-10-02,9.47368
2020-10-03,11.76201
2020-10-04,20.36613
2020-10-05,41.14416
2020-10-06,41.87643
2020-10-07,26.95652
2020-10-08,29.24485
2020-10-09,10.02288
2020-10-10,9.33638
2020-10-11,15.881
2020-10-12,21.05263
2020-10-13,25.58352
2020-10-14,31.48741
2020-10-15,16.93363
2020-10-16,11.30434
2020-10-17,6.77345
2020-10-18,11.25858
2020-10-19,22.47139
2020-10-20,25.72082
2020-10-21,19.5881
2020-10-22,21.83066
2020-10-23,19.13043
2020-10-24,11.48741
2020-10-25,17.98627
2020-10-26,29.10755
2020-10-27,30.20594
2020-10-28,36.61327
2020-10-29,38.2151
2020-10-30,27.45995
2020-10-31,13.27231
2020-11-01,24.43935
2020-11-02,38.2151
2020-11-03,39.7254
2020-11-04,32.63157
2020-11-05,35.69794
2020-11-06,35.6064
2020-11-07,13.13501
2020-11-08,27.00228
2020-11-09,42.47139
2020-11-10,39.5881
2020-11-11,44.25629
2020-11-12,46.04118
2020-11-13,31.67048
2020-11-14,13.04347
2020-11-15,33.18077
2020-11-16,46.04118
2020-11-17,38.44393
2020-11-18,27.50572
2020-11-19,22.37986
2020-11-20,31.48741
2020-11-21,11.48741
2020-11-22,22.24256
2020-11-23,29.51945
2020-11-24,37.254
2020-11-25,28.55835
2020-11-26,24.30205
2020-11-27,20.50343
2020-11-28,11.02974
2020-11-29,13.59267
2020-11-30,25.67505
2020-12-01,27.55148
2020-12-02,20.36613
2020-12-03,15.92677
2020-12-04,33.68421
2020-12-05,18.30663
2020-12-06,36.20137
2020-12-07,36.47597
2020-12-08,36.7048
2020-12-09,36.61327
2020-12-10,29.51945
2020-12-11,23.15789
2020-12-12,10.06864
2020-12-13,13.31807
2020-12-14,21.73913
2020-12-15,29.19908
2020-12-16,30.38901
2020-12-17,26.86498
2020-12-18,26.31578
2020-12-19,9.24485
2020-12-20,13.45537
2020-12-21,25.08009
2020-12-22,23.34096
2020-12-23,28.00915
2020-12-24,27.23112
2020-12-25,9.19908
2020-12-26,12.44851
2020-12-27,27.41418
2020-12-28,35.28604
2020-12-29,30.75514
2020-12-30,30.93821
2020-12-31,24.16475
2021-01-01,7.68878
2021-01-02,10.11441
2021-01-03,14.7826
2021-01-04,21.37299
2021-01-05,21.46453
2021-01-06,16.06407
2021-01-07,15.7437
2021-01-08,13.45537
2021-01-09,7.36842
2021-01-10,9.24485
2021-01-11,10.80091
2021-01-12,10.84668
2021-01-13,10.38901
2021-01-14,8.19221
2021-01-15,8.14645
2021-01-16,4.34782
2021-01-17,6.04118
2021-01-18,7.09382
2021-01-19,7.41418
2021-01-20,8.46681
2021-01-21,8.42105
2021-01-22,8.37528
2021-01-23,5.99542
2021-01-24,4.57665
2021-01-25,6.81922
2021-01-26,6.13272
2021-01-27,8.05491
2021-01-28,7.45995
2021-01-29,6.54462
2021-01-30,4.94279
2021-01-31,5.03432
2021-02-01,8.83295
2021-02-02,10.93821
2021-02-03,8.55835
2021-02-04,10.25171
2021-02-05,7.55148
2021-02-06,3.93592
2021-02-07,4.34782
2021-02-08,6.31578
2021-02-09,6.86498
2021-02-10,4.62242
2021-02-11,4.02745
2021-02-12,4.16475
2021-02-13,3.84439
2021-02-14,5.40045
2021-02-15,7.41418
2021-02-16,7.78032
2021-02-17,6.54462
2021-02-18,7.04805
2021-02-19,5.81235
2021-02-20,4.07322
2021-02-21,4.43935
2021-02-22,5.67505
2021-02-23,7.82608
2021-02-24,6.72768
2021-02-25,5.67505
2021-02-26,5.30892
2021-02-27,5.58352
2021-02-28,4.89702
2021-03-01,6.27002
2021-03-02,12.76887
2021-03-03,15.01144
2021-03-04,17.43707
2021-03-05,15.881
2021-03-06,9.42791
2021-03-07,10.66361
2021-03-08,23.61556
2021-03-09,26.77345
2021-03-10,29.19908
2021-03-11,35.65217
2021-03-12,28.37528
2021-03-13,11.02974
2021-03-14,17.1167
2021-03-15,27.36842
2021-03-16,26.86498
2021-03-17,27.41418
2021-03-18,28.32951
2021-03-19,24.71395
2021-03-20,12.58581
2021-03-21,20.04576
2021-03-22,27.96338
2021-03-23,23.24942
2021-03-24,31.02974
2021-03-25,36.8421
2021-03-26,31.67048
2021-03-27,14.82837
2021-03-28,30.57208
2021-03-29,51.35011
2021-03-30,44.53089
2021-03-31,50.43478
2021-04-01,45.62929
2021-04-02,40.59496
2021-04-03,13.08924
2021-04-04,24.75972
2021-04-05,38.4897
2021-04-06,42.70022
2021-04-07,43.06636
2021-04-08,46.91075
2021-04-09,45.40045
2021-04-10,15.37757
2021-04-11,24.48512
2021-04-12,48.28375
2021-04-13,42.56292
2021-04-14,47.82608
2021-04-15,44.16475
2021-04-16,42.88329
2021-04-17,9.83981
2021-04-18,12.86041
2021-04-19,30.52631
2021-04-20,23.75286
2021-04-21,24.71395
2021-04-22,26.63615
2021-04-23,21.64759
2021-04-24,7.18535
