date,강원랜드주가
2020-03-20,29.88253
2020-03-21,6.96879
2020-03-22,6.60063
2020-03-23,28.17321
2020-03-24,30.5838
2020-03-25,33.28366
2020-03-26,33.7833
2020-03-27,31.44284
2020-03-28,6.10974
2020-03-29,4.85624
2020-03-30,31.23246
2020-03-31,29.61956
2020-04-01,29.79488
2020-04-02,31.67075
2020-04-03,32.1967
2020-04-04,8.05575
2020-04-05,6.78471
2020-04-06,39.14796
2020-04-07,49.45652
2020-04-08,48.06276
2020-04-09,69.74929
2020-04-10,65.41023
2020-04-11,11.28155
2020-04-12,9.36185
2020-04-13,57.69635
2020-04-14,48.08906
2020-04-15,10.09817
2020-04-16,50.88534
2020-04-17,55.12798
2020-04-18,9.51963
2020-04-19,7.8629
2020-04-20,50.22791
2020-04-21,49.24614
2020-04-22,48.14165
2020-04-23,45.74859
2020-04-24,38.71844
2020-04-25,6.12727
2020-04-26,5.26823
2020-04-27,39.95441
2020-04-28,43.26788
2020-04-29,39.49859
2020-04-30,6.17987
2020-05-01,6.44284
2020-05-02,4.37412
2020-05-03,4.2251
2020-05-04,33.95862
2020-05-05,5.97826
2020-05-06,30.92566
2020-05-07,33.31872
2020-05-08,33.5028
2020-05-09,5.60133
2020-05-10,4.04978
2020-05-11,30.02279
2020-05-12,28.66409
2020-05-13,35.37868
2020-05-14,30.90813
2020-05-15,34.01998
2020-05-16,4.82994
2020-05-17,4.05855
2020-05-18,31.39901
2020-05-19,38.55189
2020-05-20,44.311
2020-05-21,38.57819
2020-05-22,35.71178
2020-05-23,5.39095
2020-05-24,4.51437
2020-05-25,34.73877
2020-05-26,33.59046
2020-05-27,43.46949
2020-05-28,44.77559
2020-05-29,39.79663
2020-05-30,5.02279
2020-05-31,3.90077
2020-06-01,34.5021
2020-06-02,33.79207
2020-06-03,38.00841
2020-06-04,36.8338
2020-06-05,30.81171
2020-06-06,4.62833
2020-06-07,4.26893
2020-06-08,29.75981
2020-06-09,27.99789
2020-06-10,26.43758
2020-06-11,27.48071
2020-06-12,24.86851
2020-06-13,3.71669
2020-06-14,3.17321
2020-06-15,27.07748
2020-06-16,26.70932
2020-06-17,26.66549
2020-06-18,26.59537
2020-06-19,25.47335
2020-06-20,4.26893
2020-06-21,3.42741
2020-06-22,24.09712
2020-06-23,24.16725
2020-06-24,25.47335
2020-06-25,23.57994
2020-06-26,23.86921
2020-06-27,3.48877
2020-06-28,3.09431
2020-06-29,21.90568
2020-06-30,25.28927
2020-07-01,22.73842
2020-07-02,26.37622
2020-07-03,24.21984
2020-07-04,3.892
2020-07-05,3.12938
2020-07-06,24.12342
2020-07-07,26.83204
2020-07-08,29.97019
2020-07-09,29.61956
2020-07-10,24.74579
2020-07-11,4.52314
2020-07-12,3.69039
2020-07-13,24.04453
2020-07-14,24.09712
2020-07-15,26.80575
2020-07-16,30.89936
2020-07-17,32.43338
2020-07-18,6.85483
2020-07-19,6.24123
2020-07-20,41.14656
2020-07-21,32.80154
2020-07-22,30.48737
2020-07-23,29.46178
2020-07-24,26.23597
2020-07-25,4.72475
2020-07-26,3.90953
2020-07-27,26.21844
2020-07-28,27.38429
2020-07-29,29.82117
2020-07-30,28.26963
2020-07-31,24.04453
2020-08-01,4.60203
2020-08-02,3.63779
2020-08-03,25.49964
2020-08-04,24.3338
2020-08-05,23.77279
2020-08-06,26.46388
2020-08-07,25.99929
2020-08-08,3.68162
2020-08-09,3.57643
2020-08-10,24.15848
2020-08-11,27.17391
2020-08-12,34.73001
2020-08-13,29.62833
2020-08-14,24.37762
2020-08-15,4.1988
2020-08-16,3.71669
2020-08-17,5.8643
2020-08-18,26.68302
2020-08-19,24.67566
2020-08-20,25.32433
2020-08-21,30.5312
2020-08-22,6.14481
2020-08-23,5.02279
2020-08-24,30.02279
2020-08-25,30.60133
2020-08-26,27.84887
2020-08-27,27.90147
2020-08-28,26.15708
2020-08-29,3.892
2020-08-30,3.33976
2020-08-31,26.02559
2020-09-01,24.50911
2020-09-02,25.60483
2020-09-03,27.13884
2020-09-04,24.86851
2020-09-05,4.10238
2020-09-06,3.84817
2020-09-07,26.68302
2020-09-08,25.31556
2020-09-09,22.34396
2020-09-10,22.31767
2020-09-11,21.74789
2020-09-12,4.30399
2020-09-13,3.9446
2020-09-14,23.47475
2020-09-15,23.05399
2020-09-16,23.79908
2020-09-17,22.53681
2020-09-18,19.18828
2020-09-19,3.55014
2020-09-20,3.60273
2020-09-21,19.95967
2020-09-22,19.50385
2020-09-23,17.95231
2020-09-24,18.32924
2020-09-25,16.47966
2020-09-26,3.14691
2020-09-27,2.91023
2020-09-28,20.0561
2020-09-29,18.80259
2020-09-30,3.5589
2020-10-01,2.62096
2020-10-02,2.65603
2020-10-03,2.49824
2020-10-04,2.65603
2020-10-05,18.56591
2020-10-06,19.22335
2020-10-07,19.311
2020-10-08,18.55715
2020-10-09,4.98772
2020-10-10,4.5582
2020-10-11,6.28506
2020-10-12,40.76963
2020-10-13,33.38884
2020-10-14,26.2798
2020-10-15,24.13218
2020-10-16,23.31697
2020-10-17,4.20757
2020-10-18,3.46248
2020-10-19,26.66549
2020-10-20,24.50035
2020-10-21,27.95406
2020-10-22,25.84151
2020-10-23,25.13148
2020-10-24,3.67286
2020-10-25,3.1995
2020-10-26,22.65077
2020-10-27,21.71283
2020-10-28,19.81065
2020-10-29,20.90638
2020-10-30,21.3096
2020-10-31,3.39235
2020-11-01,2.90147
2020-11-02,20.85378
2020-11-03,21.90568
2020-11-04,20.59957
2020-11-05,22.72966
2020-11-06,20.61711
2020-11-07,3.64656
2020-11-08,2.60343
2020-11-09,22.65953
2020-11-10,37.06171
2020-11-11,41.87412
2020-11-12,35.01928
2020-11-13,28.95336
2020-11-14,5.32959
2020-11-15,4.12868
2020-11-16,33.27489
2020-11-17,33.5291
2020-11-18,28.97966
2020-11-19,26.62166
2020-11-20,29.76858
2020-11-21,5.10168
2020-11-22,5.80294
2020-11-23,33.88849
2020-11-24,35.1683
2020-11-25,42.35624
2020-11-26,35.09817
2020-11-27,30.30329
2020-11-28,5.96949
2020-11-29,5.48737
2020-11-30,30.8643
2020-12-01,34.75631
2020-12-02,39.37587
2020-12-03,39.36711
2020-12-04,37.62272
2020-12-05,8.25736
2020-12-06,8.12587
2020-12-07,36.25525
2020-12-08,35.142
2020-12-09,39.13043
2020-12-10,42.38253
2020-12-11,42.25105
2020-12-12,8.00315
2020-12-13,6.5305
2020-12-14,37.58765
2020-12-15,32.75771
2020-12-16,33.02068
2020-12-17,32.53856
2020-12-18,32.27559
2020-12-19,6.73211
2020-12-20,6.10974
2020-12-21,33.09081
2020-12-22,31.94249
2020-12-23,32.1704
2020-12-24,32.56486
2020-12-25,6.31136
2020-12-26,5.45231
2020-12-27,5.30329
2020-12-28,33.38008
2020-12-29,32.82784
2020-12-30,33.66935
2020-12-31,10.04558
2021-01-01,5.29453
2021-01-02,5.71528
2021-01-03,5.71528
2021-01-04,34.53716
2021-01-05,35.79067
2021-01-06,38.22755
2021-01-07,37.54382
2021-01-08,44.70546
2021-01-09,10.95722
2021-01-10,8.98492
2021-01-11,49.02699
2021-01-12,65.38394
2021-01-13,61.54453
2021-01-14,75.6136
2021-01-15,61.66725
2021-01-16,10.20336
2021-01-17,8.02945
2021-01-18,51.19214
2021-01-19,51.99859
2021-01-20,46.90568
2021-01-21,46.95827
2021-01-22,66.00631
2021-01-23,16.92671
2021-01-24,11.36044
2021-01-25,62.25455
2021-01-26,59.38814
2021-01-27,50.67496
2021-01-28,48.82538
2021-01-29,47.17741
2021-01-30,9.37938
2021-01-31,7.76647
2021-02-01,44.62657
2021-02-02,44.40743
2021-02-03,42.04067
2021-02-04,39.87552
2021-02-05,36.21143
2021-02-06,7.88043
2021-02-07,7.26683
2021-02-08,49.2549
2021-02-09,46.42356
2021-02-10,37.81556
2021-02-11,6.94249
2021-02-12,6.24123
2021-02-13,7.65252
2021-02-14,8.79207
2021-02-15,53.76051
2021-02-16,53.05925
2021-02-17,48.37833
2021-02-18,45.17005
2021-02-19,39.53366
2021-02-20,8.21353
2021-02-21,7.57363
2021-02-22,44.90708
2021-02-23,59.73001
2021-02-24,66.40077
2021-02-25,55.54873
2021-02-26,47.58064
2021-02-27,9.26542
2021-02-28,8.32748
2021-03-01,8.96739
2021-03-02,44.92461
2021-03-03,48.78155
2021-03-04,72.47545
2021-03-05,67.365
2021-03-06,11.82503
2021-03-07,9.79137
2021-03-08,53.42741
2021-03-09,53.83064
2021-03-10,50.14025
2021-03-11,46.74789
2021-03-12,43.46072
2021-03-13,8.16093
2021-03-14,11.49193
2021-03-15,47.95757
2021-03-16,62.79803
2021-03-17,60.58029
2021-03-18,60.93092
2021-03-19,49.01823
2021-03-20,10.04558
2021-03-21,8.93232
2021-03-22,51.83204
2021-03-23,50.24544
2021-03-24,44.52138
2021-03-25,39.07784
2021-03-26,38.40287
2021-03-27,6.75841
2021-03-28,5.36465
2021-03-29,41.28681
2021-03-30,41.90918
2021-03-31,38.45546
2021-04-01,39.68267
2021-04-02,36.87762
2021-04-03,6.46914
2021-04-04,5.49614
2021-04-05,39.35834
2021-04-06,37.63148
2021-04-07,36.21143
2021-04-08,34.73001
2021-04-09,35.03681
2021-04-10,5.61009
2021-04-11,4.72475
2021-04-12,35.34361
2021-04-13,37.1669
2021-04-14,34.97545
2021-04-15,35.98352
2021-04-16,35.88709
2021-04-17,6.98632
2021-04-18,6.72335
2021-04-19,36.19389
2021-04-20,38.04347
2021-04-21,33.53786
2021-04-22,31.76718
2021-04-23,32.57363
2021-04-24,7.41584
2021-04-25,5.68899
2021-04-26,39.23562
2021-04-27,39.43723
2021-04-28,35.75561
2021-04-29,39.34081
2021-04-30,44.22335
2021-05-01,7.51227
2021-05-02,6.26753
2021-05-03,46.43232
2021-05-04,41.40077
2021-05-05,8.52033
2021-05-06,41.91795
2021-05-07,40.17356
2021-05-08,6.09221
2021-05-09,5.32959
2021-05-10,53.97089
2021-05-11,51.2535
2021-05-12,47.17741
2021-05-13,48.99193
2021-05-14,45.75736
2021-05-15,7.60869
2021-05-16,5.92566
2021-05-17,58.43267
2021-05-18,54.27769
2021-05-19,9.08134
2021-05-20,49.82468
2021-05-21,43.02244
2021-05-22,6.39025
2021-05-23,5.61009
2021-05-24,42.22475
2021-05-25,76.2535
2021-05-26,85.68548
2021-05-27,100.0
2021-05-28,79.01472
2021-05-29,11.8075
2021-05-30,9.79137
2021-05-31,84.1953
2021-06-01,79.82994
2021-06-02,92.81206
2021-06-03,91.3657
2021-06-04,75.2805
2021-06-05,11.57082
2021-06-06,9.66865
2021-06-07,70.48562
2021-06-08,67.96107
2021-06-09,70.59081
2021-06-10,75.06136
2021-06-11,72.11605
2021-06-12,12.5
2021-06-13,10.57152
2021-06-14,64.91058
2021-06-15,58.76577
2021-06-16,63.00841
2021-06-17,55.07538
2021-06-18,53.01542
2021-06-19,10.86956
2021-06-20,8.88849
2021-06-21,55.93443
2021-06-22,56.25876
2021-06-23,62.96458
2021-06-24,63.68338
2021-06-25,58.00315
2021-06-26,9.90532
2021-06-27,7.16164
2021-06-28,48.67636
2021-06-29,45.52068
2021-06-30,43.54838
2021-07-01,42.98737
2021-07-02,40.31381
2021-07-03,6.2237
2021-07-04,5.10168
2021-07-05,41.66374
2021-07-06,43.97791
