date,소상공인대출
2020-03-20,6.65894
2020-03-21,2.57577
2020-03-22,1.95347
2020-03-23,5.97522
2020-03-24,5.44859
2020-03-25,9.31829
2020-03-26,9.21155
2020-03-27,7.79981
2020-03-28,3.64313
2020-03-29,2.76004
2020-03-30,7.56922
2020-03-31,69.9859
2020-04-01,100.0
2020-04-02,7.16141
2020-04-03,4.21307
2020-04-04,1.44497
2020-04-05,1.30299
2020-04-06,4.44768
2020-04-07,4.08418
2020-04-08,3.38133
2020-04-09,3.13865
2020-04-10,2.42775
2020-04-11,0.99385
2020-04-12,1.04823
2020-04-13,3.1024
2020-04-14,2.70566
2020-04-15,1.04521
2020-04-16,3.36723
2020-04-17,3.03796
2020-04-18,1.22444
2020-04-19,1.03614
2020-04-20,2.84966
2020-04-21,2.34115
2020-04-22,2.39351
2020-04-23,2.43782
2020-04-24,1.84674
2020-04-25,0.74715
2020-04-26,1.03212
2020-04-27,2.33914
2020-04-28,2.27066
2020-04-29,2.77212
2020-04-30,1.43288
2020-05-01,1.16705
2020-05-02,0.75521
2020-05-03,0.96969
2020-05-04,2.21327
2020-05-05,1.18819
2020-05-06,2.71674
2020-05-07,1.83667
2020-05-08,1.2476
2020-05-09,0.57496
2020-05-10,0.78844
2020-05-11,1.74201
2020-05-12,1.67656
2020-05-13,1.41778
2020-05-14,1.39462
2020-05-15,1.52552
2020-05-16,0.66559
2020-05-17,1.59903
2020-05-18,3.479
2020-05-19,1.97563
2020-05-20,1.55674
2020-05-21,1.28687
2020-05-22,1.00694
2020-05-23,0.44809
2020-05-24,0.52764
2020-05-25,1.49632
2020-05-26,1.19625
2020-05-27,1.04923
2020-05-28,0.99285
2020-05-29,0.85288
2020-05-30,0.45514
2020-05-31,0.45413
2020-06-01,1.26875
2020-06-02,1.13885
2020-06-03,1.10663
2020-06-04,1.01399
2020-06-05,0.81864
2020-06-06,0.38163
2020-06-07,0.40882
2020-06-08,0.92639
2020-06-09,0.88107
2020-06-10,0.86496
2020-06-11,0.83778
2020-06-12,0.67666
2020-06-13,0.32222
2020-06-14,0.35948
2020-06-15,0.94653
2020-06-16,0.86597
2020-06-17,0.76528
2020-06-18,0.83677
2020-06-19,0.67364
2020-06-20,0.31517
2020-06-21,0.37659
2020-06-22,0.9284
2020-06-23,0.83576
2020-06-24,0.78541
2020-06-25,0.78743
2020-06-26,0.68069
2020-06-27,0.33128
2020-06-28,0.38163
2020-06-29,0.97573
2020-06-30,0.97472
2020-07-01,0.89416
2020-07-02,0.78642
2020-07-03,0.70083
2020-07-04,0.38868
2020-07-05,0.38062
2020-07-06,1.0291
2020-07-07,0.85993
2020-07-08,0.79649
2020-07-09,0.69278
2020-07-10,0.61021
2020-07-11,0.29503
2020-07-12,0.30208
2020-07-13,0.75823
2020-07-14,0.88309
2020-07-15,0.82972
2020-07-16,0.8559
2020-07-17,0.72298
2020-07-18,0.37156
2020-07-19,0.38264
2020-07-20,1.05628
2020-07-21,0.97774
2020-07-22,0.94149
2020-07-23,0.90323
2020-07-24,0.79649
2020-07-25,0.34236
2020-07-26,0.33632
2020-07-27,0.98278
2020-07-28,0.8559
2020-07-29,0.78139
2020-07-30,0.8126
2020-07-31,0.6968
2020-08-01,0.35243
2020-08-02,0.29906
2020-08-03,0.74514
2020-08-04,0.76125
2020-08-05,0.86597
2020-08-06,0.9143
2020-08-07,0.86496
2020-08-08,0.34336
2020-08-09,0.38465
2020-08-10,0.91833
2020-08-11,0.75823
2020-08-12,0.71896
2020-08-13,0.69378
2020-08-14,0.55885
2020-08-15,0.25878
2020-08-16,0.23763
2020-08-17,0.44909
2020-08-18,0.77534
2020-08-19,0.73809
2020-08-20,0.73809
2020-08-21,0.66458
2020-08-22,0.36753
2020-08-23,0.41284
2020-08-24,0.84986
2020-08-25,0.84885
2020-08-26,0.82469
2020-08-27,1.02003
2020-08-28,0.85288
2020-08-29,0.40479
2020-08-30,0.46118
2020-08-31,1.02809
2020-09-01,1.09858
2020-09-02,1.08347
2020-09-03,1.00795
2020-09-04,0.9858
2020-09-05,0.5367
2020-09-06,0.65149
2020-09-07,1.29594
2020-09-08,1.49632
2020-09-09,1.42181
2020-09-10,2.58987
2020-09-11,3.3491
2020-09-12,1.04923
2020-09-13,1.00996
2020-09-14,2.22736
2020-09-15,3.80626
2020-09-16,2.57073
2020-09-17,2.15084
2020-09-18,1.70476
2020-09-19,0.80455
2020-09-20,1.09052
2020-09-21,2.87181
2020-09-22,3.26251
2020-09-23,5.65703
2020-09-24,5.43852
2020-09-25,3.93213
2020-09-26,1.52653
2020-09-27,1.57184
2020-09-28,3.37528
2020-09-29,2.19212
2020-09-30,0.91732
2020-10-01,0.66962
2020-10-02,0.72097
2020-10-03,0.84785
2020-10-04,1.25163
2020-10-05,3.3189
2020-10-06,2.9423
2020-10-07,2.7399
2020-10-08,2.22535
2020-10-09,0.98378
2020-10-10,0.85389
2020-10-11,1.03614
2020-10-12,2.9131
2020-10-13,2.4207
2020-10-14,2.15386
2020-10-15,2.10552
2020-10-16,1.9716
2020-10-17,0.89316
2020-10-18,1.15799
2020-10-19,2.60698
2020-10-20,2.35625
2020-10-21,2.36028
2020-10-22,2.09646
2020-10-23,1.77927
2020-10-24,0.8559
2020-10-25,0.94048
2020-10-26,2.75903
2020-10-27,2.38344
2020-10-28,2.24045
2020-10-29,2.05115
2020-10-30,1.69771
2020-10-31,0.79045
2020-11-01,0.91833
2020-11-02,2.24247
2020-11-03,2.12868
2020-11-04,1.78733
2020-11-05,2.28375
2020-11-06,1.70073
2020-11-07,0.83778
2020-11-08,0.93243
2020-11-09,2.34115
2020-11-10,2.48615
2020-11-11,2.22535
2020-11-12,2.25858
2020-11-13,1.91622
2020-11-14,0.86194
2020-11-15,0.93746
2020-11-16,2.70365
2020-11-17,2.50025
2020-11-18,2.44688
2020-11-19,2.25556
2020-11-20,2.05417
2020-11-21,0.96667
2020-11-22,1.18618
2020-11-23,2.88389
2020-11-24,2.8557
2020-11-25,2.7248
2020-11-26,2.65532
2020-11-27,2.26361
2020-11-28,1.15698
2020-11-29,1.42382
2020-11-30,3.21115
2020-12-01,3.22525
2020-12-02,3.20209
2020-12-03,2.6825
2020-12-04,2.37035
2020-12-05,1.13382
2020-12-06,1.49934
2020-12-07,4.03181
2020-12-08,3.84251
2020-12-09,61.16604
2020-12-10,10.51958
2020-12-11,4.84946
2020-12-12,1.67052
2020-12-13,1.81149
2020-12-14,3.71865
2020-12-15,2.81139
2020-12-16,2.5808
2020-12-17,2.20521
2020-12-18,1.81854
2020-12-19,0.95559
2020-12-20,1.46712
2020-12-21,3.04903
2020-12-22,2.19212
2020-12-23,3.044
2020-12-24,2.55865
2020-12-25,1.22142
2020-12-26,1.42785
2020-12-27,2.60296
2020-12-28,4.92699
2020-12-29,5.06595
2020-12-30,4.059
2020-12-31,2.49521
2021-01-01,1.90212
2021-01-02,2.04813
2021-01-03,2.25254
2021-01-04,5.49994
2021-01-05,4.83939
2021-01-06,5.23612
2021-01-07,4.08619
2021-01-08,3.3773
2021-01-09,1.81653
2021-01-10,3.04501
2021-01-11,9.79558
2021-01-12,7.59641
2021-01-13,5.61574
2021-01-14,10.88208
2021-01-15,7.7404
2021-01-16,4.4789
2021-01-17,5.57748
2021-01-18,22.46098
2021-01-19,9.46128
2021-01-20,7.66992
2021-01-21,6.33773
2021-01-22,4.95619
2021-01-23,2.45594
2021-01-24,4.19494
2021-01-25,13.03292
2021-01-26,7.64676
2021-01-27,5.68724
2021-01-28,5.06998
2021-01-29,4.10431
2021-01-30,1.74604
2021-01-31,2.03101
2021-02-01,5.59963
2021-02-02,5.94099
2021-02-03,4.71654
2021-02-04,3.89084
2021-02-05,3.02386
2021-02-06,1.5799
2021-02-07,1.44698
2021-02-08,3.4639
2021-02-09,2.80737
2021-02-10,2.0441
2021-02-11,0.89416
2021-02-12,0.80656
2021-02-13,1.06333
2021-02-14,1.57889
2021-02-15,3.78411
2021-02-16,3.69751
2021-02-17,3.06716
2021-02-18,2.85469
2021-02-19,2.22032
2021-02-20,1.05125
2021-02-21,1.29594
2021-02-22,2.81844
2021-02-23,2.81441
2021-02-24,2.84865
2021-02-25,2.45393
2021-02-26,2.15486
2021-02-27,1.02205
2021-02-28,0.97673
2021-03-01,1.93031
2021-03-02,3.95126
2021-03-03,2.69459
2021-03-04,2.64323
2021-03-05,2.20722
2021-03-06,0.96868
2021-03-07,1.00292
2021-03-08,2.63719
2021-03-09,2.33611
2021-03-10,2.20118
2021-03-11,1.99677
2021-03-12,1.70879
2021-03-13,0.84583
2021-03-14,0.82871
2021-03-15,2.36229
2021-03-16,2.19313
2021-03-17,2.04309
2021-03-18,1.98368
2021-03-19,1.59097
2021-03-20,0.78441
2021-03-21,0.87705
2021-03-22,2.71171
2021-03-23,2.17601
2021-03-24,2.08639
2021-03-25,2.64223
2021-03-26,2.33712
2021-03-27,0.89316
2021-03-28,1.03514
2021-03-29,4.13654
2021-03-30,3.3491
2021-03-31,2.4932
2021-04-01,2.36229
2021-04-02,1.94945
2021-04-03,0.89819
2021-04-04,0.99385
2021-04-05,2.319
2021-04-06,2.12466
2021-04-07,1.91823
2021-04-08,1.95649
2021-04-09,1.62924
2021-04-10,0.80555
2021-04-11,0.97673
2021-04-12,2.4791
2021-04-13,2.19615
2021-04-14,1.96354
2021-04-15,2.12163
2021-04-16,1.83566
2021-04-17,0.81462
2021-04-18,0.75621
2021-04-19,2.82851
2021-04-20,2.19615
2021-04-21,2.07531
2021-04-22,1.90715
2021-04-23,1.63125
2021-04-24,0.64847
2021-04-25,0.79246
2021-04-26,2.30792
2021-04-27,2.02094
2021-04-28,1.81955
2021-04-29,1.59802
2021-04-30,1.31809
2021-05-01,0.58805
2021-05-02,0.64847
2021-05-03,1.78934
2021-05-04,1.45101
2021-05-05,0.72097
2021-05-06,1.62823
2021-05-07,1.20531
2021-05-08,0.60316
2021-05-09,0.63034
2021-05-10,1.64635
2021-05-11,1.41778
2021-05-12,1.35434
2021-05-13,1.37146
2021-05-14,1.20632
2021-05-15,0.52059
2021-05-16,0.60416
2021-05-17,1.78934
2021-05-18,1.47517
2021-05-19,0.82066
2021-05-20,1.64635
2021-05-21,1.27076
2021-05-22,0.59007
2021-05-23,0.61524
2021-05-24,1.69167
2021-05-25,1.70979
2021-05-26,1.48424
2021-05-27,1.44295
2021-05-28,1.2033
2021-05-29,0.48434
2021-05-30,0.56691
2021-05-31,1.79538
2021-06-01,1.5084
2021-06-02,1.28385
2021-06-03,1.1892
2021-06-04,1.02708
2021-06-05,0.50347
2021-06-06,0.48132
2021-06-07,1.72087
2021-06-08,1.58594
2021-06-09,1.74806
2021-06-10,1.33219
2021-06-11,1.03212
2021-06-12,0.47125
2021-06-13,0.52361
2021-06-14,1.29896
2021-06-15,1.18114
2021-06-16,1.18215
2021-06-17,1.15799
2021-06-18,0.9284
2021-06-19,0.45816
2021-06-20,0.46319
2021-06-21,1.29795
2021-06-22,1.1892
2021-06-23,1.12274
2021-06-24,1.27781
2021-06-25,1.13885
2021-06-26,0.47628
2021-06-27,0.4793
2021-06-28,1.43389
2021-06-29,1.43892
2021-06-30,1.32816
2021-07-01,1.67052
2021-07-02,1.51243
2021-07-03,0.61725
2021-07-04,0.87503
2021-07-05,3.83848
2021-07-06,2.27973
2021-07-07,2.12667
2021-07-08,1.86889
2021-07-09,1.82257
2021-07-10,0.84986
2021-07-11,0.71392
2021-07-12,2.03906
2021-07-13,1.77222
2021-07-14,1.66951
2021-07-15,1.71583
2021-07-16,1.58594
2021-07-17,0.77736
2021-07-18,0.7109
2021-07-19,2.29382
2021-07-20,2.14681
2021-07-21,1.87292
2021-07-22,1.60306
2021-07-23,1.53962
2021-07-24,1.04219
2021-07-25,0.89618
2021-07-26,2.63618
2021-07-27,2.4358
2021-07-28,1.95851
2021-07-29,1.7833
2021-07-30,2.2616
2021-07-31,0.87604
2021-08-01,1.08146
2021-08-02,2.9574
2021-08-03,2.20823
2021-08-04,2.60799
2021-08-05,2.80132
2021-08-06,1.98972
2021-08-07,1.05024
2021-08-08,0.86094
2021-08-09,2.64827
2021-08-10,2.1599
2021-08-11,2.15486
2021-08-12,2.16896
2021-08-13,2.0008
2021-08-14,0.99587
2021-08-15,0.85087
2021-08-16,1.47417
2021-08-17,4.79407
2021-08-18,4.49501
2021-08-19,3.64011
2021-08-20,2.78823
2021-08-21,1.09153
2021-08-22,1.03514
2021-08-23,2.91209
2021-08-24,2.62007
2021-08-25,2.42271
2021-08-26,3.22827
2021-08-27,2.47306
2021-08-28,0.88712
2021-08-29,0.8841
2021-08-30,4.2765
2021-08-31,3.60084
2021-09-01,3.0873
2021-09-02,2.77917
2021-09-03,2.06525
2021-09-04,0.89014
2021-09-05,0.97069
2021-09-06,2.70164
2021-09-07,2.39351
2021-09-08,2.41566
2021-09-09,2.50327
2021-09-10,2.1166
2021-09-11,0.90625
2021-09-12,0.91531
2021-09-13,2.85771
2021-09-14,2.4348
2021-09-15,2.64827
2021-09-16,2.16191
2021-09-17,1.58191
2021-09-18,0.65854
2021-09-19,0.92739
2021-09-20,0.75017
2021-09-21,0.62128
2021-09-22,0.89014
2021-09-23,2.75803
2021-09-24,2.16493
2021-09-25,0.91128
2021-09-26,0.91833
2021-09-27,2.50125
2021-09-28,2.48111
2021-09-29,2.30188
2021-09-30,2.53448
2021-10-01,2.20118
2021-10-02,0.88007
2021-10-03,0.74111
2021-10-04,1.15698
2021-10-05,2.755
2021-10-06,2.44285
2021-10-07,2.19011
2021-10-08,1.86184
2021-10-09,0.7542
2021-10-10,0.71191
2021-10-11,1.08146
2021-10-12,2.32504
2021-10-13,2.00584
2021-10-14,1.98066
2021-10-15,1.69066
2021-10-16,0.76427
2021-10-17,0.71795
2021-10-18,1.93736
2021-10-19,1.89205
2021-10-20,1.78431
2021-10-21,1.73195
2021-10-22,1.41375
2021-10-23,0.63538
2021-10-24,0.73809
2021-10-25,2.20622
2021-10-26,2.01288
2021-10-27,2.51636
2021-10-28,2.37236
2021-10-29,1.84271
2021-10-30,0.82469
2021-10-31,0.87604
2021-11-01,2.54959
2021-11-02,2.31497
2021-11-03,2.27872
2021-11-04,1.91521
2021-11-05,1.49632
2021-11-06,0.73406
2021-11-07,0.90423
2021-11-08,2.01691
2021-11-09,2.12466
2021-11-10,1.94643
2021-11-11,1.80646
2021-11-12,1.39865
2021-11-13,0.75118
2021-11-14,0.83778
2021-11-15,2.04511
2021-11-16,1.92024
2021-11-17,1.69368
2021-11-18,1.79941
2021-11-19,1.56177
2021-11-20,0.60014
2021-11-21,0.83979
2021-11-22,2.2465
2021-11-23,4.52321
2021-11-24,4.83032
2021-11-25,4.39432
2021-11-26,3.47799
2021-11-27,1.12979
2021-11-28,1.65945
2021-11-29,12.19111
2021-11-30,6.33672
2021-12-01,4.86557
2021-12-02,3.99657
2021-12-03,4.07411
2021-12-04,1.96757
2021-12-05,1.36441
2021-12-06,4.19393
2021-12-07,3.48806
2021-12-08,3.17893
2021-12-09,2.76004
2021-12-10,2.16896
2021-12-11,0.94753
2021-12-12,0.94149
2021-12-13,2.77011
2021-12-14,2.61605
2021-12-15,2.80636
2021-12-16,2.7248
2021-12-17,3.12053
2021-12-18,1.35635
2021-12-19,1.22444
2021-12-20,3.88883
2021-12-21,3.74181
2021-12-22,3.17087
2021-12-23,2.79025
2021-12-24,2.06827
2021-12-25,0.95559
2021-12-26,1.21337
2021-12-27,3.87876
2021-12-28,3.48907
2021-12-29,3.33803
2021-12-30,2.84966
2021-12-31,2.85167
2022-01-01,1.67354
2022-01-02,3.13261
2022-01-03,9.63145
2022-01-04,6.37398
2022-01-05,5.11328
2022-01-06,9.48746
2022-01-07,7.90353
2022-01-08,3.36924
2022-01-09,3.05709
2022-01-10,7.44738
2022-01-11,5.93998
2022-01-12,5.43751
2022-01-13,5.82922
2022-01-14,5.42543
2022-01-15,2.66035
2022-01-16,2.02396
2022-01-17,6.36592
2022-01-18,7.20672
2022-01-19,7.77464
2022-01-20,6.81905
2022-01-21,5.72449
2022-01-22,2.71473
2022-01-23,3.84956
2022-01-24,9.29513
2022-01-25,5.88762
2022-01-26,4.96626
2022-01-27,5.37005
2022-01-28,4.32182
2022-01-29,1.59701
2022-01-30,1.21035
2022-01-31,1.21639
2022-02-01,1.07844
2022-02-02,1.45
2022-02-03,4.80716
2022-02-04,3.87674
2022-02-05,1.50337
2022-02-06,1.43892
2022-02-07,4.47084
2022-02-08,4.059
2022-02-09,4.09727
2022-02-10,4.21911
2022-02-11,3.4941
2022-02-12,1.34427
2022-02-13,1.30701
2022-02-14,4.4789
2022-02-15,4.03484
2022-02-16,3.46088
2022-02-17,3.19605
2022-02-18,2.92115
2022-02-19,1.19222
2022-02-20,1.28083
2022-02-21,3.72872
2022-02-22,3.61292
2022-02-23,4.51314
2022-02-24,4.4507
2022-02-25,3.57466
2022-02-26,1.48625
2022-02-27,1.45906
2022-02-28,4.05497
2022-03-01,2.34216
2022-03-02,3.84754
2022-03-03,4.10331
2022-03-04,3.45383
2022-03-05,1.59299
2022-03-06,1.45201
2022-03-07,4.08015
2022-03-08,3.6099
2022-03-09,1.38253
2022-03-10,3.74886
2022-03-11,3.32594
2022-03-12,1.46108
2022-03-13,1.47719
2022-03-14,4.40237
2022-03-15,4.22414
2022-03-16,3.70858
2022-03-17,3.39442
2022-03-18,2.84563
2022-03-19,1.22847
2022-03-20,1.31406
2022-03-21,3.59681
2022-03-22,3.30782
2022-03-23,3.43067
2022-03-24,3.82438
2022-03-25,3.01178
2022-03-26,1.33722
2022-03-27,1.35434
2022-03-28,3.47699
2022-03-29,3.08528
2022-03-30,3.28265
2022-03-31,3.03192
2022-04-01,4.03987
2022-04-02,1.40569
2022-04-03,1.49833
2022-04-04,4.19393
2022-04-05,3.83949
2022-04-06,3.63105
2022-04-07,3.27862
2022-04-08,2.83053
2022-04-09,1.05024
2022-04-10,1.07743
2022-04-11,3.31285
2022-04-12,3.09938
2022-04-13,3.334
2022-04-14,3.21619
2022-04-15,2.70768
2022-04-16,1.02607
2022-04-17,1.06535
2022-04-18,3.24539
2022-04-19,3.21317
2022-04-20,3.0158
2022-04-21,2.99365
2022-04-22,2.62914
2022-04-23,1.18417
2022-04-24,1.20733
2022-04-25,3.74786
2022-04-26,3.33803
2022-04-27,3.24841
2022-04-28,3.34608
2022-04-29,2.6815
2022-04-30,1.07038
2022-05-01,1.30097
2022-05-02,3.36421
2022-05-03,3.10945
2022-05-04,2.7258
2022-05-05,1.2174
