date,세금계산기
2020-03-20,11.73469
2020-03-21,5.75396
2020-03-22,6.0941
2020-03-23,10.62925
2020-03-24,12.78344
2020-03-25,16.63832
2020-03-26,13.03854
2020-03-27,11.56462
2020-03-28,8.30498
2020-03-29,6.68934
2020-03-30,16.1848
2020-03-31,14.88095
2020-04-01,12.10317
2020-04-02,10.6009
2020-04-03,13.54875
2020-04-04,6.43424
2020-04-05,5.98072
2020-04-06,11.56462
2020-04-07,11.50793
2020-04-08,9.0136
2020-04-09,10.57256
2020-04-10,14.73922
2020-04-11,6.54761
2020-04-12,5.44217
2020-04-13,10.00566
2020-04-14,10.43083
2020-04-15,5.64058
2020-04-16,10.17573
2020-04-17,9.43877
2020-04-18,5.07369
2020-04-19,5.30045
2020-04-20,11.30952
2020-04-21,10.77097
2020-04-22,8.95691
2020-04-23,9.60884
2020-04-24,11.45124
2020-04-25,5.78231
2020-04-26,6.20748
2020-04-27,11.70634
2020-04-28,9.80725
2020-04-29,12.32993
2020-04-30,6.0941
2020-05-01,6.80272
2020-05-02,4.84693
2020-05-03,5.839
2020-05-04,10.51587
2020-05-05,7.00113
2020-05-06,11.59297
2020-05-07,10.43083
2020-05-08,10.94104
2020-05-09,5.98072
2020-05-10,6.23582
2020-05-11,11.678
2020-05-12,10.11904
2020-05-13,7.85147
2020-05-14,8.67346
2020-05-15,9.43877
2020-05-16,5.61224
2020-05-17,5.32879
2020-05-18,9.07029
2020-05-19,8.81519
2020-05-20,9.66553
2020-05-21,9.49546
2020-05-22,8.53174
2020-05-23,6.51927
2020-05-24,5.55555
2020-05-25,12.67006
2020-05-26,10.68594
2020-05-27,10.11904
2020-05-28,8.53174
2020-05-29,10.96938
2020-05-30,7.00113
2020-05-31,6.29251
2020-06-01,11.56462
2020-06-02,10.96938
2020-06-03,10.14739
2020-06-04,9.46712
2020-06-05,10.43083
2020-06-06,5.72562
2020-06-07,4.67687
2020-06-08,9.86394
2020-06-09,10.31746
2020-06-10,14.45578
2020-06-11,9.86394
2020-06-12,8.67346
2020-06-13,5.95238
2020-06-14,5.95238
2020-06-15,12.44331
2020-06-16,10.43083
2020-06-17,9.94897
2020-06-18,9.04195
2020-06-19,9.21201
2020-06-20,6.29251
2020-06-21,5.52721
2020-06-22,11.22448
2020-06-23,9.43877
2020-06-24,10.62925
2020-06-25,12.5
2020-06-26,8.33333
2020-06-27,5.64058
2020-06-28,5.38548
2020-06-29,10.57256
2020-06-30,12.89682
2020-07-01,12.10317
2020-07-02,10.45918
2020-07-03,9.38208
2020-07-04,5.5839
2020-07-05,5.81065
2020-07-06,10.856
2020-07-07,9.66553
2020-07-08,9.77891
2020-07-09,10.68594
2020-07-10,12.47165
2020-07-11,6.20748
2020-07-12,6.32086
2020-07-13,11.13945
2020-07-14,10.65759
2020-07-15,12.78344
2020-07-16,9.55215
2020-07-17,8.56009
2020-07-18,5.017
2020-07-19,5.92403
2020-07-20,11.47959
2020-07-21,11.1678
2020-07-22,10.31746
2020-07-23,10.03401
2020-07-24,12.64172
2020-07-25,5.47052
2020-07-26,5.38548
2020-07-27,10.06235
2020-07-28,9.49546
2020-07-29,9.09863
2020-07-30,9.66553
2020-07-31,12.47165
2020-08-01,6.0941
2020-08-02,5.21541
2020-08-03,9.5238
2020-08-04,9.04195
2020-08-05,11.84807
2020-08-06,8.87188
2020-08-07,8.92857
2020-08-08,7.1712
2020-08-09,6.03741
2020-08-10,14.62585
2020-08-11,9.41043
2020-08-12,10.03401
2020-08-13,8.61678
2020-08-14,8.90022
2020-08-15,5.32879
2020-08-16,4.5068
2020-08-17,5.92403
2020-08-18,9.66553
2020-08-19,9.12698
2020-08-20,8.92857
2020-08-21,7.82312
2020-08-22,4.81859
2020-08-23,4.33673
2020-08-24,9.8356
2020-08-25,10.48752
2020-08-26,9.21201
2020-08-27,9.29705
2020-08-28,9.15532
2020-08-29,6.26417
2020-08-30,5.5839
2020-08-31,13.60544
2020-09-01,11.70634
2020-09-02,9.77891
2020-09-03,9.5238
2020-09-04,10.65759
2020-09-05,6.0941
2020-09-06,4.96031
2020-09-07,11.33786
2020-09-08,9.07029
2020-09-09,10.11904
2020-09-10,13.74716
2020-09-11,8.13492
2020-09-12,5.35714
2020-09-13,5.04535
2020-09-14,9.04195
2020-09-15,10.20408
2020-09-16,8.7585
2020-09-17,7.96485
2020-09-18,7.62471
2020-09-19,4.30839
2020-09-20,4.73356
2020-09-21,10.00566
2020-09-22,8.81519
2020-09-23,10.00566
2020-09-24,10.03401
2020-09-25,12.38662
2020-09-26,5.21541
2020-09-27,4.7619
2020-09-28,11.11111
2020-09-29,11.08276
2020-09-30,5.49886
2020-10-01,3.31632
2020-10-02,3.99659
2020-10-03,4.30839
2020-10-04,5.66893
2020-10-05,12.61337
2020-10-06,10.94104
2020-10-07,10.3458
2020-10-08,10.71428
2020-10-09,5.32879
2020-10-10,5.41383
2020-10-11,4.39342
2020-10-12,12.67006
2020-10-13,8.7585
2020-10-14,8.58843
2020-10-15,11.11111
2020-10-16,9.12698
2020-10-17,5.10204
2020-10-18,4.79024
2020-10-19,9.55215
2020-10-20,9.72222
2020-10-21,8.7585
2020-10-22,8.81519
2020-10-23,9.55215
2020-10-24,6.49092
2020-10-25,7.4263
2020-10-26,12.15986
2020-10-27,10.0907
2020-10-28,11.11111
2020-10-29,11.11111
2020-10-30,11.96145
2020-10-31,6.20748
2020-11-01,6.20748
2020-11-02,12.27324
2020-11-03,10.91269
2020-11-04,10.88435
2020-11-05,13.2653
2020-11-06,9.5238
2020-11-07,5.66893
2020-11-08,5.69727
2020-11-09,12.21655
2020-11-10,15.81632
2020-11-11,10.68594
2020-11-12,10.6009
2020-11-13,10.43083
2020-11-14,5.89569
2020-11-15,4.81859
2020-11-16,10.31746
2020-11-17,10.37414
2020-11-18,9.63718
2020-11-19,10.40249
2020-11-20,10.77097
2020-11-21,5.95238
2020-11-22,6.15079
2020-11-23,10.856
2020-11-24,12.15986
2020-11-25,13.15192
2020-11-26,12.44331
2020-11-27,12.38662
2020-11-28,6.32086
2020-11-29,6.83106
2020-11-30,14.54081
2020-12-01,13.2653
2020-12-02,13.60544
2020-12-03,11.39455
2020-12-04,12.69841
2020-12-05,7.9365
2020-12-06,6.43424
2020-12-07,12.69841
2020-12-08,12.13151
2020-12-09,11.84807
2020-12-10,16.83673
2020-12-11,11.62131
2020-12-12,6.12244
2020-12-13,5.32879
2020-12-14,10.37414
2020-12-15,12.01814
2020-12-16,12.55668
2020-12-17,11.45124
2020-12-18,12.15986
2020-12-19,7.19954
2020-12-20,7.59637
2020-12-21,13.69047
2020-12-22,14.76757
2020-12-23,14.22902
2020-12-24,15.84467
2020-12-25,7.08616
2020-12-26,8.90022
2020-12-27,10.45918
2020-12-28,17.60204
2020-12-29,16.7517
2020-12-30,16.21315
2020-12-31,16.4399
2021-01-01,9.63718
2021-01-02,9.04195
2021-01-03,11.56462
2021-01-04,18.56575
2021-01-05,20.6916
2021-01-06,17.63038
2021-01-07,14.54081
2021-01-08,15.95804
2021-01-09,9.75056
2021-01-10,7.53968
2021-01-11,14.28571
2021-01-12,11.28117
2021-01-13,11.90476
2021-01-14,13.29365
2021-01-15,15.02267
2021-01-16,9.04195
2021-01-17,7.05782
2021-01-18,15.47619
2021-01-19,15.36281
2021-01-20,15.81632
2021-01-21,17.0068
2021-01-22,16.78004
2021-01-23,9.43877
2021-01-24,8.56009
2021-01-25,17.7721
2021-01-26,14.76757
2021-01-27,14.68253
2021-01-28,16.35487
2021-01-29,17.57369
2021-01-30,9.35374
2021-01-31,8.53174
2021-02-01,12.86848
2021-02-02,13.57709
2021-02-03,11.47959
2021-02-04,12.13151
2021-02-05,14.03061
2021-02-06,7.11451
2021-02-07,6.66099
2021-02-08,13.35034
2021-02-09,11.90476
2021-02-10,14.82426
2021-02-11,6.43424
2021-02-12,4.87528
2021-02-13,5.41383
2021-02-14,5.64058
2021-02-15,12.72675
2021-02-16,11.25283
2021-02-17,10.65759
2021-02-18,10.91269
2021-02-19,11.19614
2021-02-20,8.95691
2021-02-21,8.44671
2021-02-22,13.09523
2021-02-23,12.04648
2021-02-24,11.11111
2021-02-25,14.76757
2021-02-26,11.59297
2021-02-27,6.06575
2021-02-28,5.55555
2021-03-01,6.83106
2021-03-02,12.1882
2021-03-03,10.856
2021-03-04,10.99773
2021-03-05,13.15192
2021-03-06,8.10657
2021-03-07,6.80272
2021-03-08,11.19614
2021-03-09,10.65759
2021-03-10,16.66666
2021-03-11,12.81179
2021-03-12,9.80725
2021-03-13,8.10657
2021-03-14,6.49092
2021-03-15,14.5975
2021-03-16,15.50453
2021-03-17,12.44331
2021-03-18,10.51587
2021-03-19,9.75056
2021-03-20,5.55555
2021-03-21,5.92403
2021-03-22,9.66553
2021-03-23,9.77891
2021-03-24,10.26077
2021-03-25,12.95351
2021-03-26,9.60884
2021-03-27,6.66099
2021-03-28,6.26417
2021-03-29,10.74263
2021-03-30,11.96145
2021-03-31,15.24943
2021-04-01,13.06689
2021-04-02,11.36621
2021-04-03,7.19954
2021-04-04,7.6814
2021-04-05,15.19274
2021-04-06,13.03854
2021-04-07,11.96145
2021-04-08,11.84807
2021-04-09,13.88888
2021-04-10,9.35374
2021-04-11,7.73809
2021-04-12,14.45578
2021-04-13,11.84807
2021-04-14,12.04648
2021-04-15,15.24943
2021-04-16,13.54875
2021-04-17,6.12244
2021-04-18,6.94444
2021-04-19,12.04648
2021-04-20,11.9331
2021-04-21,10.91269
2021-04-22,10.77097
2021-04-23,12.95351
2021-04-24,8.30498
2021-04-25,6.17913
2021-04-26,9.24036
2021-04-27,10.71428
2021-04-28,11.81972
2021-04-29,13.40702
2021-04-30,16.86507
2021-05-01,9.89229
2021-05-02,8.95691
2021-05-03,15.07936
2021-05-04,13.09523
2021-05-05,8.16326
2021-05-06,13.74716
2021-05-07,13.12358
2021-05-08,7.6814
2021-05-09,8.5034
2021-05-10,22.73242
2021-05-11,16.55328
2021-05-12,14.88095
2021-05-13,13.91723
2021-05-14,14.79591
2021-05-15,9.43877
2021-05-16,8.92857
2021-05-17,15.70294
2021-05-18,16.07142
2021-05-19,10.65759
2021-05-20,17.517
2021-05-21,16.12811
2021-05-22,9.04195
2021-05-23,7.96485
2021-05-24,15.9297
2021-05-25,20.83333
2021-05-26,16.29818
2021-05-27,14.96598
2021-05-28,12.98185
