date,LG화학주가
2020-03-20,57.69801
2020-03-21,8.98794
2020-03-22,8.82434
2020-03-23,59.39694
2020-03-24,50.9602
2020-03-25,48.86864
2020-03-26,47.75616
2020-03-27,40.80692
2020-03-28,6.77808
2020-03-29,5.78389
2020-03-30,37.16493
2020-03-31,30.79459
2020-04-01,33.11519
2020-04-02,33.80987
2020-04-03,29.81299
2020-04-04,5.1018
2020-04-05,3.83579
2020-04-06,27.93033
2020-04-07,30.28114
2020-04-08,31.7032
2020-04-09,29.03022
2020-04-10,28.45385
2020-04-11,4.07993
2020-04-12,3.9415
2020-04-13,27.10226
2020-04-14,25.9042
2020-04-15,5.52465
2020-04-16,32.12101
2020-04-17,37.30588
2020-04-18,5.55233
2020-04-19,4.35428
2020-04-20,31.66545
2020-04-21,31.70572
2020-04-22,29.74503
2020-04-23,26.75492
2020-04-24,23.20354
2020-04-25,3.26697
2020-04-26,2.89698
2020-04-27,23.42503
2020-04-28,25.84379
2020-04-29,25.00062
2020-04-30,4.41217
2020-05-01,4.95331
2020-05-02,2.28285
2020-05-03,2.62515
2020-05-04,23.65659
2020-05-05,3.68226
2020-05-06,22.03065
2020-05-07,26.79771
2020-05-08,29.32219
2020-05-09,4.60597
2020-05-10,3.31982
2020-05-11,23.70944
2020-05-12,23.22367
2020-05-13,27.07961
2020-05-14,24.50731
2020-05-15,22.25214
2020-05-16,3.12853
2020-05-17,2.26271
2020-05-18,22.50383
2020-05-19,24.21031
2020-05-20,21.65563
2020-05-21,27.60816
2020-05-22,23.26646
2020-05-23,3.1386
2020-05-24,3.10588
2020-05-25,25.6072
2020-05-26,35.69001
2020-05-27,30.91037
2020-05-28,29.26933
2020-05-29,23.91331
2020-05-30,3.09078
2020-05-31,2.68807
2020-06-01,23.87556
2020-06-02,23.25891
2020-06-03,24.69608
2020-06-04,28.81125
2020-06-05,30.99846
2020-06-06,3.76532
2020-06-07,3.63192
2020-06-08,29.22151
2020-06-09,26.24399
2020-06-10,26.99906
2020-06-11,35.38546
2020-06-12,33.75953
2020-06-13,3.54383
2020-06-14,2.6025
2020-06-15,32.02033
2020-06-16,36.56842
2020-06-17,40.65087
2020-06-18,31.00853
2020-06-19,33.88789
2020-06-20,4.20075
2020-06-21,3.5992
2020-06-22,32.82575
2020-06-23,30.85248
2020-06-24,31.44396
2020-06-25,31.32818
2020-06-26,31.26777
2020-06-27,3.63695
2020-06-28,3.13357
2020-06-29,27.67863
2020-06-30,26.30691
2020-07-01,24.41921
2020-07-02,24.7439
2020-07-03,25.92937
2020-07-04,4.00946
2020-07-05,3.44063
2020-07-06,27.10226
2020-07-07,30.38685
2020-07-08,26.51078
2020-07-09,33.33165
2020-07-10,28.14427
2020-07-11,3.66212
2020-07-12,3.14867
2020-07-13,29.70728
2020-07-14,27.47225
2020-07-15,26.94873
2020-07-16,26.30943
2020-07-17,26.48561
2020-07-18,3.45825
2020-07-19,2.73338
2020-07-20,24.15745
2020-07-21,28.28018
2020-07-22,25.58707
2020-07-23,25.12395
2020-07-24,22.84865
2020-07-25,3.18391
2020-07-26,2.95235
2020-07-27,23.01729
2020-07-28,25.76577
2020-07-29,24.78669
2020-07-30,22.84614
2020-07-31,38.29
2020-08-01,7.29153
2020-08-02,4.85515
2020-08-03,57.46142
2020-08-04,49.38209
2020-08-05,51.56678
2020-08-06,48.81075
2020-08-07,62.32412
2020-08-08,10.41252
2020-08-09,8.87971
2020-08-10,63.12451
2020-08-11,60.53207
2020-08-12,53.51992
2020-08-13,51.49379
2020-08-14,56.92783
2020-08-15,7.36452
2020-08-16,5.42145
2020-08-17,10.02995
2020-08-18,53.35883
2020-08-19,48.59681
2020-08-20,50.01384
2020-08-21,52.07772
2020-08-22,5.17228
2020-08-23,4.37945
2020-08-24,44.0311
2020-08-25,39.9109
2020-08-26,50.41906
2020-08-27,54.78341
2020-08-28,44.45898
2020-08-29,5.89967
2020-08-30,5.1018
2020-08-31,46.07233
2020-09-01,43.0344
2020-09-02,40.5955
2020-09-03,42.89597
2020-09-04,41.33296
2020-09-05,5.4139
2020-09-06,4.17558
2020-09-07,41.52676
2020-09-08,43.17283
2020-09-09,42.01756
2020-09-10,40.67101
2020-09-11,36.84276
2020-09-12,4.97848
2020-09-13,4.11014
2020-09-14,37.06929
2020-09-15,37.78409
2020-09-16,62.27379
2020-09-17,100.0
2020-09-18,73.9196
2020-09-19,7.48785
2020-09-20,5.4139
2020-09-21,57.32299
2020-09-22,56.12242
2020-09-23,55.47305
2020-09-24,45.71493
2020-09-25,38.11381
2020-09-26,4.56067
2020-09-27,4.1051
2020-09-28,34.81412
2020-09-29,32.50862
2020-09-30,3.91633
2020-10-01,2.73841
2020-10-02,2.72583
2020-10-03,2.55971
2020-10-04,2.62263
2020-10-05,31.79884
2020-10-06,30.98336
2020-10-07,28.79867
2020-10-08,31.77367
2020-10-09,4.98854
2020-10-10,2.98507
2020-10-11,3.12098
2020-10-12,33.20077
2020-10-13,34.86446
2020-10-14,34.67821
2020-10-15,30.67629
2020-10-16,26.26412
2020-10-17,3.36513
2020-10-18,2.58991
2020-10-19,31.91965
2020-10-20,34.55991
2020-10-21,27.45714
2020-10-22,27.58802
2020-10-23,24.83199
2020-10-24,3.21914
2020-10-25,2.44645
2020-10-26,24.51737
2020-10-27,25.80101
2020-10-28,26.70962
2020-10-29,25.63992
2020-10-30,39.98389
2020-10-31,5.28554
2020-11-01,3.28962
2020-11-02,28.55201
2020-11-03,30.24338
2020-11-04,29.9187
2020-11-05,30.75432
2020-11-06,39.89831
2020-11-07,4.33163
2020-11-08,3.65961
2020-11-09,38.41584
2020-11-10,35.06581
2020-11-11,31.1973
2020-11-12,28.13671
2020-11-13,27.66857
2020-11-14,5.28806
2020-11-15,3.92892
2020-11-16,33.92061
2020-11-17,29.43041
2020-11-18,28.54697
2020-11-19,28.89431
2020-11-20,26.87322
2020-11-21,4.54556
2020-11-22,3.07065
2020-11-23,31.96244
2020-11-24,42.29191
2020-11-25,43.27351
2020-11-26,37.86715
2020-11-27,33.21839
2020-11-28,4.76705
2020-11-29,3.86599
2020-11-30,32.08074
2020-12-01,31.50184
2020-12-02,35.47607
2020-12-03,33.81742
2020-12-04,34.34345
2020-12-05,4.47509
2020-12-06,3.7628
2020-12-07,35.04316
2020-12-08,33.57328
2020-12-09,33.2939
2020-12-10,32.31733
2020-12-11,28.30283
2020-12-12,4.43985
2020-12-13,3.74518
2020-12-14,30.61589
2020-12-15,27.58802
2020-12-16,28.79867
2020-12-17,29.77272
2020-12-18,25.73053
2020-12-19,4.05728
2020-12-20,3.37771
2020-12-21,26.19616
2020-12-22,24.9377
2020-12-23,36.36203
2020-12-24,31.20485
2020-12-25,4.72678
2020-12-26,3.81314
2020-12-27,3.86348
2020-12-28,28.18454
2020-12-29,27.25831
2020-12-30,30.27107
2020-12-31,7.88553
2021-01-01,4.87276
2021-01-02,5.11439
2021-01-03,5.16976
2021-01-04,48.47348
2021-01-05,44.20981
2021-01-06,45.71744
2021-01-07,56.25078
2021-01-08,68.46794
2021-01-09,9.75057
2021-01-10,10.27409
2021-01-11,66.17754
2021-01-12,53.34121
2021-01-13,52.0752
2021-01-14,55.16095
2021-01-15,52.32689
2021-01-16,7.91321
2021-01-17,6.10354
2021-01-18,45.70738
2021-01-19,44.99509
2021-01-20,42.83808
2021-01-21,42.25164
2021-01-22,42.59142
2021-01-23,7.25629
2021-01-24,6.63461
2021-01-25,41.09133
2021-01-26,42.85067
2021-01-27,48.08587
2021-01-28,44.15443
2021-01-29,43.34147
2021-01-30,6.22184
2021-01-31,5.17228
2021-02-01,40.93277
2021-02-02,37.59532
2021-02-03,39.39744
2021-02-04,35.1388
2021-02-05,39.43016
2021-02-06,5.65049
2021-02-07,5.42649
2021-02-08,37.40907
2021-02-09,33.81993
2021-02-10,39.926
2021-02-11,12.05356
2021-02-12,5.66811
2021-02-13,4.50026
2021-02-14,5.0867
2021-02-15,55.22388
2021-02-16,38.04837
2021-02-17,36.55332
2021-02-18,35.84606
2021-02-19,32.72507
2021-02-20,4.95582
2021-02-21,5.86443
2021-02-22,41.00828
2021-02-23,43.70139
2021-02-24,44.96488
2021-02-25,40.30857
2021-02-26,44.1947
2021-02-27,6.94923
2021-02-28,7.46016
2021-03-01,7.85029
2021-03-02,44.44891
2021-03-03,37.97538
2021-03-04,34.50454
2021-03-05,40.89501
2021-03-06,6.00035
2021-03-07,5.3837
2021-03-08,34.41896
2021-03-09,34.86698
2021-03-10,36.75719
2021-03-11,42.44544
2021-03-12,36.4023
2021-03-13,5.85688
2021-03-14,5.17228
2021-03-15,37.13221
2021-03-16,64.84357
2021-03-17,58.662
2021-03-18,45.67466
2021-03-19,42.56877
2021-03-20,7.06752
2021-03-21,5.67566
2021-03-22,44.56218
2021-03-23,50.04152
2021-03-24,41.70295
2021-03-25,38.20945
2021-03-26,35.81586
2021-03-27,6.38292
2021-03-28,4.91304
2021-03-29,34.09176
2021-03-30,33.57328
2021-03-31,30.07978
2021-04-01,31.68558
2021-04-02,31.15199
2021-04-03,4.09755
2021-04-04,3.60172
2021-04-05,30.69391
2021-04-06,31.13689
2021-04-07,30.34909
2021-04-08,27.8221
2021-04-09,27.09219
2021-04-10,4.25863
2021-04-11,11.12733
2021-04-12,44.72578
2021-04-13,46.48511
2021-04-14,45.33487
2021-04-15,39.4956
2021-04-16,36.91575
2021-04-17,5.59764
2021-04-18,4.0447
2021-04-19,31.82401
2021-04-20,28.88928
2021-04-21,29.55626
2021-04-22,27.19035
