date,TIGER200IT
2020-12-13,3.11111
2020-12-14,22.53333
2020-12-15,20.88888
2020-12-16,25.37777
2020-12-17,28.26666
2020-12-18,28.88888
2020-12-19,3.15555
2020-12-20,3.6
2020-12-21,26.62222
2020-12-22,23.06666
2020-12-23,41.37777
2020-12-24,36.08888
2020-12-25,4.31111
2020-12-26,3.37777
2020-12-27,4.17777
2020-12-28,38.8
2020-12-29,38.17777
2020-12-30,41.55555
2020-12-31,10.04444
2021-01-01,5.15555
2021-01-02,4.88888
2021-01-03,7.02222
2021-01-04,59.42222
2021-01-05,58.93333
2021-01-06,60.4
2021-01-07,80.22222
2021-01-08,92.35555
2021-01-09,19.51111
2021-01-10,17.19999
2021-01-11,100.0
2021-01-12,83.91111
2021-01-13,81.91111
2021-01-14,68.62222
2021-01-15,63.15555
2021-01-16,7.73333
2021-01-17,6.08888
2021-01-18,52.84444
2021-01-19,62.26666
2021-01-20,63.46666
2021-01-21,90.31111
2021-01-22,89.06666
2021-01-23,16.53333
2021-01-24,16.84444
2021-01-25,87.77777
2021-01-26,86.13333
2021-01-27,88.04444
2021-01-28,80.08888
2021-01-29,77.6
2021-01-30,8.75555
2021-01-31,7.2
2021-02-01,75.42222
2021-02-02,77.24444
2021-02-03,74.17777
2021-02-04,72.04444
2021-02-05,79.42222
2021-02-06,12.62222
2021-02-07,9.2
2021-02-08,72.35555
2021-02-09,76.8
2021-02-10,65.15555
2021-02-11,8.62222
2021-02-12,5.33333
2021-02-13,5.95555
2021-02-14,5.06666
2021-02-15,86.71111
2021-02-16,85.28888
2021-02-17,76.26666
2021-02-18,69.11111
2021-02-19,81.33333
2021-02-20,10.13333
2021-02-21,7.37777
2021-02-22,73.64444
2021-02-23,65.24444
2021-02-24,64.31111
2021-02-25,83.64444
2021-02-26,66.75555
2021-02-27,8.0
2021-02-28,6.75555
2021-03-01,7.33333
2021-03-02,65.6
2021-03-03,59.24444
2021-03-04,48.48888
2021-03-05,47.51111
2021-03-06,4.84444
2021-03-07,3.51111
2021-03-08,44.48888
2021-03-09,39.73333
2021-03-10,43.73333
2021-03-11,56.93333
2021-03-12,59.55555
2021-03-13,5.2
2021-03-14,4.62222
2021-03-15,49.15555
2021-03-16,55.02222
2021-03-17,41.42222
2021-03-18,50.08888
2021-03-19,37.6
2021-03-20,4.35555
2021-03-21,3.82222
2021-03-22,38.17777
2021-03-23,37.86666
2021-03-24,35.02222
2021-03-25,38.22222
2021-03-26,42.31111
2021-03-27,4.8
2021-03-28,3.11111
2021-03-29,34.48888
2021-03-30,46.93333
2021-03-31,44.35555
2021-04-01,50.35555
2021-04-02,57.64444
2021-04-03,6.08888
2021-04-04,5.86666
2021-04-05,50.57777
2021-04-06,49.91111
2021-04-07,47.55555
2021-04-08,41.91111
2021-04-09,37.73333
2021-04-10,3.82222
2021-04-11,4.0
2021-04-12,43.64444
2021-04-13,53.46666
2021-04-14,55.02222
2021-04-15,62.31111
2021-04-16,55.82222
2021-04-17,5.91111
2021-04-18,4.48888
2021-04-19,54.97777
2021-04-20,54.4
2021-04-21,44.4
2021-04-22,41.86666
2021-04-23,43.91111
2021-04-24,3.82222
2021-04-25,2.71111
2021-04-26,51.42222
2021-04-27,47.24444
2021-04-28,37.68888
2021-04-29,43.91111
2021-04-30,34.26666
2021-05-01,2.84444
2021-05-02,2.66666
2021-05-03,40.26666
2021-05-04,42.4
2021-05-05,7.02222
2021-05-06,40.57777
2021-05-07,38.88888
2021-05-08,3.91111
2021-05-09,2.84444
2021-05-10,42.08888
2021-05-11,38.57777
2021-05-12,33.77777
2021-05-13,32.22222
2021-05-14,39.82222
2021-05-15,4.44444
2021-05-16,3.06666
2021-05-17,35.06666
2021-05-18,35.73333
2021-05-19,4.31111
2021-05-20,38.44444
2021-05-21,40.31111
2021-05-22,3.37777
2021-05-23,2.71111
2021-05-24,29.91111
2021-05-25,37.33333
2021-05-26,34.08888
2021-05-27,33.2
2021-05-28,34.84444
2021-05-29,2.22222
2021-05-30,1.91111
2021-05-31,39.33333
2021-06-01,41.51111
2021-06-02,42.13333
2021-06-03,50.62222
2021-06-04,42.8
2021-06-05,3.55555
2021-06-06,2.48888
2021-06-07,42.93333
2021-06-08,37.15555
2021-06-09,38.31111
2021-06-10,38.62222
2021-06-11,46.71111
2021-06-12,3.51111
2021-06-13,2.66666
2021-06-14,41.06666
2021-06-15,47.86666
2021-06-16,47.28888
2021-06-17,38.93333
2021-06-18,45.24444
2021-06-19,3.77777
2021-06-20,2.17777
2021-06-21,35.64444
2021-06-22,38.08888
2021-06-23,41.33333
2021-06-24,51.73333
2021-06-25,46.53333
2021-06-26,4.4
2021-06-27,2.93333
2021-06-28,40.35555
2021-06-29,38.84444
2021-06-30,41.91111
2021-07-01,44.26666
2021-07-02,36.66666
2021-07-03,3.24444
2021-07-04,2.08888
2021-07-05,38.26666
2021-07-06,50.88888
2021-07-07,49.37777
2021-07-08,41.64444
2021-07-09,37.64444
2021-07-10,3.37777
2021-07-11,3.24444
2021-07-12,40.35555
2021-07-13,48.13333
2021-07-14,46.8
2021-07-15,51.24444
2021-07-16,47.11111
2021-07-17,2.57777
2021-07-18,2.53333
2021-07-19,41.91111
2021-07-20,42.48888
2021-07-21,42.88888
2021-07-22,44.75555
2021-07-23,40.35555
2021-07-24,3.02222
2021-07-25,2.08888
2021-07-26,35.86666
2021-07-27,39.06666
2021-07-28,33.15555
2021-07-29,34.22222
2021-07-30,35.02222
2021-07-31,2.4
2021-08-01,1.68888
2021-08-02,30.84444
2021-08-03,37.68888
2021-08-04,47.86666
2021-08-05,48.17777
2021-08-06,41.37777
2021-08-07,2.71111
2021-08-08,1.95555
2021-08-09,40.48888
2021-08-10,38.08888
2021-08-11,38.8
2021-08-12,46.53333
2021-08-13,45.68888
2021-08-14,2.75555
2021-08-15,2.44444
2021-08-16,5.6
2021-08-17,36.66666
2021-08-18,38.97777
2021-08-19,32.8
2021-08-20,33.15555
2021-08-21,2.97777
2021-08-22,2.17777
2021-08-23,33.51111
2021-08-24,36.31111
2021-08-25,36.66666
2021-08-26,34.31111
2021-08-27,28.13333
2021-08-28,2.53333
2021-08-29,1.95555
2021-08-30,31.11111
2021-08-31,36.17777
2021-09-01,33.91111
2021-09-02,28.31111
2021-09-03,33.82222
2021-09-04,3.51111
2021-09-05,2.48888
2021-09-06,29.28888
2021-09-07,27.55555
2021-09-08,25.77777
2021-09-09,24.88888
2021-09-10,28.88888
2021-09-11,2.66666
2021-09-12,1.68888
2021-09-13,23.91111
2021-09-14,28.48888
2021-09-15,25.77777
2021-09-16,25.55555
2021-09-17,25.51111
2021-09-18,2.53333
2021-09-19,1.86666
2021-09-20,1.64444
2021-09-21,1.46666
2021-09-22,1.42222
2021-09-23,26.4
2021-09-24,24.93333
2021-09-25,2.13333
2021-09-26,1.86666
2021-09-27,25.82222
2021-09-28,22.48888
2021-09-29,25.6
2021-09-30,27.42222
2021-10-01,22.71111
2021-10-02,1.42222
2021-10-03,1.11111
2021-10-04,2.88888
2021-10-05,21.24444
2021-10-06,23.68888
2021-10-07,25.28888
2021-10-08,24.26666
2021-10-09,1.91111
2021-10-10,1.82222
2021-10-11,1.77777
2021-10-12,18.57777
2021-10-13,21.51111
2021-10-14,24.31111
2021-10-15,29.33333
2021-10-16,2.8
2021-10-17,1.95555
2021-10-18,22.57777
2021-10-19,25.06666
2021-10-20,22.57777
2021-10-21,23.6
2021-10-22,23.77777
2021-10-23,1.95555
2021-10-24,1.91111
2021-10-25,23.95555
2021-10-26,26.13333
2021-10-27,22.88888
2021-10-28,27.42222
2021-10-29,23.55555
2021-10-30,2.0
2021-10-31,0.93333
2021-11-01,22.84444
2021-11-02,30.26666
2021-11-03,22.8
2021-11-04,27.11111
2021-11-05,25.82222
2021-11-06,2.08888
2021-11-07,1.64444
2021-11-08,25.33333
2021-11-09,26.44444
2021-11-10,23.82222
2021-11-11,24.4
2021-11-12,26.26666
2021-11-13,2.26666
2021-11-14,1.68888
2021-11-15,29.2
2021-11-16,30.62222
2021-11-17,27.33333
2021-11-18,28.84444
2021-11-19,32.66666
2021-11-20,3.28888
2021-11-21,2.84444
2021-11-22,46.97777
2021-11-23,34.0
2021-11-24,31.6
2021-11-25,29.46666
2021-11-26,27.51111
2021-11-27,1.64444
2021-11-28,1.73333
2021-11-29,29.2
2021-11-30,28.93333
2021-12-01,32.97777
2021-12-02,32.04444
2021-12-03,28.48888
2021-12-04,2.26666
2021-12-05,1.55555
2021-12-06,30.31111
2021-12-07,28.0
2021-12-08,31.68888
2021-12-09,31.91111
2021-12-10,24.88888
2021-12-11,1.82222
2021-12-12,1.11111
2021-12-13,32.08888
2021-12-14,24.84444
2021-12-15,26.0
2021-12-16,27.73333
2021-12-17,19.33333
2021-12-18,1.77777
2021-12-19,1.6
2021-12-20,18.13333
2021-12-21,24.66666
2021-12-22,23.64444
2021-12-23,30.08888
2021-12-24,27.2
2021-12-25,2.13333
2021-12-26,1.82222
2021-12-27,24.08888
2021-12-28,24.04444
2021-12-29,29.51111
2021-12-30,29.33333
2021-12-31,8.48888
2022-01-01,2.08888
2022-01-02,3.68888
2022-01-03,30.53333
2022-01-04,28.13333
2022-01-05,26.08888
2022-01-06,24.04444
2022-01-07,27.11111
2022-01-08,2.66666
2022-01-09,1.55555
2022-01-10,19.37777
2022-01-11,22.71111
2022-01-12,27.64444
2022-01-13,27.11111
2022-01-14,18.31111
2022-01-15,1.77777
2022-01-16,1.11111
2022-01-17,18.8
2022-01-18,19.06666
2022-01-19,16.93333
2022-01-20,20.17777
2022-01-21,18.04444
2022-01-22,2.17777
2022-01-23,1.37777
2022-01-24,15.91111
2022-01-25,17.46666
2022-01-26,17.06666
2022-01-27,20.08888
2022-01-28,21.73333
2022-01-29,1.73333
2022-01-30,1.24444
2022-01-31,1.11111
2022-02-01,1.46666
2022-02-02,1.42222
2022-02-03,23.51111
2022-02-04,20.88888
2022-02-05,2.22222
2022-02-06,1.15555
2022-02-07,19.11111
2022-02-08,20.88888
2022-02-09,19.82222
2022-02-10,22.35555
2022-02-11,15.64444
2022-02-12,1.73333
2022-02-13,1.33333
2022-02-14,14.8
2022-02-15,14.75555
2022-02-16,20.66666
2022-02-17,20.44444
2022-02-18,16.22222
2022-02-19,1.11111
2022-02-20,0.97777
2022-02-21,16.62222
2022-02-22,13.77777
2022-02-23,15.64444
2022-02-24,14.66666
2022-02-25,17.06666
2022-02-26,1.15555
2022-02-27,0.71111
2022-02-28,17.28888
2022-03-01,2.31111
2022-03-02,17.06666
2022-03-03,17.91111
2022-03-04,13.68888
2022-03-05,0.88888
2022-03-06,0.57777
2022-03-07,12.97777
2022-03-08,13.6
2022-03-09,1.15555
2022-03-10,17.19999
2022-03-11,14.26666
2022-03-12,1.82222
2022-03-13,0.97777
2022-03-14,13.82222
2022-03-15,11.06666
2022-03-16,16.71111
2022-03-17,22.71111
2022-03-18,19.95555
2022-03-19,1.37777
2022-03-20,0.57777
2022-03-21,13.91111
2022-03-22,16.22222
2022-03-23,18.53333
2022-03-24,15.82222
2022-03-25,16.08888
2022-03-26,1.86666
2022-03-27,1.46666
2022-03-28,16.17777
2022-03-29,16.75555
2022-03-30,20.71111
2022-03-31,19.6
2022-04-01,16.04444
2022-04-02,0.93333
2022-04-03,0.53333
2022-04-04,17.46666
2022-04-05,18.35555
2022-04-06,15.37777
2022-04-07,14.53333
2022-04-08,17.11111
2022-04-09,1.2
2022-04-10,0.71111
2022-04-11,15.28888
2022-04-12,12.13333
2022-04-13,17.68888
2022-04-14,15.91111
2022-04-15,11.73333
2022-04-16,0.93333
2022-04-17,1.02222
2022-04-18,11.86666
2022-04-19,15.2
2022-04-20,15.24444
2022-04-21,16.93333
2022-04-22,10.75555
2022-04-23,0.75555
2022-04-24,0.48888
2022-04-25,12.08888
2022-04-26,12.66666
2022-04-27,11.91111
2022-04-28,13.55555
2022-04-29,15.86666
2022-04-30,1.24444
2022-05-01,1.15555
2022-05-02,10.48888
2022-05-03,12.97777
2022-05-04,12.04444
2022-05-05,1.11111
2022-05-06,10.13333
2022-05-07,0.8
2022-05-08,0.66666
2022-05-09,10.35555
2022-05-10,11.51111
2022-05-11,13.2
2022-05-12,10.17777
2022-05-13,13.95555
2022-05-14,0.97777
2022-05-15,0.66666
2022-05-16,10.66666
2022-05-17,12.31111
2022-05-18,12.97777
2022-05-19,11.37777
2022-05-20,14.84444
2022-05-21,1.28888
2022-05-22,0.8
2022-05-23,12.35555
2022-05-24,11.86666
2022-05-25,10.75555
2022-05-26,11.2
2022-05-27,12.44444
2022-05-28,0.88888
2022-05-29,0.75555
2022-05-30,12.0
2022-05-31,12.93333
2022-06-01,1.46666
2022-06-02,11.15555
2022-06-03,11.86666
2022-06-04,0.48888
2022-06-05,0.62222
2022-06-06,1.11111
2022-06-07,10.93333
2022-06-08,11.6
2022-06-09,11.51111
2022-06-10,9.86666
2022-06-11,0.88888
2022-06-12,0.97777
2022-06-13,11.15555
2022-06-14,12.71111
2022-06-15,11.55555
2022-06-16,14.04444
2022-06-17,11.33333
2022-06-18,0.88888
2022-06-19,0.84444
2022-06-20,9.86666
2022-06-21,10.93333
2022-06-22,10.4
2022-06-23,12.04444
2022-06-24,13.24444
2022-06-25,1.11111
2022-06-26,0.93333
2022-06-27,14.22222
2022-06-28,14.17777
2022-06-29,9.77777
2022-06-30,9.82222
2022-07-01,9.51111
2022-07-02,0.71111
2022-07-03,0.4
2022-07-04,10.88888
2022-07-05,13.77777
2022-07-06,11.02222
2022-07-07,13.73333
2022-07-08,12.66666
2022-07-09,0.93333
2022-07-10,0.66666
2022-07-11,9.68888
2022-07-12,8.48888
2022-07-13,10.71111
2022-07-14,10.48888
2022-07-15,12.62222
2022-07-16,1.37777
2022-07-17,0.84444
2022-07-18,14.84444
2022-07-19,11.68888
2022-07-20,13.33333
2022-07-21,15.77777
2022-07-22,10.26666
2022-07-23,1.02222
2022-07-24,0.97777
2022-07-25,13.33333
2022-07-26,12.17777
2022-07-27,11.51111
2022-07-28,14.17777
2022-07-29,13.86666
2022-07-30,1.24444
2022-07-31,1.11111
2022-08-01,12.57777
2022-08-02,10.66666
2022-08-03,11.95555
2022-08-04,16.48888
2022-08-05,14.0
2022-08-06,1.46666
2022-08-07,0.97777
2022-08-08,12.44444
2022-08-09,12.04444
2022-08-10,9.73333
2022-08-11,16.0
2022-08-12,14.17777
2022-08-13,1.64444
2022-08-14,0.8
2022-08-15,1.15555
2022-08-16,14.22222
2022-08-17,12.17777
2022-08-18,12.62222
2022-08-19,12.08888
2022-08-20,0.84444
2022-08-21,0.84444
2022-08-22,10.71111
2022-08-23,9.42222
2022-08-24,11.91111
2022-08-25,11.24444
2022-08-26,11.64444
2022-08-27,0.93333
2022-08-28,0.66666
2022-08-29,8.84444
2022-08-30,8.84444
2022-08-31,10.31111
2022-09-01,8.22222
2022-09-02,8.84444
2022-09-03,0.8
2022-09-04,0.53333
2022-09-05,8.88888
2022-09-06,8.57777
2022-09-07,8.35555
2022-09-08,9.6
2022-09-09,0.57777
2022-09-10,0.4
2022-09-11,0.57777
2022-09-12,1.06666
2022-09-13,14.31111
2022-09-14,12.04444
2022-09-15,10.53333
2022-09-16,8.84444
2022-09-17,0.71111
2022-09-18,0.66666
2022-09-19,9.2
2022-09-20,9.2
2022-09-21,7.95555
2022-09-22,9.15555
2022-09-23,7.42222
2022-09-24,0.57777
2022-09-25,0.62222
2022-09-26,8.13333
2022-09-27,7.91111
2022-09-28,8.17777
2022-09-29,9.11111
2022-09-30,9.15555
2022-10-01,0.84444
2022-10-02,0.53333
2022-10-03,0.57777
2022-10-04,11.02222
2022-10-05,9.77777
2022-10-06,10.0
2022-10-07,8.57777
2022-10-08,0.57777
2022-10-09,0.71111
2022-10-10,0.84444
2022-10-11,7.6
2022-10-12,9.37777
2022-10-13,7.06666
2022-10-14,9.51111
2022-10-15,0.75555
2022-10-16,0.8
2022-10-17,8.71111
2022-10-18,12.93333
2022-10-19,10.71111
2022-10-20,8.84444
2022-10-21,9.91111
2022-10-22,0.84444
2022-10-23,0.75555
2022-10-24,10.53333
2022-10-25,11.6
2022-10-26,12.75555
2022-10-27,12.57777
2022-10-28,9.86666
2022-10-29,0.88888
2022-10-30,0.26666
2022-10-31,11.91111
2022-11-01,12.88888
2022-11-02,13.11111
2022-11-03,11.68888
2022-11-04,11.95555
2022-11-05,1.02222
2022-11-06,0.62222
2022-11-07,14.8
2022-11-08,16.17777
2022-11-09,17.24444
2022-11-10,12.08888
2022-11-11,19.91111
2022-11-12,2.31111
2022-11-13,1.15555
2022-11-14,15.91111
2022-11-15,15.6
2022-11-16,12.66666
2022-11-17,10.97777
2022-11-18,12.35555
2022-11-19,1.24444
2022-11-20,0.48888
2022-11-21,9.73333
2022-11-22,8.75555
2022-11-23,11.46666
2022-11-24,12.35555
2022-11-25,10.57777
2022-11-26,0.66666
2022-11-27,0.4
2022-11-28,8.8
2022-11-29,10.71111
2022-11-30,11.64444
2022-12-01,12.66666
2022-12-02,9.64444
2022-12-03,0.66666
2022-12-04,0.26666
2022-12-05,11.11111
2022-12-06,9.33333
2022-12-07,10.4
2022-12-08,10.75555
2022-12-09,11.24444
2022-12-10,0.75555
2022-12-11,0.84444
2022-12-12,7.91111
2022-12-13,8.48888
2022-12-14,12.31111
2022-12-15,9.2
2022-12-16,7.86666
2022-12-17,0.71111
2022-12-18,0.44444
2022-12-19,9.06666
2022-12-20,8.8
2022-12-21,8.04444
2022-12-22,8.93333
2022-12-23,7.77777
2022-12-24,0.48888
2022-12-25,0.35555
2022-12-26,8.53333
2022-12-27,8.8
2022-12-28,8.0
2022-12-29,7.24444
2022-12-30,3.46666
2022-12-31,0.75555
2023-01-01,0.22222
2023-01-02,9.28888
2023-01-03,9.06666
2023-01-04,12.0
2023-01-05,11.91111
2023-01-06,12.31111
2023-01-07,1.02222
2023-01-08,0.71111
2023-01-09,12.71111
2023-01-10,11.77777
2023-01-11,12.97777
2023-01-12,12.48888
2023-01-13,12.93333
2023-01-14,1.46666
2023-01-15,0.88888
2023-01-16,12.57777
2023-01-17,9.64444
2023-01-18,9.6
2023-01-19,10.0
2023-01-20,10.26666
2023-01-21,0.75555
2023-01-22,1.06666
2023-01-23,1.11111
2023-01-24,0.88888
2023-01-25,13.64444
2023-01-26,17.42222
2023-01-27,17.42222
2023-01-28,1.37777
2023-01-29,1.2
2023-01-30,12.93333
2023-01-31,12.35555
2023-02-01,15.2
2023-02-02,18.17777
2023-02-03,15.33333
2023-02-04,1.77777
2023-02-05,1.2
2023-02-06,11.33333
2023-02-07,14.31111
2023-02-08,18.97777
2023-02-09,15.46666
2023-02-10,13.46666
2023-02-11,1.06666
2023-02-12,0.84444
2023-02-13,14.17777
2023-02-14,15.55555
2023-02-15,15.02222
2023-02-16,20.93333
2023-02-17,15.11111
2023-02-18,1.51111
2023-02-19,0.71111
2023-02-20,14.44444
2023-02-21,15.42222
2023-02-22,11.91111
2023-02-23,14.44444
2023-02-24,13.77777
2023-02-25,1.6
2023-02-26,1.11111
2023-02-27,10.84444
2023-02-28,12.48888
2023-03-01,2.71111
2023-03-02,14.22222
2023-03-03,14.04444
2023-03-04,1.55555
2023-03-05,1.06666
2023-03-06,19.86666
2023-03-07,19.77777
2023-03-08,16.75555
2023-03-09,14.8
2023-03-10,13.24444
2023-03-11,1.68888
2023-03-12,1.02222
2023-03-13,15.33333
2023-03-14,14.53333
2023-03-15,17.6
2023-03-16,16.22222
2023-03-17,16.8
2023-03-18,1.6
2023-03-19,0.71111
2023-03-20,13.42222
2023-03-21,14.35555
2023-03-22,15.64444
2023-03-23,16.26666
2023-03-24,17.33333
2023-03-25,1.91111
2023-03-26,1.55555
2023-03-27,14.31111
2023-03-28,16.66666
2023-03-29,17.15555
2023-03-30,19.64444
2023-03-31,20.8
2023-04-01,1.91111
2023-04-02,1.51111
2023-04-03,16.8
2023-04-04,16.57777
2023-04-05,19.2
2023-04-06,18.8
2023-04-07,21.2
2023-04-08,2.08888
2023-04-09,1.37777
2023-04-10,19.33333
2023-04-11,23.2
2023-04-12,23.55555
2023-04-13,20.39999
2023-04-14,20.84444
2023-04-15,1.42222
2023-04-16,1.51111
2023-04-17,18.8
2023-04-18,16.4
2023-04-19,18.8
2023-04-20,14.13333
2023-04-21,13.73333
2023-04-22,1.15555
2023-04-23,0.57777
2023-04-24,13.82222
2023-04-25,13.02222
2023-04-26,16.08888
2023-04-27,14.84444
2023-04-28,15.68888
2023-04-29,1.24444
2023-04-30,0.8
2023-05-01,3.06666
2023-05-02,13.82222
2023-05-03,11.11111
2023-05-04,11.06666
2023-05-05,1.11111
2023-05-06,0.57777
2023-05-07,0.26666
2023-05-08,12.93333
2023-05-09,11.02222
2023-05-10,12.35555
2023-05-11,11.73333
2023-05-12,9.91111
2023-05-13,0.97777
2023-05-14,0.53333
2023-05-15,11.11111
2023-05-16,14.0
2023-05-17,14.08888
2023-05-18,14.66666
2023-05-19,20.08888
2023-05-20,1.37777
2023-05-21,0.97777
2023-05-22,19.68888
2023-05-23,19.24444
2023-05-24,15.11111
2023-05-25,17.28888
2023-05-26,20.75555
2023-05-27,2.44444
2023-05-28,1.37777
2023-05-29,2.66666
2023-05-30,27.64444
2023-05-31,23.64444
2023-06-01,21.2
2023-06-02,21.73333
2023-06-03,2.4
2023-06-04,1.33333
2023-06-05,20.71111
2023-06-06,2.31111
2023-06-07,22.75555
