date,나스닥100
2023-05-30,43.46879
2023-05-31,63.43331
2023-06-01,53.39461
2023-06-02,60.32091
2023-06-03,37.68746
2023-06-04,6.50701
2023-06-05,23.21399
2023-06-06,54.58796
2023-06-07,57.95839
2023-06-08,68.40025
2023-06-09,59.4904
2023-06-10,34.82502
2023-06-11,6.31349
2023-06-12,24.48798
2023-06-13,65.39267
2023-06-14,61.86099
2023-06-15,70.61764
2023-06-16,65.44912
2023-06-17,32.33349
2023-06-18,5.86195
2023-06-19,12.82051
2023-06-20,34.28479
2023-06-21,56.82148
2023-06-22,60.74826
2023-06-23,57.43428
2023-06-24,27.60845
2023-06-25,4.60409
2023-06-26,22.73826
2023-06-27,57.16013
2023-06-28,56.87792
2023-06-29,55.37816
2023-06-30,50.43541
2023-07-01,34.18803
2023-07-02,5.57168
2023-07-03,26.89082
2023-07-04,40.54184
2023-07-05,33.38171
2023-07-06,57.73262
2023-07-07,46.50862
2023-07-08,31.22077
2023-07-09,4.70085
2023-07-10,24.85083
2023-07-11,55.41848
2023-07-12,55.91033
2023-07-13,58.20835
2023-07-14,58.36155
2023-07-15,35.2685
2023-07-16,6.24092
2023-07-17,25.2298
2023-07-18,57.19238
2023-07-19,63.78003
2023-07-20,60.23222
2023-07-21,60.19996
2023-07-22,33.2527
2023-07-23,6.5312
2023-07-24,26.32639
2023-07-25,51.96742
2023-07-26,55.87808
2023-07-27,58.33736
2023-07-28,55.70069
2023-07-29,33.49459
2023-07-30,5.86195
2023-07-31,22.02064
2023-08-01,49.30656
2023-08-02,52.97532
2023-08-03,59.07111
2023-08-04,52.96726
2023-08-05,31.3014
2023-08-06,5.99096
2023-08-07,23.02854
2023-08-08,55.32172
2023-08-09,46.65376
2023-08-10,54.79761
2023-08-11,51.24173
2023-08-12,27.72133
2023-08-13,5.17658
2023-08-14,20.36768
2023-08-15,46.83921
2023-08-16,51.09659
2023-08-17,58.22447
2023-08-18,54.60409
2023-08-19,32.34962
2023-08-20,5.90227
2023-08-21,24.18964
2023-08-22,57.03918
2023-08-23,50.90308
2023-08-24,61.36913
2023-08-25,62.55442
2023-08-26,38.44541
2023-08-27,6.25705
2023-08-28,23.92356
2023-08-29,54.44283
2023-08-30,63.79616
2023-08-31,54.05579
2023-09-01,50.766
2023-09-02,29.12433
2023-09-03,5.26527
2023-09-04,11.76423
2023-09-05,30.11611
2023-09-06,57.43428
2023-09-07,49.37106
2023-09-08,45.09756
2023-09-09,29.16465
2023-09-10,5.24915
2023-09-11,23.07692
2023-09-12,52.78987
2023-09-13,50.80632
2023-09-14,54.23318
2023-09-15,45.42815
2023-09-16,30.05966
2023-09-17,5.17658
2023-09-18,24.27027
2023-09-19,47.5004
2023-09-20,44.81535
2023-09-21,60.57087
2023-09-22,49.29043
2023-09-23,35.70391
2023-09-24,6.12804
2023-09-25,24.68956
2023-09-26,50.47572
2023-09-27,42.71085
2023-09-28,32.80922
2023-09-29,31.90614
2023-09-30,25.81841
2023-10-01,6.25705
2023-10-02,17.57781
2023-10-03,47.23431
2023-10-04,57.82131
2023-10-05,60.13546
2023-10-06,49.363
2023-10-07,34.15578
2023-10-08,5.48298
2023-10-09,23.85905
2023-10-10,54.40251
2023-10-11,53.60425
2023-10-12,61.55458
2023-10-13,54.95081
2023-10-14,30.31769
2023-10-15,5.73294
2023-10-16,24.48798
2023-10-17,52.69311
2023-10-18,51.17722
2023-10-19,56.81341
2023-10-20,62.17545
2023-10-21,39.35655
2023-10-22,5.6765
2023-10-23,29.51136
2023-10-24,63.03821
2023-10-25,59.15174
2023-10-26,74.62506
2023-10-27,65.29592
2023-10-28,36.05063
2023-10-29,6.11998
2023-10-30,26.6328
2023-10-31,55.79745
2023-11-01,54.82986
2023-11-02,62.69956
2023-11-03,58.86953
2023-11-04,39.95323
2023-11-05,5.65231
2023-11-06,23.59296
2023-11-07,59.03886
2023-11-08,57.49879
2023-11-09,50.70149
2023-11-10,49.38719
2023-11-11,42.88018
2023-11-12,6.41831
2023-11-13,17.94065
2023-11-14,53.05595
2023-11-15,62.82051
2023-11-16,65.67489
2023-11-17,55.70875
2023-11-18,36.84889
2023-11-19,5.47492
2023-11-20,18.13417
2023-11-21,62.2964
2023-11-22,57.39396
2023-11-23,50.51604
2023-11-24,24.24608
2023-11-25,24.33478
2023-11-26,5.11207
2023-11-27,16.77955
2023-11-28,50.16932
2023-11-29,56.56345
2023-11-30,58.53894
2023-12-01,51.41106
2023-12-02,37.77616
2023-12-03,5.62812
2023-12-04,17.01338
2023-12-05,51.29817
2023-12-06,63.36074
2023-12-07,53.35429
2023-12-08,56.43444
2023-12-09,39.99354
2023-12-10,6.35381
2023-12-11,20.9321
2023-12-12,73.60103
2023-12-13,69.12594
2023-12-14,72.63344
2023-12-15,72.85115
2023-12-16,48.7502
2023-12-17,7.49879
2023-12-18,20.28705
2023-12-19,66.88437
2023-12-20,61.64328
2023-12-21,68.05353
2023-12-22,57.97452
2023-12-23,37.34075
2023-12-24,5.66037
2023-12-25,6.65215
2023-12-26,19.81132
2023-12-27,53.21722
2023-12-28,54.23318
2023-12-29,42.38832
2023-12-30,24.75407
2023-12-31,5.57168
2024-01-01,6.26511
2024-01-02,26.21351
2024-01-03,66.40864
2024-01-04,63.64296
2024-01-05,63.11885
2024-01-06,39.57426
2024-01-07,7.03918
2024-01-08,18.33575
2024-01-09,64.42509
2024-01-10,60.24028
2024-01-11,64.57829
2024-01-12,62.69956
2024-01-13,39.16303
2024-01-14,7.03112
2024-01-15,13.60264
2024-01-16,30.84986
2024-01-17,62.55442
2024-01-18,56.74084
2024-01-19,66.87631
2024-01-20,54.25737
2024-01-21,9.68392
2024-01-22,27.08434
2024-01-23,67.04563
2024-01-24,69.53717
2024-01-25,74.6815
2024-01-26,67.59393
2024-01-27,44.83954
2024-01-28,8.07934
2024-01-29,21.10949
2024-01-30,66.52959
2024-01-31,64.72343
2024-02-01,65.65876
2024-02-02,65.26366
2024-02-03,57.98258
2024-02-04,8.7889
2024-02-05,22.08514
2024-02-06,60.3451
2024-02-07,64.56216
2024-02-08,59.39364
2024-02-09,47.74229
2024-02-10,40.00161
2024-02-11,10.29672
2024-02-12,19.43234
2024-02-13,66.71504
2024-02-14,69.16626
2024-02-15,66.51346
2024-02-16,65.35236
2024-02-17,43.95258
2024-02-18,7.95839
2024-02-19,15.41686
2024-02-20,33.20432
2024-02-21,64.30414
2024-02-22,73.93162
2024-02-23,74.35091
2024-02-24,43.34784
2024-02-25,8.85341
2024-02-26,22.19803
2024-02-27,61.63522
2024-02-28,57.20851
2024-02-29,51.90291
2024-03-01,51.97548
2024-03-02,46.60538
2024-03-03,9.4904
2024-03-04,23.93968
2024-03-05,66.61022
2024-03-06,68.94855
2024-03-07,69.00499
2024-03-08,67.10208
2024-03-09,52.74955
2024-03-10,9.96613
2024-03-11,32.48669
2024-03-12,73.32688
2024-03-13,70.77084
2024-03-14,69.24689
2024-03-15,62.53023
2024-03-16,44.55732
2024-03-17,8.66795
2024-03-18,31.22883
2024-03-19,72.12546
2024-03-20,64.9492
