date,와디즈펀딩
2020-11-05,47.59704
2020-11-06,43.06839
2020-11-07,37.36906
2020-11-08,38.3857
2020-11-09,51.13986
2020-11-10,50.21565
2020-11-11,49.87677
2020-11-12,48.64448
2020-11-13,45.31731
2020-11-14,33.82624
2020-11-15,35.48983
2020-11-16,50.27726
2020-11-17,60.59765
2020-11-18,56.37707
2020-11-19,61.2138
2020-11-20,53.11152
2020-11-21,42.76032
2020-11-22,46.27233
2020-11-23,49.87677
2020-11-24,57.7634
2020-11-25,53.11152
2020-11-26,45.87184
2020-11-27,48.7369
2020-11-28,36.07516
2020-11-29,38.57054
2020-11-30,50.64695
2020-12-01,49.04497
2020-12-02,49.87677
2020-12-03,54.40542
2020-12-04,52.77264
2020-12-05,74.79975
2020-12-06,56.22304
2020-12-07,56.37707
2020-12-08,58.1947
2020-12-09,59.30375
2020-12-10,55.6069
2020-12-11,55.51447
2020-12-12,51.38632
2020-12-13,57.7942
2020-12-14,61.05976
2020-12-15,56.62353
2020-12-16,60.44362
2020-12-17,53.4504
2020-12-18,44.4239
2020-12-19,42.72951
2020-12-20,51.07825
2020-12-21,52.5878
2020-12-22,54.59026
2020-12-23,49.35304
2020-12-24,49.32224
2020-12-25,37.80036
2020-12-26,52.00246
2020-12-27,43.25323
2020-12-28,58.28712
2020-12-29,52.12569
2020-12-30,50.73937
2020-12-31,46.21072
2021-01-01,37.83117
2021-01-02,36.01355
2021-01-03,44.82439
2021-01-04,45.59457
2021-01-05,51.97165
2021-01-06,47.8743
2021-01-07,46.02587
2021-01-08,46.82686
2021-01-09,37.76956
2021-01-10,41.71287
2021-01-11,46.11829
2021-01-12,48.76771
2021-01-13,47.90511
2021-01-14,42.91435
2021-01-15,42.76032
2021-01-16,34.75046
2021-01-17,35.89032
2021-01-18,46.70363
2021-01-19,47.59704
2021-01-20,48.52125
2021-01-21,51.38632
2021-01-22,57.27048
2021-01-23,48.55206
2021-01-24,50.8934
2021-01-25,56.56192
2021-01-26,51.81762
2021-01-27,52.00246
2021-01-28,52.40295
2021-01-29,49.63031
2021-01-30,42.2674
2021-01-31,41.99014
2021-02-01,47.13493
2021-02-02,48.82932
2021-02-03,50.15403
2021-02-04,45.87184
2021-02-05,40.48059
2021-02-06,45.68699
2021-02-07,43.00677
2021-02-08,48.49044
2021-02-09,45.84103
2021-02-10,45.50215
2021-02-11,34.90449
2021-02-12,35.7979
2021-02-13,38.97104
2021-02-14,49.41466
2021-02-15,61.86075
2021-02-16,59.58102
2021-02-17,57.3629
2021-02-18,54.22057
2021-02-19,48.36722
2021-02-20,42.32902
2021-02-21,44.76278
2021-02-22,54.62107
2021-02-23,60.41281
2021-02-24,52.37215
2021-02-25,55.91497
2021-02-26,48.61367
2021-02-27,45.00924
2021-02-28,46.79605
2021-03-01,49.50708
2021-03-02,55.82255
2021-03-03,57.11645
2021-03-04,51.3247
2021-03-05,48.61367
2021-03-06,44.11583
2021-03-07,46.30314
2021-03-08,51.756
2021-03-09,57.7942
2021-03-10,53.8817
2021-03-11,54.83672
2021-03-12,49.96919
2021-03-13,41.86691
2021-03-14,43.53049
2021-03-15,59.42698
2021-03-16,63.24707
2021-03-17,58.41035
2021-03-18,58.28712
2021-03-19,51.04744
2021-03-20,47.22735
2021-03-21,47.75107
2021-03-22,64.97227
2021-03-23,67.56007
2021-03-24,58.37954
2021-03-25,62.84658
2021-03-26,65.1263
2021-03-27,47.8743
2021-03-28,50.12322
2021-03-29,64.84904
2021-03-30,69.71657
2021-03-31,59.76586
2021-04-01,56.99322
2021-04-02,55.26802
2021-04-03,43.86937
2021-04-04,39.80283
2021-04-05,53.9125
2021-04-06,56.13062
2021-04-07,59.61182
2021-04-08,60.25878
2021-04-09,53.35797
2021-04-10,40.75785
2021-04-11,42.42144
2021-04-12,67.86814
2021-04-13,72.52002
2021-04-14,70.17868
2021-04-15,68.63832
2021-04-16,72.70486
2021-04-17,48.02834
2021-04-18,48.33641
2021-04-19,63.3703
2021-04-20,65.40357
2021-04-21,83.98028
2021-04-22,73.65988
2021-04-23,60.22797
2021-04-24,45.74861
2021-04-25,45.77942
2021-04-26,65.00308
2021-04-27,65.46518
2021-04-28,62.84658
2021-04-29,71.74984
2021-04-30,65.80406
2021-05-01,52.71102
2021-05-02,53.9125
2021-05-03,72.58163
2021-05-04,71.81146
2021-05-05,51.7252
2021-05-06,63.18545
2021-05-07,57.23967
2021-05-08,47.96672
2021-05-09,52.00246
2021-05-10,62.01478
2021-05-11,63.52433
2021-05-12,60.07393
2021-05-13,61.39864
2021-05-14,58.1947
2021-05-15,42.29821
2021-05-16,50.92421
2021-05-17,65.28034
2021-05-18,62.5077
2021-05-19,50.06161
2021-05-20,65.1263
2021-05-21,60.25878
2021-05-22,42.32902
2021-05-23,42.66789
2021-05-24,61.36783
2021-05-25,62.32285
2021-05-26,62.5077
2021-05-27,63.49353
2021-05-28,67.09796
2021-05-29,44.88601
2021-05-30,49.5995
2021-05-31,70.24029
2021-06-01,69.71657
2021-06-02,64.63339
2021-06-03,66.01971
2021-06-04,57.20887
2021-06-05,41.86691
2021-06-06,42.51386
2021-06-07,55.79174
2021-06-08,62.9698
2021-06-09,57.48613
2021-06-10,55.76093
2021-06-11,52.12569
2021-06-12,39.98767
2021-06-13,41.37399
2021-06-14,61.92236
2021-06-15,61.09057
2021-06-16,61.46025
2021-06-17,56.80837
2021-06-18,48.21318
2021-06-19,39.2483
2021-06-20,40.44978
2021-06-21,60.25878
2021-06-22,57.88662
2021-06-23,79.51324
2021-06-24,63.24707
2021-06-25,51.756
2021-06-26,40.23413
2021-06-27,41.00431
2021-06-28,73.99876
2021-06-29,56.0382
2021-06-30,55.08317
2021-07-01,54.15896
2021-07-02,46.5804
2021-07-03,38.35489
2021-07-04,39.6796
2021-07-05,54.59026
2021-07-06,53.51201
2021-07-07,53.57362
2021-07-08,76.7406
2021-07-09,54.46703
2021-07-10,37.06099
2021-07-11,38.26247
2021-07-12,55.57609
2021-07-13,56.77757
2021-07-14,62.35366
2021-07-15,69.28527
2021-07-16,59.30375
2021-07-17,41.68207
2021-07-18,43.34565
2021-07-19,57.17806
2021-07-20,63.4011
2021-07-21,58.68761
2021-07-22,60.47443
2021-07-23,62.84658
2021-07-24,41.28157
2021-07-25,42.48305
2021-07-26,74.43006
2021-07-27,65.31115
2021-07-28,60.72088
2021-07-29,58.87245
2021-07-30,56.00739
2021-07-31,41.62045
2021-08-01,40.08009
2021-08-02,49.87677
2021-08-03,53.9125
2021-08-04,52.43376
2021-08-05,53.29636
2021-08-06,48.64448
2021-08-07,36.19839
2021-08-08,35.76709
2021-08-09,57.08564
2021-08-10,58.2255
2021-08-11,52.86506
2021-08-12,53.97412
2021-08-13,53.85089
2021-08-14,40.41897
2021-08-15,40.14171
2021-08-16,42.17498
2021-08-17,58.13308
2021-08-18,61.27541
2021-08-19,59.9507
2021-08-20,56.62353
2021-08-21,42.6987
2021-08-22,44.30067
2021-08-23,65.1263
2021-08-24,70.2711
2021-08-25,62.23043
2021-08-26,52.74183
2021-08-27,48.21318
2021-08-28,37.76956
2021-08-29,49.5995
2021-08-30,59.45779
2021-08-31,55.51447
2021-09-01,52.27972
2021-09-02,56.22304
2021-09-03,51.10905
2021-09-04,34.59642
2021-09-05,39.06346
2021-09-06,51.87923
2021-09-07,54.7751
2021-09-08,51.17067
2021-09-09,50.98582
2021-09-10,49.07578
2021-09-11,35.15095
2021-09-12,37.92359
2021-09-13,55.51447
2021-09-14,62.5385
2021-09-15,53.85089
2021-09-16,47.8743
2021-09-17,44.23906
2021-09-18,32.25508
2021-09-19,30.28342
2021-09-20,29.42082
2021-09-21,32.16266
2021-09-22,40.94269
2021-09-23,53.17313
2021-09-24,57.23967
2021-09-25,44.17744
2021-09-26,44.17744
2021-09-27,63.77079
2021-09-28,58.78003
2021-09-29,54.06654
2021-09-30,51.41712
2021-10-01,48.89094
2021-10-02,39.18669
2021-10-03,36.99938
2021-10-04,41.00431
2021-10-05,53.17313
2021-10-06,50.36968
2021-10-07,56.37707
2021-10-08,46.76524
2021-10-09,34.65804
2021-10-10,34.71965
2021-10-11,42.2674
2021-10-12,52.06407
2021-10-13,54.55945
2021-10-14,56.80837
2021-10-15,52.55699
2021-10-16,35.73629
2021-10-17,37.36906
2021-10-18,47.50462
2021-10-19,48.15157
2021-10-20,49.78434
2021-10-21,48.12076
2021-10-22,44.4239
2021-10-23,30.80714
2021-10-24,33.73382
2021-10-25,43.43807
2021-10-26,49.84596
2021-10-27,46.79605
2021-10-28,44.8552
2021-10-29,39.92606
2021-10-30,69.47011
2021-10-31,31.45409
2021-11-01,40.85027
2021-11-02,45.44054
2021-11-03,47.04251
2021-11-04,43.13
2021-11-05,43.74614
2021-11-06,29.69808
2021-11-07,29.85212
2021-11-08,46.08749
2021-11-09,46.85767
2021-11-10,43.34565
2021-11-11,49.32224
2021-11-12,43.13
2021-11-13,31.14602
2021-11-14,34.38077
2021-11-15,51.57116
2021-11-16,50.30807
2021-11-17,47.96672
2021-11-18,46.02587
2021-11-19,44.39309
2021-11-20,34.31916
2021-11-21,32.99445
2021-11-22,46.79605
2021-11-23,46.30314
2021-11-24,47.56623
2021-11-25,46.54959
2021-11-26,43.46888
2021-11-27,36.19839
2021-11-28,40.41897
2021-11-29,52.21811
2021-11-30,55.97658
2021-12-01,54.7443
2021-12-02,54.65187
2021-12-03,51.20147
2021-12-04,34.16512
2021-12-05,36.62969
2021-12-06,50.18484
2021-12-07,52.00246
2021-12-08,45.62538
2021-12-09,51.17067
2021-12-10,46.27233
2021-12-11,35.73629
2021-12-12,39.09426
2021-12-13,52.5878
2021-12-14,54.83672
2021-12-15,51.66358
2021-12-16,48.02834
2021-12-17,43.13
2021-12-18,34.31916
2021-12-19,35.82871
2021-12-20,50.30807
2021-12-21,50.64695
2021-12-22,48.08995
2021-12-23,44.94762
2021-12-24,35.70548
2021-12-25,30.71472
2021-12-26,34.81207
2021-12-27,46.39556
2021-12-28,57.51694
2021-12-29,47.07332
2021-12-30,44.48552
2021-12-31,38.41651
2022-01-01,30.52988
2022-01-02,33.94947
2022-01-03,48.58287
2022-01-04,49.01417
2022-01-05,49.26062
2022-01-06,48.27479
2022-01-07,46.02587
2022-01-08,36.07516
2022-01-09,38.75539
2022-01-10,53.29636
2022-01-11,48.67529
2022-01-12,50.21565
2022-01-13,51.44793
2022-01-14,45.40973
2022-01-15,36.99938
2022-01-16,37.61552
2022-01-17,52.1565
2022-01-18,50.21565
2022-01-19,46.85767
2022-01-20,50.06161
2022-01-21,44.02341
2022-01-22,34.47319
2022-01-23,38.41651
2022-01-24,47.93592
2022-01-25,45.90264
2022-01-26,45.93345
2022-01-27,48.18237
2022-01-28,42.57547
2022-01-29,37.43068
2022-01-30,33.02526
2022-01-31,29.82131
2022-02-01,30.06777
2022-02-02,34.75046
2022-02-03,47.50462
2022-02-04,44.48552
2022-02-05,39.15588
2022-02-06,37.70794
2022-02-07,50.92421
2022-02-08,48.02834
2022-02-09,51.756
2022-02-10,56.9316
2022-02-11,49.75354
2022-02-12,38.01601
2022-02-13,39.83364
2022-02-14,50.4313
2022-02-15,47.28897
2022-02-16,50.0308
2022-02-17,51.87923
2022-02-18,47.28897
2022-02-19,34.16512
2022-02-20,37.46149
2022-02-21,52.92667
2022-02-22,50.0
2022-02-23,50.8626
2022-02-24,48.05914
2022-02-25,49.32224
2022-02-26,35.30499
2022-02-27,40.1109
2022-02-28,51.17067
2022-03-01,42.72951
2022-03-02,54.12815
2022-03-03,48.24399
2022-03-04,46.33394
2022-03-05,33.76463
2022-03-06,36.81454
2022-03-07,44.4239
2022-03-08,43.90018
2022-03-09,34.28835
2022-03-10,42.6987
2022-03-11,46.21072
2022-03-12,36.99938
2022-03-13,39.37153
2022-03-14,53.57362
2022-03-15,51.57116
2022-03-16,55.08317
2022-03-17,56.56192
2022-03-18,49.78434
2022-03-19,43.03758
2022-03-20,42.05175
2022-03-21,59.55021
2022-03-22,56.86999
2022-03-23,54.43622
2022-03-24,51.69439
2022-03-25,50.8626
2022-03-26,39.12507
2022-03-27,39.21749
2022-03-28,57.73259
2022-03-29,53.11152
2022-03-30,57.54775
2022-03-31,57.20887
2022-04-01,47.50462
2022-04-02,35.45902
2022-04-03,37.55391
2022-04-04,47.90511
2022-04-05,47.62784
2022-04-06,53.75847
2022-04-07,64.07886
2022-04-08,45.47134
2022-04-09,35.58225
2022-04-10,35.27418
2022-04-11,50.21565
2022-04-12,53.85089
2022-04-13,63.24707
2022-04-14,59.70425
2022-04-15,52.5878
2022-04-16,41.89772
2022-04-17,40.63462
2022-04-18,58.81084
2022-04-19,60.22797
2022-04-20,57.82501
2022-04-21,55.76093
2022-04-22,54.68268
2022-04-23,36.90696
2022-04-24,39.64879
2022-04-25,58.74922
2022-04-26,55.69932
2022-04-27,57.17806
2022-04-28,56.5003
2022-04-29,90.17252
2022-04-30,45.04004
2022-05-01,39.30991
2022-05-02,52.12569
2022-05-03,54.55945
2022-05-04,49.75354
2022-05-05,36.47566
2022-05-06,45.00924
2022-05-07,32.59396
2022-05-08,37.55391
2022-05-09,54.313
2022-05-10,53.75847
2022-05-11,54.99075
2022-05-12,53.29636
2022-05-13,49.1682
2022-05-14,35.15095
2022-05-15,38.90942
2022-05-16,60.25878
2022-05-17,59.18052
2022-05-18,57.91743
2022-05-19,58.90326
2022-05-20,54.06654
2022-05-21,37.80036
2022-05-22,40.38817
2022-05-23,56.53111
2022-05-24,64.07886
2022-05-25,59.98151
2022-05-26,61.39864
2022-05-27,55.05237
2022-05-28,42.08256
2022-05-29,36.69131
2022-05-30,61.2446
2022-05-31,60.59765
2022-06-01,41.86691
2022-06-02,53.4504
2022-06-03,52.1565
2022-06-04,38.66296
2022-06-05,36.44485
2022-06-06,41.68207
2022-06-07,52.92667
2022-06-08,56.09981
2022-06-09,59.70425
2022-06-10,56.4695
2022-06-11,42.02094
2022-06-12,39.58718
2022-06-13,58.99568
2022-06-14,56.9008
2022-06-15,56.5003
2022-06-16,54.18977
2022-06-17,49.50708
2022-06-18,36.50646
2022-06-19,42.2674
2022-06-20,60.7825
2022-06-21,53.60443
2022-06-22,49.75354
2022-06-23,49.19901
2022-06-24,44.08502
2022-06-25,34.87369
2022-06-26,36.62969
2022-06-27,47.0117
2022-06-28,52.64941
2022-06-29,51.17067
2022-06-30,42.60628
2022-07-01,40.44978
2022-07-02,30.46826
2022-07-03,31.88539
2022-07-04,44.39309
2022-07-05,45.00924
2022-07-06,46.88847
2022-07-07,47.99753
2022-07-08,45.53296
2022-07-09,32.28589
2022-07-10,36.62969
2022-07-11,54.86752
2022-07-12,55.73012
2022-07-13,50.80098
2022-07-14,48.21318
2022-07-15,45.87184
2022-07-16,36.50646
2022-07-17,35.45902
2022-07-18,52.89587
2022-07-19,53.32717
2022-07-20,54.3438
2022-07-21,47.38139
2022-07-22,48.61367
2022-07-23,34.87369
2022-07-24,34.75046
2022-07-25,49.29143
2022-07-26,55.23721
2022-07-27,53.94331
2022-07-28,50.61614
2022-07-29,48.21318
2022-07-30,35.92113
2022-07-31,39.15588
2022-08-01,49.47627
2022-08-02,48.61367
2022-08-03,47.84349
2022-08-04,54.37461
2022-08-05,47.13493
2022-08-06,39.27911
2022-08-07,37.67714
2022-08-08,50.09242
2022-08-09,49.56869
2022-08-10,50.40049
2022-08-11,48.52125
2022-08-12,44.20825
2022-08-13,33.36414
2022-08-14,34.47319
2022-08-15,37.73875
2022-08-16,52.68022
2022-08-17,51.78681
2022-08-18,53.32717
2022-08-19,42.54467
2022-08-20,38.35489
2022-08-21,37.39987
2022-08-22,54.86752
2022-08-23,57.64017
2022-08-24,52.64941
2022-08-25,50.0
2022-08-26,44.14664
2022-08-27,32.10104
2022-08-28,33.76463
2022-08-29,45.22489
2022-08-30,48.05914
2022-08-31,53.17313
2022-09-01,44.02341
2022-09-02,44.08502
2022-09-03,33.33333
2022-09-04,33.39494
2022-09-05,46.5804
2022-09-06,47.19654
2022-09-07,46.08749
2022-09-08,36.01355
2022-09-09,29.94454
2022-09-10,28.43499
2022-09-11,30.40665
2022-09-12,38.41651
2022-09-13,54.49784
2022-09-14,54.40542
2022-09-15,52.00246
2022-09-16,48.70609
2022-09-17,36.99938
2022-09-18,37.76956
2022-09-19,56.9008
2022-09-20,56.31546
2022-09-21,54.62107
2022-09-22,45.47134
2022-09-23,41.28157
2022-09-24,36.53727
2022-09-25,36.35243
2022-09-26,50.77017
2022-09-27,56.22304
2022-09-28,58.16389
2022-09-29,52.37215
2022-09-30,41.80529
2022-10-01,26.55576
2022-10-02,27.1719
2022-10-03,32.03943
2022-10-04,44.33148
2022-10-05,42.05175
2022-10-06,40.69624
2022-10-07,33.94947
2022-10-08,28.34257
2022-10-09,27.23351
2022-10-10,32.62476
2022-10-11,43.49969
2022-10-12,41.71287
2022-10-13,38.01601
2022-10-14,37.06099
2022-10-15,30.25261
2022-10-16,32.47073
2022-10-17,38.50893
2022-10-18,40.35736
2022-10-19,36.90696
2022-10-20,38.10844
2022-10-21,36.32162
2022-10-22,26.7406
2022-10-23,26.27849
2022-10-24,42.11337
2022-10-25,38.57054
2022-10-26,38.84781
2022-10-27,40.48059
2022-10-28,36.50646
2022-10-29,29.35921
2022-10-30,21.90388
2022-10-31,43.43807
2022-11-01,37.46149
2022-11-02,41.00431
2022-11-03,35.42821
2022-11-04,31.14602
2022-11-05,26.52495
2022-11-06,26.15526
2022-11-07,37.18422
2022-11-08,37.89279
2022-11-09,38.817
2022-11-10,37.36906
2022-11-11,35.61306
2022-11-12,28.74306
2022-11-13,30.89956
2022-11-14,39.2483
2022-11-15,43.62292
2022-11-16,38.32409
2022-11-17,37.03019
2022-11-18,30.99199
2022-11-19,25.32347
2022-11-20,26.27849
2022-11-21,38.78619
2022-11-22,42.23659
2022-11-23,44.79359
2022-11-24,42.76032
2022-11-25,39.98767
2022-11-26,25.90881
2022-11-27,26.55576
2022-11-28,41.86691
2022-11-29,42.02094
2022-11-30,44.05422
2022-12-01,37.83117
2022-12-02,32.99445
2022-12-03,22.27356
2022-12-04,25.20024
2022-12-05,36.6605
2022-12-06,38.23166
2022-12-07,39.61799
2022-12-08,42.29821
2022-12-09,35.70548
2022-12-10,27.91127
2022-12-11,27.97288
2022-12-12,43.03758
2022-12-13,38.69377
2022-12-14,35.48983
2022-12-15,34.0727
2022-12-16,35.27418
2022-12-17,25.10782
2022-12-18,26.43253
2022-12-19,35.33579
2022-12-20,33.36414
2022-12-21,37.80036
2022-12-22,31.76216
2022-12-23,30.06777
2022-12-24,18.76155
2022-12-25,20.76401
2022-12-26,30.16019
2022-12-27,31.02279
2022-12-28,35.73629
2022-12-29,35.45902
2022-12-30,26.95625
2022-12-31,21.10289
2023-01-01,18.91558
2023-01-02,30.28342
2023-01-03,35.76709
2023-01-04,33.11768
2023-01-05,32.10104
2023-01-06,29.3284
2023-01-07,24.18361
2023-01-08,25.4467
2023-01-09,37.9544
2023-01-10,34.47319
2023-01-11,35.18176
2023-01-12,33.48736
2023-01-13,32.28589
2023-01-14,24.27603
2023-01-15,25.10782
2023-01-16,35.21256
2023-01-17,33.17929
2023-01-18,34.41158
2023-01-19,30.43746
2023-01-20,27.66481
2023-01-21,19.22365
2023-01-22,18.39186
2023-01-23,22.02711
2023-01-24,25.47751
2023-01-25,34.87369
2023-01-26,35.39741
2023-01-27,32.96364
2023-01-28,24.49168
2023-01-29,24.70733
2023-01-30,35.45902
2023-01-31,34.10351
2023-02-01,31.20764
2023-02-02,31.02279
2023-02-03,26.24768
2023-02-04,22.55083
2023-02-05,20.2711
2023-02-06,30.09858
2023-02-07,31.23844
2023-02-08,30.56069
2023-02-09,28.95871
2023-02-10,29.63647
2023-02-11,23.59827
2023-02-12,24.55329
2023-02-13,32.68638
2023-02-14,29.94454
2023-02-15,30.12939
2023-02-16,38.35489
2023-02-17,32.53234
2023-02-18,25.38508
2023-02-19,24.67652
2023-02-20,35.89032
2023-02-21,34.13431
2023-02-22,31.9162
2023-02-23,31.33086
2023-02-24,32.47073
2023-02-25,25.69316
2023-02-26,22.67406
2023-02-27,33.79544
2023-02-28,33.67221
2023-03-01,27.14109
2023-03-02,32.00862
2023-03-03,30.34504
2023-03-04,21.93468
2023-03-05,25.04621
2023-03-06,31.14602
2023-03-07,32.16266
2023-03-08,32.87122
2023-03-09,33.70301
2023-03-10,29.79051
2023-03-11,23.50585
2023-03-12,24.46087
2023-03-13,36.19839
2023-03-14,43.93099
2023-03-15,37.21503
2023-03-16,34.71965
2023-03-17,34.71965
2023-03-18,30.28342
2023-03-19,38.94023
2023-03-20,52.09488
2023-03-21,47.68946
2023-03-22,57.30129
2023-03-23,42.45224
2023-03-24,32.47073
2023-03-25,30.46826
2023-03-26,32.13185
2023-03-27,34.99691
2023-03-28,36.01355
2023-03-29,32.50154
2023-03-30,32.40911
2023-03-31,32.43992
2023-04-01,23.62908
2023-04-02,22.98213
2023-04-03,28.61983
2023-04-04,29.35921
2023-04-05,30.56069
2023-04-06,32.59396
2023-04-07,35.89032
2023-04-08,22.88971
2023-04-09,24.76894
2023-04-10,32.90203
2023-04-11,34.90449
2023-04-12,36.29081
2023-04-13,47.10412
2023-04-14,30.06777
2023-04-15,23.78311
2023-04-16,24.86136
2023-04-17,34.19593
2023-04-18,37.5231
2023-04-19,33.14849
2023-04-20,32.31669
2023-04-21,30.59149
2023-04-22,23.84473
2023-04-23,25.53912
2023-04-24,31.57732
2023-04-25,34.41158
2023-04-26,36.41404
2023-04-27,34.62723
2023-04-28,30.52988
2023-04-29,24.09118
2023-04-30,21.65742
2023-05-01,28.98952
2023-05-02,34.56561
2023-05-03,32.10104
2023-05-04,27.29513
2023-05-05,22.15033
2023-05-06,24.12199
2023-05-07,23.93715
2023-05-08,28.8971
2023-05-09,31.36167
2023-05-10,32.31669
2023-05-11,32.68638
2023-05-12,27.94208
2023-05-13,20.64078
2023-05-14,20.64078
2023-05-15,30.22181
2023-05-16,31.60813
2023-05-17,31.08441
2023-05-18,31.85459
2023-05-19,28.8971
2023-05-20,22.55083
2023-05-21,23.07455
2023-05-22,33.73382
2023-05-23,32.71719
2023-05-24,34.75046
2023-05-25,34.04189
2023-05-26,27.66481
2023-05-27,19.8398
2023-05-28,20.76401
2023-05-29,24.92298
