date,레고켐바이오주가
2020-08-18,10.45965
2020-08-19,10.67802
2020-08-20,10.35593
2020-08-21,10.62888
2020-08-22,2.069
2020-08-23,1.81788
2020-08-24,15.88601
2020-08-25,16.69396
2020-08-26,13.94802
2020-08-27,11.0001
2020-08-28,12.6433
2020-08-29,1.89431
2020-08-30,1.76875
2020-08-31,12.43585
2020-09-01,11.09291
2020-09-02,16.85227
2020-09-03,14.14455
2020-09-04,10.3068
2020-09-05,1.95982
2020-09-06,1.71962
2020-09-07,13.50038
2020-09-08,10.26858
2020-09-09,8.35789
2020-09-10,8.85467
2020-09-11,8.19958
2020-09-12,1.19554
2020-09-13,1.42482
2020-09-14,14.74505
2020-09-15,26.635
2020-09-16,18.92673
2020-09-17,14.93612
2020-09-18,12.83437
2020-09-19,2.06354
2020-09-20,2.18364
2020-09-21,11.69341
2020-09-22,10.7599
2020-09-23,10.57429
2020-09-24,11.20209
2020-09-25,9.39513
2020-09-26,1.28835
2020-09-27,1.08636
2020-09-28,9.49339
2020-09-29,12.17927
2020-09-30,1.2283
2020-10-01,0.99901
2020-10-02,0.91713
2020-10-03,1.34294
2020-10-04,1.29926
2020-10-05,11.03286
2020-10-06,10.43236
2020-10-07,12.32121
2020-10-08,11.06015
2020-10-09,1.37023
2020-10-10,1.04269
2020-10-11,1.21192
2020-10-12,8.24871
2020-10-13,8.14499
2020-10-14,6.8348
2020-10-15,7.54995
2020-10-16,6.75292
2020-10-17,0.98264
2020-10-18,0.88437
2020-10-19,6.94944
2020-10-20,8.37973
2020-10-21,8.36881
2020-10-22,6.46904
2020-10-23,7.14597
2020-10-24,0.79157
2020-10-25,0.78611
2020-10-26,5.95043
2020-10-27,6.10328
2020-10-28,5.35538
2020-10-29,9.58619
2020-10-30,7.36434
2020-10-31,0.73698
2020-11-01,0.70968
2020-11-02,6.45812
2020-11-03,7.02041
2020-11-04,6.4745
2020-11-05,6.94398
2020-11-06,5.5137
2020-11-07,0.58958
2020-11-08,0.71514
2020-11-09,5.68293
2020-11-10,5.87946
2020-11-11,6.88939
2020-11-12,5.42089
2020-11-13,5.30079
2020-11-14,0.81886
2020-11-15,0.66055
2020-11-16,5.90675
2020-11-17,5.14248
2020-11-18,5.92859
2020-11-19,5.3663
2020-11-20,6.19063
2020-11-21,1.11911
2020-11-22,1.30472
2020-11-23,6.80751
2020-11-24,5.43727
2020-11-25,5.87946
2020-11-26,5.44273
2020-11-27,5.61742
2020-11-28,0.66601
2020-11-29,0.64963
2020-11-30,8.97477
2020-12-01,7.52811
2020-12-02,10.54154
2020-12-03,14.24282
2020-12-04,11.18571
2020-12-05,2.14543
2020-12-06,2.75139
2020-12-07,17.90588
2020-12-08,15.07806
2020-12-09,14.2319
2020-12-10,13.86068
2020-12-11,16.65028
2020-12-12,3.10077
2020-12-13,2.52756
2020-12-14,14.26465
2020-12-15,11.2676
2020-12-16,8.89835
2020-12-17,7.89933
2020-12-18,7.943
2020-12-19,1.42482
2020-12-20,1.94344
2020-12-21,13.45125
2020-12-22,9.84823
2020-12-23,9.58074
2020-12-24,10.71077
2020-12-25,2.27099
2020-12-26,2.07446
2020-12-27,2.51665
2020-12-28,16.48105
2020-12-29,15.01255
2020-12-30,17.08701
2020-12-31,2.24369
2021-01-01,1.09728
2021-01-02,0.94442
2021-01-03,1.21738
2021-01-04,14.75597
2021-01-05,13.47308
2021-01-06,12.4031
2021-01-07,12.57779
2021-01-08,10.94005
2021-01-09,1.04814
2021-01-10,1.13549
2021-01-11,9.99017
2021-01-12,10.56883
2021-01-13,10.53062
2021-01-14,9.0512
2021-01-15,9.21497
2021-01-16,1.1737
2021-01-17,0.94988
2021-01-18,8.93656
2021-01-19,10.76536
2021-01-20,12.02096
2021-01-21,8.76187
2021-01-22,8.6636
2021-01-23,1.19008
2021-01-24,1.1737
2021-01-25,11.5078
2021-01-26,10.87454
2021-01-27,8.94748
2021-01-28,8.47799
2021-01-29,10.60705
2021-01-30,1.27197
2021-01-31,1.08636
2021-02-01,10.21945
2021-02-02,8.96931
2021-02-03,8.9311
2021-02-04,7.25515
2021-02-05,8.46708
2021-02-06,1.09728
2021-02-07,0.85708
2021-02-08,8.61447
2021-02-09,10.68893
2021-02-10,6.48542
2021-02-11,0.6933
2021-02-12,0.43126
2021-02-13,0.54045
2021-02-14,0.70422
2021-02-15,6.72562
2021-02-16,6.37624
2021-02-17,6.61644
2021-02-18,6.15787
2021-02-19,5.77573
2021-02-20,0.6005
2021-02-21,0.41489
2021-02-22,5.77573
2021-02-23,5.44273
2021-02-24,7.63729
2021-02-25,6.70924
2021-02-26,5.74298
2021-02-27,0.74789
2021-02-28,0.62779
2021-03-01,0.74789
2021-03-02,6.76383
2021-03-03,9.55344
2021-03-04,8.02489
2021-03-05,6.2343
2021-03-06,0.70422
2021-03-07,0.52407
2021-03-08,6.04869
2021-03-09,6.14695
2021-03-10,6.45266
2021-03-11,5.74298
2021-03-12,5.43727
2021-03-13,0.82432
2021-03-14,0.54591
2021-03-15,4.10525
2021-03-16,5.06059
2021-03-17,4.94049
2021-03-18,4.87498
2021-03-19,5.4864
2021-03-20,0.87891
2021-03-21,0.63325
2021-03-22,5.3663
2021-03-23,6.67103
2021-03-24,5.91767
2021-03-25,6.9822
2021-03-26,9.52614
2021-03-27,1.49579
2021-03-28,1.56676
2021-03-29,7.63729
2021-03-30,6.40899
2021-03-31,5.48094
2021-04-01,5.39906
2021-04-02,5.83033
2021-04-03,0.90075
2021-04-04,0.69876
2021-04-05,5.71568
2021-04-06,6.45266
2021-04-07,7.20056
2021-04-08,7.00949
2021-04-09,8.97477
2021-04-10,1.29926
2021-04-11,1.47396
2021-04-12,9.20952
2021-04-13,8.25963
2021-04-14,7.60454
2021-04-15,8.07948
2021-04-16,9.01299
2021-04-17,1.08636
2021-04-18,0.92804
2021-04-19,9.02391
2021-04-20,10.88
2021-04-21,8.4234
2021-04-22,10.06114
2021-04-23,32.36161
2021-04-24,7.11322
2021-04-25,5.95589
2021-04-26,21.83098
2021-04-27,13.19467
2021-04-28,9.89736
2021-04-29,8.43978
2021-04-30,7.91571
2021-05-01,0.91167
2021-05-02,0.6933
2021-05-03,9.42242
2021-05-04,8.29784
2021-05-05,1.02631
2021-05-06,6.66557
2021-05-07,6.8348
2021-05-08,0.66055
2021-05-09,0.62233
2021-05-10,7.06954
2021-05-11,5.48094
2021-05-12,5.40997
2021-05-13,8.13407
2021-05-14,5.86308
2021-05-15,0.74243
2021-05-16,0.78065
2021-05-17,6.0869
2021-05-18,6.19063
2021-05-19,0.74243
2021-05-20,5.89038
2021-05-21,9.78818
2021-05-22,1.31018
2021-05-23,0.61687
2021-05-24,5.31171
2021-05-25,5.19707
2021-05-26,5.21891
2021-05-27,6.54001
2021-05-28,5.77028
2021-05-29,0.61687
2021-05-30,0.43126
2021-05-31,5.22982
2021-06-01,4.75488
2021-06-02,4.51468
2021-06-03,5.47002
2021-06-04,5.66109
2021-06-05,0.93896
2021-06-06,0.58412
2021-06-07,6.33256
2021-06-08,8.19958
2021-06-09,7.71372
2021-06-10,8.4234
2021-06-11,6.92761
2021-06-12,0.65509
2021-06-13,0.46402
2021-06-14,6.39261
2021-06-15,5.22436
2021-06-16,5.1534
2021-06-17,4.45463
2021-06-18,6.38716
2021-06-19,1.9216
2021-06-20,1.5613
2021-06-21,13.65869
2021-06-22,10.25767
2021-06-23,8.16137
2021-06-24,7.29883
2021-06-25,6.96036
2021-06-26,0.76973
2021-06-27,0.5732
2021-06-28,7.47898
2021-06-29,7.39709
2021-06-30,8.45616
2021-07-01,26.44939
2021-07-02,23.05382
2021-07-03,2.79506
2021-07-04,2.39109
2021-07-05,18.17338
2021-07-06,13.92073
2021-07-07,20.3461
2021-07-08,24.9263
2021-07-09,23.51785
2021-07-10,3.73403
2021-07-11,3.06256
2021-07-12,19.72922
2021-07-13,14.9525
2021-07-14,13.9644
2021-07-15,12.26662
2021-07-16,11.40954
2021-07-17,1.1737
2021-07-18,1.06452
2021-07-19,11.62244
2021-07-20,10.33955
2021-07-21,12.06463
2021-07-22,9.38421
2021-07-23,11.46959
2021-07-24,2.33104
2021-07-25,2.25461
2021-07-26,11.48051
2021-07-27,10.29042
2021-07-28,8.33606
2021-07-29,7.82836
2021-07-30,7.5827
2021-07-31,0.87345
2021-08-01,0.51861
2021-08-02,8.78916
2021-08-03,7.77923
2021-08-04,8.04127
2021-08-05,8.86013
2021-08-06,9.00207
2021-08-07,1.89977
2021-08-08,1.57222
2021-08-09,8.5435
2021-08-10,8.4234
2021-08-11,9.56982
2021-08-12,8.55988
2021-08-13,7.66459
2021-08-14,0.82432
2021-08-15,0.82978
2021-08-16,1.2938
2021-08-17,7.79561
2021-08-18,8.10678
2021-08-19,7.86112
2021-08-20,10.04476
2021-08-21,1.59406
2021-08-22,1.61043
2021-08-23,10.3996
2021-08-24,12.80707
2021-08-25,9.04574
2021-08-26,7.943
2021-08-27,6.88939
2021-08-28,0.63325
2021-08-29,0.50769
2021-08-30,6.88939
2021-08-31,6.53455
2021-09-01,7.61
2021-09-02,7.85566
2021-09-03,6.85664
2021-09-04,0.79157
2021-09-05,0.52953
2021-09-06,5.82487
2021-09-07,5.33901
2021-09-08,5.01146
2021-09-09,5.6065
2021-09-10,4.79309
2021-09-11,0.54045
2021-09-12,0.41489
2021-09-13,6.37624
2021-09-14,6.66557
2021-09-15,6.15241
2021-09-16,5.19161
2021-09-17,4.77126
2021-09-18,0.49677
2021-09-19,0.29479
2021-09-20,0.19106
2021-09-21,0.84616
2021-09-22,0.66601
2021-09-23,5.24074
2021-09-24,6.20155
2021-09-25,0.64417
2021-09-26,0.59504
2021-09-27,5.60104
2021-09-28,5.97226
2021-09-29,6.57276
2021-09-30,7.63729
2021-10-01,6.99858
2021-10-02,0.62233
2021-10-03,0.45856
2021-10-04,0.72606
2021-10-05,5.99956
2021-10-06,6.44175
2021-10-07,6.78021
2021-10-08,6.84572
2021-10-09,0.69876
2021-10-10,0.56228
2021-10-11,0.85708
2021-10-12,5.62834
2021-10-13,5.54099
2021-10-14,6.207
2021-10-15,5.50824
2021-10-16,0.46402
2021-10-17,0.40397
2021-10-18,4.51468
2021-10-19,5.98318
2021-10-20,5.64472
2021-10-21,5.13156
2021-10-22,7.37525
2021-10-23,0.63325
2021-10-24,0.90075
2021-10-25,6.16333
2021-10-26,6.42537
2021-10-27,5.77028
2021-10-28,6.17971
2021-10-29,6.15787
2021-10-30,0.57866
2021-10-31,0.5732
2021-11-01,6.77475
2021-11-02,7.4353
2021-11-03,7.73556
2021-11-04,8.86013
2021-11-05,6.06507
2021-11-06,0.82978
2021-11-07,0.6005
2021-11-08,7.58816
2021-11-09,7.01495
2021-11-10,7.41893
2021-11-11,8.64723
2021-11-12,8.15045
2021-11-13,0.80248
2021-11-14,0.87891
2021-11-15,11.96637
2021-11-16,8.43432
2021-11-17,16.421
2021-11-18,13.38574
2021-11-19,9.4388
2021-11-20,1.13549
2021-11-21,1.02631
2021-11-22,10.32863
2021-11-23,7.91025
2021-11-24,8.86559
2021-11-25,6.51271
2021-11-26,10.3068
2021-11-27,1.55584
2021-11-28,1.24467
2021-11-29,10.59613
2021-11-30,11.86264
2021-12-01,12.35942
2021-12-02,10.07751
2021-12-03,8.98023
2021-12-04,1.15733
2021-12-05,1.01539
2021-12-06,13.23288
2021-12-07,11.8954
2021-12-08,11.54602
2021-12-09,18.21705
2021-12-10,17.90042
2021-12-11,1.96528
2021-12-12,1.51763
2021-12-13,13.40211
2021-12-14,11.26214
2021-12-15,15.53117
2021-12-16,12.23932
2021-12-17,9.62441
2021-12-18,1.39207
2021-12-19,1.16824
2021-12-20,8.25963
2021-12-21,8.00305
2021-12-22,7.54995
2021-12-23,10.48149
2021-12-24,9.42788
2021-12-25,1.12457
2021-12-26,0.91713
2021-12-27,14.19368
2021-12-28,15.36193
2021-12-29,13.74058
2021-12-30,11.44775
2021-12-31,2.13451
2022-01-01,1.11911
2022-01-02,1.39753
2022-01-03,10.96735
2022-01-04,10.72169
2022-01-05,8.46708
2022-01-06,9.01299
2022-01-07,8.01943
2022-01-08,1.10274
2022-01-09,0.82978
2022-01-10,8.5981
2022-01-11,7.58816
2022-01-12,9.64079
2022-01-13,7.52811
2022-01-14,6.41991
2022-01-15,0.77519
2022-01-16,0.67147
2022-01-17,5.95043
2022-01-18,6.10874
2022-01-19,5.71568
2022-01-20,5.83033
2022-01-21,5.47002
2022-01-22,0.63871
2022-01-23,0.55682
2022-01-24,5.25712
2022-01-25,4.56381
2022-01-26,4.7385
2022-01-27,5.14248
2022-01-28,5.36084
2022-01-29,0.73152
2022-01-30,0.45856
2022-01-31,0.40943
2022-02-01,0.46402
2022-02-02,0.48586
2022-02-03,4.71121
2022-02-04,4.52014
2022-02-05,0.66601
2022-02-06,0.50769
2022-02-07,4.83677
2022-02-08,5.53553
2022-02-09,5.22436
2022-02-10,4.77672
2022-02-11,4.75488
2022-02-12,0.65509
2022-02-13,0.55682
2022-02-14,4.52014
2022-02-15,4.45463
2022-02-16,6.31073
2022-02-17,6.22884
2022-02-18,5.07151
2022-02-19,0.54045
2022-02-20,0.5732
2022-02-21,4.86952
2022-02-22,4.6457
2022-02-23,5.85762
2022-02-24,4.87498
2022-02-25,5.08789
2022-02-26,0.53499
2022-02-27,0.52407
2022-02-28,4.66208
2022-03-01,0.62779
2022-03-02,4.95141
2022-03-03,5.83578
2022-03-04,5.42089
2022-03-05,1.00993
2022-03-06,0.67147
2022-03-07,4.71667
2022-03-08,6.8621
2022-03-09,0.92804
2022-03-10,7.98122
2022-03-11,6.70924
2022-03-12,1.02085
2022-03-13,1.03177
2022-03-14,8.10678
2022-03-15,8.75095
2022-03-16,7.46806
2022-03-17,7.80652
2022-03-18,6.15241
2022-03-19,0.87345
2022-03-20,0.58958
2022-03-21,5.20253
2022-03-22,5.15886
2022-03-23,5.10426
2022-03-24,4.17622
2022-03-25,4.36728
2022-03-26,0.74243
2022-03-27,0.4531
2022-03-28,4.41642
2022-03-29,4.26902
2022-03-30,4.40004
2022-03-31,4.62932
2022-04-01,4.59657
2022-04-02,0.67692
2022-04-03,0.53499
2022-04-04,4.53106
2022-04-05,4.45463
2022-04-06,3.88142
2022-04-07,4.24718
2022-04-08,3.89234
2022-04-09,0.6005
2022-04-10,0.44764
2022-04-11,5.30079
2022-04-12,4.38912
2022-04-13,3.96877
2022-04-14,4.3782
2022-04-15,3.28638
2022-04-16,0.51861
2022-04-17,0.38213
2022-04-18,3.55934
2022-04-19,3.93056
2022-04-20,3.63576
2022-04-21,3.81045
2022-04-22,3.58663
2022-04-23,0.47494
2022-04-24,0.37667
2022-04-25,3.6576
2022-04-26,3.81045
2022-04-27,4.01244
2022-04-28,3.74495
2022-04-29,4.12708
2022-04-30,0.47494
2022-05-01,0.33846
2022-05-02,3.32459
2022-05-03,3.54842
2022-05-04,2.97521
2022-05-05,0.4804
2022-05-06,3.6303
2022-05-07,0.37121
2022-05-08,0.19652
2022-05-09,5.55737
2022-05-10,5.04421
2022-05-11,5.71023
2022-05-12,3.82683
2022-05-13,4.06703
2022-05-14,0.4804
2022-05-15,0.33846
2022-05-16,3.805
2022-05-17,3.59209
2022-05-18,4.67299
2022-05-19,3.12261
2022-05-20,3.72311
2022-05-21,0.56228
2022-05-22,0.28933
2022-05-23,4.00698
2022-05-24,3.45561
2022-05-25,3.82683
2022-05-26,3.7504
2022-05-27,3.44469
2022-05-28,0.38213
2022-05-29,0.26203
2022-05-30,3.6303
2022-05-31,3.27546
2022-06-01,0.4531
2022-06-02,2.80598
2022-06-03,2.75139
2022-06-04,0.27841
2022-06-05,0.25111
2022-06-06,0.44764
2022-06-07,2.34741
2022-06-08,2.34195
2022-06-09,2.32558
2022-06-10,1.99257
2022-06-11,0.25657
2022-06-12,0.20744
2022-06-13,2.27099
2022-06-14,2.51119
2022-06-15,2.45114
2022-06-16,2.86603
2022-06-17,3.43378
2022-06-18,0.34938
2022-06-19,0.28387
2022-06-20,3.31913
2022-06-21,3.12807
2022-06-22,3.82683
2022-06-23,3.93056
2022-06-24,4.71667
2022-06-25,0.46402
2022-06-26,0.43126
2022-06-27,3.65214
2022-06-28,2.92062
2022-06-29,3.10623
2022-06-30,4.44917
2022-07-01,3.48291
2022-07-02,0.34938
2022-07-03,0.27295
2022-07-04,3.01342
2022-07-05,4.26902
2022-07-06,4.8586
2022-07-07,4.74396
2022-07-08,4.84223
2022-07-09,0.62779
2022-07-10,0.47494
2022-07-11,4.14346
2022-07-12,5.04421
2022-07-13,4.80401
2022-07-14,3.83229
2022-07-15,4.20897
2022-07-16,0.50769
2022-07-17,0.43672
2022-07-18,5.06605
2022-07-19,4.8586
2022-07-20,5.17523
2022-07-21,4.34545
2022-07-22,3.54296
2022-07-23,0.32208
2022-07-24,0.31662
2022-07-25,3.52112
2022-07-26,3.39556
2022-07-27,2.91516
2022-07-28,3.25363
2022-07-29,3.45015
2022-07-30,0.70422
2022-07-31,0.4804
2022-08-01,3.39556
2022-08-02,2.99705
2022-08-03,3.40102
2022-08-04,4.84769
2022-08-05,6.80205
2022-08-06,0.73698
2022-08-07,0.74789
2022-08-08,4.72213
2022-08-09,3.8705
2022-08-10,3.19903
2022-08-11,4.79855
2022-08-12,5.33355
2022-08-13,0.63871
2022-08-14,0.40397
2022-08-15,0.59504
2022-08-16,4.35091
2022-08-17,4.29632
2022-08-18,4.70029
2022-08-19,4.58565
2022-08-20,0.6933
2022-08-21,0.6005
2022-08-22,3.64122
2022-08-23,4.23081
2022-08-24,4.07795
2022-08-25,6.10874
2022-08-26,5.57921
2022-08-27,0.87891
2022-08-28,0.78065
2022-08-29,4.30177
2022-08-30,4.77672
2022-08-31,4.43825
2022-09-01,4.19259
2022-09-02,6.16333
2022-09-03,0.63871
2022-09-04,0.49677
2022-09-05,6.61644
2022-09-06,4.26356
2022-09-07,4.44917
2022-09-08,4.83677
2022-09-09,0.38213
2022-09-10,0.28387
2022-09-11,0.27841
2022-09-12,1.36477
2022-09-13,7.17873
2022-09-14,5.73752
2022-09-15,4.81493
2022-09-16,4.23627
2022-09-17,0.64963
2022-09-18,0.48586
2022-09-19,3.63576
2022-09-20,3.69035
2022-09-21,3.31368
2022-09-22,3.46107
2022-09-23,3.03526
2022-09-24,0.39305
2022-09-25,0.31116
2022-09-26,3.35735
2022-09-27,3.90326
2022-09-28,3.81045
2022-09-29,4.08341
2022-09-30,3.34643
2022-10-01,0.29479
2022-10-02,0.25111
2022-10-03,0.34938
2022-10-04,3.14444
2022-10-05,3.07893
2022-10-06,2.82236
2022-10-07,2.85511
2022-10-08,0.35484
2022-10-09,0.23474
2022-10-10,0.33846
2022-10-11,2.48389
2022-10-12,2.39654
2022-10-13,2.33104
2022-10-14,3.96331
2022-10-15,0.74789
2022-10-16,0.3603
2022-10-17,3.24817
2022-10-18,3.27546
2022-10-19,2.9097
2022-10-20,2.19456
2022-10-21,2.39654
2022-10-22,0.38213
2022-10-23,0.21836
2022-10-24,3.03526
2022-10-25,3.08439
2022-10-26,2.76231
2022-10-27,3.87596
2022-10-28,2.56578
2022-10-29,0.32208
2022-10-30,0.22928
2022-10-31,2.56578
2022-11-01,3.18812
2022-11-02,3.66306
2022-11-03,2.92062
2022-11-04,2.39654
2022-11-05,0.24566
2022-11-06,0.21836
2022-11-07,2.82781
2022-11-08,4.17076
2022-11-09,3.13352
2022-11-10,2.82236
2022-11-11,4.01244
2022-11-12,0.4531
2022-11-13,0.28933
2022-11-14,3.23179
2022-11-15,4.42733
2022-11-16,6.34894
2022-11-17,5.4864
2022-11-18,4.6184
2022-11-19,0.47494
2022-11-20,0.44218
2022-11-21,3.20995
2022-11-22,3.01888
2022-11-23,3.35189
2022-11-24,3.17174
2022-11-25,2.937
2022-11-26,0.30571
2022-11-27,0.28387
2022-11-28,2.61491
2022-11-29,3.86505
2022-11-30,3.37373
2022-12-01,4.83677
2022-12-02,3.25908
2022-12-03,0.37121
2022-12-04,0.28387
2022-12-05,5.13702
2022-12-06,4.18167
2022-12-07,3.96877
2022-12-08,4.72213
2022-12-09,5.10972
2022-12-10,0.50769
2022-12-11,0.43126
2022-12-12,4.76034
2022-12-13,4.46009
2022-12-14,4.87498
2022-12-15,4.06703
2022-12-16,3.66306
2022-12-17,0.42035
2022-12-18,0.25111
2022-12-19,3.54296
2022-12-20,3.44469
2022-12-21,4.30723
2022-12-22,4.10525
2022-12-23,28.06529
2022-12-24,2.22185
2022-12-25,1.51763
2022-12-26,14.95796
2022-12-27,11.81897
2022-12-28,13.03635
2022-12-29,9.07304
2022-12-30,1.73053
2022-12-31,0.44218
2023-01-01,0.84616
2023-01-02,6.43083
2023-01-03,6.60006
2023-01-04,6.14695
2023-01-05,5.40997
2023-01-06,6.69832
2023-01-07,1.02085
2023-01-08,0.75335
2023-01-09,7.06954
2023-01-10,5.82487
2023-01-11,5.98864
2023-01-12,6.28889
2023-01-13,5.05513
2023-01-14,0.88983
2023-01-15,0.64417
2023-01-16,5.31171
2023-01-17,4.2581
2023-01-18,4.06703
2023-01-19,4.11616
2023-01-20,3.56479
2023-01-21,0.41489
2023-01-22,0.30571
2023-01-23,0.32754
2023-01-24,0.42581
2023-01-25,5.0333
2023-01-26,4.45463
2023-01-27,4.46555
2023-01-28,0.68784
2023-01-29,0.45856
2023-01-30,4.35637
2023-01-31,4.62386
2023-02-01,6.5018
2023-02-02,8.13953
2023-02-03,7.39163
2023-02-04,0.83524
2023-02-05,0.70968
2023-02-06,5.53553
2023-02-07,5.18615
2023-02-08,4.94595
2023-02-09,4.10525
2023-02-10,3.81591
2023-02-11,0.43126
2023-02-12,0.52953
2023-02-13,3.37373
2023-02-14,4.138
2023-02-15,3.22087
2023-02-16,4.29632
2023-02-17,3.79408
2023-02-18,0.44218
2023-02-19,0.46948
2023-02-20,6.66011
2023-02-21,5.72114
2023-02-22,4.64024
2023-02-23,4.12708
2023-02-24,3.71219
2023-02-25,0.49132
2023-02-26,0.25657
2023-02-27,3.06256
2023-02-28,3.54842
2023-03-01,0.64963
2023-03-02,3.65214
2023-03-03,3.47199
2023-03-04,0.53499
2023-03-05,0.43126
2023-03-06,3.56479
2023-03-07,5.50824
2023-03-08,4.57473
2023-03-09,3.87596
2023-03-10,3.38464
2023-03-11,0.54045
2023-03-12,0.39851
2023-03-13,3.6849
2023-03-14,3.62484
2023-03-15,3.7504
2023-03-16,4.69483
2023-03-17,5.80849
2023-03-18,0.64417
2023-03-19,0.49677
2023-03-20,5.28441
2023-03-21,4.35091
2023-03-22,4.15438
2023-03-23,3.35189
2023-03-24,3.26454
2023-03-25,0.51861
2023-03-26,0.27841
2023-03-27,4.05611
2023-03-28,3.37918
2023-03-29,3.48837
2023-03-30,4.47101
2023-03-31,4.38366
2023-04-01,0.94442
2023-04-02,0.82978
2023-04-03,3.9251
2023-04-04,7.32612
2023-04-05,12.67059
2023-04-06,9.32416
2023-04-07,7.28791
2023-04-08,1.59406
2023-04-09,1.18462
2023-04-10,6.73654
2023-04-11,6.57276
2023-04-12,11.0274
2023-04-13,8.49437
2023-04-14,11.76438
2023-04-15,1.67594
2023-04-16,1.60497
2023-04-17,9.35691
2023-04-18,5.69385
2023-04-19,5.26804
2023-04-20,5.06059
2023-04-21,4.36182
2023-04-22,0.97718
2023-04-23,0.66601
2023-04-24,4.79855
2023-04-25,4.36182
2023-04-26,4.48738
2023-04-27,4.06157
2023-04-28,3.46107
2023-04-29,0.66601
2023-04-30,0.39851
2023-05-01,0.75335
2023-05-02,4.14892
2023-05-03,4.44371
2023-05-04,5.20253
2023-05-05,0.87891
2023-05-06,0.76973
2023-05-07,0.59504
2023-05-08,3.97423
2023-05-09,6.55639
2023-05-10,5.16977
2023-05-11,4.89136
2023-05-12,4.02336
2023-05-13,0.68784
2023-05-14,0.78065
2023-05-15,4.82039
2023-05-16,4.24172
2023-05-17,4.77672
2023-05-18,4.81493
2023-05-19,4.71667
2023-05-20,0.56774
2023-05-21,0.43672
2023-05-22,5.08243
2023-05-23,4.54198
2023-05-24,4.24172
2023-05-25,3.76678
2023-05-26,5.06059
2023-05-27,0.52407
2023-05-28,0.38213
