date,인도ETF
2020-11-17,5.70522
2020-11-18,6.10142
2020-11-19,4.19968
2020-11-20,4.75435
2020-11-21,5.8637
2020-11-22,4.27892
2020-11-23,5.15055
2020-11-24,4.35816
2020-11-25,6.49762
2020-11-26,5.30903
2020-11-27,4.4374
2020-11-28,3.80348
2020-11-29,2.85261
2020-11-30,5.30903
2020-12-01,4.99207
2020-12-02,3.56576
2020-12-03,4.27892
2020-12-04,4.0412
2020-12-05,2.06022
2020-12-06,3.40729
2020-12-07,6.89381
2020-12-08,6.10142
2020-12-09,5.22979
2020-12-10,3.48652
2020-12-11,3.40729
2020-12-12,3.40729
2020-12-13,3.645
2020-12-14,6.81458
2020-12-15,4.0412
2020-12-16,4.67511
2020-12-17,4.51664
2020-12-18,5.8637
2020-12-19,6.10142
2020-12-20,6.57686
2020-12-21,5.07131
2020-12-22,6.2599
2020-12-23,3.645
2020-12-24,4.4374
2020-12-25,3.56576
2020-12-26,8.63708
2020-12-27,7.05229
2020-12-28,7.92393
2020-12-29,9.50871
2020-12-30,8.79556
2020-12-31,6.81458
2021-01-01,7.84469
2021-01-02,7.92393
2021-01-03,9.27099
2021-01-04,8.4786
2021-01-05,11.48969
2021-01-06,11.41045
2021-01-07,10.93502
2021-01-08,10.14263
2021-01-09,12.36133
2021-01-10,8.8748
2021-01-11,15.92709
2021-01-12,11.96513
2021-01-13,14.02535
2021-01-14,12.12361
2021-01-15,8.55784
2021-01-16,7.68621
2021-01-17,10.3011
2021-01-18,10.22187
2021-01-19,10.61806
2021-01-20,9.03328
2021-01-21,9.98415
2021-01-22,16.24405
2021-01-23,11.80665
2021-01-24,8.55784
2021-01-25,12.67828
2021-01-26,11.17274
2021-01-27,10.6973
2021-01-28,6.6561
2021-01-29,5.94294
2021-01-30,6.41838
2021-01-31,4.91283
2021-02-01,6.02218
2021-02-02,11.41045
2021-02-03,11.80665
2021-02-04,7.05229
2021-02-05,8.16164
2021-02-06,9.66719
2021-02-07,12.75752
2021-02-08,13.23296
2021-02-09,10.93502
2021-02-10,11.48969
2021-02-11,8.4786
2021-02-12,8.0824
2021-02-13,8.24088
2021-02-14,11.17274
2021-02-15,11.80665
2021-02-16,18.85895
2021-02-17,16.16481
2021-02-18,9.11251
2021-02-19,9.35023
2021-02-20,10.85578
2021-02-21,10.14263
2021-02-22,9.98415
2021-02-23,6.89381
2021-02-24,7.92393
2021-02-25,6.97305
2021-02-26,6.18066
2021-02-27,3.88272
2021-02-28,5.15055
2021-03-01,5.94294
2021-03-02,8.63708
2021-03-03,7.13153
2021-03-04,5.62599
2021-03-05,5.62599
2021-03-06,4.51664
2021-03-07,4.67511
2021-03-08,6.02218
2021-03-09,3.645
2021-03-10,5.94294
2021-03-11,7.05229
2021-03-12,6.33914
2021-03-13,8.32012
2021-03-14,6.10142
2021-03-15,7.29001
2021-03-16,6.2599
2021-03-17,15.21394
2021-03-18,7.60697
2021-03-19,5.70522
2021-03-20,10.85578
2021-03-21,8.4786
2021-03-22,6.97305
2021-03-23,5.62599
2021-03-24,5.54675
2021-03-25,5.30903
2021-03-26,4.91283
2021-03-27,4.19968
2021-03-28,6.49762
2021-03-29,5.46751
2021-03-30,4.91283
2021-03-31,4.67511
2021-04-01,6.2599
2021-04-02,3.88272
2021-04-03,3.88272
2021-04-04,4.83359
2021-04-05,7.05229
2021-04-06,4.75435
2021-04-07,6.2599
2021-04-08,5.30903
2021-04-09,3.32805
2021-04-10,5.30903
2021-04-11,5.8637
2021-04-12,6.89381
2021-04-13,6.2599
2021-04-14,4.83359
2021-04-15,4.83359
2021-04-16,5.15055
2021-04-17,3.56576
2021-04-18,4.59587
2021-04-19,5.70522
2021-04-20,9.50871
2021-04-21,7.52773
2021-04-22,5.8637
2021-04-23,6.10142
2021-04-24,3.96196
2021-04-25,10.77654
2021-04-26,16.00633
2021-04-27,22.187
2021-04-28,17.43264
2021-04-29,13.47068
2021-04-30,14.02535
2021-05-01,12.916
2021-05-02,9.82567
2021-05-03,9.74643
2021-05-04,10.14263
2021-05-05,9.35023
2021-05-06,8.0824
2021-05-07,7.44849
2021-05-08,7.21077
2021-05-09,10.22187
2021-05-10,8.32012
2021-05-11,9.19175
2021-05-12,7.05229
2021-05-13,6.33914
2021-05-14,7.60697
2021-05-15,10.22187
2021-05-16,9.90491
2021-05-17,7.36925
2021-05-18,6.89381
2021-05-19,7.68621
2021-05-20,8.0824
2021-05-21,4.51664
2021-05-22,5.07131
2021-05-23,4.4374
2021-05-24,7.29001
2021-05-25,7.29001
2021-05-26,6.97305
2021-05-27,8.32012
2021-05-28,5.62599
2021-05-29,4.99207
2021-05-30,6.2599
2021-05-31,5.70522
2021-06-01,7.13153
2021-06-02,7.84469
2021-06-03,6.33914
2021-06-04,8.55784
2021-06-05,13.62916
2021-06-06,14.42155
2021-06-07,14.50079
2021-06-08,10.38034
2021-06-09,9.98415
2021-06-10,8.95404
2021-06-11,7.13153
2021-06-12,7.21077
2021-06-13,8.71632
2021-06-14,8.39936
2021-06-15,7.36925
2021-06-16,4.83359
2021-06-17,3.72424
2021-06-18,3.645
2021-06-19,3.56576
2021-06-20,3.09033
2021-06-21,3.645
2021-06-22,5.62599
2021-06-23,4.67511
2021-06-24,3.72424
2021-06-25,5.94294
2021-06-26,5.15055
2021-06-27,4.12044
2021-06-28,4.75435
2021-06-29,5.30903
2021-06-30,5.8637
2021-07-01,4.4374
2021-07-02,4.99207
2021-07-03,3.56576
2021-07-04,3.48652
2021-07-05,5.70522
2021-07-06,4.12044
2021-07-07,4.59587
2021-07-08,4.4374
2021-07-09,4.19968
2021-07-10,2.45641
2021-07-11,1.98098
2021-07-12,4.83359
2021-07-13,4.75435
2021-07-14,4.4374
2021-07-15,4.51664
2021-07-16,3.40729
2021-07-17,1.74326
2021-07-18,4.19968
2021-07-19,4.4374
2021-07-20,4.12044
2021-07-21,4.83359
2021-07-22,4.19968
2021-07-23,4.35816
2021-07-24,4.0412
2021-07-25,4.4374
2021-07-26,4.27892
2021-07-27,3.72424
2021-07-28,4.99207
2021-07-29,4.91283
2021-07-30,7.29001
2021-07-31,6.33914
2021-08-01,8.32012
2021-08-02,6.73534
2021-08-03,7.44849
2021-08-04,7.29001
2021-08-05,6.10142
2021-08-06,6.49762
2021-08-07,6.49762
2021-08-08,5.30903
2021-08-09,8.79556
2021-08-10,6.73534
2021-08-11,6.18066
2021-08-12,5.94294
2021-08-13,5.78446
2021-08-14,4.51664
2021-08-15,2.93185
2021-08-16,47.06814
2021-08-17,41.91759
2021-08-18,40.729
2021-08-19,25.67353
2021-08-20,24.24722
2021-08-21,24.72266
2021-08-22,21.07765
2021-08-23,21.23613
2021-08-24,17.67036
2021-08-25,11.88589
2021-08-26,13.78763
2021-08-27,10.6973
2021-08-28,9.98415
2021-08-29,7.44849
2021-08-30,9.58795
2021-08-31,14.65927
2021-09-01,28.4469
2021-09-02,32.88431
2021-09-03,19.9683
2021-09-04,10.93502
2021-09-05,11.64817
2021-09-06,18.54199
2021-09-07,20.68145
2021-09-08,19.9683
2021-09-09,15.05546
2021-09-10,20.20602
2021-09-11,13.78763
2021-09-12,11.33122
2021-09-13,13.86687
2021-09-14,11.96513
2021-09-15,13.86687
2021-09-16,15.61014
2021-09-17,12.5198
2021-09-18,8.39936
2021-09-19,8.32012
2021-09-20,8.0824
2021-09-21,45.24564
2021-09-22,47.06814
2021-09-23,45.72107
2021-09-24,35.65768
2021-09-25,20.99841
2021-09-26,38.19334
2021-09-27,55.38827
2021-09-28,44.21553
2021-09-29,25.19809
2021-09-30,19.49286
2021-10-01,18.93819
2021-10-02,10.77654
2021-10-03,11.80665
2021-10-04,15.5309
2021-10-05,14.81774
2021-10-06,23.45483
2021-10-07,14.65927
2021-10-08,10.93502
2021-10-09,8.79556
2021-10-10,10.22187
2021-10-11,11.56893
2021-10-12,13.94611
2021-10-13,19.88906
2021-10-14,19.65134
2021-10-15,14.50079
2021-10-16,8.55784
2021-10-17,11.88589
2021-10-18,15.29318
2021-10-19,20.60221
2021-10-20,18.30427
2021-10-21,14.10459
2021-10-22,19.49286
2021-10-23,19.33438
2021-10-24,14.58003
2021-10-25,20.04754
2021-10-26,20.04754
2021-10-27,19.80982
2021-10-28,17.43264
2021-10-29,20.04754
2021-10-30,45.56259
2021-10-31,40.80824
2021-11-01,66.08557
2021-11-02,100.0
2021-11-03,53.645
2021-11-04,39.14421
2021-11-05,31.85419
2021-11-06,22.26624
2021-11-07,23.77179
2021-11-08,30.74484
2021-11-09,39.77812
2021-11-10,28.68462
2021-11-11,18.93819
2021-11-12,18.93819
2021-11-13,16.71949
2021-11-14,14.50079
2021-11-15,18.30427
2021-11-16,18.62123
2021-11-17,14.58003
2021-11-18,13.07448
2021-11-19,14.18383
2021-11-20,12.12361
2021-11-21,13.23296
2021-11-22,17.11568
2021-11-23,15.5309
2021-11-24,12.12361
2021-11-25,15.61014
2021-11-26,11.64817
2021-11-27,6.57686
2021-11-28,10.06339
2021-11-29,11.56893
2021-11-30,17.59112
2021-12-01,10.85578
2021-12-02,8.0824
2021-12-03,6.02218
2021-12-04,4.67511
2021-12-05,5.54675
2021-12-06,7.92393
2021-12-07,9.66719
2021-12-08,10.22187
2021-12-09,7.60697
2021-12-10,6.81458
2021-12-11,5.15055
2021-12-12,10.14263
2021-12-13,11.41045
2021-12-14,9.11251
2021-12-15,6.49762
2021-12-16,7.92393
2021-12-17,6.89381
2021-12-18,5.54675
2021-12-19,5.78446
2021-12-20,6.33914
2021-12-21,8.00316
2021-12-22,7.44849
2021-12-23,8.4786
2021-12-24,5.78446
2021-12-25,5.30903
2021-12-26,5.78446
2021-12-27,9.66719
2021-12-28,15.92709
2021-12-29,17.59112
2021-12-30,14.97622
2021-12-31,9.58795
2022-01-01,10.93502
2022-01-02,11.17274
2022-01-03,17.59112
2022-01-04,12.36133
2022-01-05,11.01426
2022-01-06,13.70839
2022-01-07,9.50871
2022-01-08,9.11251
2022-01-09,11.33122
2022-01-10,11.72741
2022-01-11,10.93502
2022-01-12,11.48969
2022-01-13,12.28209
2022-01-14,27.89223
2022-01-15,27.41679
2022-01-16,37.08399
2022-01-17,20.3645
2022-01-18,14.65927
2022-01-19,11.25198
2022-01-20,9.50871
2022-01-21,13.62916
2022-01-22,7.68621
2022-01-23,8.32012
2022-01-24,11.01426
2022-01-25,9.27099
2022-01-26,12.5198
2022-01-27,10.3011
2022-01-28,11.72741
2022-01-29,12.20285
2022-01-30,7.84469
2022-01-31,9.50871
2022-02-01,11.80665
2022-02-02,34.94453
2022-02-03,36.13312
2022-02-04,22.5832
2022-02-05,14.10459
2022-02-06,12.12361
2022-02-07,16.32329
2022-02-08,13.54992
2022-02-09,14.42155
2022-02-10,11.64817
2022-02-11,12.44057
2022-02-12,10.61806
2022-02-13,11.01426
2022-02-14,8.00316
2022-02-15,9.11251
2022-02-16,8.8748
2022-02-17,8.63708
2022-02-18,6.97305
2022-02-19,13.07448
2022-02-20,21.39461
2022-02-21,17.90808
2022-02-22,26.30744
2022-02-23,37.48019
2022-02-24,27.73375
2022-02-25,21.47385
2022-02-26,16.00633
2022-02-27,10.38034
2022-02-28,11.0935
2022-03-01,11.17274
2022-03-02,9.11251
2022-03-03,8.24088
2022-03-04,11.01426
2022-03-05,6.33914
2022-03-06,8.4786
2022-03-07,6.73534
2022-03-08,10.22187
2022-03-09,5.70522
2022-03-10,7.84469
2022-03-11,7.13153
2022-03-12,6.97305
2022-03-13,6.57686
2022-03-14,7.36925
2022-03-15,8.0824
2022-03-16,8.55784
2022-03-17,9.50871
2022-03-18,8.55784
2022-03-19,5.30903
2022-03-20,6.2599
2022-03-21,7.13153
2022-03-22,5.54675
2022-03-23,7.21077
2022-03-24,7.13153
2022-03-25,5.70522
2022-03-26,5.8637
2022-03-27,5.30903
2022-03-28,7.05229
2022-03-29,7.13153
2022-03-30,8.8748
2022-03-31,7.21077
2022-04-01,5.15055
2022-04-02,4.19968
2022-04-03,6.2599
2022-04-04,8.0824
2022-04-05,10.3011
2022-04-06,8.24088
2022-04-07,7.76545
2022-04-08,6.49762
2022-04-09,4.4374
2022-04-10,3.32805
2022-04-11,7.05229
2022-04-12,10.38034
2022-04-13,12.916
2022-04-14,11.01426
2022-04-15,8.55784
2022-04-16,3.96196
2022-04-17,5.15055
2022-04-18,6.73534
2022-04-19,15.1347
2022-04-20,18.22503
2022-04-21,15.29318
2022-04-22,9.58795
2022-04-23,7.68621
2022-04-24,4.99207
2022-04-25,6.10142
2022-04-26,5.46751
2022-04-27,6.49762
2022-04-28,6.10142
2022-04-29,7.84469
2022-04-30,8.55784
2022-05-01,8.16164
2022-05-02,6.81458
2022-05-03,5.15055
2022-05-04,5.07131
2022-05-05,7.60697
2022-05-06,4.99207
2022-05-07,12.99524
2022-05-08,12.75752
2022-05-09,10.14263
2022-05-10,7.92393
2022-05-11,6.57686
2022-05-12,6.6561
2022-05-13,6.49762
2022-05-14,7.60697
2022-05-15,7.84469
2022-05-16,11.17274
2022-05-17,9.42947
2022-05-18,6.73534
2022-05-19,5.22979
2022-05-20,5.8637
2022-05-21,3.88272
2022-05-22,8.55784
2022-05-23,8.39936
2022-05-24,5.62599
2022-05-25,4.83359
2022-05-26,5.07131
2022-05-27,5.70522
2022-05-28,4.67511
2022-05-29,4.59587
2022-05-30,5.78446
2022-05-31,11.48969
2022-06-01,7.76545
2022-06-02,6.73534
2022-06-03,5.46751
2022-06-04,4.35816
2022-06-05,4.99207
2022-06-06,6.18066
2022-06-07,6.02218
2022-06-08,5.46751
2022-06-09,8.4786
2022-06-10,5.30903
2022-06-11,7.44849
2022-06-12,6.02218
2022-06-13,5.46751
2022-06-14,5.30903
2022-06-15,6.49762
2022-06-16,6.33914
2022-06-17,4.59587
2022-06-18,3.01109
2022-06-19,5.54675
2022-06-20,5.07131
2022-06-21,5.62599
2022-06-22,5.62599
2022-06-23,4.75435
2022-06-24,3.88272
2022-06-25,4.51664
2022-06-26,5.62599
2022-06-27,5.70522
2022-06-28,4.91283
2022-06-29,5.30903
2022-06-30,4.27892
2022-07-01,3.48652
2022-07-02,3.645
2022-07-03,11.56893
2022-07-04,8.00316
2022-07-05,7.60697
2022-07-06,7.13153
2022-07-07,4.91283
2022-07-08,4.83359
2022-07-09,4.59587
2022-07-10,4.99207
2022-07-11,5.38827
2022-07-12,8.24088
2022-07-13,7.52773
2022-07-14,3.24881
2022-07-15,3.09033
2022-07-16,4.19968
2022-07-17,5.07131
2022-07-18,5.78446
2022-07-19,6.81458
2022-07-20,5.46751
2022-07-21,4.51664
2022-07-22,4.59587
2022-07-23,4.0412
2022-07-24,4.67511
2022-07-25,4.91283
2022-07-26,5.70522
2022-07-27,5.8637
2022-07-28,6.02218
2022-07-29,6.73534
2022-07-30,11.0935
2022-07-31,18.30427
2022-08-01,15.5309
2022-08-02,10.77654
2022-08-03,8.0824
2022-08-04,7.92393
2022-08-05,6.49762
2022-08-06,4.27892
2022-08-07,5.54675
2022-08-08,6.73534
2022-08-09,6.6561
2022-08-10,5.78446
2022-08-11,8.32012
2022-08-12,7.60697
2022-08-13,5.15055
2022-08-14,4.91283
2022-08-15,7.36925
2022-08-16,13.54992
2022-08-17,9.11251
2022-08-18,8.32012
2022-08-19,9.35023
2022-08-20,5.46751
2022-08-21,5.38827
2022-08-22,9.90491
2022-08-23,8.4786
2022-08-24,7.84469
2022-08-25,7.44849
2022-08-26,4.83359
2022-08-27,6.57686
2022-08-28,6.02218
2022-08-29,6.81458
2022-08-30,7.13153
2022-08-31,7.13153
2022-09-01,11.33122
2022-09-02,7.29001
2022-09-03,11.17274
2022-09-04,20.12678
2022-09-05,20.68145
2022-09-06,12.75752
2022-09-07,10.61806
2022-09-08,19.01743
2022-09-09,13.54992
2022-09-10,8.55784
2022-09-11,8.71632
2022-09-12,10.61806
2022-09-13,32.32963
2022-09-14,26.70364
2022-09-15,18.30427
2022-09-16,15.21394
2022-09-17,12.83676
2022-09-18,13.78763
2022-09-19,13.47068
2022-09-20,12.12361
2022-09-21,16.32329
2022-09-22,13.86687
2022-09-23,11.41045
2022-09-24,5.70522
2022-09-25,8.00316
2022-09-26,11.96513
2022-09-27,17.3534
2022-09-28,16.00633
2022-09-29,8.16164
2022-09-30,10.14263
2022-10-01,6.57686
2022-10-02,9.50871
2022-10-03,9.98415
2022-10-04,8.00316
2022-10-05,9.35023
2022-10-06,10.45958
2022-10-07,7.13153
2022-10-08,12.99524
2022-10-09,7.84469
2022-10-10,10.22187
2022-10-11,8.79556
2022-10-12,9.58795
2022-10-13,8.8748
2022-10-14,5.70522
2022-10-15,10.93502
2022-10-16,8.39936
2022-10-17,9.66719
2022-10-18,11.80665
2022-10-19,7.84469
2022-10-20,6.18066
2022-10-21,6.2599
2022-10-22,4.51664
2022-10-23,4.19968
2022-10-24,8.71632
2022-10-25,9.27099
2022-10-26,7.13153
2022-10-27,8.0824
2022-10-28,9.03328
2022-10-29,6.81458
2022-10-30,6.41838
2022-10-31,9.19175
2022-11-01,10.93502
2022-11-02,8.4786
2022-11-03,9.42947
2022-11-04,6.89381
2022-11-05,8.16164
2022-11-06,7.76545
2022-11-07,12.59904
2022-11-08,11.17274
2022-11-09,9.11251
2022-11-10,9.66719
2022-11-11,7.05229
2022-11-12,7.13153
2022-11-13,7.92393
2022-11-14,10.3011
2022-11-15,9.66719
2022-11-16,8.8748
2022-11-17,7.36925
2022-11-18,5.54675
2022-11-19,3.96196
2022-11-20,5.07131
2022-11-21,5.46751
2022-11-22,5.07131
2022-11-23,6.02218
2022-11-24,10.85578
2022-11-25,13.47068
2022-11-26,7.76545
2022-11-27,8.79556
2022-11-28,12.12361
2022-11-29,7.13153
2022-11-30,7.44849
2022-12-01,10.06339
2022-12-02,47.3851
2022-12-03,18.46275
2022-12-04,20.68145
2022-12-05,20.44374
2022-12-06,16.87797
2022-12-07,14.73851
2022-12-08,10.22187
2022-12-09,11.56893
2022-12-10,12.83676
2022-12-11,13.39144
2022-12-12,23.61331
2022-12-13,19.9683
2022-12-14,16.08557
2022-12-15,13.47068
2022-12-16,11.0935
2022-12-17,8.55784
2022-12-18,27.89223
2022-12-19,19.01743
2022-12-20,16.56101
2022-12-21,14.42155
2022-12-22,14.81774
2022-12-23,13.3122
2022-12-24,11.80665
2022-12-25,13.39144
2022-12-26,13.47068
2022-12-27,13.15372
2022-12-28,13.39144
2022-12-29,11.01426
2022-12-30,8.32012
2022-12-31,7.76545
2023-01-01,9.11251
2023-01-02,11.01426
2023-01-03,21.7908
2023-01-04,19.9683
2023-01-05,16.71949
2023-01-06,16.79873
2023-01-07,12.5198
2023-01-08,17.7496
2023-01-09,20.20602
2023-01-10,16.08557
2023-01-11,16.00633
2023-01-12,24.8019
2023-01-13,20.12678
2023-01-14,14.18383
2023-01-15,13.86687
2023-01-16,15.1347
2023-01-17,13.94611
2023-01-18,18.1458
2023-01-19,13.70839
2023-01-20,16.00633
2023-01-21,10.3011
2023-01-22,13.23296
2023-01-23,19.17591
2023-01-24,22.02852
2023-01-25,24.32646
2023-01-26,25.67353
2023-01-27,27.33755
2023-01-28,17.90808
2023-01-29,17.7496
2023-01-30,23.21711
2023-01-31,17.67036
2023-02-01,19.01743
2023-02-02,23.13787
2023-02-03,21.55309
2023-02-04,13.07448
2023-02-05,18.06656
2023-02-06,49.76228
2023-02-07,28.05071
2023-02-08,26.2282
2023-02-09,22.90015
2023-02-10,16.87797
2023-02-11,21.94928
2023-02-12,17.43264
2023-02-13,17.90808
2023-02-14,16.56101
2023-02-15,16.79873
2023-02-16,16.71949
2023-02-17,12.83676
2023-02-18,12.99524
2023-02-19,13.39144
2023-02-20,22.74167
2023-02-21,19.80982
2023-02-22,12.99524
2023-02-23,14.97622
2023-02-24,11.25198
2023-02-25,9.82567
2023-02-26,8.8748
2023-02-27,8.55784
2023-02-28,13.54992
2023-03-01,9.42947
2023-03-02,12.36133
2023-03-03,9.03328
2023-03-04,9.35023
2023-03-05,10.06339
2023-03-06,9.66719
2023-03-07,9.50871
2023-03-08,11.64817
2023-03-09,12.36133
2023-03-10,9.19175
2023-03-11,4.67511
2023-03-12,5.22979
2023-03-13,7.29001
2023-03-14,6.57686
2023-03-15,5.07131
2023-03-16,5.8637
2023-03-17,6.6561
2023-03-18,5.94294
2023-03-19,7.13153
2023-03-20,9.98415
2023-03-21,11.0935
2023-03-22,8.79556
2023-03-23,7.76545
2023-03-24,11.72741
2023-03-25,6.41838
2023-03-26,9.82567
2023-03-27,10.14263
2023-03-28,7.92393
2023-03-29,8.63708
2023-03-30,8.24088
2023-03-31,10.14263
2023-04-01,10.3011
2023-04-02,7.92393
2023-04-03,12.20285
2023-04-04,13.62916
2023-04-05,10.22187
2023-04-06,10.61806
2023-04-07,11.48969
2023-04-08,4.35816
2023-04-09,8.95404
2023-04-10,10.3011
2023-04-11,11.64817
2023-04-12,17.11568
2023-04-13,16.24405
2023-04-14,15.92709
2023-04-15,8.00316
2023-04-16,9.50871
2023-04-17,24.64342
2023-04-18,28.52614
2023-04-19,30.34865
2023-04-20,33.04278
2023-04-21,36.68779
2023-04-22,19.17591
2023-04-23,19.73058
2023-04-24,19.49286
2023-04-25,20.68145
2023-04-26,18.46275
2023-04-27,18.1458
2023-04-28,16.32329
2023-04-29,16.40253
2023-04-30,10.3011
2023-05-01,12.75752
2023-05-02,24.88114
2023-05-03,24.64342
2023-05-04,14.97622
2023-05-05,10.93502
2023-05-06,15.84786
2023-05-07,18.77971
2023-05-08,29.71473
2023-05-09,23.13787
2023-05-10,17.82884
2023-05-11,33.83518
2023-05-12,29.00158
2023-05-13,26.38668
2023-05-14,22.50396
2023-05-15,21.87004
2023-05-16,30.50713
2023-05-17,23.77179
2023-05-18,33.04278
2023-05-19,42.31378
2023-05-20,20.60221
2023-05-21,16.00633
2023-05-22,22.90015
2023-05-23,17.67036
2023-05-24,18.62123
2023-05-25,19.25515
2023-05-26,14.89698
2023-05-27,10.45958
2023-05-28,12.5198
2023-05-29,14.02535
