date,단기예금
2020-09-18,5.4176
2020-09-19,3.7246
2020-09-20,2.7088
2020-09-21,7.56207
2020-09-22,6.20767
2020-09-23,4.85327
2020-09-24,4.0632
2020-09-25,8.12641
2020-09-26,2.7088
2020-09-27,2.48306
2020-09-28,8.46501
2020-09-29,4.85327
2020-09-30,2.0316
2020-10-01,2.3702
2020-10-02,1.12866
2020-10-03,2.14446
2020-10-04,2.25733
2020-10-05,7.1106
2020-10-06,7.33634
2020-10-07,6.65914
2020-10-08,4.51467
2020-10-09,3.61173
2020-10-10,3.95033
2020-10-11,2.59593
2020-10-12,6.772
2020-10-13,7.33634
2020-10-14,7.4492
2020-10-15,5.30474
2020-10-16,4.96613
2020-10-17,2.25733
2020-10-18,3.7246
2020-10-19,4.4018
2020-10-20,3.83747
2020-10-21,4.85327
2020-10-22,5.86907
2020-10-23,6.88487
2020-10-24,1.80586
2020-10-25,2.48306
2020-10-26,5.079
2020-10-27,6.54627
2020-10-28,4.85327
2020-10-29,6.4334
2020-10-30,6.772
2020-10-31,1.693
2020-11-01,3.83747
2020-11-02,5.7562
2020-11-03,4.62753
2020-11-04,4.62753
2020-11-05,6.65914
2020-11-06,3.27313
2020-11-07,2.0316
2020-11-08,3.49887
2020-11-09,5.4176
2020-11-10,6.20767
2020-11-11,5.7562
2020-11-12,6.0948
2020-11-13,3.386
2020-11-14,2.0316
2020-11-15,2.0316
2020-11-16,4.7404
2020-11-17,5.30474
2020-11-18,6.20767
2020-11-19,6.20767
2020-11-20,5.079
2020-11-21,2.59593
2020-11-22,2.82167
2020-11-23,5.53047
2020-11-24,7.90067
2020-11-25,5.53047
2020-11-26,4.4018
2020-11-27,4.28893
2020-11-28,1.693
2020-11-29,2.0316
2020-11-30,5.30474
2020-12-01,5.98194
2020-12-02,7.1106
2020-12-03,6.99774
2020-12-04,6.88487
2020-12-05,3.16027
2020-12-06,3.49887
2020-12-07,7.78781
2020-12-08,6.32054
2020-12-09,6.65914
2020-12-10,5.4176
2020-12-11,6.772
2020-12-12,3.386
2020-12-13,2.14446
2020-12-14,4.96613
2020-12-15,4.4018
2020-12-16,5.30474
2020-12-17,7.67494
2020-12-18,5.079
2020-12-19,4.0632
2020-12-20,2.48306
2020-12-21,6.772
2020-12-22,6.32054
2020-12-23,5.4176
2020-12-24,4.96613
2020-12-25,3.83747
2020-12-26,4.0632
2020-12-27,4.4018
2020-12-28,6.88487
2020-12-29,8.46501
2020-12-30,8.35214
2020-12-31,6.65914
2021-01-01,5.079
2021-01-02,3.386
2021-01-03,5.4176
2021-01-04,9.93227
2021-01-05,8.69074
2021-01-06,8.35214
2021-01-07,8.23927
2021-01-08,6.32054
2021-01-09,4.4018
2021-01-10,3.95033
2021-01-11,6.54627
2021-01-12,8.46501
2021-01-13,5.86907
2021-01-14,6.0948
2021-01-15,5.98194
2021-01-16,3.49887
2021-01-17,3.7246
2021-01-18,8.01354
2021-01-19,7.78781
2021-01-20,8.12641
2021-01-21,5.30474
2021-01-22,6.772
2021-01-23,4.4018
2021-01-24,3.7246
2021-01-25,7.67494
2021-01-26,8.35214
2021-01-27,8.23927
2021-01-28,8.57787
2021-01-29,9.93227
2021-01-30,5.86907
2021-01-31,2.48306
2021-02-01,8.57787
2021-02-02,8.80361
2021-02-03,6.88487
2021-02-04,7.78781
2021-02-05,8.69074
2021-02-06,2.7088
2021-02-07,4.62753
2021-02-08,9.59367
2021-02-09,9.93227
2021-02-10,7.33634
2021-02-11,2.82167
2021-02-12,3.61173
2021-02-13,2.82167
2021-02-14,2.59593
2021-02-15,10.94808
2021-02-16,6.88487
2021-02-17,7.1106
2021-02-18,6.54627
2021-02-19,5.4176
2021-02-20,2.7088
2021-02-21,3.16027
2021-02-22,8.46501
2021-02-23,7.56207
2021-02-24,5.64334
2021-02-25,10.94808
2021-02-26,9.59367
2021-02-27,4.85327
2021-02-28,3.7246
2021-03-01,5.19187
2021-03-02,7.78781
2021-03-03,9.70654
2021-03-04,7.56207
2021-03-05,6.99774
2021-03-06,2.82167
2021-03-07,3.95033
2021-03-08,7.22347
2021-03-09,6.88487
2021-03-10,7.33634
2021-03-11,6.4334
2021-03-12,6.88487
2021-03-13,4.17607
2021-03-14,2.7088
2021-03-15,7.90067
2021-03-16,6.32054
2021-03-17,8.91647
2021-03-18,5.98194
2021-03-19,5.86907
2021-03-20,3.0474
2021-03-21,3.83747
2021-03-22,10.38374
2021-03-23,5.7562
2021-03-24,5.98194
2021-03-25,8.12641
2021-03-26,4.85327
2021-03-27,3.49887
2021-03-28,3.27313
2021-03-29,6.65914
2021-03-30,8.46501
2021-03-31,7.90067
2021-04-01,6.4334
2021-04-02,4.0632
2021-04-03,2.59593
2021-04-04,3.16027
2021-04-05,4.62753
2021-04-06,6.32054
2021-04-07,6.20767
2021-04-08,5.19187
2021-04-09,5.98194
2021-04-10,2.0316
2021-04-11,3.386
2021-04-12,6.772
2021-04-13,6.20767
2021-04-14,5.19187
2021-04-15,6.54627
2021-04-16,6.88487
2021-04-17,3.0474
2021-04-18,2.25733
2021-04-19,6.20767
2021-04-20,5.079
2021-04-21,6.20767
2021-04-22,6.4334
2021-04-23,4.85327
2021-04-24,2.82167
2021-04-25,1.46726
2021-04-26,5.4176
2021-04-27,5.079
2021-04-28,5.64334
2021-04-29,4.4018
2021-04-30,4.28893
2021-05-01,1.693
2021-05-02,2.3702
2021-05-03,5.98194
2021-05-04,4.51467
2021-05-05,1.46726
2021-05-06,5.079
2021-05-07,4.85327
2021-05-08,1.0158
2021-05-09,1.91873
2021-05-10,6.88487
2021-05-11,4.62753
2021-05-12,6.99774
2021-05-13,6.0948
2021-05-14,4.51467
2021-05-15,2.0316
2021-05-16,1.693
2021-05-17,5.19187
2021-05-18,3.95033
2021-05-19,0.90293
2021-05-20,4.51467
2021-05-21,3.386
2021-05-22,2.3702
2021-05-23,1.80586
2021-05-24,4.96613
2021-05-25,5.53047
2021-05-26,6.65914
2021-05-27,6.20767
2021-05-28,4.17607
2021-05-29,2.93453
2021-05-30,2.25733
2021-05-31,7.33634
2021-06-01,7.4492
2021-06-02,6.20767
2021-06-03,6.772
2021-06-04,5.19187
2021-06-05,5.30474
2021-06-06,3.27313
2021-06-07,7.56207
2021-06-08,4.62753
2021-06-09,6.4334
2021-06-10,4.62753
2021-06-11,6.4334
2021-06-12,2.0316
2021-06-13,1.91873
2021-06-14,3.49887
2021-06-15,5.98194
2021-06-16,4.85327
2021-06-17,6.0948
2021-06-18,5.53047
2021-06-19,1.58013
2021-06-20,3.16027
2021-06-21,6.4334
2021-06-22,7.1106
2021-06-23,6.0948
2021-06-24,4.96613
2021-06-25,5.53047
2021-06-26,3.27313
2021-06-27,3.27313
2021-06-28,5.30474
2021-06-29,5.19187
2021-06-30,6.88487
2021-07-01,5.4176
2021-07-02,7.33634
2021-07-03,3.386
2021-07-04,1.91873
2021-07-05,4.96613
2021-07-06,3.95033
2021-07-07,4.7404
2021-07-08,5.64334
2021-07-09,4.28893
2021-07-10,1.46726
2021-07-11,2.3702
2021-07-12,4.4018
2021-07-13,4.62753
2021-07-14,5.64334
2021-07-15,3.83747
2021-07-16,5.30474
2021-07-17,1.693
2021-07-18,1.24153
2021-07-19,5.64334
2021-07-20,4.62753
2021-07-21,3.16027
2021-07-22,4.85327
2021-07-23,3.7246
2021-07-24,2.3702
2021-07-25,1.693
2021-07-26,3.7246
2021-07-27,3.95033
2021-07-28,3.61173
2021-07-29,3.16027
2021-07-30,4.85327
2021-07-31,2.3702
2021-08-01,1.91873
2021-08-02,4.85327
2021-08-03,5.4176
2021-08-04,2.59593
2021-08-05,3.83747
2021-08-06,4.51467
2021-08-07,2.7088
2021-08-08,2.48306
2021-08-09,6.0948
2021-08-10,4.62753
2021-08-11,5.079
2021-08-12,5.4176
2021-08-13,3.83747
2021-08-14,1.91873
2021-08-15,1.46726
2021-08-16,1.91873
2021-08-17,5.98194
2021-08-18,4.85327
2021-08-19,4.7404
2021-08-20,4.96613
2021-08-21,4.28893
2021-08-22,1.693
2021-08-23,6.0948
2021-08-24,6.4334
2021-08-25,4.85327
2021-08-26,6.32054
2021-08-27,6.20767
2021-08-28,3.386
2021-08-29,3.0474
2021-08-30,7.33634
2021-08-31,11.39954
2021-09-01,7.67494
2021-09-02,4.62753
2021-09-03,6.20767
2021-09-04,2.0316
2021-09-05,3.95033
2021-09-06,5.4176
2021-09-07,6.32054
2021-09-08,6.4334
2021-09-09,4.0632
2021-09-10,5.86907
2021-09-11,2.7088
2021-09-12,1.46726
2021-09-13,5.64334
2021-09-14,4.17607
2021-09-15,7.1106
2021-09-16,5.98194
2021-09-17,4.96613
2021-09-18,3.16027
2021-09-19,2.93453
2021-09-20,2.0316
2021-09-21,2.59593
2021-09-22,3.61173
2021-09-23,8.23927
2021-09-24,7.22347
2021-09-25,5.4176
2021-09-26,4.28893
2021-09-27,8.35214
2021-09-28,6.772
2021-09-29,5.53047
2021-09-30,7.22347
2021-10-01,4.17607
2021-10-02,1.80586
2021-10-03,2.48306
2021-10-04,3.61173
2021-10-05,8.12641
2021-10-06,6.88487
2021-10-07,6.99774
2021-10-08,4.85327
2021-10-09,1.58013
2021-10-10,2.3702
2021-10-11,3.386
2021-10-12,4.28893
2021-10-13,6.0948
2021-10-14,5.30474
2021-10-15,5.98194
2021-10-16,2.0316
2021-10-17,3.61173
2021-10-18,4.62753
2021-10-19,4.7404
2021-10-20,4.96613
2021-10-21,4.85327
2021-10-22,4.7404
2021-10-23,1.91873
2021-10-24,2.48306
2021-10-25,3.386
2021-10-26,5.86907
2021-10-27,3.0474
2021-10-28,3.83747
2021-10-29,5.19187
2021-10-30,2.48306
2021-10-31,0.6772
2021-11-01,4.17607
2021-11-02,5.4176
2021-11-03,5.30474
2021-11-04,3.7246
2021-11-05,4.7404
2021-11-06,1.24153
2021-11-07,1.46726
2021-11-08,4.0632
2021-11-09,3.0474
2021-11-10,5.30474
2021-11-11,4.4018
2021-11-12,4.85327
2021-11-13,1.58013
2021-11-14,2.3702
2021-11-15,6.88487
2021-11-16,8.01354
2021-11-17,4.4018
2021-11-18,4.4018
2021-11-19,5.079
2021-11-20,1.24153
2021-11-21,2.7088
2021-11-22,5.079
2021-11-23,3.83747
2021-11-24,3.7246
2021-11-25,4.51467
2021-11-26,3.386
2021-11-27,3.49887
2021-11-28,2.48306
2021-11-29,5.7562
2021-11-30,6.32054
2021-12-01,4.17607
2021-12-02,4.51467
2021-12-03,4.4018
2021-12-04,6.88487
2021-12-05,4.28893
2021-12-06,5.64334
2021-12-07,5.7562
2021-12-08,5.64334
2021-12-09,4.7404
2021-12-10,5.19187
2021-12-11,2.3702
2021-12-12,1.91873
2021-12-13,5.19187
2021-12-14,3.7246
2021-12-15,5.079
2021-12-16,3.61173
2021-12-17,4.4018
2021-12-18,3.7246
2021-12-19,3.27313
2021-12-20,4.51467
2021-12-21,6.772
2021-12-22,3.61173
2021-12-23,5.4176
2021-12-24,6.4334
2021-12-25,1.91873
2021-12-26,3.61173
2021-12-27,4.28893
2021-12-28,4.4018
2021-12-29,6.65914
2021-12-30,7.90067
2021-12-31,4.7404
2022-01-01,3.61173
2022-01-02,2.3702
2022-01-03,7.67494
2022-01-04,6.99774
2022-01-05,5.64334
2022-01-06,5.98194
2022-01-07,5.30474
2022-01-08,1.3544
2022-01-09,3.83747
2022-01-10,6.20767
2022-01-11,5.7562
2022-01-12,7.1106
2022-01-13,4.62753
2022-01-14,7.56207
2022-01-15,4.51467
2022-01-16,3.386
2022-01-17,7.33634
2022-01-18,6.772
2022-01-19,6.65914
2022-01-20,6.88487
2022-01-21,8.23927
2022-01-22,4.85327
2022-01-23,4.96613
2022-01-24,6.54627
2022-01-25,8.23927
2022-01-26,9.02934
2022-01-27,10.15801
2022-01-28,11.39954
2022-01-29,6.99774
2022-01-30,2.3702
2022-01-31,2.59593
2022-02-01,2.93453
2022-02-02,4.28893
2022-02-03,9.59367
2022-02-04,7.56207
2022-02-05,4.51467
2022-02-06,4.96613
2022-02-07,14.44695
2022-02-08,32.73137
2022-02-09,13.43115
2022-02-10,8.35214
2022-02-11,5.98194
2022-02-12,5.19187
2022-02-13,4.51467
2022-02-14,7.4492
2022-02-15,9.02934
2022-02-16,8.23927
2022-02-17,8.01354
2022-02-18,7.4492
2022-02-19,6.54627
2022-02-20,4.0632
2022-02-21,7.67494
2022-02-22,7.4492
2022-02-23,9.59367
2022-02-24,7.22347
2022-02-25,9.81941
2022-02-26,3.95033
2022-02-27,3.7246
2022-02-28,9.59367
2022-03-01,4.7404
2022-03-02,8.46501
2022-03-03,7.22347
2022-03-04,8.23927
2022-03-05,3.7246
2022-03-06,4.62753
2022-03-07,8.46501
2022-03-08,7.56207
2022-03-09,2.7088
2022-03-10,7.4492
2022-03-11,6.54627
2022-03-12,3.7246
2022-03-13,5.079
2022-03-14,6.65914
2022-03-15,8.23927
2022-03-16,6.772
2022-03-17,9.25507
2022-03-18,7.33634
2022-03-19,3.83747
2022-03-20,3.61173
2022-03-21,6.772
2022-03-22,7.22347
2022-03-23,7.90067
2022-03-24,6.65914
2022-03-25,7.22347
2022-03-26,2.93453
2022-03-27,4.85327
2022-03-28,7.1106
2022-03-29,8.23927
2022-03-30,8.01354
2022-03-31,8.80361
2022-04-01,5.7562
2022-04-02,2.59593
2022-04-03,3.49887
2022-04-04,5.53047
2022-04-05,7.22347
2022-04-06,5.64334
2022-04-07,6.54627
2022-04-08,6.88487
2022-04-09,3.16027
2022-04-10,2.82167
2022-04-11,4.85327
2022-04-12,5.4176
2022-04-13,6.772
2022-04-14,8.01354
2022-04-15,7.33634
2022-04-16,3.61173
2022-04-17,4.62753
2022-04-18,6.54627
2022-04-19,7.90067
2022-04-20,8.12641
2022-04-21,5.86907
2022-04-22,9.14221
2022-04-23,4.0632
2022-04-24,4.28893
2022-04-25,10.72234
2022-04-26,9.36794
2022-04-27,9.02934
2022-04-28,8.69074
2022-04-29,8.23927
2022-04-30,4.7404
2022-05-01,5.19187
2022-05-02,9.93227
2022-05-03,5.30474
2022-05-04,5.64334
2022-05-05,4.51467
2022-05-06,6.4334
2022-05-07,2.93453
2022-05-08,4.28893
2022-05-09,8.12641
2022-05-10,9.02934
2022-05-11,9.48081
2022-05-12,8.80361
2022-05-13,7.56207
2022-05-14,3.386
2022-05-15,3.83747
2022-05-16,6.99774
2022-05-17,7.33634
2022-05-18,9.36794
2022-05-19,6.0948
2022-05-20,7.90067
2022-05-21,2.3702
2022-05-22,3.386
2022-05-23,8.35214
2022-05-24,6.4334
2022-05-25,8.23927
2022-05-26,8.80361
2022-05-27,9.70654
2022-05-28,5.53047
2022-05-29,3.95033
2022-05-30,11.28668
2022-05-31,12.97968
2022-06-01,5.19187
2022-06-02,8.57787
2022-06-03,9.70654
2022-06-04,3.95033
2022-06-05,3.49887
2022-06-06,5.7562
2022-06-07,15.80135
2022-06-08,16.81715
2022-06-09,14.44695
2022-06-10,31.9413
2022-06-11,10.72234
2022-06-12,9.02934
2022-06-13,18.17155
2022-06-14,20.99322
2022-06-15,17.15575
2022-06-16,14.89841
2022-06-17,15.80135
2022-06-18,7.56207
2022-06-19,8.01354
2022-06-20,16.93002
2022-06-21,14.44695
2022-06-22,18.28442
2022-06-23,24.04063
2022-06-24,20.99322
2022-06-25,9.14221
2022-06-26,13.20541
2022-06-27,18.62302
2022-06-28,17.83295
2022-06-29,16.25282
2022-06-30,15.46275
2022-07-01,18.51015
2022-07-02,8.01354
2022-07-03,7.78781
2022-07-04,15.12415
2022-07-05,16.93002
2022-07-06,12.97968
2022-07-07,12.07674
2022-07-08,12.64108
2022-07-09,8.12641
2022-07-10,8.35214
2022-07-11,18.73589
2022-07-12,16.13995
2022-07-13,22.34762
2022-07-14,22.23476
2022-07-15,18.39729
2022-07-16,9.14221
2022-07-17,10.04514
2022-07-18,25.1693
2022-07-19,18.73589
2022-07-20,42.66365
2022-07-21,71.44469
2022-07-22,18.96162
2022-07-23,8.91647
2022-07-24,8.12641
2022-07-25,22.68623
2022-07-26,17.72009
2022-07-27,16.25282
2022-07-28,16.02708
2022-07-29,15.80135
2022-07-30,10.15801
2022-07-31,8.91647
2022-08-01,15.68848
2022-08-02,14.33408
2022-08-03,13.65688
2022-08-04,10.60948
2022-08-05,11.73814
2022-08-06,6.772
2022-08-07,7.22347
2022-08-08,12.41534
2022-08-09,12.97968
2022-08-10,15.34988
2022-08-11,11.73814
2022-08-12,12.07674
2022-08-13,5.86907
2022-08-14,7.22347
2022-08-15,6.99774
2022-08-16,13.99548
2022-08-17,14.33408
2022-08-18,13.09255
2022-08-19,11.96388
2022-08-20,6.772
2022-08-21,8.23927
2022-08-22,15.57562
2022-08-23,16.25282
2022-08-24,12.52821
2022-08-25,14.78555
2022-08-26,13.54401
2022-08-27,6.772
2022-08-28,10.15801
2022-08-29,15.91422
2022-08-30,20.76749
2022-08-31,19.97742
2022-09-01,16.59142
2022-09-02,18.05869
2022-09-03,9.02934
2022-09-04,10.83521
2022-09-05,16.70428
2022-09-06,14.22121
2022-09-07,13.20541
2022-09-08,10.60948
2022-09-09,5.30474
2022-09-10,5.30474
2022-09-11,5.7562
2022-09-12,7.78781
2022-09-13,15.91422
2022-09-14,18.51015
2022-09-15,15.57562
2022-09-16,14.33408
2022-09-17,7.67494
2022-09-18,9.81941
2022-09-19,18.17155
2022-09-20,16.59142
2022-09-21,19.30022
2022-09-22,19.30022
2022-09-23,20.54176
2022-09-24,8.69074
2022-09-25,8.57787
2022-09-26,18.28442
2022-09-27,18.28442
2022-09-28,19.63882
2022-09-29,20.54176
2022-09-30,21.21896
2022-10-01,10.15801
2022-10-02,9.70654
2022-10-03,11.17381
2022-10-04,18.84875
2022-10-05,18.84875
2022-10-06,15.12415
2022-10-07,18.17155
2022-10-08,9.93227
2022-10-09,10.83521
2022-10-10,13.09255
2022-10-11,24.26636
2022-10-12,26.8623
2022-10-13,40.74492
2022-10-14,39.05191
2022-10-15,23.81489
2022-10-16,23.92776
2022-10-17,44.35665
2022-10-18,37.92325
2022-10-19,47.06546
2022-10-20,51.0158
2022-10-21,41.30925
2022-10-22,21.67042
2022-10-23,22.23476
2022-10-24,51.58013
2022-10-25,54.62753
2022-10-26,47.51693
2022-10-27,44.92099
2022-10-28,36.90744
2022-10-29,22.46049
2022-10-30,21.21896
2022-10-31,45.14672
2022-11-01,45.03386
2022-11-02,42.21218
2022-11-03,44.46952
2022-11-04,38.60045
2022-11-05,18.62302
2022-11-06,22.34762
2022-11-07,38.14898
2022-11-08,40.29345
2022-11-09,39.39051
2022-11-10,37.47178
2022-11-11,33.86004
2022-11-12,18.39729
2022-11-13,15.91422
2022-11-14,34.08577
2022-11-15,37.69751
2022-11-16,35.77878
2022-11-17,35.10158
2022-11-18,27.2009
2022-11-19,17.38148
2022-11-20,17.04288
2022-11-21,36.90744
2022-11-22,36.34311
2022-11-23,32.05417
2022-11-24,32.16704
2022-11-25,34.42437
2022-11-26,19.07449
2022-11-27,18.28442
2022-11-28,39.05191
2022-11-29,36.56884
2022-11-30,34.87584
2022-12-01,32.73137
2022-12-02,25.95936
2022-12-03,13.31828
2022-12-04,16.36568
2022-12-05,36.45598
2022-12-06,29.45823
2022-12-07,27.08803
2022-12-08,23.70203
2022-12-09,23.81489
2022-12-10,12.97968
2022-12-11,12.86681
2022-12-12,26.63656
2022-12-13,21.67042
2022-12-14,24.37923
2022-12-15,24.71783
2022-12-16,21.89616
2022-12-17,14.22121
2022-12-18,12.52821
2022-12-19,23.25056
2022-12-20,25.39503
2022-12-21,22.12189
2022-12-22,20.99322
2022-12-23,21.89616
2022-12-24,11.62528
2022-12-25,12.86681
2022-12-26,25.95936
2022-12-27,21.78329
2022-12-28,23.47629
2022-12-29,24.71783
2022-12-30,24.26636
2022-12-31,14.33408
2023-01-01,17.26862
2023-01-02,29.00677
2023-01-03,27.2009
2023-01-04,26.29796
2023-01-05,28.44243
2023-01-06,20.42889
2023-01-07,13.09255
2023-01-08,10.94808
2023-01-09,25.5079
2023-01-10,23.58916
2023-01-11,19.63882
2023-01-12,18.96162
2023-01-13,19.41309
2023-01-14,11.62528
2023-01-15,9.14221
2023-01-16,18.17155
2023-01-17,20.54176
2023-01-18,19.63882
2023-01-19,15.68848
2023-01-20,16.59142
2023-01-21,10.60948
2023-01-22,8.12641
2023-01-23,9.02934
2023-01-24,11.51241
2023-01-25,26.8623
2023-01-26,23.02483
2023-01-27,20.20316
2023-01-28,14.22121
2023-01-29,9.70654
2023-01-30,24.37923
2023-01-31,27.8781
2023-02-01,23.02483
2023-02-02,18.96162
2023-02-03,18.62302
2023-02-04,10.04514
2023-02-05,9.59367
2023-02-06,15.23702
2023-02-07,17.26862
2023-02-08,14.33408
2023-02-09,12.75395
2023-02-10,16.25282
2023-02-11,8.46501
2023-02-12,7.33634
2023-02-13,18.17155
2023-02-14,15.80135
2023-02-15,15.12415
2023-02-16,12.30248
2023-02-17,14.78555
2023-02-18,7.90067
2023-02-19,7.56207
2023-02-20,12.97968
2023-02-21,17.38148
2023-02-22,17.38148
2023-02-23,14.89841
2023-02-24,18.05869
2023-02-25,8.35214
2023-02-26,8.69074
2023-02-27,16.25282
2023-02-28,18.73589
2023-03-01,13.20541
2023-03-02,17.26862
2023-03-03,14.10835
2023-03-04,6.4334
2023-03-05,9.81941
2023-03-06,13.31828
2023-03-07,16.02708
2023-03-08,13.76975
2023-03-09,13.54401
2023-03-10,14.10835
2023-03-11,8.69074
2023-03-12,6.99774
2023-03-13,14.10835
2023-03-14,16.70428
2023-03-15,20.88036
2023-03-16,17.83295
2023-03-17,17.60722
2023-03-18,10.60948
2023-03-19,12.30248
2023-03-20,24.94356
2023-03-21,22.91196
2023-03-22,20.42889
2023-03-23,17.60722
2023-03-24,20.09029
2023-03-25,12.97968
2023-03-26,10.72234
2023-03-27,26.07223
2023-03-28,24.26636
2023-03-29,23.81489
2023-03-30,43.56659
2023-03-31,35.44018
2023-04-01,19.86455
2023-04-02,26.63656
2023-04-03,40.74492
2023-04-04,43.34085
2023-04-05,40.51918
2023-04-06,38.48758
2023-04-07,41.87358
2023-04-08,30.81264
2023-04-09,31.82844
2023-04-10,46.83972
2023-04-11,45.82392
2023-04-12,45.37246
2023-04-13,38.26185
2023-04-14,34.53724
2023-04-15,22.57336
2023-04-16,21.10609
2023-04-17,41.42212
2023-04-18,40.29345
2023-04-19,33.74717
2023-04-20,33.97291
2023-04-21,31.71557
2023-04-22,17.26862
2023-04-23,16.47855
2023-04-24,29.9097
2023-04-25,36.34311
2023-04-26,28.44243
2023-04-27,27.5395
2023-04-28,32.50564
2023-04-29,18.05869
2023-04-30,15.80135
2023-05-01,25.73363
2023-05-02,31.82844
2023-05-03,29.34537
2023-05-04,30.2483
2023-05-05,17.94582
2023-05-06,13.09255
2023-05-07,15.34988
2023-05-08,26.74943
2023-05-09,28.2167
2023-05-10,27.2009
2023-05-11,24.15349
2023-05-12,19.07449
2023-05-13,14.33408
2023-05-14,11.51241
2023-05-15,23.81489
2023-05-16,23.25056
2023-05-17,19.07449
2023-05-18,21.67042
2023-05-19,22.91196
2023-05-20,11.73814
2023-05-21,13.09255
2023-05-22,25.28216
2023-05-23,25.28216
2023-05-24,20.65462
2023-05-25,25.5079
2023-05-26,20.88036
2023-05-27,12.41534
2023-05-28,13.54401
2023-05-29,15.91422
2023-05-30,21.78329
2023-05-31,26.63656
2023-06-01,29.34537
