기준일자|||유형|||연관검색어|||검색일자|||검색량|||
2024-03-20|||월별급상승|||14K금시세|||2021-07-13 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2021-08-10 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2021-09-07 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2021-10-05 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2021-11-02 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2021-11-30 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2021-12-28 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-01-25 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-02-22 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-03-22 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-04-19 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-05-17 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-06-14 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-07-12 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-08-09 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-09-06 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-10-04 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-11-01 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-11-29 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2022-12-27 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2023-01-24 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2023-02-21 00:00:00|||0.0|||
2024-03-20|||월별급상승|||14K금시세|||2023-03-21 00:00:00|||5.630867350274881|||
2024-03-20|||월별급상승|||14K금시세|||2023-04-18 00:00:00|||99.65583844416714|||
2024-03-20|||월별급상승|||14K금시세|||2023-05-16 00:00:00|||100.0|||
2024-03-20|||월별급상승|||14K금시세|||2023-06-13 00:00:00|||91.58142426292397|||
2024-03-20|||월별급상승|||14K금시세|||2023-07-11 00:00:00|||83.19343600414355|||
2024-03-20|||월별급상승|||14K금시세|||2023-08-08 00:00:00|||73.51675775775027|||
2024-03-20|||월별급상승|||14K금시세|||2023-09-05 00:00:00|||74.4001069240343|||
2024-03-20|||월별급상승|||14K금시세|||2023-10-03 00:00:00|||68.07135500252313|||
2024-03-20|||월별급상승|||14K금시세|||2023-10-31 00:00:00|||70.33899726171262|||
2024-03-20|||월별급상승|||14K금시세|||2023-11-28 00:00:00|||74.69455377352585|||
2024-03-20|||월별급상승|||14K금시세|||2023-12-26 00:00:00|||77.57021624159334|||
